actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
172,PT10M57.00S,2025-04-06T03:09:20.9Z,2,REGULAR,3pt,Jump Shot,[],1627884,89.96386333771353,0.0,1610612746,33,21,2025-04-06T03:09:24Z,1660000,False,-250.0,42.0,1,right,MISS D. Jones Jr. 25' 3PT,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,25.35,Missed,,,,,,,,,,,,,,,
173,PT10M55.00S,2025-04-06T03:09:22.9Z,2,REGULAR,rebound,defensive,[],203076,,,1610612742,33,21,2025-04-06T03:09:24Z,1670000,False,,,0,,A. Davis REBOUND (Off:0 Def:5),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,,,,,,172.0,5.0,5.0,0.0,,,,,,
174,PT10M42.00S,2025-04-06T03:09:36.5Z,2,REGULAR,3pt,Jump Shot,[],202691,16.245072273324574,3.1862745098039214,1610612742,33,24,2025-04-06T03:09:41Z,1680000,False,234.0,100.0,1,left,K. Thompson 25' 3PT  (3 PTS) (C. Martin 1 AST),"[202691, 1628997]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,25.46,Made,3.0,,C. Martin,1628997.0,1.0,,,,,,,,,,
176,PT10M21.00S,2025-04-06T03:09:57.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,86.02168199737189,48.28431372549019,1610612746,35,24,2025-04-06T03:10:10Z,1700000,False,-9.0,79.0,1,right,B. Bogdanović 7' step back Jump Shot (2 PTS),[203992],1610612746.0,LAC,step back,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),0-8 Center,,,,7.94,Made,2.0,,,,,,,,,,,,,,
177,PT10M02.00S,2025-04-06T03:10:16.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641726,7.178055190538765,62.99019607843137,1610612742,35,24,2025-04-06T03:10:20Z,1710000,False,-65.0,15.0,1,left,MISS D. Lively II 6' turnaround Hook,[1641726],1610612742.0,DAL,turnaround,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,6.67,Missed,,,,,,,,,,,,,,,
178,PT10M00.00S,2025-04-06T03:10:18.2Z,2,REGULAR,rebound,defensive,[],203992,,,1610612746,35,24,2025-04-06T03:10:20Z,1720000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:1),[203992],1610612746.0,LAC,,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,
179,PT09M57.00S,2025-04-06T03:10:21.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627884,90.88370565045992,48.529411764705884,1610612746,37,24,2025-04-06T03:10:27Z,1730000,False,-7.0,33.0,1,right,D. Jones Jr. running alley-oop DUNK (2 PTS) (B. Bogdanović 1 AST),"[1627884, 203992]",1610612746.0,LAC,running alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,3.4,Made,2.0,,B. Bogdanović,203992.0,1.0,,,,,,,,,,
181,PT09M45.00S,2025-04-06T03:10:33.9Z,2,REGULAR,3pt,Jump Shot,[],203076,31.09395532194481,27.941176470588236,1610612742,37,24,2025-04-06T03:10:40Z,1750000,False,110.0,240.0,1,left,MISS A. Davis 26' pullup 3PT,[203076],1610612742.0,DAL,pullup,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,26.4,Missed,,,,,,,,,,,,,,,
182,PT09M40.00S,2025-04-06T03:10:38.9Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,37,24,2025-04-06T03:10:40Z,1760000,False,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,181.0,2.0,2.0,0.0,,,,,,
183,PT09M35.00S,2025-04-06T03:10:43.1Z,2,REGULAR,turnover,bad pass,[],1627732,,,1610612746,37,24,2025-04-06T03:10:46Z,1770000,False,,,0,,B. Simmons bad pass TURNOVER (1 TO),"[1627732, 1641726]",1610612746.0,LAC,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Right,1.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,
184,PT09M35.00S,2025-04-06T03:10:43.1Z,2,REGULAR,steal,,[],1641726,,,1610612742,37,24,2025-04-06T03:10:44Z,1780000,False,,,0,,D. Lively II STEAL (2 STL),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
185,PT09M33.00S,2025-04-06T03:10:45.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203076,7.440867279894875,48.28431372549019,1610612742,37,26,2025-04-06T03:10:50Z,1790000,False,9.0,17.0,1,left,A. Davis running DUNK (13 PTS) (C. Martin 2 AST),"[203076, 1628997]",1610612742.0,DAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,1.94,Made,13.0,,C. Martin,1628997.0,2.0,,,,,,,,,,
187,PT09M13.00S,2025-04-06T03:11:05.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,86.67871222076215,43.627450980392155,1610612746,39,26,2025-04-06T03:12:49Z,1810000,False,-32.0,73.0,1,right,K. Leonard 7' turnaround fadeaway Jump Shot (10 PTS),[202695],1610612746.0,LAC,turnaround fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,7.94,Made,10.0,,,,,,,,,,,,,,
189,PT09M04.00S,2025-04-06T03:11:14.0Z,2,REGULAR,3pt,Jump Shot,[],202691,8.754927726675426,3.431372549019608,1610612742,39,29,2025-04-06T03:11:18Z,1830000,False,233.0,30.0,1,left,K. Thompson 3PT  (6 PTS) (C. Martin 3 AST),"[202691, 1628997]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,23.47,Made,6.0,,C. Martin,1628997.0,3.0,,,,,,,,,,
191,PT08M49.00S,2025-04-06T03:11:29.7Z,2,REGULAR,3pt,Jump Shot,[],202695,69.46452036793693,75.49019607843137,1610612746,42,29,2025-04-06T03:11:33Z,1850000,False,127.0,235.0,1,right,K. Leonard 26' 3PT  (13 PTS) (B. Simmons 1 AST),"[202695, 1627732]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,26.69,Made,13.0,,B. Simmons,1627732.0,1.0,,,,,,,,,,
193,PT08M30.00S,2025-04-06T03:11:48.1Z,2,REGULAR,3pt,Jump Shot,[],1628997,10.200394218134035,3.6764705882352944,1610612742,42,29,2025-04-06T03:12:01Z,1870000,False,232.0,43.0,1,left,MISS C. Martin 3PT,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,23.56,Missed,,,,,,,,,,,,,,,
194,PT08M27.00S,2025-04-06T03:11:51.1Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612746,42,29,2025-04-06T03:14:41Z,1880000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:2),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,193.0,3.0,2.0,1.0,,,,,,
195,PT08M27.00S,2025-04-06T03:12:04.2Z,2,REGULAR,foul,personal,[],1628997,,,1610612746,42,29,2025-04-06T03:12:14Z,1890000,False,,,0,,C. Martin loose ball personal FOUL (1 PF),"[1628997, 1627884]",1610612742.0,DAL,loose ball,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Jones Jr.,1627884.0
197,PT08M27.00S,2025-04-06T03:12:15.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612746,42,29,2025-04-06T03:12:18Z,1910000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M27.00S,2025-04-06T03:12:15.3Z,2,REGULAR,substitution,in,[],203915,,,1610612746,42,29,2025-04-06T03:12:18Z,1920000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M14.00S,2025-04-06T03:12:34.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,90.62089356110381,61.51960784313726,1610612746,42,29,2025-04-06T03:12:38Z,1930000,False,58.0,36.0,1,right,MISS K. Leonard 6' driving floating Shot,[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,,,,6.78,Missed,,,,,,,,,,,,,,,
200,PT08M11.00S,2025-04-06T03:12:37.9Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,42,29,2025-04-06T03:12:38Z,1940000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,
201,PT08M07.00S,2025-04-06T03:12:42.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202691,8.886333771353483,51.225490196078425,1610612742,42,31,2025-04-06T03:12:50Z,1950000,False,-6.0,31.0,1,left,K. Thompson running Layup (8 PTS),[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,3.16,Made,8.0,,,,,,,,,,,,,,
202,PT08M06.00S,2025-04-06T03:12:51.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,42,31,2025-04-06T03:12:51Z,1960000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M06.00S,2025-04-06T03:15:14.3Z,2,REGULAR,substitution,out,[],1627884,,,1610612746,42,31,2025-04-06T03:15:37Z,1970000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M06.00S,2025-04-06T03:15:14.3Z,2,REGULAR,substitution,out,[],1641726,,,1610612746,42,31,2025-04-06T03:15:37Z,1980000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M06.00S,2025-04-06T03:15:14.3Z,2,REGULAR,substitution,out,[],203076,,,1610612746,42,31,2025-04-06T03:15:37Z,1990000,False,,,0,,SUB out: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M06.00S,2025-04-06T03:15:14.3Z,2,REGULAR,substitution,in,[],1626181,,,1610612746,42,31,2025-04-06T03:15:37Z,2000000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M06.00S,2025-04-06T03:15:14.3Z,2,REGULAR,substitution,in,[],1630539,,,1610612746,42,31,2025-04-06T03:15:37Z,2010000,False,,,0,,SUB in: K. Jones,[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M06.00S,2025-04-06T03:15:14.3Z,2,REGULAR,substitution,in,[],1629023,,,1610612746,42,31,2025-04-06T03:15:37Z,2020000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M40.00S,2025-04-06T03:16:02.6Z,2,REGULAR,turnover,bad pass,[],202695,,,1610612746,42,31,2025-04-06T03:16:12Z,2030000,False,,,0,,K. Leonard bad pass TURNOVER (1 TO),"[202695, 1628997]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,1.0,Martin,1628997.0,,,,,,,,,,,,,,,,,
210,PT07M40.00S,2025-04-06T03:16:02.6Z,2,REGULAR,steal,,[],1628997,,,1610612742,42,31,2025-04-06T03:16:06Z,2040000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
211,PT07M35.00S,2025-04-06T03:16:08.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628997,9.017739816031538,47.794117647058826,1610612742,42,31,2025-04-06T03:16:49Z,2050000,False,11.0,32.0,1,left,MISS C. Martin running Layup,[1628997],1610612742.0,DAL,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,3.41,Missed,,,,,,,,,,,,,,,
212,PT07M35.00S,2025-04-06T03:16:08.1Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612742,42,31,2025-04-06T03:16:49Z,2060000,False,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,211.0,1.0,0.0,1.0,,,,,,
213,PT07M31.00S,2025-04-06T03:16:11.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628997,5.590000152587891,50.0,1610612742,42,33,2025-04-06T03:16:52Z,2070000,False,0.0,0.0,1,left,C. Martin tip Layup (2 PTS),[1628997],1610612742.0,DAL,tip,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,0.0,Made,2.0,,,,,,,,,,,,,,
214,PT07M21.00S,2025-04-06T03:16:24.2Z,2,REGULAR,foul,personal,[],1629023,,,1610612746,42,33,2025-04-06T03:16:30Z,2080000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1626181]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202035.0,,,,,,,,,,1.0,0.0,Powell,1626181.0
216,PT07M18.00S,2025-04-06T03:16:51.5Z,2,REGULAR,foul,personal,['2freethrow'],1630539,,,1610612746,42,33,2025-04-06T03:17:27Z,2100000,False,,,0,,K. Jones shooting personal FOUL (2 PF) (Powell 2 FT),"[1630539, 1626181]",1610612742.0,DAL,shooting,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2882.0,,,,,,,,,,2.0,0.0,Powell,1626181.0
218,PT07M18.00S,2025-04-06T03:17:28.4Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,42,33,2025-04-06T03:18:02Z,2120000,False,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
219,PT07M18.00S,2025-04-06T03:17:28.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,42,33,2025-04-06T03:18:02Z,2130000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,218.0,,,,,,,,,
220,PT07M18.00S,2025-04-06T03:17:38.3Z,2,REGULAR,substitution,out,[],201587,,,1610612746,42,33,2025-04-06T03:17:46Z,2140000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M18.00S,2025-04-06T03:17:38.3Z,2,REGULAR,substitution,in,[],201935,,,1610612746,42,33,2025-04-06T03:17:46Z,2150000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M18.00S,2025-04-06T03:17:28.4Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,42,33,2025-04-06T03:18:02Z,2160000,False,,,0,,MISS N. Powell Free Throw 2 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
223,PT07M16.00S,2025-04-06T03:17:30.4Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612742,42,33,2025-04-06T03:18:02Z,2170000,False,,,0,,K. Jones REBOUND (Off:1 Def:3),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,222.0,4.0,3.0,1.0,,,,,,
224,PT07M05.00S,2025-04-06T03:18:11.7Z,2,REGULAR,3pt,Jump Shot,[],202691,8.886333771353483,2.941176470588235,1610612742,42,33,2025-04-06T03:18:15Z,2180000,False,235.0,31.0,1,left,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,23.73,Missed,,,,,,,,,,,,,,,
225,PT07M01.00S,2025-04-06T03:18:15.7Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,42,33,2025-04-06T03:18:15Z,2190000,False,,,0,,K. Leonard REBOUND (Off:1 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,,,,,,,224.0,2.0,1.0,1.0,,,,,,
226,PT06M47.00S,2025-04-06T03:18:29.5Z,2,REGULAR,3pt,Jump Shot,[],202695,89.09329829172142,2.7190563725490198,1610612746,42,33,2025-04-06T03:18:35Z,2200000,False,-236.0,50.0,1,right,MISS K. Leonard 24' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,24.16,Missed,,,,,,,,,,,,,,,
227,PT06M44.00S,2025-04-06T03:18:32.5Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,42,33,2025-04-06T03:18:35Z,2210000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,,,,,,226.0,2.0,2.0,0.0,,,,,,
228,PT06M35.00S,2025-04-06T03:18:41.3Z,2,REGULAR,turnover,bad pass,[],202691,,,1610612742,42,33,2025-04-06T03:18:44Z,2220000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 202695]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1.0,Leonard,202695.0,,,,,,,,,,,,,,,,,
229,PT06M35.00S,2025-04-06T03:18:41.3Z,2,REGULAR,steal,,[],202695,,,1610612746,42,33,2025-04-06T03:18:43Z,2230000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
230,PT06M31.00S,2025-04-06T03:18:45.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202695,69.20170827858082,76.22549019607843,1610612746,45,33,2025-04-06T03:18:52Z,2240000,False,131.0,237.0,1,right,K. Leonard 27' 3PT running pullup (16 PTS),[202695],1610612746.0,LAC,running pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,27.08,Made,16.0,,,,,,,,,,,,,,
231,PT06M30.00S,2025-04-06T03:18:53.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,45,33,2025-04-06T03:18:53Z,2250000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M16.00S,2025-04-06T03:22:00.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,14.4053876478318,44.36274509803921,1610612742,45,35,2025-04-06T03:22:28Z,2260000,False,28.0,83.0,1,left,P. Washington 8' driving floating Jump Shot (4 PTS),[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,8.76,Made,4.0,,,,,,,,,,,,,,
233,PT05M57.00S,2025-04-06T03:22:18.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,84.83902759526939,40.68627450980392,1610612746,47,35,2025-04-06T03:22:25Z,2270000,False,-47.0,90.0,1,right,K. Leonard 10' fadeaway Jump Shot (18 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,10.13,Made,18.0,,,,,,,,,,,,,,
234,PT05M37.00S,2025-04-06T03:22:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,8.229303547963205,46.07843137254902,1610612742,47,35,2025-04-06T03:23:25Z,2280000,False,20.0,25.0,1,left,MISS S. Dinwiddie cutting Layup,[203915],1610612742.0,DAL,cutting,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,3.17,Missed,,,,,,,,,,,,,,,
235,PT05M37.00S,2025-04-06T03:22:39.2Z,2,REGULAR,rebound,offensive,[],1630539,,,1610612742,47,35,2025-04-06T03:22:45Z,2290000,False,,,0,,K. Jones REBOUND (Off:2 Def:3),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,234.0,5.0,3.0,2.0,,,,,,
236,PT05M37.00S,2025-04-06T03:22:45.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630539,5.590000152587891,50.0,1610612742,47,37,2025-04-06T03:22:47Z,2300000,False,0.0,0.0,1,left,K. Jones tip DUNK (6 PTS),[1630539],1610612742.0,DAL,tip,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,0.0,Made,6.0,,,,,,,,,,,,,,
237,PT05M37.00S,2025-04-06T03:22:46.1Z,2,REGULAR,foul,personal,['1freethrow'],1626181,,,1610612742,47,37,2025-04-06T03:22:58Z,2310000,False,,,0,,N. Powell shooting personal FOUL (2 PF) (Jones 1 FT),"[1626181, 1630539]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,,,,,2.0,0.0,Jones,1630539.0
239,PT05M37.00S,2025-04-06T03:22:53.4Z,2,REGULAR,substitution,out,[],1627732,,,1610612742,47,37,2025-04-06T03:23:11Z,2330000,False,,,0,,SUB out: B. Simmons,[1627732],1610612746.0,LAC,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M37.00S,2025-04-06T03:22:53.4Z,2,REGULAR,substitution,out,[],202691,,,1610612742,47,37,2025-04-06T03:23:11Z,2340000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M37.00S,2025-04-06T03:22:53.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612742,47,37,2025-04-06T03:23:11Z,2350000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M37.00S,2025-04-06T03:22:53.4Z,2,REGULAR,substitution,in,[],1630230,,,1610612742,47,37,2025-04-06T03:23:11Z,2360000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M37.00S,2025-04-06T03:23:10.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630539,,,1610612742,47,37,2025-04-06T03:23:12Z,2370000,False,,,0,,MISS K. Jones Free Throw 1 of 1,[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
244,PT05M34.00S,2025-04-06T03:23:13.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,47,37,2025-04-06T03:23:12Z,2380000,False,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,243.0,4.0,3.0,1.0,,,,,,
245,PT05M18.00S,2025-04-06T03:23:27.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,90.88370565045992,49.26470588235294,1610612746,49,37,2025-04-06T03:23:47Z,2390000,False,-4.0,33.0,1,right,I. Zubac Hook (12 PTS) (K. Leonard 3 AST),"[1627826, 202695]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,3.34,Made,12.0,,K. Leonard,202695.0,3.0,,,,,,,,,,
247,PT05M07.00S,2025-04-06T03:23:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630539,7.703679369250986,44.11764705882353,1610612742,49,39,2025-04-06T03:23:43Z,2410000,False,29.0,20.0,1,left,K. Jones cutting Layup (8 PTS) (S. Dinwiddie 4 AST),"[1630539, 203915]",1610612742.0,DAL,cutting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,3.55,Made,8.0,,S. Dinwiddie,203915.0,4.0,,,,,,,,,,
249,PT04M49.00S,2025-04-06T03:23:57.3Z,2,REGULAR,turnover,lost ball,[],202695,,,1610612746,49,39,2025-04-06T03:24:03Z,2430000,False,,,0,,K. Leonard lost ball TURNOVER (2 TO),"[202695, 1630539]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,2.0,Jones,1630539.0,,,,,,,,,,,,,,,,,
250,PT04M49.00S,2025-04-06T03:23:57.3Z,2,REGULAR,steal,,[],1630539,,,1610612742,49,39,2025-04-06T03:23:59Z,2440000,False,,,0,,K. Jones STEAL (1 STL),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
251,PT04M45.00S,2025-04-06T03:24:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,4.418528252299605,49.26470588235294,1610612742,49,41,2025-04-06T03:24:07Z,2450000,False,4.0,-11.0,1,left,C. Martin running Layup (4 PTS),[1628997],1610612742.0,DAL,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,1.16,Made,4.0,,,,,,,,,,,,,,
252,PT04M27.00S,2025-04-06T03:24:21.6Z,2,REGULAR,foul,personal,['2freethrow'],1630539,,,1610612746,49,41,2025-04-06T03:24:34Z,2460000,False,,,0,,K. Jones shooting personal FOUL (3 PF) (Harden 2 FT),"[1630539, 201935]",1610612742.0,DAL,shooting,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,,,,,,,,,,3.0,0.0,Harden,201935.0
254,PT04M27.00S,2025-04-06T03:24:51.4Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,50,41,2025-04-06T03:24:51Z,2480000,False,,,0,,J. Harden Free Throw 1 of 2 (13 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
