actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT04M34.00S,2024-12-02T03:23:47.8Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,16,13,2024-12-02T03:24:15Z,850000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M34.00S,2024-12-02T03:23:47.8Z,1,REGULAR,substitution,out,[],1629008,,,1610612746,16,13,2024-12-02T03:24:15Z,860000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M34.00S,2024-12-02T03:23:47.8Z,1,REGULAR,substitution,out,[],1627750,,,1610612746,16,13,2024-12-02T03:24:15Z,870000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M34.00S,2024-12-02T03:23:47.8Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,16,13,2024-12-02T03:24:15Z,880000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M34.00S,2024-12-02T03:23:47.8Z,1,REGULAR,substitution,in,[],203932,,,1610612746,16,13,2024-12-02T03:24:15Z,890000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M34.00S,2024-12-02T03:23:47.8Z,1,REGULAR,substitution,in,[],1631124,,,1610612746,16,13,2024-12-02T03:24:15Z,900000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M20.00S,2024-12-02T03:24:19.8Z,1,REGULAR,3pt,Jump Shot,[],201935,71.69842312746385,87.74509803921569,1610612746,16,13,2024-12-02T03:24:47Z,920000,False,189.0,214.0,1,right,MISS J. Harden 28' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,28.49,Missed,,,,,,,,,,,,,,,
94,PT04M20.00S,2024-12-02T03:24:19.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,16,13,2024-12-02T03:24:47Z,930000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,93.0,,,,,,,,,,,,,,
95,PT04M08.00S,2024-12-02T03:24:35.2Z,1,REGULAR,3pt,Jump Shot,[],201566,27.677398160315374,74.50980392156863,1610612743,16,13,2024-12-02T03:24:39Z,940000,False,-123.0,208.0,1,left,MISS R. Westbrook 24' 3PT,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,24.11,Missed,,,,,,,,,,,,,,,
96,PT04M05.00S,2024-12-02T03:24:38.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,16,13,2024-12-02T03:24:39Z,950000,False,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,95.0,3.0,2.0,1.0,,,,,,,,,,,
97,PT03M56.00S,2024-12-02T03:24:46.9Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,16,13,2024-12-02T03:24:49Z,960000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1631128]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,1.0,Braun,1631128.0,,,,,,,,,,,,,,,,,
98,PT03M56.00S,2024-12-02T03:24:46.9Z,1,REGULAR,steal,,[],1631128,,,1610612743,16,13,2024-12-02T03:24:48Z,970000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
99,PT03M53.00S,2024-12-02T03:24:51.3Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612743,16,13,2024-12-02T03:24:57Z,980000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629611, 201566]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Westbrook,201566.0
101,PT03M53.00S,2024-12-02T03:25:25.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201566,,,1610612743,16,14,2024-12-02T03:25:25Z,1000000,False,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
102,PT03M53.00S,2024-12-02T03:25:27.2Z,1,REGULAR,substitution,out,[],1627884,,,1610612743,16,14,2024-12-02T03:25:29Z,1010000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M53.00S,2024-12-02T03:25:27.2Z,1,REGULAR,substitution,in,[],201587,,,1610612743,16,14,2024-12-02T03:25:29Z,1020000,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M53.00S,2024-12-02T03:25:44.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201566,,,1610612743,16,15,2024-12-02T03:25:44Z,1030000,False,,,0,,R. Westbrook Free Throw 2 of 2 (2 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,
107,PT03M31.00S,2024-12-02T03:26:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.40932982917214,47.794117647058826,1610612746,18,15,2024-12-02T03:26:49Z,1060000,False,-11.0,28.0,1,right,J. Harden driving Layup (4 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,3.04,Made,,,,,,,4.0,,,,,,,,
108,PT03M13.00S,2024-12-02T03:27:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,15.982260183968464,41.42156862745098,1610612743,18,15,2024-12-02T03:27:06Z,1070000,False,43.0,98.0,1,left,MISS N. Jokić 10' pullup Shot,[203999],1610612743.0,DEN,pullup,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,10.67,Missed,,,,,,,,,,,,,,,
109,PT03M11.00S,2024-12-02T03:27:04.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,18,15,2024-12-02T03:27:06Z,1080000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,,
110,PT02M59.00S,2024-12-02T03:27:17.1Z,1,REGULAR,3pt,Jump Shot,[],201935,68.28186596583443,29.166666666666668,1610612746,18,15,2024-12-02T03:27:59Z,1090000,False,-104.0,246.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,26.69,Missed,,,,,,,,,,,,,,,
111,PT02M58.00S,2024-12-02T03:27:18.1Z,1,REGULAR,rebound,offensive,[],1629599,,,1610612746,18,15,2024-12-02T03:28:20Z,1100000,False,,,0,,A. Coffey REBOUND (Off:1 Def:0),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,,,,110.0,1.0,0.0,1.0,,,,,,,,,,,
112,PT02M57.00S,2024-12-02T03:27:26.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629599,91.59001314060447,68.89552696078431,1610612746,20,15,2024-12-02T03:28:31Z,1110000,False,94.0,27.0,1,right,A. Coffey 9' Jump Shot (5 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Right,,,,9.82,Made,,,,,,,5.0,,,,,,,,
113,PT02M42.00S,2024-12-02T03:27:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,8.229303547963205,48.77450980392157,1610612743,20,17,2024-12-02T03:28:55Z,1120000,False,6.0,25.0,1,left,A. Gordon driving Layup (2 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,2.56,Made,,,,,,,2.0,,,,,,,,
114,PT02M29.00S,2024-12-02T03:27:47.7Z,1,REGULAR,3pt,Jump Shot,[],201935,68.9388961892247,69.6078431372549,1610612746,23,17,2024-12-02T03:29:24Z,1130000,False,98.0,239.0,1,right,J. Harden 25' 3PT pullup (7 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,25.88,Made,,,,,,,7.0,,,,,,,,
115,PT02M29.00S,2024-12-02T03:27:54.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203932,,,1610612746,23,17,2024-12-02T03:28:01Z,1140000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Harden 1 FT),"[203932, 201935]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Harden,201935.0
117,PT02M29.00S,2024-12-02T03:29:53.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,23,17,2024-12-02T03:29:53Z,1160000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M29.00S,2024-12-02T03:30:34.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,23,17,2024-12-02T03:30:50Z,1170000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M29.00S,2024-12-02T03:30:34.9Z,1,REGULAR,substitution,out,[],1631128,,,1610612746,23,17,2024-12-02T03:30:50Z,1180000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M29.00S,2024-12-02T03:30:34.9Z,1,REGULAR,substitution,in,[],1628964,,,1610612746,23,17,2024-12-02T03:30:50Z,1190000,False,,,0,,SUB in: M. Bamba,[1628964],1610612746.0,LAC,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M29.00S,2024-12-02T03:30:34.9Z,1,REGULAR,substitution,in,[],1627750,,,1610612746,23,17,2024-12-02T03:30:50Z,1200000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M29.00S,2024-12-02T03:31:11.4Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,24,17,2024-12-02T03:31:11Z,1210000,False,,,0,,J. Harden Free Throw 1 of 1 (8 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,
123,PT02M16.00S,2024-12-02T03:31:33.1Z,1,REGULAR,foul,personal,[],1629599,,,1610612743,24,17,2024-12-02T03:31:40Z,1220000,False,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1627750]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Murray,1627750.0
125,PT02M10.00S,2024-12-02T03:31:52.5Z,1,REGULAR,3pt,Jump Shot,[],201566,25.18068331143233,16.176470588235293,1610612743,24,17,2024-12-02T03:31:57Z,1240000,False,169.0,184.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,25.0,Missed,,,,,,,,,,,,,,,
126,PT02M07.00S,2024-12-02T03:31:55.5Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612746,24,17,2024-12-02T03:31:57Z,1250000,False,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612746.0,LAC,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,
127,PT01M50.00S,2024-12-02T03:32:13.1Z,1,REGULAR,3pt,Jump Shot,[],201935,65.52233902759527,35.049019607843135,1610612746,24,17,2024-12-02T03:32:53Z,1260000,False,-75.0,272.0,1,right,MISS J. Harden 28' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,28.17,Missed,,,,,,,,,,,,,,,
128,PT01M48.00S,2024-12-02T03:32:15.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,24,17,2024-12-02T03:32:53Z,1270000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,
129,PT01M45.00S,2024-12-02T03:32:20.4Z,1,REGULAR,turnover,out-of-bounds,[],1631124,,,1610612743,24,17,2024-12-02T03:33:40Z,1280000,False,,,0,,J. Strawther lost ball out-of-bounds TURNOVER (1 TO),[1631124],1610612743.0,DEN,lost ball,,,Strawther,J. Strawther,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,,,202058.0,,,,
130,PT01M35.00S,2024-12-02T03:32:39.0Z,1,REGULAR,turnover,palming,[],201935,,,1610612746,24,17,2024-12-02T03:33:25Z,1290000,False,,,0,,J. Harden palming TURNOVER (2 TO),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left Center,2.0,,,,,,,,,,,,,,,202058.0,,,,
131,PT01M17.00S,2024-12-02T03:33:02.5Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,24,17,2024-12-02T04:04:46Z,1300000,False,,,0,,N. Jokić lost ball TURNOVER (1 TO),"[203999, 1628964]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,1.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,
132,PT01M17.00S,2024-12-02T03:33:02.5Z,1,REGULAR,steal,,[],1628964,,,1610612746,24,17,2024-12-02T04:04:32Z,1310000,False,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612746.0,LAC,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT01M13.00S,2024-12-02T03:33:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,90.62089356110381,52.450980392156865,1610612746,26,17,2024-12-02T03:33:11Z,1320000,False,12.0,36.0,1,right,T. Mann running Layup (2 PTS) (J. Harden 4 AST),"[1629611, 201935]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,3.78,Made,,,,,,,2.0,J. Harden,201935.0,4.0,,,,,
135,PT01M02.00S,2024-12-02T03:33:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,14.931011826544022,48.28431372549019,1610612743,26,17,2024-12-02T03:34:52Z,1340000,False,9.0,88.0,1,left,MISS N. Jokić 8' driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,8.83,Missed,,,,,,,,,,,,,,,
136,PT01M02.00S,2024-12-02T03:33:18.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,26,17,2024-12-02T03:33:22Z,1350000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,135.0,,,,,,,,,,,,,,
137,PT01M02.00S,2024-12-02T03:33:22.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612746,26,17,2024-12-02T03:33:43Z,1360000,False,,,0,,N. Jokić loose ball personal FOUL (1 PF) (Mann 2 FT),"[203999, 1629611]",1610612743.0,DEN,loose ball,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Mann,1629611.0
139,PT01M02.00S,2024-12-02T03:33:50.9Z,1,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,27,17,2024-12-02T03:33:50Z,1380000,False,,,0,,T. Mann Free Throw 1 of 2 (3 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
140,PT01M02.00S,2024-12-02T03:33:53.0Z,1,REGULAR,substitution,out,[],201935,,,1610612746,27,17,2024-12-02T03:34:00Z,1390000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M02.00S,2024-12-02T03:33:53.0Z,1,REGULAR,substitution,in,[],1641757,,,1610612746,27,17,2024-12-02T03:34:00Z,1400000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M02.00S,2024-12-02T03:33:50.9Z,1,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,27,17,2024-12-02T03:34:09Z,1410000,False,,,0,,MISS T. Mann Free Throw 2 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
143,PT01M00.00S,2024-12-02T03:33:52.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,27,17,2024-12-02T03:34:09Z,1420000,False,,,0,,N. Jokić REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,142.0,4.0,3.0,1.0,,,,,,,,,,,
144,PT00M54.20S,2024-12-02T03:34:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.1268068331143235,47.30392156862745,1610612743,27,19,2024-12-02T03:34:22Z,1430000,False,13.0,5.0,1,left,N. Jokić cutting Layup (11 PTS) (R. Westbrook 2 AST),"[203999, 201566]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,1.44,Made,,,,,,,11.0,R. Westbrook,201566.0,2.0,,,,,
146,PT00M42.80S,2024-12-02T03:34:29.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,91.93495400788436,47.549019607843135,1610612746,29,19,2024-12-02T03:35:38Z,1450000,False,-12.0,23.0,1,right,T. Mann cutting DUNK (5 PTS) (J. Miller 1 AST),"[1629611, 1641757]",1610612746.0,LAC,cutting,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,2.63,Made,,,,,,,5.0,J. Miller,1641757.0,1.0,,,,,
148,PT00M33.60S,2024-12-02T03:34:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,11.251642575558476,50.73529411764706,1610612743,29,19,2024-12-02T03:37:55Z,1470000,False,-4.0,53.0,1,left,MISS J. Murray driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,5.34,Missed,,,,,,,,,,,,,,,
150,PT00M32.60S,2024-12-02T03:34:40.5Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,29,19,2024-12-02T03:34:46Z,1490000,False,,,0,,N. Jokić REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,148.0,5.0,3.0,2.0,,,,,,,,,,,
151,PT00M32.60S,2024-12-02T03:34:47.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",203999,9.280551905387648,48.529411764705884,1610612743,29,21,2024-12-02T05:07:06Z,1500000,False,7.0,35.0,1,left,N. Jokić putback Layup (13 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,3.55,Made,,,,,,,13.0,,,,,,,,
152,PT00M32.60S,2024-12-02T03:34:49.5Z,1,REGULAR,violation,defensive goaltending,[],1628964,,,1610612743,29,21,2024-12-02T03:34:55Z,1510000,False,,,0,,M. Bamba defensive goaltending VIOLATION,[1628964],1610612746.0,LAC,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,
153,PT00M19.50S,2024-12-02T03:35:10.8Z,1,REGULAR,3pt,Jump Shot,[],1629599,73.53810775295663,16.666666666666664,1610612746,32,21,2024-12-02T03:35:15Z,1520000,False,-167.0,196.0,1,right,A. Coffey 25' 3PT  (8 PTS) (J. Miller 2 AST),"[1629599, 1641757]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,,25.75,Made,,,,,,,8.0,J. Miller,1641757.0,2.0,,,,,
155,PT00M03.80S,2024-12-02T03:35:29.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.754927726675426,47.05882352941176,1610612743,32,23,2024-12-02T03:38:55Z,1540000,False,15.0,30.0,1,left,N. Jokić cutting Layup (15 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,3.32,Made,,,,,,,15.0,J. Murray,1627750.0,3.0,,,,,
157,PT00M02.00S,2024-12-02T03:35:43.0Z,1,REGULAR,3pt,Jump Shot,[],1629599,54.74704336399474,86.51960784313727,1610612746,32,23,2024-12-02T03:39:38Z,1560000,False,183.0,373.0,1,right,MISS A. Coffey 41' floating 3PT,[1629599],1610612746.0,LAC,floating,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,,,,41.52,Missed,,,,,,,,,,,,,,,
158,PT00M00.10S,2024-12-02T03:35:44.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,32,23,2024-12-02T03:36:34Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,157.0,,,,,,,,,,,,,,
159,PT00M00.00S,2024-12-02T03:35:45.2Z,1,REGULAR,period,end,[],0,,,1610612746,32,23,2024-12-02T03:35:45Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-12-02T03:37:53.5Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612746,32,23,2024-12-02T03:38:12Z,1590000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-12-02T03:37:53.5Z,2,REGULAR,substitution,in,['startperiod'],1631212,,,1610612746,32,23,2024-12-02T03:38:12Z,1600000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-12-02T03:38:19.9Z,2,REGULAR,period,start,[],0,,,1610612743,32,23,2024-12-02T03:38:19Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M45.00S,2024-12-02T03:38:34.5Z,2,REGULAR,2pt,Jump Shot,[],203932,15.325229960578188,19.11764705882353,1610612743,32,23,2024-12-02T03:38:39Z,1620000,False,154.0,92.0,1,left,MISS A. Gordon 17' step back Shot,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Right,,,,17.95,Missed,,,,,,,,,,,,,,,
164,PT11M41.00S,2024-12-02T03:38:38.5Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,32,23,2024-12-02T03:38:39Z,1630000,False,,,0,,A. Coffey REBOUND (Off:1 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Right,,,,,,163.0,2.0,1.0,1.0,,,,,,,,,,,
165,PT11M22.00S,2024-12-02T03:38:56.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641757,88.51839684625493,47.794117647058826,1610612746,34,23,2024-12-02T03:39:01Z,1640000,False,-11.0,55.0,1,right,J. Miller driving floating Jump Shot (2 PTS) (A. Coffey 1 AST),"[1641757, 1629599]",1610612746.0,LAC,driving floating,,,Miller,J. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,5.65,Made,,,,,,,2.0,A. Coffey,1629599.0,1.0,,,,,
167,PT11M09.00S,2024-12-02T03:39:09.2Z,2,REGULAR,3pt,Jump Shot,[],1627750,31.35676741130092,65.44117647058823,1610612743,34,26,2024-12-02T03:39:14Z,1660000,False,-77.0,242.0,1,left,J. Murray 25' 3PT  (5 PTS) (A. Gordon 1 AST),"[1627750, 203932]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,,,,25.43,Made,,,,,,,5.0,A. Gordon,203932.0,1.0,,,,,
169,PT10M54.00S,2024-12-02T03:39:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641757,91.93495400788436,48.28431372549019,1610612746,36,26,2024-12-02T03:39:34Z,1680000,False,-9.0,23.0,1,right,J. Miller driving Layup (4 PTS) (T. Mann 1 AST),"[1641757, 1629611]",1610612746.0,LAC,driving,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,,,,2.48,Made,,,,,,,4.0,T. Mann,1629611.0,1.0,,,,,
171,PT10M46.00S,2024-12-02T03:39:33.5Z,2,REGULAR,2pt,Jump Shot,[],1627750,21.50131406044678,21.568627450980394,1610612743,36,28,2024-12-02T03:39:36Z,1700000,False,142.0,150.0,1,left,J. Murray 20' fadeaway Jump Shot (7 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,20.64,Made,,,,,,,7.0,,,,,,,,
172,PT10M30.00S,2024-12-02T03:39:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629599,66.5735873850197,26.715686274509803,1610612746,39,28,2024-12-02T03:39:52Z,1710000,False,-116.0,262.0,1,right,A. Coffey 28' 3PT  (11 PTS) (N. Batum 1 AST),"[1629599, 201587]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,,28.64,Made,,,,,,,11.0,N. Batum,201587.0,1.0,,,,,
