actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-09T03:41:51.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-09T03:41:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-02-09T03:41:56.6Z,1,REGULAR,jumpball,recovered,[],1630695,,,1610612762,0,0,2025-02-09T03:41:56Z,40000,False,,,0,,Jump Ball K. Filipowski vs. I. Zubac: Tip to M. Potter,"[1630695, 1642271, 1627826]",1610612762.0,UTA,startperiod,M. Potter,1630695.0,Potter,M. Potter,Filipowski,1642271.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-09T03:42:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629004,92.59198423127464,61.76470588235294,1610612762,0,0,2025-02-09T03:42:12Z,70000,False,59.0,17.0,1,right,MISS S. Mykhailiuk 6' fadeaway Shot,[1629004],1610612762.0,UTA,fadeaway,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),0-8 Center,6.12,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-02-09T03:42:09.2Z,1,REGULAR,rebound,offensive,[],1642271,,,1610612762,0,0,2025-02-09T03:42:09Z,80000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:0),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M40.00S,2025-02-09T03:42:10.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,72.61826544021025,14.215686274509803,1610612762,0,3,2025-02-09T03:42:16Z,90000,False,-179.0,205.0,1,right,J. Clarkson 27' 3PT  (3 PTS) (K. Filipowski 1 AST),"[203903, 1642271]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,27.2,Made,,,,,3.0,K. Filipowski,1642271.0,1.0,,,,,,,,,,
11,PT11M16.00S,2025-02-09T03:42:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,8.09789750328515,50.98039215686274,1610612746,2,3,2025-02-09T03:43:05Z,110000,False,-5.0,24.0,1,left,D. Jones Jr. driving Layup (2 PTS) (I. Zubac 1 AST),"[1627884, 1627826]",1610612746.0,LAC,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,2.0,I. Zubac,1627826.0,1.0,,,,,,,,,,
13,PT11M05.00S,2025-02-09T03:42:45.2Z,1,REGULAR,3pt,Jump Shot,[],203903,67.09921156373193,61.51960784313726,1610612762,2,6,2025-02-09T03:42:51Z,130000,False,58.0,257.0,1,right,J. Clarkson 26' 3PT  (6 PTS) (I. Collier 1 AST),"[203903, 1642268]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,26.32,Made,,,,,6.0,I. Collier,1642268.0,1.0,,,,,,,,,,
15,PT10M45.00S,2025-02-09T03:43:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.440867279894875,42.64705882352941,1610612746,2,6,2025-02-09T03:43:12Z,150000,False,37.0,17.0,1,left,MISS N. Powell driving Layup,[1626181],1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2025-02-09T03:43:09.6Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,2,6,2025-02-09T03:43:09Z,160000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT10M40.00S,2025-02-09T03:43:09.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,2,6,2025-02-09T03:43:16Z,170000,False,0.0,0.0,1,left,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
