actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-05T02:40:18.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-05T02:40:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-04-05T02:40:21.7Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612742,0,0,2025-04-05T02:40:21Z,40000,False,,,0,,Jump Ball D. Gafford vs. I. Zubac: Tip to S. Dinwiddie,"[203915, 1629655, 1627826]",1610612742.0,DAL,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Gafford,1629655.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-04-05T02:40:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,4.944152431011826,58.82352941176471,1610612742,0,0,2025-04-05T02:41:00Z,80000,False,-44.0,-6.0,1,left,MISS D. Gafford turnaround Shot,[1629655],1610612742.0,DAL,turnaround,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
10,PT11M37.00S,2025-04-05T02:40:58.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2025-04-05T02:41:00Z,100000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M33.00S,2025-04-05T02:41:02.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,84.31340341655716,39.705882352941174,1610612746,0,0,2025-04-05T02:42:17Z,110000,False,-51.0,95.0,1,right,MISS I. Zubac 10' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,10.81,Missed,,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2025-04-05T02:41:07.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-04-05T02:41:10Z,120000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M27.00S,2025-04-05T02:41:08.9Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612742,0,0,2025-04-05T02:41:13Z,130000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1626181]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Powell,1626181.0,,,,,,,,,,,
14,PT11M27.00S,2025-04-05T02:41:08.9Z,1,REGULAR,steal,,[],1626181,,,1610612746,0,0,2025-04-05T02:41:12Z,140000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
15,PT11M21.00S,2025-04-05T02:41:14.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626181,73.9323258869908,12.009803921568627,1610612746,0,0,2025-04-05T02:41:22Z,150000,False,-190.0,193.0,1,right,MISS N. Powell 27' running pullup 3PT,[1626181],1610612746.0,LAC,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,27.05,Missed,,,,,,,,,,,,,,,,,,
16,PT11M18.00S,2025-04-05T02:41:17.3Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-04-05T02:41:17Z,160000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT11M10.00S,2025-04-05T02:41:25.5Z,1,REGULAR,2pt,Jump Shot,[],202691,15.637319316688567,91.68964460784314,1610612742,0,0,2025-04-05T02:44:55Z,170000,False,-208.0,94.0,1,left,MISS K. Thompson 22' step back Shot,[202691],1610612742.0,DAL,step back,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left,22.88,Missed,,,,,,,,,,,,,,,,,,
18,PT11M04.00S,2025-04-05T02:41:31.5Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,0,0,2025-04-05T02:41:31Z,180000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M46.00S,2025-04-05T02:41:49.4Z,1,REGULAR,3pt,Jump Shot,[],202695,70.12155059132719,74.75490196078431,1610612746,0,0,2025-04-05T02:41:54Z,190000,False,124.0,228.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
20,PT10M43.00S,2025-04-05T02:41:52.4Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,0,2025-04-05T02:41:54Z,200000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,19.0,2.0,1.0,1.0,,,,,,,,,,,,,,
21,PT10M42.00S,2025-04-05T02:41:53.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,88.78120893561103,40.68627450980392,1610612746,0,0,2025-04-05T02:41:58Z,210000,False,-47.0,53.0,1,right,MISS I. Zubac 7' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
22,PT10M39.00S,2025-04-05T02:41:56.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-04-05T02:41:58Z,220000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,21.0,3.0,3.0,0.0,,,,,,,,,,,,,,
23,PT10M32.00S,2025-04-05T02:42:03.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,24.129434954007884,83.33333333333334,1610612742,0,0,2025-04-05T02:42:09Z,230000,False,-167.0,174.0,1,left,MISS P. Washington 24' step back 3PT,[1629023],1610612742.0,DAL,step back,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,24.12,Missed,,,,,,,,,,,,,,,,,,
24,PT10M28.00S,2025-04-05T02:42:07.5Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,0,0,2025-04-05T02:42:09Z,240000,False,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
25,PT10M19.00S,2025-04-05T02:42:16.3Z,1,REGULAR,3pt,Jump Shot,[],1626181,90.14454664914587,3.944546568627451,1610612746,0,0,2025-04-05T02:43:04Z,250000,False,-230.0,40.0,1,right,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.38,Missed,,,,,,,,,,,,,,,,,,
26,PT10M16.00S,2025-04-05T02:42:19.3Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-04-05T02:42:20Z,260000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,25.0,4.0,4.0,0.0,,,,,,,,,,,,,,
27,PT10M05.00S,2025-04-05T02:42:30.6Z,1,REGULAR,2pt,Jump Shot,[],202691,20.318659658344284,14.460784313725492,1610612742,0,2,2025-04-05T02:42:37Z,270000,False,178.0,138.0,1,left,K. Thompson 22' pullup Jump Shot (2 PTS) (N. Marshall 1 AST),"[202691, 1630230]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,22.53,Made,,,,,,,,2.0,N. Marshall,1630230.0,1.0,,,,,,,
29,PT09M40.00S,2025-04-05T02:42:55.1Z,1,REGULAR,3pt,Jump Shot,[],1626181,87.20433639947439,94.6078431372549,1610612746,3,2,2025-04-05T02:43:00Z,290000,False,223.0,68.0,1,right,N. Powell 3PT step back (3 PTS),[1626181],1610612746.0,LAC,step back,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,,,,3.0,,,,,,,,,,
30,PT09M23.00S,2025-04-05T02:43:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,6.1268068331143235,52.450980392156865,1610612742,3,4,2025-04-05T02:55:18Z,300000,False,-12.0,5.0,1,left,P. Washington driving Layup (2 PTS) (S. Dinwiddie 1 AST),"[1629023, 203915]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,2.0,S. Dinwiddie,203915.0,1.0,,,,,,,
32,PT09M02.00S,2025-04-05T02:43:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,88.78120893561103,47.549019607843135,1610612746,5,4,2025-04-05T02:43:38Z,320000,False,-12.0,53.0,1,right,K. Dunn turnaround Jump Shot (2 PTS) (I. Zubac 1 AST),"[1627739, 1627826]",1610612746.0,LAC,turnaround,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,,,,,,,,2.0,I. Zubac,1627826.0,1.0,,,,,,,
