actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT03M37.00S,2025-04-09T02:55:06.5Z,1,REGULAR,violation,kicked ball,[],202687,,,1610612746,16,20,2025-04-09T02:55:12Z,870000,False,,,0,,B. Biyombo kicked ball VIOLATION,[202687],1610612759.0,SAS,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,1628481.0,,,,,,
88,PT03M37.00S,2025-04-09T02:55:12.0Z,1,REGULAR,substitution,out,[],203084,,,1610612746,16,20,2025-04-09T02:55:15Z,880000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,
89,PT03M37.00S,2025-04-09T02:55:12.0Z,1,REGULAR,substitution,in,[],1629640,,,1610612746,16,20,2025-04-09T02:55:15Z,890000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,
90,PT03M27.00S,2025-04-09T02:55:36.0Z,1,REGULAR,foul,personal,[],202687,,,1610612746,16,20,2025-04-09T02:56:23Z,900000,False,,,0,,B. Biyombo personal FOUL (2 PF),"[202687, 201935]",1610612759.0,SAS,,,,,,,Mid-Range,16-24 Left,,,,Biyombo,B. Biyombo,,,,,,,,,,,202049.0,2.0,0.0,Harden,201935.0,,
92,PT03M27.00S,2025-04-09T02:55:50.1Z,1,REGULAR,substitution,out,[],202687,,,1610612746,16,20,2025-04-09T02:55:54Z,920000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,
93,PT03M27.00S,2025-04-09T02:55:50.1Z,1,REGULAR,substitution,in,[],1630572,,,1610612746,16,20,2025-04-09T02:55:54Z,930000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,
94,PT03M12.00S,2025-04-09T02:56:19.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,16,20,2025-04-09T02:56:27Z,940000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202049.0,,,,,,
95,PT03M05.00S,2025-04-09T02:56:39.8Z,1,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,16,20,2025-04-09T02:56:45Z,950000,False,,,0,,S. Castle lost ball out-of-bounds TURNOVER (2 TO),[1642264],1610612759.0,SAS,lost ball,,,,,,Mid-Range,8-16 Left,,,,Castle,S. Castle,2.0,,,,,,,,,,1628481.0,,,,,,
96,PT03M05.00S,2025-04-09T02:56:43.1Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,16,20,2025-04-09T02:56:51Z,960000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
97,PT03M05.00S,2025-04-09T02:56:43.1Z,1,REGULAR,substitution,in,[],1627732,,,1610612746,16,20,2025-04-09T02:56:51Z,970000,False,,,0,,SUB in: B. Simmons,[1627732],1610612746.0,LAC,,,,,,,,,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,
98,PT02M46.00S,2025-04-09T02:57:23.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201935,5.863994743758213,67.15686274509804,1610612746,18,20,2025-04-09T02:58:05Z,980000,False,-86.0,3.0,1,left,J. Harden 8' driving floating Jump Shot (4 PTS),[201935],1610612746.0,LAC,driving floating,,,,,,Mid-Range,8-16 Left,8.58,Made,4.0,Harden,J. Harden,,,,,,,,,,,,,,,,,
99,PT02M46.00S,2025-04-09T02:57:27.6Z,1,REGULAR,foul,personal,['1freethrow'],1630572,,,1610612746,18,20,2025-04-09T03:07:44Z,990000,False,,,0,,S. Mamukelashvili personal FOUL (1 PF) (Harden 1 FT),"[1630572, 201935]",1610612759.0,SAS,,,,,,,Mid-Range,8-16 Left,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,1628481.0,1.0,0.0,Harden,201935.0,,
101,PT02M46.00S,2025-04-09T02:57:41.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,18,20,2025-04-09T02:58:05Z,1010000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M46.00S,2025-04-09T03:00:45.5Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612746,18,20,2025-04-09T03:00:47Z,1030000,False,,,0,,MISS J. Harden Free Throw 1 of 1,[201935],1610612746.0,LAC,,,,,,,,,,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,,
104,PT02M41.00S,2025-04-09T03:00:50.5Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,18,20,2025-04-09T03:00:47Z,1040000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,103.0,1.0,1.0,0.0,,,,,,,
105,PT02M21.00S,2025-04-09T03:01:06.3Z,1,REGULAR,2pt,Jump Shot,[],1631104,93.11760840998686,22.058823529411764,1610612759,18,20,2025-04-09T03:01:12Z,1050000,False,-140.0,12.0,1,right,MISS B. Wesley 14' pullup Shot,[1631104],1610612759.0,SAS,pullup,,,,,,Mid-Range,8-16 Left,14.02,Missed,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,
106,PT02M17.00S,2025-04-09T03:01:09.9Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612746,18,20,2025-04-09T03:01:09Z,1060000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Left,,,,Simmons,B. Simmons,,,,,,,105.0,1.0,1.0,0.0,,,,,,,
107,PT02M11.00S,2025-04-09T03:01:15.9Z,1,REGULAR,3pt,Jump Shot,[],201587,9.937582128777924,3.9215686274509802,1610612746,21,20,2025-04-09T03:01:22Z,1070000,False,230.0,41.0,1,left,N. Batum 3PT step back (3 PTS),[201587],1610612746.0,LAC,step back,,,,,,Right Corner 3,24+ Right,23.4,Made,3.0,Batum,N. Batum,,,,,,,,,,,,,,,,,
108,PT01M52.00S,2025-04-09T03:01:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.85479632063075,46.568627450980394,1610612759,21,22,2025-04-09T03:01:42Z,1080000,False,-17.0,15.0,1,right,K. Johnson driving reverse Layup (2 PTS) (S. Castle 2 AST),"[1629640, 1642264]",1610612759.0,SAS,driving reverse,,,,,,Restricted Area,0-8 Center,2.26,Made,2.0,Johnson,K. Johnson,,,,S. Castle,1642264.0,2.0,,,,,,,,,,,
110,PT01M30.00S,2025-04-09T03:01:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,6.652431011826544,46.32352941176471,1610612746,21,22,2025-04-09T03:02:18Z,1100000,False,18.0,10.0,1,left,MISS D. Jones Jr. driving reverse Layup,[1627884],1610612746.0,LAC,driving reverse,,,,,,Restricted Area,0-8 Center,2.09,Missed,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
111,PT01M25.00S,2025-04-09T03:02:02.7Z,1,REGULAR,rebound,offensive,[],1627732,,,1610612746,21,22,2025-04-09T03:02:18Z,1110000,False,,,0,,B. Simmons REBOUND (Off:1 Def:1),[1627732],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Simmons,B. Simmons,,,,,,,110.0,2.0,1.0,1.0,,,,,,,
112,PT01M25.00S,2025-04-09T03:02:02.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627732,5.590000152587891,50.0,1610612746,21,22,2025-04-09T03:02:02Z,1120000,False,0.0,0.0,1,left,MISS B. Simmons tip Layup,[1627732],1610612746.0,LAC,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,
113,PT01M25.00S,2025-04-09T03:02:02.7Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,21,22,2025-04-09T03:02:02Z,1130000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,,,,Mid-Range,8-16 Left,,,,Jones Jr.,D. Jones Jr.,,,,,,,112.0,1.0,0.0,1.0,,,,,,,
114,PT01M18.00S,2025-04-09T03:02:08.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,11.777266754270697,95.58823529411765,1610612746,24,22,2025-04-09T03:02:15Z,1140000,False,-228.0,58.0,1,left,J. Harden 3PT  (7 PTS) (D. Jones Jr. 1 AST),"[201935, 1627884]",1610612746.0,LAC,,,,,,,Left Corner 3,24+ Left,23.52,Made,7.0,Harden,J. Harden,,,,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,
116,PT01M08.00S,2025-04-09T03:02:22.3Z,1,REGULAR,foul,personal,['2freethrow'],1627732,,,1610612759,24,22,2025-04-09T03:02:31Z,1160000,False,,,0,,B. Simmons shooting personal FOUL (1 PF) (Castle 2 FT),"[1627732, 1642264]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,,Simmons,B. Simmons,,,,,,,,,,,1628481.0,1.0,0.0,Castle,1642264.0,,
118,PT01M08.00S,2025-04-09T03:02:56.8Z,1,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,24,23,2025-04-09T03:02:56Z,1180000,False,,,0,,S. Castle Free Throw 1 of 2 (5 PTS),[1642264],1610612759.0,SAS,,,,,,,,,,Made,5.0,Castle,S. Castle,,,,,,,,,,,,,,,,,
119,PT01M08.00S,2025-04-09T03:02:57.4Z,1,REGULAR,substitution,out,[],1627884,,,1610612759,24,23,2025-04-09T03:03:03Z,1190000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
120,PT01M08.00S,2025-04-09T03:02:57.4Z,1,REGULAR,substitution,in,[],1626181,,,1610612759,24,23,2025-04-09T03:03:03Z,1200000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,,,,,,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,
121,PT01M08.00S,2025-04-09T03:03:21.4Z,1,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,24,24,2025-04-09T03:03:21Z,1210000,False,,,0,,S. Castle Free Throw 2 of 2 (6 PTS),[1642264],1610612759.0,SAS,,,,,,,,,,Made,6.0,Castle,S. Castle,,,,,,,,,,,,,,,,,
122,PT00M53.00S,2025-04-09T03:03:40.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631104,,,1610612746,24,24,2025-04-09T03:04:08Z,1220000,False,,,0,,B. Wesley shooting personal FOUL (1 PF) (Powell 2 FT),"[1631104, 1626181]",1610612759.0,SAS,shooting,,,,,,Mid-Range,16-24 Center,,,,Wesley,B. Wesley,,,,,,,,,,,1626300.0,1.0,0.0,Powell,1626181.0,,
124,PT00M53.00S,2025-04-09T03:04:08.6Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,25,24,2025-04-09T03:04:08Z,1240000,False,,,0,,N. Powell Free Throw 1 of 2 (4 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,Made,4.0,Powell,N. Powell,,,,,,,,,,,,,,,,,
125,PT00M53.00S,2025-04-09T03:04:23.8Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,26,24,2025-04-09T03:04:23Z,1250000,False,,,0,,N. Powell Free Throw 2 of 2 (5 PTS),[1626181],1610612746.0,LAC,,,,,,,,,,Made,5.0,Powell,N. Powell,,,,,,,,,,,,,,,,,
126,PT00M41.20S,2025-04-09T03:04:39.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631104,92.72339027595268,51.470588235294116,1610612759,26,26,2025-04-09T03:04:44Z,1260000,False,7.0,16.0,1,right,B. Wesley driving DUNK (2 PTS),[1631104],1610612759.0,SAS,driving,,,,,,Restricted Area,0-8 Center,1.75,Made,2.0,Wesley,B. Wesley,,,,,,,,,,,,,,,,,
127,PT00M28.60S,2025-04-09T03:04:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.521024967148489,43.627450980392155,1610612746,28,26,2025-04-09T03:05:00Z,1270000,False,32.0,9.0,1,left,N. Powell driving reverse Layup (7 PTS) (J. Harden 3 AST),"[1626181, 201935]",1610612746.0,LAC,driving reverse,,,,,,Restricted Area,0-8 Center,3.31,Made,7.0,Powell,N. Powell,,,,J. Harden,201935.0,3.0,,,,,,,,,,,
129,PT00M03.90S,2025-04-09T03:05:24.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612759,28,26,2025-04-09T03:05:31Z,1290000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,,,,,,
130,PT00M00.60S,2025-04-09T03:05:41.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,32.40801576872536,52.20588235294118,1610612746,28,26,2025-04-09T03:06:25Z,1300000,False,-11.0,252.0,1,left,MISS J. Harden 25' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Center,25.23,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,,
131,PT00M00.10S,2025-04-09T03:05:41.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,28,26,2025-04-09T03:06:25Z,1310000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,130.0,,,,,,,,,,
132,PT00M00.00S,2025-04-09T03:05:43.4Z,1,REGULAR,period,end,[],0,,,1610612746,28,26,2025-04-09T03:05:43Z,1320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2025-04-09T03:07:47.5Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612746,28,26,2025-04-09T03:08:30Z,1330000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2025-04-09T03:07:47.5Z,2,REGULAR,substitution,out,['startperiod'],1642264,,,1610612746,28,26,2025-04-09T03:08:30Z,1340000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,,,,,,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2025-04-09T03:07:47.5Z,2,REGULAR,substitution,in,['startperiod'],1629234,,,1610612746,28,26,2025-04-09T03:08:30Z,1350000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612746.0,LAC,,,,,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2025-04-09T03:07:47.5Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612746,28,26,2025-04-09T03:08:30Z,1360000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2025-04-09T03:08:33.4Z,2,REGULAR,period,start,[],0,,,1610612759,28,26,2025-04-09T03:08:33Z,1370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-04-09T03:08:34.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612759,28,26,2025-04-09T03:08:59Z,1380000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,202049.0,,,,,,
139,PT11M40.00S,2025-04-09T03:08:53.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629640,92.19776609724047,46.81372549019608,1610612759,28,28,2025-04-09T03:09:02Z,1390000,False,-16.0,21.0,1,right,K. Johnson driving Hook (4 PTS),[1629640],1610612759.0,SAS,driving,,,,,,Restricted Area,0-8 Center,2.62,Made,4.0,Johnson,K. Johnson,,,,,,,,,,,,,,,,,
140,PT11M24.00S,2025-04-09T03:09:12.6Z,2,REGULAR,foul,personal,[],1630572,,,1610612746,28,28,2025-04-09T03:09:35Z,1400000,False,,,0,,S. Mamukelashvili personal FOUL (2 PF),"[1630572, 1626181]",1610612759.0,SAS,,,,,,,Mid-Range,16-24 Right Center,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,202049.0,2.0,0.0,Powell,1626181.0,,
142,PT11M17.00S,2025-04-09T03:09:39.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,19.398817345597898,48.529411764705884,1610612746,30,28,2025-04-09T03:10:20Z,1420000,False,7.0,130.0,1,left,N. Powell 13' driving floating Jump Shot (9 PTS) (B. Simmons 1 AST),"[1626181, 1627732]",1610612746.0,LAC,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,13.0,Made,9.0,Powell,N. Powell,,,,B. Simmons,1627732.0,1.0,,,,,,,,,,,
144,PT11M03.00S,2025-04-09T03:09:52.5Z,2,REGULAR,3pt,Jump Shot,[],1630577,71.96123521681997,17.401960784313726,1610612759,30,31,2025-04-09T03:09:58Z,1440000,False,-163.0,211.0,1,right,J. Champagnie 26' 3PT  (3 PTS) (K. Johnson 1 AST),"[1630577, 1629640]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,26.67,Made,3.0,Champagnie,J. Champagnie,,,,K. Johnson,1629640.0,1.0,,,,,,,,,,,
146,PT10M47.00S,2025-04-09T03:10:08.4Z,2,REGULAR,3pt,Jump Shot,[],203992,30.56833114323259,27.696078431372552,1610612746,30,31,2025-04-09T03:10:15Z,1460000,False,112.0,235.0,1,left,MISS B. Bogdanović 25' pullup 3PT,[203992],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,
147,PT10M43.00S,2025-04-09T03:10:12.8Z,2,REGULAR,rebound,offensive,[],1627732,,,1610612746,30,31,2025-04-09T03:10:12Z,1470000,False,,,0,,B. Simmons REBOUND (Off:2 Def:1),[1627732],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Simmons,B. Simmons,,,,,,,146.0,3.0,1.0,2.0,,,,,,,
148,PT10M38.00S,2025-04-09T03:10:17.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203992,7.178055190538765,42.64705882352941,1610612746,32,31,2025-04-09T03:10:24Z,1480000,False,37.0,15.0,1,left,B. Bogdanović reverse Layup (2 PTS) (B. Simmons 2 AST),"[203992, 1627732]",1610612746.0,LAC,reverse,,,,,,Restricted Area,0-8 Center,3.97,Made,2.0,Bogdanović,B. Bogdanović,,,,B. Simmons,1627732.0,2.0,,,,,,,,,,,
150,PT10M30.00S,2025-04-09T03:10:25.8Z,2,REGULAR,3pt,Jump Shot,[],1630577,85.89027595269383,94.6078431372549,1610612759,32,31,2025-04-09T03:10:31Z,1500000,False,223.0,80.0,1,right,MISS J. Champagnie step back 3PT,[1630577],1610612759.0,SAS,step back,,,,,,Right Corner 3,24+ Right,23.69,Missed,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,
151,PT10M28.00S,2025-04-09T03:10:27.8Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612746,32,31,2025-04-09T03:10:31Z,1510000,False,,,0,,B. Simmons REBOUND (Off:2 Def:2),[1627732],1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,,,,Simmons,B. Simmons,,,,,,,150.0,4.0,2.0,2.0,,,,,,,
152,PT10M22.00S,2025-04-09T03:10:34.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,9.017739816031538,37.5,1610612746,32,31,2025-04-09T03:10:39Z,1520000,False,62.0,32.0,1,left,MISS B. Simmons 7' turnaround Hook,[1627732],1610612746.0,LAC,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,
153,PT10M19.00S,2025-04-09T03:10:37.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,32,31,2025-04-09T03:10:39Z,1530000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Johnson,K. Johnson,,,,,,,152.0,1.0,1.0,0.0,,,,,,,
154,PT10M15.00S,2025-04-09T03:10:41.0Z,2,REGULAR,3pt,Jump Shot,[],1630572,71.04139290407359,22.30392156862745,1610612759,32,31,2025-04-09T03:10:49Z,1540000,False,-138.0,220.0,1,right,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,
155,PT10M10.00S,2025-04-09T03:10:46.0Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,32,31,2025-04-09T03:10:49Z,1550000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Powell,N. Powell,,,,,,,154.0,2.0,2.0,0.0,,,,,,,
156,PT10M04.00S,2025-04-09T03:10:52.9Z,2,REGULAR,3pt,Jump Shot,[],201587,8.492115637319317,3.431372549019608,1610612746,35,31,2025-04-09T03:10:59Z,1560000,False,233.0,27.0,1,left,N. Batum 3PT  (6 PTS) (B. Bogdanović 1 AST),"[201587, 203992]",1610612746.0,LAC,,,,,,,Right Corner 3,24+ Right,23.44,Made,6.0,Batum,N. Batum,,,,B. Bogdanović,203992.0,1.0,,,,,,,,,,,
158,PT09M38.00S,2025-04-09T03:11:17.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,92.85479632063075,54.65686274509803,1610612759,35,31,2025-04-09T03:12:21Z,1580000,False,23.0,15.0,1,right,MISS J. Champagnie cutting Layup,[1630577],1610612759.0,SAS,cutting,,,,,,Restricted Area,0-8 Center,2.75,Missed,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,
159,PT09M34.00S,2025-04-09T03:11:21.7Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612746,35,31,2025-04-09T03:11:23Z,1590000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,Eubanks,D. Eubanks,,,,,,,158.0,1.0,1.0,0.0,,,,,,,
160,PT09M32.00S,2025-04-09T03:11:23.7Z,2,REGULAR,turnover,bad pass,[],1629234,,,1610612746,35,31,2025-04-09T03:11:26Z,1600000,False,,,0,,D. Eubanks bad pass TURNOVER (1 TO),"[1629234, 1630577]",1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Eubanks,D. Eubanks,1.0,Champagnie,1630577.0,,,,,,,,,,,,,,
161,PT09M32.00S,2025-04-09T03:11:23.7Z,2,REGULAR,steal,,[],1630577,,,1610612759,35,31,2025-04-09T03:11:25Z,1610000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,
162,PT09M29.00S,2025-04-09T03:11:26.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203084,78.26872536136662,10.294117647058822,1610612759,35,31,2025-04-09T03:11:30Z,1620000,False,-199.0,152.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,
163,PT09M27.00S,2025-04-09T03:11:29.1Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612746,35,31,2025-04-09T03:11:29Z,1630000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:2),[1629234],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Eubanks,D. Eubanks,,,,,,,162.0,2.0,2.0,0.0,,,,,,,
164,PT09M22.00S,2025-04-09T03:11:33.5Z,2,REGULAR,3pt,Jump Shot,[],1626181,32.53942181340342,49.26470588235294,1610612746,35,31,2025-04-09T03:11:40Z,1640000,False,4.0,253.0,1,left,MISS N. Powell 25' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Center,25.34,Missed,,Powell,N. Powell,,,,,,,,,,,,,,,,,
165,PT09M19.00S,2025-04-09T03:11:36.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,35,31,2025-04-09T03:11:40Z,1650000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Johnson,K. Johnson,,,,,,,164.0,2.0,2.0,0.0,,,,,,,
166,PT09M14.00S,2025-04-09T03:11:42.3Z,2,REGULAR,3pt,Jump Shot,[],203084,91.67214191852825,95.58823529411765,1610612759,35,34,2025-04-09T03:11:50Z,1660000,False,228.0,26.0,1,right,H. Barnes 3PT  (11 PTS) (B. Wesley 1 AST),"[203084, 1631104]",1610612759.0,SAS,,,,,,,Right Corner 3,24+ Right,22.94,Made,11.0,Barnes,H. Barnes,,,,B. Wesley,1631104.0,1.0,,,,,,,,,,,
168,PT09M13.00S,2025-04-09T03:11:48.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,35,34,2025-04-09T03:11:48Z,1680000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M13.00S,2025-04-09T03:13:56.7Z,2,REGULAR,substitution,out,[],1629234,,,1610612746,35,34,2025-04-09T03:14:38Z,1690000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612746.0,LAC,,,,,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,
170,PT09M13.00S,2025-04-09T03:13:56.7Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,35,34,2025-04-09T03:14:38Z,1700000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
171,PT08M54.00S,2025-04-09T03:15:01.6Z,2,REGULAR,turnover,traveling,[],1626181,,,1610612746,35,34,2025-04-09T03:15:08Z,1710000,False,,,0,,N. Powell traveling TURNOVER (1 TO),[1626181],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Powell,N. Powell,1.0,,,,,,,,,,202049.0,,,,,,
