actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-01T02:40:36.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-01T02:40:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-01T02:40:39.5Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612756,0,0,2024-11-01T02:40:39Z,40000,False,,,0,,Jump Ball J. Nurkić vs. I. Zubac: Tip to T. Jones,"[1626145, 203994, 1627826]",1610612756.0,PHX,startperiod,T. Jones,1626145.0,Jones,T. Jones,Nurkić,203994.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-11-01T02:40:58.2Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612756,0,0,2024-11-01T02:41:04Z,70000,False,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1627826]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,1.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-11-01T02:40:58.2Z,1,REGULAR,steal,,[],1627826,,,1610612746,0,0,2024-11-01T02:41:00Z,80000,False,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2024-11-01T02:41:02.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629611,4.812746386333772,50.0,1610612746,2,0,2024-11-01T02:41:29Z,90000,False,0.0,-7.0,1,left,T. Mann running DUNK (2 PTS) (J. Harden 1 AST),"[1629611, 201935]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,0.73,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,
11,PT11M18.00S,2024-11-01T02:41:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,80.23981603153744,58.57843137254902,1610612756,2,2,2024-11-01T02:41:27Z,110000,False,43.0,133.0,1,right,D. Booker 13' step back Jump Shot (2 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,13.99,Made,2.0,,,,,,,,,,,,,,
12,PT11M01.00S,2024-11-01T02:41:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,7.440867279894875,44.36274509803921,1610612746,4,2,2024-11-01T02:41:39Z,120000,False,28.0,17.0,1,left,T. Mann Layup (4 PTS) (J. Harden 2 AST),"[1629611, 201935]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,3.31,Made,4.0,J. Harden,201935.0,2.0,,,,,,,,,,,
14,PT10M49.00S,2024-11-01T02:41:47.2Z,1,REGULAR,3pt,Jump Shot,[],1642346,93.03547963206307,5.170036764705882,1610612756,4,2,2024-11-01T02:42:06Z,140000,False,-224.0,13.0,1,right,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,,,,22.45,Missed,,,,,,,,,,,,,,,
15,PT10M46.00S,2024-11-01T02:41:50.2Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612746,4,2,2024-11-01T02:42:06Z,150000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
16,PT10M34.00S,2024-11-01T02:42:02.5Z,1,REGULAR,3pt,Jump Shot,[],1626181,30.699737187910642,67.64705882352942,1610612746,4,2,2024-11-01T02:43:06Z,160000,False,-88.0,236.0,1,left,MISS N. Powell 25' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,25.2,Missed,,,,,,,,,,,,,,,
