actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-02T00:40:50.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-02T00:40:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-02T00:40:53.5Z,1,REGULAR,jumpball,recovered,[],1630567,,,1610612761,0,0,2024-03-02T00:40:53Z,40000,False,,,0,,Jump Ball J. Poeltl vs. D. Green: Tip to S. Barnes,"[1630567, 1627751, 203110]",1610612761.0,TOR,startperiod,S. Barnes,1630567.0,Barnes,S. Barnes,Poeltl,1627751.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-03-02T00:41:06.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,12.171484888304862,49.01960784313725,1610612761,0,0,2024-03-02T00:41:13Z,70000,False,5.0,62.0,1,left,MISS J. Poeltl 6' turnaround Hook,[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-03-02T00:41:09.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,0,2024-03-02T00:41:13Z,80000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2024-03-02T00:41:23.4Z,1,REGULAR,3pt,Jump Shot,[],1630541,94.69448094612353,96.07843137254902,1610612744,0,3,2024-03-02T00:41:28Z,90000,False,230.0,-3.0,1,right,M. Moody 3PT  (3 PTS) (J. Kuminga 1 AST),"[1630541, 1630228]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.04,Made,,,,,3.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,
11,PT11M13.00S,2024-03-02T00:41:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,32.40801576872536,62.745098039215684,1610612761,3,3,2024-03-02T00:41:41Z,110000,False,-64.0,252.0,1,left,I. Quickley 26' 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[1630193, 1629018]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,26.0,Made,,,,,3.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,
13,PT10M54.00S,2024-03-02T00:41:55.3Z,1,REGULAR,3pt,Jump Shot,[],1630228,72.35545335085413,17.15686274509804,1610612744,3,3,2024-03-02T00:42:01Z,130000,False,-164.0,207.0,1,right,MISS J. Kuminga 26' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
14,PT10M51.00S,2024-03-02T00:41:58.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,3,3,2024-03-02T00:42:01Z,140000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M44.00S,2024-03-02T00:42:05.7Z,1,REGULAR,3pt,Jump Shot,[],1630193,33.065045992115635,23.284313725490197,1610612761,3,3,2024-03-02T00:42:10Z,150000,False,134.0,258.0,1,left,MISS I. Quickley 29' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,29.08,Missed,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2024-03-02T00:42:08.7Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,3,3,2024-03-02T00:42:10Z,160000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
