actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-15T00:43:01.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-15T00:43:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-15T00:43:02.9Z,1,REGULAR,jumpball,recovered,[],1630193,,,1610612761,0,0,2024-02-15T00:43:02Z,40000,False,,,0,,Jump Ball J. Poeltl vs. I. Jackson: Tip to I. Quickley,"[1630193, 1627751, 1630543]",1610612761.0,TOR,startperiod,I. Quickley,1630193.0,Quickley,I. Quickley,Poeltl,1627751.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2024-02-15T00:43:11.3Z,1,REGULAR,3pt,Jump Shot,[],1630193,69.85873850197109,71.81372549019608,1610612761,3,0,2024-02-15T00:43:15Z,70000,False,109.0,231.0,1,right,I. Quickley 25' 3PT pullup (3 PTS),[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.53,Made,3.0,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2024-02-15T00:43:39.9Z,1,REGULAR,3pt,Jump Shot,[],1630174,5.732588699080158,5.147058823529411,1610612754,3,3,2024-02-15T00:43:44Z,90000,False,224.0,1.0,1,left,A. Nesmith 3PT  (3 PTS) (T. Haliburton 1 AST),"[1630174, 1630169]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,22.43,Made,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,
11,PT11M22.00S,2024-02-15T00:43:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,94.03745072273325,49.754901960784316,1610612761,5,3,2024-02-15T00:43:57Z,110000,False,-1.0,4.0,1,right,J. Poeltl cutting Layup (2 PTS) (I. Quickley 1 AST),"[1627751, 1630193]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
13,PT11M09.00S,2024-02-15T00:44:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,7.30946123521682,52.94117647058824,1610612754,5,3,2024-02-15T00:44:10Z,130000,False,-15.0,16.0,1,left,MISS I. Jackson Layup - blocked,"[1630543, 1629018]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,Trent Jr.,1629018.0,,,,,,,,,,,,
14,PT11M09.00S,2024-02-15T00:44:05.0Z,1,REGULAR,block,,[],1629018,,,1610612754,5,3,2024-02-15T00:48:31Z,140000,False,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M09.00S,2024-02-15T00:44:05.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,5,3,2024-02-15T00:44:10Z,150000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,13.0,,,,,,,,,,,
17,PT10M51.00S,2024-02-15T00:44:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.9862023653088,48.529411764705884,1610612761,7,3,2024-02-15T00:44:34Z,170000,False,-7.0,13.0,1,right,J. Poeltl cutting finger roll Layup (4 PTS) (R. Barrett 1 AST),"[1627751, 1629628]",1610612761.0,TOR,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.53,Made,4.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
19,PT10M40.00S,2024-02-15T00:44:41.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.652431011826544,49.26470588235294,1610612754,7,5,2024-02-15T00:46:39Z,190000,False,4.0,10.0,1,left,I. Jackson driving DUNK (2 PTS) (T. Haliburton 2 AST),"[1630543, 1630169]",1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.07,Made,2.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,,
