actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
79,PT05M28.00S,2023-11-01T23:21:58.6Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,18,8,2023-11-01T23:22:03Z,780000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,78.0,5.0,3.0,2.0,,,,,,,,,,,,
80,PT05M19.00S,2023-11-01T23:22:07.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,4.812746386333772,50.245098039215684,1610612761,20,8,2023-11-01T23:22:25Z,790000,False,-1.0,-7.0,1,left,J. Poeltl cutting DUNK (6 PTS) (D. Schroder 4 AST),"[1627751, 203471]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,0.74,Made,,,,,6.0,D. Schroder,203471.0,4.0,,,,,,,,
82,PT05M01.00S,2023-11-01T23:22:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.64323258869908,53.67647058823529,1610612749,20,8,2023-11-01T23:22:29Z,810000,False,18.0,7.0,1,right,MISS D. Lillard driving finger roll Layup,[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,1.98,Missed,,,,,,,,,,,,,,,,
83,PT04M59.00S,2023-11-01T23:22:26.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,20,8,2023-11-01T23:22:26Z,820000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,
84,PT04M54.00S,2023-11-01T23:22:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627751,5.863994743758213,50.245098039215684,1610612761,22,8,2023-11-01T23:22:39Z,830000,False,-1.0,3.0,1,left,J. Poeltl cutting Layup (8 PTS) (D. Schroder 5 AST),"[1627751, 203471]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,0.29,Made,,,,,8.0,D. Schroder,203471.0,5.0,,,,,,,,
86,PT04M47.00S,2023-11-01T23:22:42.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,22,8,2023-11-01T23:22:42Z,850000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M47.00S,2023-11-01T23:22:51.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612749,22,8,2023-11-01T23:25:12Z,860000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M47.00S,2023-11-01T23:22:51.9Z,1,REGULAR,substitution,out,[],201572,,,1610612749,22,8,2023-11-01T23:25:12Z,870000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M47.00S,2023-11-01T23:22:51.9Z,1,REGULAR,substitution,in,[],1641711,,,1610612749,22,8,2023-11-01T23:25:12Z,880000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M47.00S,2023-11-01T23:22:51.9Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,22,8,2023-11-01T23:25:12Z,890000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M36.00S,2023-11-01T23:25:50.9Z,1,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612749,22,8,2023-11-01T23:25:58Z,900000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Connaughton 2 FT),"[1629018, 1626192]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,,,,,,1.0,0.0,Connaughton,1626192.0
94,PT04M36.00S,2023-11-01T23:26:19.5Z,1,REGULAR,freethrow,1 of 2,[],1626192,,,1610612749,22,9,2023-11-01T23:26:42Z,920000,False,,,0,,P. Connaughton Free Throw 1 of 2 (1 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
95,PT04M36.00S,2023-11-01T23:26:19.5Z,1,REGULAR,freethrow,2 of 2,[],1626192,,,1610612749,22,9,2023-11-01T23:26:42Z,930000,False,,,0,,MISS P. Connaughton Free Throw 2 of 2,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
96,PT04M34.00S,2023-11-01T23:26:21.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,22,9,2023-11-01T23:26:42Z,940000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,
97,PT04M28.00S,2023-11-01T23:26:48.7Z,1,REGULAR,foul,personal,[],203109,,,1610612761,22,9,2023-11-01T23:27:02Z,950000,False,,,0,,J. Crowder personal FOUL (1 PF),"[203109, 1627783]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Mid-Range,16-24 Center,1155.0,,,,,,,,,,,,,,,,1.0,0.0,Siakam,1627783.0
99,PT04M18.00S,2023-11-01T23:27:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,12.697109067017081,37.00980392156863,1610612761,24,9,2023-11-02T00:43:42Z,970000,False,65.0,67.0,1,left,P. Siakam 9' driving Layup (5 PTS) (D. Schroder 6 AST),"[1627783, 203471]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,,,9.33,Made,,,,,5.0,D. Schroder,203471.0,6.0,,,,,,,,
101,PT04M02.00S,2023-11-01T23:27:37.3Z,1,REGULAR,turnover,out-of-bounds,[],203081,,,1610612749,24,9,2023-11-01T23:27:43Z,990000,False,,,0,,D. Lillard bad pass out-of-bounds TURNOVER (2 TO),[203081],1610612749.0,MIL,bad pass,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,201639.0,2.0,,,,,,,,,,,,,,,,,,
102,PT04M02.00S,2023-11-01T23:27:41.1Z,1,REGULAR,substitution,out,[],203471,,,1610612761,24,9,2023-11-01T23:27:53Z,1000000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M02.00S,2023-11-01T23:27:41.1Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,24,9,2023-11-01T23:27:53Z,1010000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2023-11-01T23:28:18.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,30.699737187910642,33.33333333333333,1610612761,24,9,2023-11-01T23:28:24Z,1020000,False,83.0,236.0,1,left,MISS G. Trent Jr. 25' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,25.04,Missed,,,,,,,,,,,,,,,,
105,PT03M40.00S,2023-11-01T23:28:22.6Z,1,REGULAR,rebound,offensive,[],1630201,,,1610612761,24,9,2023-11-01T23:28:24Z,1030000,False,,,0,,M. Flynn REBOUND (Off:1 Def:0),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,
106,PT03M38.00S,2023-11-01T23:28:24.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629018,24.129434954007884,14.705882352941178,1610612761,24,9,2023-11-01T23:28:27Z,1040000,False,176.0,174.0,1,left,MISS G. Trent Jr. 24' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,24.81,Missed,,,,,,,,,,,,,,,,
107,PT03M37.00S,2023-11-01T23:28:25.1Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,24,9,2023-11-01T23:28:27Z,1050000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,106.0,6.0,3.0,3.0,,,,,,,,,,,,
109,PT03M28.00S,2023-11-01T23:28:34.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1627783,20.18725361366623,74.50980392156863,1610612761,26,9,2023-11-01T23:28:40Z,1070000,False,-123.0,137.0,1,left,P. Siakam 18' step back Jump Shot (7 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,18.4,Made,,,,,7.0,,,,,,,,,,,
110,PT03M04.00S,2023-11-01T23:28:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,90.48948751642575,40.19607843137255,1610612749,26,11,2023-11-01T23:29:03Z,1080000,False,-49.0,37.0,1,right,M. Beasley 6' driving floating Jump Shot (2 PTS) (D. Lillard 2 AST),"[1627736, 203081]",1610612749.0,MIL,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,6.13,Made,,,,,2.0,D. Lillard,203081.0,2.0,,,,,,,,
111,PT02M48.00S,2023-11-01T23:29:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641711,16.90210249671485,40.44117647058824,1610612761,26,11,2023-11-01T23:29:20Z,1090000,False,48.0,106.0,1,left,MISS G. Dick 11' driving floating Shot,[1641711],1610612761.0,TOR,driving floating,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,,,11.66,Missed,,,,,,,,,,,,,,,,
112,PT02M45.00S,2023-11-01T23:29:16.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,11,2023-11-01T23:29:20Z,1100000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,
113,PT02M34.00S,2023-11-01T23:29:27.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,70.38436268068331,70.58823529411765,1610612749,26,11,2023-11-01T23:29:32Z,1110000,False,103.0,226.0,1,right,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,24.82,Missed,,,,,,,,,,,,,,,,
114,PT02M31.00S,2023-11-01T23:29:30.2Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,26,11,2023-11-01T23:29:32Z,1120000,False,,,0,,M. Flynn REBOUND (Off:1 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Right Center,,,,,113.0,2.0,1.0,1.0,,,,,,,,,,,,
115,PT02M26.00S,2023-11-01T23:29:39.1Z,1,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612761,26,11,2023-11-01T23:29:50Z,1130000,False,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Siakam 2 FT),"[1626192, 1627783]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,1628482.0,,,,,,,,,,,,,,,,1.0,0.0,Siakam,1627783.0
117,PT02M26.00S,2023-11-01T23:30:09.8Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,27,11,2023-11-01T23:30:09Z,1150000,False,,,0,,P. Siakam Free Throw 1 of 2 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
118,PT02M26.00S,2023-11-01T23:30:10.5Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,27,11,2023-11-01T23:30:20Z,1160000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M26.00S,2023-11-01T23:30:10.5Z,1,REGULAR,substitution,out,[],203081,,,1610612761,27,11,2023-11-01T23:30:20Z,1170000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M26.00S,2023-11-01T23:30:10.5Z,1,REGULAR,substitution,out,[],1627736,,,1610612761,27,11,2023-11-01T23:30:20Z,1180000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M26.00S,2023-11-01T23:30:10.5Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,27,11,2023-11-01T23:30:20Z,1190000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M26.00S,2023-11-01T23:30:10.5Z,1,REGULAR,substitution,in,[],1626166,,,1610612761,27,11,2023-11-01T23:30:20Z,1200000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M26.00S,2023-11-01T23:30:10.5Z,1,REGULAR,substitution,in,[],203507,,,1610612761,27,11,2023-11-01T23:30:20Z,1210000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M26.00S,2023-11-01T23:30:38.6Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,28,11,2023-11-01T23:30:38Z,1220000,False,,,0,,P. Siakam Free Throw 2 of 2 (9 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
125,PT02M12.00S,2023-11-01T23:30:54.1Z,1,REGULAR,turnover,bad pass,[],1626192,,,1610612749,28,11,2023-11-01T23:30:58Z,1230000,False,,,0,,P. Connaughton bad pass TURNOVER (1 TO),"[1626192, 1628449]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,,,,,,,Boucher,1628449.0,,,,
126,PT02M12.00S,2023-11-01T23:30:54.1Z,1,REGULAR,steal,,[],1628449,,,1610612761,28,11,2023-11-01T23:30:56Z,1240000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
127,PT02M07.00S,2023-11-01T23:30:59.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641711,21.632720105124836,10.049019607843137,1610612761,28,11,2023-11-01T23:31:04Z,1250000,False,200.0,151.0,1,left,MISS G. Dick 25' running 3PT,[1641711],1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,25.03,Missed,,,,,,,,,,,,,,,,
128,PT02M03.00S,2023-11-01T23:31:03.6Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,28,11,2023-11-01T23:31:04Z,1260000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,
129,PT02M00.00S,2023-11-01T23:31:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,93.38042049934296,45.34313725490196,1610612749,28,13,2023-11-01T23:31:18Z,1270000,False,-23.0,10.0,1,right,G. Antetokounmpo running Layup (2 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,2.52,Made,,,,,2.0,,,,,,,,,,,
130,PT02M00.00S,2023-11-01T23:31:10.8Z,1,REGULAR,foul,personal,['1freethrow'],1641711,,,1610612749,28,13,2023-11-01T23:31:17Z,1280000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1641711, 203507]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1155.0,,,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0
132,PT02M00.00S,2023-11-01T23:31:18.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612749,28,13,2023-11-01T23:32:22Z,1300000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2023-11-01T23:31:18.5Z,1,REGULAR,substitution,in,[],1630567,,,1610612749,28,13,2023-11-01T23:32:22Z,1310000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M00.00S,2023-11-01T23:31:52.2Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,28,14,2023-11-01T23:31:52Z,1320000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
135,PT01M37.00S,2023-11-01T23:32:18.5Z,1,REGULAR,3pt,Jump Shot,[],1641711,31.488173455978973,35.049019607843135,1610612761,28,14,2023-11-01T23:32:34Z,1330000,False,75.0,243.0,1,left,MISS G. Dick 25' floating 3PT,[1641711],1610612761.0,TOR,floating,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,25.47,Missed,,,,,,,,,,,,,,,,
136,PT01M36.00S,2023-11-01T23:32:19.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,28,14,2023-11-01T23:39:41Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,135.0,,,,,,,,,,,,,,,
137,PT01M36.00S,2023-11-01T23:32:23.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612761,28,14,2023-11-01T23:32:41Z,1350000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,201639.0,,,,,,,,,,,,,,,,,,,
138,PT01M23.00S,2023-11-01T23:32:42.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203109,68.15045992115637,32.59803921568628,1610612749,28,14,2023-11-01T23:32:47Z,1360000,False,-87.0,247.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Left Center,,,26.18,Missed,,,,,,,,,,,,,,,,
139,PT01M19.00S,2023-11-01T23:32:46.5Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,28,14,2023-11-01T23:32:47Z,1370000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,
140,PT01M10.00S,2023-11-01T23:32:55.4Z,1,REGULAR,3pt,Jump Shot,[],1641711,22.815374507227332,11.76470588235294,1610612761,31,14,2023-11-01T23:32:59Z,1380000,False,191.0,162.0,1,left,G. Dick 25' 3PT  (3 PTS) (M. Flynn 1 AST),"[1641711, 1630201]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,25.06,Made,,,,,3.0,M. Flynn,1630201.0,1.0,,,,,,,,
142,PT00M54.50S,2023-11-01T23:33:11.0Z,1,REGULAR,2pt,Hook,[],1626171,92.46057818659659,71.56862745098039,1610612749,31,16,2023-11-01T23:33:16Z,1400000,False,108.0,18.0,1,right,B. Portis 10' turnaround Hook (2 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,10.94,Made,,,,,2.0,,,,,,,,,,,
143,PT00M47.40S,2023-11-01T23:33:21.9Z,1,REGULAR,2pt,Jump Shot,[],1630567,18.2161629434954,12.009803921568627,1610612761,31,16,2023-11-01T23:33:36Z,1410000,False,190.0,119.0,1,left,MISS S. Barnes 22' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,22.4,Missed,,,,,,,,,,,,,,,,
144,PT00M44.30S,2023-11-01T23:33:25.0Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,31,16,2023-11-01T23:33:36Z,1420000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,,,143.0,3.0,2.0,1.0,,,,,,,,,,,,
146,PT00M38.50S,2023-11-01T23:33:33.8Z,1,REGULAR,turnover,out-of-bounds,[],1630201,,,1610612761,31,16,2023-11-01T23:33:42Z,1430000,False,,,0,,M. Flynn step out-of-bounds TURNOVER (1 TO),[1630201],1610612761.0,TOR,step,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,201639.0,1.0,,,,,,,,,,,,,,,,,,
147,PT00M33.00S,2023-11-01T23:33:55.0Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,31,16,2023-11-01T23:34:03Z,1440000,False,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1641711]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,201639.0,,,,,,,,,,,,,,,,1.0,0.0,Dick,1641711.0
149,PT00M33.00S,2023-11-01T23:33:55.0Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,31,16,2023-11-01T23:33:55Z,1460000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,201639.0,2.0,,,,,,,,,,,,,,,,,,
150,PT00M33.00S,2023-11-01T23:34:08.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,31,16,2023-11-01T23:34:08Z,1470000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M33.00S,2023-11-01T23:36:00.8Z,1,REGULAR,substitution,out,[],1630201,,,1610612761,31,16,2023-11-01T23:36:14Z,1490000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M33.00S,2023-11-01T23:36:00.8Z,1,REGULAR,substitution,out,[],1628449,,,1610612761,31,16,2023-11-01T23:36:14Z,1500000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M33.00S,2023-11-01T23:36:00.8Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,31,16,2023-11-01T23:36:14Z,1510000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M33.00S,2023-11-01T23:36:00.8Z,1,REGULAR,substitution,in,[],203471,,,1610612761,31,16,2023-11-01T23:36:14Z,1520000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M17.30S,2023-11-01T23:36:29.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,28.203022339027594,77.94117647058823,1610612761,31,16,2023-11-01T23:36:33Z,1530000,False,-140.0,213.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,25.44,Missed,,,,,,,,,,,,,,,,
157,PT00M14.30S,2023-11-01T23:36:32.1Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,31,16,2023-11-01T23:36:32Z,1540000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,
158,PT00M04.40S,2023-11-01T23:36:42.1Z,1,REGULAR,3pt,Jump Shot,[],1626166,88.91261498028909,4.411764705882353,1610612749,31,16,2023-11-01T23:36:52Z,1550000,False,-228.0,52.0,1,right,MISS C. Payne 3PT,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Left Corner 3,24+ Left,,,23.37,Missed,,,,,,,,,,,,,,,,
159,PT00M03.30S,2023-11-01T23:36:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,31,16,2023-11-01T23:36:52Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Left Corner 3,24+ Left,,,,,158.0,,,,,,,,,,,,,,,
160,PT00M03.30S,2023-11-01T23:36:49.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612749,31,16,2023-11-01T23:36:56Z,1570000,False,,,0,,G. Trent Jr. loose ball personal FOUL (2 PF) (Portis 2 FT),"[1629018, 1626171]",1610612761.0,TOR,loose ball,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,201639.0,,,,,,,,,,,,,,,,2.0,0.0,Portis,1626171.0
162,PT00M03.30S,2023-11-01T23:37:16.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626171,,,1610612749,31,17,2023-11-01T23:37:16Z,1590000,False,,,0,,B. Portis Free Throw 1 of 2 (3 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
163,PT00M03.30S,2023-11-01T23:37:17.1Z,1,REGULAR,substitution,out,[],1641711,,,1610612749,31,17,2023-11-01T23:37:23Z,1600000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
