actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
522,PT09M52.00S,2023-12-14T02:26:41.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630180,91.01511169513797,46.568627450980394,1610612737,105,95,2023-12-14T02:26:47Z,5080000,False,-17.0,32.0,1,right,MISS S. Bey running Layup,[1630180],1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,,
523,PT09M50.00S,2023-12-14T02:26:43.1Z,4,REGULAR,rebound,offensive,[],1630180,,,1610612737,105,95,2023-12-14T02:26:43Z,5090000,False,,,0,,S. Bey REBOUND (Off:2 Def:6),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,522.0,8.0,6.0,2.0,,,,,,,,,,,,
524,PT09M48.00S,2023-12-14T02:26:45.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,93.51182654402102,49.26470588235294,1610612737,105,97,2023-12-14T02:26:51Z,5100000,False,-4.0,8.0,1,right,S. Bey Layup (7 PTS),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.93,Made,7.0,,,,,,,,,,,,,,,,,
525,PT09M33.00S,2023-12-14T02:26:59.9Z,4,REGULAR,turnover,lost ball,[],1630173,,,1610612761,105,97,2023-12-14T02:27:58Z,5110000,False,,,0,,P. Achiuwa lost ball TURNOVER (2 TO),"[1630173, 203992]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Left Center,,,,,,,,,2.0,Bogdanovic,203992.0,,,,,,,,,
540,PT09M33.00S,2023-12-14T02:26:59.9Z,4,REGULAR,steal,,[],203992,,,1610612737,105,97,2023-12-14T02:27:58Z,5115000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
526,PT09M29.00S,2023-12-14T02:27:04.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,92.72339027595268,50.0,1610612737,105,97,2023-12-14T02:28:08Z,5120000,False,0.0,16.0,1,right,MISS B. Bogdanovic driving Layup,[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
527,PT09M24.00S,2023-12-14T02:27:09.8Z,4,REGULAR,rebound,defensive,[],1630201,,,1610612761,105,97,2023-12-14T02:27:09Z,5130000,False,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,,526.0,2.0,2.0,0.0,,,,,,,,,,,,
528,PT09M10.00S,2023-12-14T02:27:23.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,5.863994743758213,51.470588235294116,1610612761,105,97,2023-12-14T02:28:17Z,5140000,False,-7.0,3.0,1,left,MISS M. Flynn driving Layup - blocked,"[1630201, 1630168]",1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,0.78,Missed,,,,,,,,,,Okongwu,1630168.0,,,,,,,
529,PT09M10.00S,2023-12-14T02:27:23.4Z,4,REGULAR,block,,[],1630168,,,1610612761,105,97,2023-12-14T02:27:25Z,5150000,False,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
530,PT09M10.00S,2023-12-14T02:27:23.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,105,97,2023-12-14T02:28:17Z,5160000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,528.0,,,,,,,,,,,,,,,
532,PT09M10.00S,2023-12-14T02:27:29.1Z,4,REGULAR,substitution,out,[],1630173,,,1610612761,105,97,2023-12-14T02:27:31Z,5180000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M10.00S,2023-12-14T02:27:29.1Z,4,REGULAR,substitution,in,[],1627751,,,1610612761,105,97,2023-12-14T02:27:31Z,5190000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT09M10.00S,2023-12-14T02:27:29.1Z,4,REGULAR,substitution,out,[],203471,,,1610612761,105,97,2023-12-14T02:27:53Z,5200000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M10.00S,2023-12-14T02:27:29.1Z,4,REGULAR,substitution,out,[],1629027,,,1610612761,105,97,2023-12-14T02:27:53Z,5210000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M10.00S,2023-12-14T02:27:29.1Z,4,REGULAR,substitution,out,[],202083,,,1610612761,105,97,2023-12-14T02:27:53Z,5220000,False,,,0,,SUB out: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M10.00S,2023-12-14T02:27:29.1Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,105,97,2023-12-14T02:27:53Z,5230000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M10.00S,2023-12-14T02:27:29.1Z,4,REGULAR,substitution,in,[],1627749,,,1610612761,105,97,2023-12-14T02:27:53Z,5240000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M10.00S,2023-12-14T02:27:29.1Z,4,REGULAR,substitution,in,[],203991,,,1610612761,105,97,2023-12-14T02:27:53Z,5250000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M04.00S,2023-12-14T02:28:07.7Z,4,REGULAR,2pt,Hook,['2ndchance'],1627751,10.068988173455978,70.09803921568627,1610612761,107,97,2023-12-14T03:09:21Z,5260000,False,-100.0,42.0,1,left,J. Poeltl 10' turnaround Hook (8 PTS) (M. Flynn 7 AST),"[1627751, 1630201]",1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,10.9,Made,8.0,,,,,,,,,,,M. Flynn,1630201.0,7.0,,,,
543,PT08M38.00S,2023-12-14T02:28:33.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,88.38699080157687,48.03921568627451,1610612737,107,99,2023-12-14T02:28:39Z,5280000,False,-10.0,57.0,1,right,B. Bogdanovic driving floating Jump Shot (12 PTS),[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,12.0,,,,,,,,,,,,,,,,,
544,PT08M26.00S,2023-12-14T02:28:45.9Z,4,REGULAR,turnover,bad pass,[],1630567,,,1610612761,107,99,2023-12-14T02:28:50Z,5290000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1630168]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1.0,Okongwu,1630168.0,,,,,,,,,
545,PT08M26.00S,2023-12-14T02:28:45.9Z,4,REGULAR,steal,,[],1630168,,,1610612737,107,99,2023-12-14T02:28:48Z,5300000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
546,PT08M14.00S,2023-12-14T02:28:57.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630168,68.01905387647832,32.35294117647059,1610612737,107,99,2023-12-14T02:29:02Z,5310000,False,-88.0,248.0,1,right,MISS O. Okongwu 26' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,,
547,PT08M11.00S,2023-12-14T02:29:00.2Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,107,99,2023-12-14T02:29:02Z,5320000,False,,,0,,S. Barnes REBOUND (Off:1 Def:9),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,546.0,10.0,9.0,1.0,,,,,,,,,,,,
548,PT08M03.00S,2023-12-14T02:29:09.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629018,5.995400788436268,52.94117647058824,1610612761,107,99,2023-12-14T02:29:15Z,5330000,False,-15.0,4.0,1,left,MISS G. Trent Jr. driving DUNK - blocked,"[1629018, 1627749]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,Murray,1627749.0,,,,,,,
549,PT08M03.00S,2023-12-14T02:29:09.5Z,4,REGULAR,block,,[],1627749,,,1610612761,107,99,2023-12-14T02:29:11Z,5340000,False,,,0,,D. Murray BLOCK (2 BLK),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
550,PT07M59.00S,2023-12-14T02:29:13.5Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,107,99,2023-12-14T02:29:15Z,5350000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:6),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,548.0,8.0,6.0,2.0,,,,,,,,,,,,
551,PT07M53.00S,2023-12-14T02:29:19.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,84.05059132720105,54.41176470588235,1610612737,107,101,2023-12-14T02:36:03Z,5360000,False,22.0,97.0,1,right,D. Murray 9' pullup Jump Shot (14 PTS) (B. Bogdanovic 3 AST),"[1627749, 203992]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,9.99,Made,14.0,,,,,,,,,,,B. Bogdanovic,203992.0,3.0,,,,
553,PT07M33.00S,2023-12-14T02:29:39.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,11.383048620236531,49.754901960784316,1610612761,109,101,2023-12-14T02:29:46Z,5380000,False,1.0,55.0,1,left,J. Poeltl floating Jump Shot (10 PTS) (M. Flynn 8 AST),"[1627751, 1630201]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.45,Made,10.0,,,,,,,,,,,M. Flynn,1630201.0,8.0,,,,
555,PT07M13.00S,2023-12-14T02:29:57.9Z,4,REGULAR,3pt,Jump Shot,[],1630180,94.43166885676742,3.6764705882352944,1610612737,109,101,2023-12-14T02:30:02Z,5400000,False,-232.0,0.0,1,right,MISS S. Bey 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
556,PT07M11.00S,2023-12-14T02:29:59.9Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,109,101,2023-12-14T02:30:02Z,5410000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,555.0,5.0,3.0,2.0,,,,,,,,,,,,
557,PT07M09.00S,2023-12-14T02:30:02.7Z,4,REGULAR,turnover,lost ball,[],1628384,,,1610612761,109,101,2023-12-14T02:30:07Z,5420000,False,,,0,,O. Anunoby lost ball TURNOVER (2 TO),"[1628384, 1630180]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Bey,1630180.0,,,,,,,,,
558,PT07M09.00S,2023-12-14T02:30:02.7Z,4,REGULAR,steal,,[],1630180,,,1610612737,109,101,2023-12-14T02:30:04Z,5430000,False,,,0,,S. Bey STEAL (2 STL),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
559,PT07M05.00S,2023-12-14T02:30:06.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,92.19776609724047,46.81372549019608,1610612737,109,101,2023-12-14T02:30:09Z,5440000,False,-16.0,21.0,1,right,MISS S. Bey Layup,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
560,PT07M02.00S,2023-12-14T02:30:09.0Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,109,101,2023-12-14T02:30:09Z,5450000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:6),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,559.0,10.0,6.0,4.0,,,,,,,,,,,,
561,PT06M59.00S,2023-12-14T02:30:19.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,109,101,2023-12-14T02:30:19Z,5460000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M59.00S,2023-12-14T02:32:40.2Z,4,REGULAR,substitution,out,[],1628384,,,1610612761,109,101,2023-12-14T02:33:12Z,5470000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M59.00S,2023-12-14T02:32:40.2Z,4,REGULAR,substitution,out,[],1630201,,,1610612761,109,101,2023-12-14T02:33:12Z,5480000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M59.00S,2023-12-14T02:32:40.2Z,4,REGULAR,substitution,out,[],1630180,,,1610612761,109,101,2023-12-14T02:33:12Z,5490000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M59.00S,2023-12-14T02:32:40.2Z,4,REGULAR,substitution,in,[],1627783,,,1610612761,109,101,2023-12-14T02:33:12Z,5500000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M59.00S,2023-12-14T02:32:40.2Z,4,REGULAR,substitution,in,[],203471,,,1610612761,109,101,2023-12-14T02:33:12Z,5510000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M59.00S,2023-12-14T02:32:40.2Z,4,REGULAR,substitution,in,[],1629027,,,1610612761,109,101,2023-12-14T02:33:12Z,5520000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M47.00S,2023-12-14T02:33:44.7Z,4,REGULAR,turnover,bad pass,[],203471,,,1610612761,109,101,2023-12-14T02:33:48Z,5530000,False,,,0,,D. Schroder bad pass TURNOVER (2 TO),"[203471, 203992]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Bogdanovic,203992.0,,,,,,,,,
569,PT06M47.00S,2023-12-14T02:33:44.7Z,4,REGULAR,steal,,[],203992,,,1610612737,109,101,2023-12-14T02:33:46Z,5540000,False,,,0,,B. Bogdanovic STEAL (2 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
570,PT06M41.00S,2023-12-14T02:33:51.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203992,71.56701708278581,14.705882352941178,1610612737,109,104,2023-12-14T02:33:56Z,5550000,False,-176.0,215.0,1,right,B. Bogdanovic 27' 3PT  (15 PTS) (T. Young 15 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,27.8,Made,15.0,,,,,,,,,,,T. Young,1629027.0,15.0,,,,
572,PT06M30.00S,2023-12-14T02:34:00.6Z,4,REGULAR,turnover,lost ball,[],1630567,,,1610612761,109,104,2023-12-14T02:34:04Z,5570000,False,,,0,,S. Barnes lost ball TURNOVER (2 TO),"[1630567, 203992]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,Bogdanovic,203992.0,,,,,,,,,
573,PT06M30.00S,2023-12-14T02:34:00.6Z,4,REGULAR,steal,,[],203992,,,1610612737,109,104,2023-12-14T02:34:02Z,5580000,False,,,0,,B. Bogdanovic STEAL (3 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
574,PT06M26.00S,2023-12-14T02:34:05.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203992,66.44218134034165,23.774509803921568,1610612737,109,107,2023-12-14T02:34:12Z,5590000,False,-131.0,263.0,1,right,B. Bogdanovic 29' 3PT running (18 PTS) (T. Young 16 AST),"[203992, 1629027]",1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,29.38,Made,18.0,,,,,,,,,,,T. Young,1629027.0,16.0,,,,
576,PT05M57.00S,2023-12-14T02:34:33.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.046649145860711,54.65686274509803,1610612761,111,107,2023-12-14T02:34:37Z,5610000,False,-23.0,14.0,1,left,P. Siakam driving finger roll Layup (31 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.7,Made,31.0,,,,,,,,,,,,,,,,,
577,PT05M43.00S,2023-12-14T02:34:51.6Z,4,REGULAR,foul,personal,[],203471,,,1610612737,111,107,2023-12-14T02:35:02Z,5620000,False,,,0,,D. Schroder personal FOUL (2 PF),"[203471, 1629027]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,1162.0,,,,,,,,,,,,,2.0,0.0,Young,1629027.0
579,PT05M43.00S,2023-12-14T02:35:12.6Z,4,REGULAR,substitution,out,[],1629018,,,1610612737,111,107,2023-12-14T02:35:17Z,5640000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT05M43.00S,2023-12-14T02:35:12.6Z,4,REGULAR,substitution,in,[],1628384,,,1610612737,111,107,2023-12-14T02:35:17Z,5650000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT05M43.00S,2023-12-14T02:35:32.8Z,4,REGULAR,foul,personal,[],1628384,,,1610612737,111,107,2023-12-14T02:36:08Z,5670000,False,,,0,,O. Anunoby personal FOUL (3 PF),"[1628384, 1629027]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,1162.0,,,,,,,,,,,,,3.0,0.0,Young,1629027.0
584,PT05M31.00S,2023-12-14T02:36:04.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,81.68528252299606,45.34313725490196,1610612737,111,107,2023-12-14T02:36:12Z,5690000,False,-23.0,120.0,1,right,MISS T. Young 12' driving floating Shot - blocked,"[1629027, 1627751]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,12.19,Missed,,,,,,,,,,Poeltl,1627751.0,,,,,,,
585,PT05M31.00S,2023-12-14T02:36:04.8Z,4,REGULAR,block,,[],1627751,,,1610612737,111,107,2023-12-14T02:36:07Z,5700000,False,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
586,PT05M27.00S,2023-12-14T02:36:08.8Z,4,REGULAR,rebound,defensive,[],203471,,,1610612761,111,107,2023-12-14T02:36:12Z,5710000,False,,,0,,D. Schroder REBOUND (Off:0 Def:3),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,,584.0,3.0,3.0,0.0,,,,,,,,,,,,
587,PT05M23.00S,2023-12-14T02:36:12.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,5.995400788436268,49.01960784313725,1610612761,113,107,2023-12-14T02:36:22Z,5720000,False,5.0,4.0,1,left,O. Anunoby running DUNK (18 PTS) (D. Schroder 6 AST),"[1628384, 203471]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.63,Made,18.0,,,,,,,,,,,D. Schroder,203471.0,6.0,,,,
589,PT05M01.00S,2023-12-14T02:36:33.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,85.49605781865965,43.872549019607845,1610612737,113,107,2023-12-14T02:36:40Z,5740000,False,-31.0,84.0,1,right,MISS T. Young 8' driving Layup - blocked,"[1629027, 1627751]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,8.92,Missed,,,,,,,,,,Poeltl,1627751.0,,,,,,,
590,PT05M01.00S,2023-12-14T02:36:33.7Z,4,REGULAR,block,,[],1627751,,,1610612737,113,107,2023-12-14T02:36:36Z,5750000,False,,,0,,J. Poeltl BLOCK (3 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
591,PT05M00.00S,2023-12-14T02:36:34.7Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612761,113,107,2023-12-14T02:37:08Z,5760000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:7),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,589.0,11.0,7.0,4.0,,,,,,,,,,,,
592,PT04M57.00S,2023-12-14T02:36:40.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.521024967148489,49.26470588235294,1610612761,115,107,2023-12-14T02:37:01Z,5770000,False,4.0,9.0,1,left,S. Barnes reverse Layup (22 PTS) (P. Siakam 6 AST),"[1630567, 1627783]",1610612761.0,TOR,reverse,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.95,Made,22.0,,,,,,,,,,,P. Siakam,1627783.0,6.0,,,,
594,PT04M57.00S,2023-12-14T02:36:47.9Z,4,REGULAR,foul,personal,['1freethrow'],203992,,,1610612761,115,107,2023-12-14T02:39:41Z,5790000,False,,,0,,B. Bogdanovic shooting personal FOUL (3 PF) (Barnes 1 FT),"[203992, 1630567]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,1204.0,,,,,,,,,,,,,3.0,0.0,Barnes,1630567.0
596,PT04M57.00S,2023-12-14T02:37:22.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,115,107,2023-12-14T02:37:25Z,5810000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M57.00S,2023-12-14T02:37:24.3Z,4,REGULAR,substitution,out,[],1630168,,,1610612761,115,107,2023-12-14T02:39:39Z,5820000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M57.00S,2023-12-14T02:37:24.3Z,4,REGULAR,substitution,in,[],1630180,,,1610612761,115,107,2023-12-14T02:39:39Z,5830000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M57.00S,2023-12-14T02:39:58.8Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1630567,,,1610612761,115,107,2023-12-14T02:40:47Z,5840000,False,,,0,,MISS S. Barnes Free Throw 1 of 1,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
600,PT04M55.00S,2023-12-14T02:40:00.8Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,115,107,2023-12-14T02:40:47Z,5850000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,599.0,3.0,2.0,1.0,,,,,,,,,,,,
601,PT04M33.00S,2023-12-14T02:40:23.0Z,4,REGULAR,foul,personal,['2freethrow'],203471,,,1610612737,115,107,2023-12-14T02:40:35Z,5860000,False,,,0,,D. Schroder shooting personal FOUL (3 PF) (Bogdanovic 2 FT),"[203471, 203992]",1610612761.0,TOR,shooting,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,,,,1204.0,,,,,,,,,,,,,3.0,0.0,Bogdanovic,203992.0
603,PT04M33.00S,2023-12-14T02:40:47.6Z,4,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,115,108,2023-12-14T02:40:47Z,5880000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (19 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
604,PT04M33.00S,2023-12-14T02:41:04.9Z,4,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,115,109,2023-12-14T02:41:04Z,5890000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (20 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
