actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-11T00:40:44.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-11T00:40:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-11T00:40:47.9Z,1,REGULAR,jumpball,recovered,[],1629636,,,1610612739,0,0,2024-02-11T00:40:47Z,40000,False,,,0,,Jump Ball J. Allen vs. J. Poeltl: Tip to D. Garland,"[1629636, 1628386, 1627751]",1610612739.0,CLE,startperiod,D. Garland,1629636.0,Garland,D. Garland,Allen,1628386.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M30.00S,2024-02-11T00:41:13.3Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,0,0,2024-02-11T00:41:17Z,70000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1630193]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,1.0,Quickley,1630193.0,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2024-02-11T00:41:13.3Z,1,REGULAR,steal,,[],1630193,,,1610612761,0,0,2024-02-11T00:41:15Z,80000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2024-02-11T00:41:27.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,70.25295663600527,22.794117647058822,1610612761,0,0,2024-02-11T00:41:33Z,90000,False,-136.0,227.0,1,right,MISS G. Trent Jr. 26' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,26.47,Missed,,,,,,,,,,,,,,,
10,PT11M13.00S,2024-02-11T00:41:30.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,0,2024-02-11T00:41:33Z,100000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT10M57.00S,2024-02-11T00:41:46.9Z,1,REGULAR,turnover,bad pass,[],1628378,,,1610612739,0,0,2024-02-11T00:41:52Z,110000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1629018]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,1.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,
12,PT10M57.00S,2024-02-11T00:41:46.9Z,1,REGULAR,steal,,[],1629018,,,1610612761,0,0,2024-02-11T00:41:49Z,120000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT10M51.00S,2024-02-11T00:41:53.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,94.56307490144546,50.0,1610612761,2,0,2024-02-11T00:41:58Z,130000,False,0.0,-1.0,1,right,S. Barnes running Layup (2 PTS) (G. Trent Jr. 1 AST),"[1630567, 1629018]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,0.14,Made,,,,,2.0,G. Trent Jr.,1629018.0,1.0,,,,,,,
15,PT10M37.00S,2024-02-11T00:42:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,7.046649145860711,47.549019607843135,1610612739,2,0,2024-02-11T00:42:13Z,150000,False,12.0,14.0,1,left,MISS E. Mobley Layup,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,1.84,Missed,,,,,,,,,,,,,,,
