actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-18T00:42:32.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-18T00:42:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M42.00S,2024-01-18T00:42:48.9Z,1,REGULAR,jumpball,recovered,[],200768,,,1610612748,0,0,2024-01-18T00:42:48Z,40000,False,,,0,,Jump Ball B. Adebayo vs. S. Barnes: Tip to K. Lowry,"[200768, 1628389, 1630567]",1610612748.0,MIA,startperiod,K. Lowry,200768.0,Lowry,K. Lowry,Adebayo,1628389.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-01-18T00:42:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.004599211563733,48.28431372549019,1610612748,0,0,2024-01-18T00:44:32Z,70000,False,9.0,126.0,1,left,MISS B. Adebayo 12' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.64,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-01-18T00:42:51.9Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,0,0,2024-01-18T00:44:32Z,80000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-01-18T00:42:57.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,71.56701708278581,82.1078431372549,1610612761,3,0,2024-01-18T00:43:23Z,90000,False,161.0,215.0,1,right,G. Trent Jr. 26' 3PT  (3 PTS) (J. Porter 1 AST),"[1629018, 1629007]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.81,Made,,,,,3.0,J. Porter,1629007.0,1.0,,,,,,,,,,
11,PT11M09.00S,2024-01-18T00:43:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,19.66162943495401,49.50980392156863,1610612748,3,0,2024-01-18T00:43:27Z,110000,False,2.0,132.0,1,left,MISS K. Lowry 13' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,13.23,Missed,,,,,,,,,,,,,,,,,,
12,PT11M05.00S,2024-01-18T00:43:26.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,3,0,2024-01-18T00:43:27Z,120000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M00.00S,2024-01-18T00:43:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629007,92.59198423127464,47.30392156862745,1610612761,3,0,2024-01-18T00:45:33Z,130000,False,-13.0,17.0,1,right,MISS J. Porter running Layup,[1629007],1610612761.0,TOR,running,,,Porter,J. Porter,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2024-01-18T00:43:33.5Z,1,REGULAR,rebound,offensive,[],1629007,,,1610612761,3,0,2024-01-18T00:43:36Z,140000,False,,,0,,J. Porter REBOUND (Off:1 Def:0),[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,Restricted Area,0-8 Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT10M58.00S,2024-01-18T00:43:33.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629007,94.40999984741211,50.0,1610612761,3,0,2024-01-18T01:42:13Z,150000,False,0.0,0.0,1,right,MISS J. Porter tip Layup,[1629007],1610612761.0,TOR,tip,,,Porter,J. Porter,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
16,PT10M57.00S,2024-01-18T00:43:34.8Z,1,REGULAR,rebound,offensive,[],1629007,,,1610612761,3,0,2024-01-18T01:42:13Z,160000,False,,,0,,J. Porter REBOUND (Off:2 Def:0),[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,Restricted Area,0-8 Center,,,15.0,2.0,0.0,2.0,,,,,,,,,,,,,,
17,PT10M51.00S,2024-01-18T00:43:43.1Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,3,0,2024-01-18T00:43:48Z,170000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202049.0,1.0,,,,,,,,
18,PT10M38.00S,2024-01-18T00:44:02.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,20.71287779237845,9.313725490196079,1610612748,3,0,2024-01-18T00:44:07Z,180000,False,203.0,142.0,1,left,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
19,PT10M34.00S,2024-01-18T00:44:06.4Z,1,REGULAR,rebound,defensive,[],1629007,,,1610612761,3,0,2024-01-18T00:44:07Z,190000,False,,,0,,J. Porter REBOUND (Off:2 Def:1),[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,Above the Break 3,24+ Right Center,,,18.0,3.0,1.0,2.0,,,,,,,,,,,,,,
20,PT10M32.00S,2024-01-18T00:44:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612761,3,0,2024-01-18T00:44:30Z,200000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Quickley 2 FT),"[1629639, 1630193]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202049.0,,1.0,0.0,Quickley,1630193.0,,,,
22,PT10M32.00S,2024-01-18T00:44:37.2Z,1,REGULAR,freethrow,1 of 2,[],1630193,,,1610612761,4,0,2024-01-18T00:44:37Z,220000,False,,,0,,I. Quickley Free Throw 1 of 2 (1 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
23,PT10M32.00S,2024-01-18T00:44:58.5Z,1,REGULAR,freethrow,2 of 2,[],1630193,,,1610612761,5,0,2024-01-18T00:44:58Z,230000,False,,,0,,I. Quickley Free Throw 2 of 2 (2 PTS),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
24,PT10M13.00S,2024-01-18T00:45:19.7Z,1,REGULAR,turnover,out-of-bounds,[],1631107,,,1610612748,5,0,2024-01-18T00:45:35Z,240000,False,,,0,,N. Jovic lost ball out-of-bounds TURNOVER (1 TO),[1631107],1610612748.0,MIA,lost ball,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202049.0,1.0,,,,,,,,
25,PT09M57.00S,2024-01-18T00:45:38.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,74.45795006570303,12.254901960784313,1610612761,8,0,2024-01-18T00:45:45Z,250000,False,-189.0,188.0,1,right,I. Quickley 26' 3PT step back (5 PTS) (S. Barnes 1 AST),"[1630193, 1630567]",1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,26.61,Made,,,,,5.0,S. Barnes,1630567.0,1.0,,,,,,,,,,
27,PT09M46.00S,2024-01-18T00:45:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.915243101182654,43.13725490196079,1610612748,8,0,2024-01-18T00:46:07Z,270000,False,34.0,13.0,1,left,MISS T. Herro driving finger roll Layup - blocked,"[1629639, 1629007]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,Porter,1629007.0,,
28,PT09M46.00S,2024-01-18T00:45:51.6Z,1,REGULAR,block,,[],1629007,,,1610612748,8,0,2024-01-18T00:45:54Z,280000,False,,,0,,J. Porter BLOCK (1 BLK),[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M45.00S,2024-01-18T00:45:52.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,8,0,2024-01-18T00:46:07Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,27.0,,,,,,,,,,,,,,,,,
31,PT09M39.00S,2024-01-18T00:46:13.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202710,6.1268068331143235,26.225490196078432,1610612748,8,0,2024-01-18T00:46:18Z,310000,False,119.0,5.0,1,left,MISS J. Butler 11' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,11.9,Missed,,,,,,,,,,,,,,,,,,
32,PT09M37.00S,2024-01-18T00:46:15.1Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,8,0,2024-01-18T00:46:18Z,320000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M26.00S,2024-01-18T00:46:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.14651773981603,41.911764705882355,1610612761,10,0,2024-01-18T00:46:31Z,330000,False,-40.0,31.0,1,right,S. Barnes driving Layup (2 PTS) (I. Quickley 1 AST),"[1630567, 1630193]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,,,,,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,
35,PT09M09.00S,2024-01-18T00:46:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.325229960578188,48.77450980392157,1610612748,10,2,2024-01-18T00:46:47Z,350000,False,6.0,92.0,1,left,B. Adebayo 9' turnaround fadeaway Jump Shot (2 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,9.18,Made,,,,,2.0,,,,,,,,,,,,,
36,PT08M58.00S,2024-01-18T00:46:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630193,93.24901445466492,96.07843137254902,1610612761,10,2,2024-01-18T00:46:59Z,360000,False,230.0,11.0,1,right,MISS I. Quickley step back 3PT,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
37,PT08M55.00S,2024-01-18T00:46:56.9Z,1,REGULAR,rebound,offensive,[],1629628,,,1610612761,10,2,2024-01-18T00:46:56Z,370000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
