actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
86,PT05M41.00S,2024-04-07T22:22:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.440867279894875,47.05882352941176,1610612764,25,9,2024-04-07T22:22:58Z,820000,False,15.0,17.0,1,left,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
87,PT05M41.00S,2024-04-07T22:22:54.0Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,25,9,2024-04-07T22:22:58Z,830000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,86.0,1.0,1.0,0.0,,
88,PT05M41.00S,2024-04-07T22:22:58.6Z,1,REGULAR,foul,personal,[],1631098,,,1610612761,25,9,2024-04-07T22:23:10Z,840000,False,,,0,,J. Davis personal FOUL (2 PF),"[1631098, 1630534]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,202035.0,2.0,0.0,Agbaji,1630534.0,,,,,,,,,,,,
90,PT05M41.00S,2024-04-07T22:23:05.3Z,1,REGULAR,substitution,out,[],1631098,,,1610612761,25,9,2024-04-07T22:23:11Z,860000,False,,,0,,SUB out: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M41.00S,2024-04-07T22:23:05.3Z,1,REGULAR,substitution,out,[],1630166,,,1610612761,25,9,2024-04-07T22:23:11Z,870000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M41.00S,2024-04-07T22:23:05.3Z,1,REGULAR,substitution,in,[],1630551,,,1610612761,25,9,2024-04-07T22:23:11Z,880000,False,,,0,,SUB in: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M41.00S,2024-04-07T22:23:05.3Z,1,REGULAR,substitution,in,[],1631116,,,1610612761,25,9,2024-04-07T22:23:11Z,890000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M30.00S,2024-04-07T22:23:33.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,94.1688567674113,49.01960784313725,1610612761,27,9,2024-04-07T22:23:48Z,900000,False,-5.0,2.0,1,right,O. Agbaji cutting DUNK (7 PTS) (I. Quickley 2 AST),"[1630534, 1630193]",1610612761.0,TOR,cutting,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.54,Made,7.0,,,,,,,,,I. Quickley,1630193.0,2.0,,,,,,
96,PT05M30.00S,2024-04-07T22:23:38.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631116,,,1610612761,27,9,2024-04-07T22:23:45Z,920000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (1 PF) (Agbaji 1 FT),"[1631116, 1630534]",1610612764.0,WAS,shooting,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,,,,1627519.0,1.0,0.0,Agbaji,1630534.0,,,,,,,,,,,,
98,PT05M30.00S,2024-04-07T22:23:57.1Z,1,REGULAR,freethrow,1 of 1,[],1630534,,,1610612761,28,9,2024-04-07T22:23:57Z,940000,False,,,0,,O. Agbaji Free Throw 1 of 1 (8 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
99,PT05M18.00S,2024-04-07T22:24:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,6.521024967148489,47.05882352941176,1610612764,28,11,2024-04-07T22:24:15Z,950000,False,15.0,9.0,1,left,J. Butler driving Layup (2 PTS),[1630215],1610612764.0,WAS,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.71,Made,2.0,,,,,,,,,,,,,,,,,
100,PT05M05.00S,2024-04-07T22:24:22.1Z,1,REGULAR,3pt,Jump Shot,[],1630534,94.82588699080158,96.07843137254902,1610612761,28,11,2024-04-07T22:24:26Z,960000,False,230.0,-4.0,1,right,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
101,PT05M02.00S,2024-04-07T22:24:25.1Z,1,REGULAR,rebound,defensive,[],1630215,,,1610612764,28,11,2024-04-07T22:24:26Z,970000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,
102,PT04M49.00S,2024-04-07T22:24:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630647,29.911300919842315,25.245098039215684,1610612764,28,11,2024-04-07T22:24:42Z,980000,False,124.0,229.0,1,left,MISS E. Omoruyi 26' 3PT,[1630647],1610612764.0,WAS,,,,Omoruyi,E. Omoruyi,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
103,PT04M46.00S,2024-04-07T22:24:40.8Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,28,11,2024-04-07T22:24:42Z,990000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,102.0,2.0,2.0,0.0,,
104,PT04M37.00S,2024-04-07T22:24:49.6Z,1,REGULAR,3pt,Jump Shot,[],203482,68.28186596583443,68.38235294117648,1610612761,31,11,2024-04-07T22:24:53Z,1000000,False,92.0,246.0,1,right,K. Olynyk 26' 3PT  (6 PTS) (G. Trent Jr. 2 AST),"[203482, 1629018]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,26.23,Made,6.0,,,,,,,,,G. Trent Jr.,1629018.0,2.0,,,,,,
106,PT04M30.00S,2024-04-07T22:24:57.3Z,1,REGULAR,turnover,bad pass,[],1630215,,,1610612764,31,11,2024-04-07T22:25:01Z,1020000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[1630215, 203482]",1610612764.0,WAS,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Olynyk,203482.0,,,,,,,,,
107,PT04M30.00S,2024-04-07T22:24:57.3Z,1,REGULAR,steal,,[],203482,,,1610612761,31,11,2024-04-07T22:25:00Z,1030000,False,,,0,,K. Olynyk STEAL (3 STL),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
108,PT04M26.00S,2024-04-07T22:25:01.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,71.04139290407359,20.833333333333336,1610612761,34,11,2024-04-07T22:25:07Z,1040000,False,-146.0,220.0,1,right,G. Trent Jr. 26' 3PT running (7 PTS) (I. Quickley 3 AST),"[1629018, 1630193]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.37,Made,7.0,,,,,,,,,I. Quickley,1630193.0,3.0,,,,,,
110,PT04M25.00S,2024-04-07T22:25:10.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,34,11,2024-04-07T22:25:10Z,1060000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M25.00S,2024-04-07T22:27:27.4Z,1,REGULAR,substitution,out,[],1630534,,,1610612764,34,11,2024-04-07T22:27:52Z,1070000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M25.00S,2024-04-07T22:27:27.4Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,34,11,2024-04-07T22:27:52Z,1080000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M25.00S,2024-04-07T22:27:27.4Z,1,REGULAR,substitution,in,[],1628971,,,1610612764,34,11,2024-04-07T22:27:52Z,1090000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M25.00S,2024-04-07T22:27:27.4Z,1,REGULAR,substitution,in,[],1629673,,,1610612764,34,11,2024-04-07T22:27:52Z,1100000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M16.00S,2024-04-07T22:28:03.9Z,1,REGULAR,foul,personal,[],1630193,,,1610612764,34,11,2024-04-07T22:28:15Z,1110000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1629673]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,,1627519.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,
117,PT04M10.00S,2024-04-07T22:28:29.4Z,1,REGULAR,3pt,Jump Shot,[],1630551,32.14520367936925,59.31372549019608,1610612764,34,11,2024-04-07T22:28:34Z,1130000,False,-47.0,250.0,1,left,MISS J. Champagnie 25' step back 3PT,[1630551],1610612764.0,WAS,step back,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,25.4,Missed,,,,,,,,,,,,,,,,,,
118,PT04M07.00S,2024-04-07T22:28:32.4Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,34,11,2024-04-07T22:28:34Z,1140000,False,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,117.0,4.0,4.0,0.0,,
119,PT04M01.00S,2024-04-07T22:28:38.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630193,90.09526938239159,25.49019607843137,1610612761,34,11,2024-04-07T23:18:25Z,1150000,False,-123.0,41.0,1,right,MISS I. Quickley 12' running pullup Shot,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,12.91,Missed,,,,,,,,,,,,,,,,,,
120,PT03M59.00S,2024-04-07T22:28:40.1Z,1,REGULAR,rebound,defensive,[],1630215,,,1610612764,34,11,2024-04-07T22:28:42Z,1160000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,119.0,2.0,2.0,0.0,,
121,PT03M57.00S,2024-04-07T22:28:44.8Z,1,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612764,34,11,2024-04-07T22:28:56Z,1170000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Poole 2 FT),"[1628971, 1629673]",1610612761.0,TOR,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,202035.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,
123,PT03M57.00S,2024-04-07T22:29:31.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629673,,,1610612764,34,12,2024-04-07T22:29:31Z,1190000,False,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
124,PT03M57.00S,2024-04-07T22:29:48.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629673,,,1610612764,34,13,2024-04-07T22:29:48Z,1200000,False,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
125,PT03M41.00S,2024-04-07T22:30:05.0Z,1,REGULAR,3pt,Jump Shot,[],1641711,74.45795006570303,83.82352941176471,1610612761,37,13,2024-04-07T22:30:09Z,1210000,False,169.0,188.0,1,right,G. Dick 25' 3PT  (5 PTS) (G. Trent Jr. 3 AST),"[1641711, 1629018]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,25.26,Made,5.0,,,,,,,,,G. Trent Jr.,1629018.0,3.0,,,,,,
127,PT03M30.00S,2024-04-07T22:30:16.0Z,1,REGULAR,turnover,lost ball,[],1630551,,,1610612764,37,13,2024-04-07T22:30:21Z,1230000,False,,,0,,J. Champagnie lost ball TURNOVER (1 TO),"[1630551, 1630193]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,Quickley,1630193.0,,,,,,,,,
128,PT03M30.00S,2024-04-07T22:30:16.0Z,1,REGULAR,steal,,[],1630193,,,1610612761,37,13,2024-04-07T22:30:18Z,1240000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
129,PT03M23.00S,2024-04-07T22:30:22.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203482,67.7562417871222,33.57843137254902,1610612761,37,13,2024-04-07T22:30:28Z,1250000,False,-82.0,251.0,1,right,MISS K. Olynyk 26' running 3PT,[203482],1610612761.0,TOR,running,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,26.37,Missed,,,,,,,,,,,,,,,,,,
130,PT03M20.00S,2024-04-07T22:30:25.2Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,37,13,2024-04-07T22:30:28Z,1260000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,
131,PT03M15.00S,2024-04-07T22:30:33.7Z,1,REGULAR,foul,personal,[],1641711,,,1610612764,37,13,2024-04-07T22:30:59Z,1270000,False,,,0,,G. Dick personal FOUL (1 PF),"[1641711, 1630647]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,,,,202035.0,1.0,0.0,Omoruyi,1630647.0,,,,,,,,,,,,
133,PT03M15.00S,2024-04-07T22:30:40.2Z,1,REGULAR,substitution,out,[],1630193,,,1610612764,37,13,2024-04-07T22:30:59Z,1290000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M15.00S,2024-04-07T22:30:40.2Z,1,REGULAR,substitution,out,[],1629018,,,1610612764,37,13,2024-04-07T22:30:59Z,1300000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M15.00S,2024-04-07T22:30:40.2Z,1,REGULAR,substitution,out,[],203482,,,1610612764,37,13,2024-04-07T22:30:59Z,1310000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M15.00S,2024-04-07T22:30:40.2Z,1,REGULAR,substitution,out,[],1630551,,,1610612764,37,13,2024-04-07T22:30:59Z,1320000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M15.00S,2024-04-07T22:30:40.2Z,1,REGULAR,substitution,in,[],1631241,,,1610612764,37,13,2024-04-07T22:30:59Z,1330000,False,,,0,,SUB in: J. Freeman-Liberty,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M15.00S,2024-04-07T22:30:40.2Z,1,REGULAR,substitution,in,[],1642013,,,1610612764,37,13,2024-04-07T22:30:59Z,1340000,False,,,0,,SUB in: M. Williams,[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M15.00S,2024-04-07T22:30:40.2Z,1,REGULAR,substitution,in,[],1629628,,,1610612764,37,13,2024-04-07T22:30:59Z,1350000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M15.00S,2024-04-07T22:30:40.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,37,13,2024-04-07T22:30:59Z,1360000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M09.00S,2024-04-07T22:31:05.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,14.931011826544022,54.90196078431373,1610612764,37,13,2024-04-07T22:31:11Z,1370000,False,-25.0,88.0,1,left,MISS J. Poole 9' pullup Shot,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,9.13,Missed,,,,,,,,,,,,,,,,,,
142,PT03M05.00S,2024-04-07T22:31:09.1Z,1,REGULAR,rebound,defensive,[],1642013,,,1610612761,37,13,2024-04-07T22:31:11Z,1380000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,141.0,1.0,1.0,0.0,,
143,PT02M46.00S,2024-04-07T22:31:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,90.75229960578186,55.88235294117647,1610612761,39,13,2024-04-07T22:31:32Z,1390000,False,29.0,34.0,1,right,R. Barrett driving Layup (8 PTS) (B. Brown 1 AST),"[1629628, 1628971]",1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.53,Made,8.0,,,,,,,,,B. Brown,1628971.0,1.0,,,,,,
145,PT02M26.00S,2024-04-07T22:31:46.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,33.327858081471746,39.705882352941174,1610612764,39,13,2024-04-07T22:31:52Z,1410000,False,51.0,261.0,1,left,MISS D. Avdija 26' step back 3PT,[1630166],1610612764.0,WAS,step back,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
146,PT02M23.00S,2024-04-07T22:31:49.5Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612761,39,13,2024-04-07T22:31:52Z,1420000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,145.0,1.0,1.0,0.0,,
147,PT02M11.00S,2024-04-07T22:32:01.5Z,1,REGULAR,3pt,Jump Shot,[],1641711,66.5735873850197,64.2156862745098,1610612761,42,13,2024-04-07T22:32:05Z,1430000,False,71.0,262.0,1,right,G. Dick 27' 3PT  (8 PTS) (R. Barrett 2 AST),"[1641711, 1629628]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,27.12,Made,8.0,,,,,,,,,R. Barrett,1629628.0,2.0,,,,,,
149,PT01M57.00S,2024-04-07T22:32:18.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641711,,,1610612764,42,13,2024-04-07T22:32:28Z,1450000,False,,,0,,G. Dick shooting personal FOUL (2 PF) (Avdija 2 FT),"[1641711, 1630166]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,1148.0,2.0,0.0,Avdija,1630166.0,,,,,,,,,,,,
151,PT01M57.00S,2024-04-07T22:32:54.1Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,42,14,2024-04-07T22:33:14Z,1470000,False,,,0,,D. Avdija Free Throw 1 of 2 (4 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
152,PT01M57.00S,2024-04-07T22:32:54.1Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,42,14,2024-04-07T22:33:14Z,1480000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
153,PT01M55.00S,2024-04-07T22:32:56.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,42,14,2024-04-07T22:33:14Z,1490000,False,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,152.0,2.0,1.0,1.0,,
154,PT01M44.00S,2024-04-07T22:33:23.6Z,1,REGULAR,3pt,Jump Shot,[],1641711,66.70499342969777,38.72549019607843,1610612761,42,14,2024-04-07T22:33:29Z,1500000,False,-56.0,260.0,1,right,MISS G. Dick 26' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
155,PT01M42.00S,2024-04-07T22:33:25.6Z,1,REGULAR,rebound,defensive,[],1631116,,,1610612764,42,14,2024-04-07T23:53:19Z,1510000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:1),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,
156,PT01M42.00S,2024-04-07T22:33:29.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642013,,,1610612764,42,14,2024-04-07T22:33:38Z,1520000,False,,,0,,M. Williams loose ball personal FOUL (1 PF) (Baldwin Jr. 2 FT),"[1642013, 1631116]",1610612761.0,TOR,loose ball,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,,1148.0,1.0,0.0,Baldwin Jr.,1631116.0,,,,,,,,,,,,
158,PT01M42.00S,2024-04-07T22:34:00.5Z,1,REGULAR,freethrow,1 of 2,[],1631116,,,1610612764,42,15,2024-04-07T22:34:00Z,1540000,False,,,0,,P. Baldwin Jr. Free Throw 1 of 2 (1 PTS),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
159,PT01M42.00S,2024-04-07T22:34:00.5Z,1,REGULAR,freethrow,2 of 2,[],1631116,,,1610612764,42,15,2024-04-07T22:34:19Z,1550000,False,,,0,,MISS P. Baldwin Jr. Free Throw 2 of 2,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT01M39.00S,2024-04-07T22:34:03.5Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,42,15,2024-04-07T22:34:19Z,1560000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,159.0,1.0,1.0,0.0,,
161,PT01M24.00S,2024-04-07T22:34:32.4Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,42,15,2024-04-07T22:34:36Z,1570000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1630166]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Avdija,1630166.0,,,,,,,,,
162,PT01M24.00S,2024-04-07T22:34:32.4Z,1,REGULAR,steal,,[],1630166,,,1610612764,42,15,2024-04-07T22:34:34Z,1580000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT01M21.00S,2024-04-07T22:34:36.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631116,5.338370565045992,49.50980392156863,1610612764,42,17,2024-04-07T22:34:41Z,1590000,False,2.0,-2.0,1,left,P. Baldwin Jr. running Layup (3 PTS) (D. Avdija 1 AST),"[1631116, 1630166]",1610612764.0,WAS,running,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,0.34,Made,3.0,,,,,,,,,D. Avdija,1630166.0,1.0,,,,,,
165,PT01M04.00S,2024-04-07T22:34:53.2Z,1,REGULAR,3pt,Jump Shot,[],1628971,66.5735873850197,41.17647058823529,1610612761,42,17,2024-04-07T22:34:57Z,1610000,False,-44.0,262.0,1,right,MISS B. Brown 26' 3PT,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,26.54,Missed,,,,,,,,,,,,,,,,,,
166,PT01M01.00S,2024-04-07T22:34:56.2Z,1,REGULAR,rebound,defensive,[],1631116,,,1610612764,42,17,2024-04-07T22:34:57Z,1620000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:2),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,165.0,2.0,2.0,0.0,,
167,PT00M44.20S,2024-04-07T22:35:13.0Z,1,REGULAR,2pt,Jump Shot,[],1630215,10.200394218134035,33.82352941176471,1610612764,42,17,2024-04-07T22:38:35Z,1630000,False,81.0,43.0,1,left,MISS J. Butler 9' driving floating bank Shot,[1630215],1610612764.0,WAS,driving floating bank,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,9.18,Missed,,,,,,,,,,,,,,,,,,
168,PT00M42.80S,2024-04-07T22:35:14.4Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,42,17,2024-04-07T22:35:17Z,1640000,False,,,0,,G. Dick REBOUND (Off:0 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,167.0,2.0,2.0,0.0,,
169,PT00M37.90S,2024-04-07T22:35:20.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631241,95.3515111695138,3.1862745098039214,1610612761,42,17,2024-04-07T22:35:27Z,1650000,False,-234.0,-9.0,1,right,MISS J. Freeman-Liberty running 3PT,[1631241],1610612761.0,TOR,running,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
