actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-01-19T00:35:48.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-19T00:35:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-19T00:35:50.7Z,1,REGULAR,jumpball,recovered,[],1629007,,,1610612761,0,0,2024-01-19T00:35:50Z,40000,False,,,0,,Jump Ball S. Barnes vs. N. Vucevic: Tip to J. Porter,"[1629007, 1630567, 202696]",1610612761.0,TOR,startperiod,J. Porter,1629007.0,Porter,J. Porter,Barnes,1630567.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-01-19T00:36:04.5Z,1,REGULAR,3pt,Jump Shot,[],1629007,6.915243101182654,95.83333333333334,1610612761,0,0,2024-01-19T00:36:09Z,70000,False,-229.0,13.0,1,left,MISS J. Porter 3PT,[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-01-19T00:36:07.5Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,0,0,2024-01-19T00:36:09Z,80000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M16.00S,2024-01-19T00:36:31.2Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,0,0,2024-01-19T00:36:35Z,90000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1630567]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,,,,,1.0,Barnes,1630567.0,,,,,,,,,,,
10,PT11M16.00S,2024-01-19T00:36:31.2Z,1,REGULAR,steal,,[],1630567,,,1610612761,0,0,2024-01-19T00:36:33Z,100000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
11,PT11M02.00S,2024-01-19T00:36:44.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,24.26084099868594,87.00980392156863,1610612761,0,0,2024-01-19T00:36:48Z,110000,False,-185.0,176.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
12,PT11M01.00S,2024-01-19T00:36:45.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,0,0,2024-01-19T00:36:48Z,120000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M57.00S,2024-01-19T00:36:50.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,72.61826544021025,18.137254901960784,1610612741,0,0,2024-01-19T00:36:56Z,130000,False,-159.0,205.0,1,right,MISS C. White 25' running pullup 3PT,[1629632],1610612741.0,CHI,running pullup,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
14,PT10M54.00S,2024-01-19T00:36:53.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,0,0,2024-01-19T00:36:56Z,140000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
