actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-13T00:40:59.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-13T00:40:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-13T00:41:02.4Z,1,REGULAR,jumpball,recovered,[],1629018,,,1610612761,0,0,2024-02-13T00:41:02Z,40000,False,,,0,,Jump Ball J. Poeltl vs. V. Wembanyama: Tip to G. Trent Jr.,"[1629018, 1627751, 1641705]",1610612761.0,TOR,startperiod,G. Trent Jr.,1629018.0,Trent Jr.,G. Trent Jr.,Poeltl,1627751.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-13T00:41:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,7.30946123521682,50.73529411764706,1610612761,0,0,2024-02-13T00:41:22Z,70000,False,-4.0,16.0,1,left,MISS J. Poeltl driving Layup - blocked,"[1627751, 1641705]",1610612761.0,TOR,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.66,Missed,Wembanyama,1641705.0,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-02-13T00:41:16.8Z,1,REGULAR,block,,[],1641705,,,1610612761,0,0,2024-02-13T00:41:19Z,80000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M37.00S,2024-02-13T00:41:20.8Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,0,0,2024-02-13T00:41:22Z,90000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M33.00S,2024-02-13T00:41:24.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,66.96780551905388,34.068627450980394,1610612759,0,3,2024-02-13T00:41:56Z,100000,False,-80.0,258.0,1,right,V. Wembanyama 27' 3PT running (3 PTS) (D. Vassell 1 AST),"[1641705, 1630170]",1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.0,Made,,,,,,,3.0,D. Vassell,1630170.0,1.0,,,,,,,,
12,PT11M20.00S,2024-02-13T00:41:37.4Z,1,REGULAR,2pt,Jump Shot,[],1630567,23.99802890932983,29.411764705882355,1610612761,0,3,2024-02-13T00:41:42Z,120000,False,103.0,173.0,1,left,MISS S. Barnes 20' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,20.14,Missed,,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2024-02-13T00:41:39.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,3,2024-02-13T00:41:42Z,130000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M06.00S,2024-02-13T00:41:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630200,94.69448094612353,96.07843137254902,1610612759,0,6,2024-02-13T00:41:58Z,140000,False,230.0,-3.0,1,right,T. Jones 3PT  (3 PTS) (D. Vassell 2 AST),"[1630200, 1630170]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.04,Made,,,,,,,3.0,D. Vassell,1630170.0,2.0,,,,,,,,
16,PT10M46.00S,2024-02-13T00:42:12.3Z,1,REGULAR,turnover,lost ball,[],1630193,,,1610612761,0,6,2024-02-13T00:42:16Z,160000,False,,,0,,I. Quickley lost ball TURNOVER (1 TO),"[1630193, 1630200]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Jones,1630200.0,,,,,
17,PT10M46.00S,2024-02-13T00:42:12.3Z,1,REGULAR,steal,,[],1630200,,,1610612759,0,6,2024-02-13T00:42:14Z,170000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
