actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
150,PT01M15.00S,2024-02-29T01:05:06.6Z,1,REGULAR,3pt,Jump Shot,[],1641711,72.88107752956637,83.57843137254902,1610612761,30,32,2024-02-29T01:05:10Z,1500000,False,168.0,202.0,1,right,G. Dick 26' 3PT  (5 PTS) (K. Olynyk 1 AST),"[1641711, 203482]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,26.3,Made,5.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,
152,PT00M57.00S,2024-02-29T01:05:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,6.652431011826544,52.69607843137255,1610612742,30,34,2024-02-29T01:05:30Z,1520000,False,-13.0,10.0,1,left,D. Gafford driving Layup (6 PTS) (T. Hardaway Jr. 1 AST),"[1629655, 203501]",1610612742.0,DAL,driving,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,1.68,Made,6.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,
154,PT00M52.00S,2024-02-29T01:05:34.4Z,1,REGULAR,foul,personal,['2freethrow'],203957,,,1610612761,30,34,2024-02-29T01:06:02Z,1540000,False,,,0,,D. Exum shooting personal FOUL (1 PF) (Brown 2 FT),"[203957, 1628971]",1610612742.0,DAL,shooting,,,Exum,D. Exum,,,,,Mid-Range,8-16 Right,2882.0,,,,,,,,,,,,,,1.0,0.0,Brown,1628971.0,,
156,PT00M52.00S,2024-02-29T01:06:03.3Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612761,31,34,2024-02-29T01:06:03Z,1560000,False,,,0,,B. Brown Free Throw 1 of 2 (1 PTS),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
157,PT00M52.00S,2024-02-29T01:06:24.7Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612761,32,34,2024-02-29T01:06:24Z,1570000,False,,,0,,B. Brown Free Throw 2 of 2 (2 PTS),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
158,PT00M38.10S,2024-02-29T01:06:41.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,8.492115637319317,56.372549019607845,1610612742,32,34,2024-02-29T01:07:53Z,1580000,False,-32.0,27.0,1,left,MISS D. Gafford driving floating Shot,[1629655],1610612742.0,DAL,driving floating,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,4.2,Missed,,,,,,,,,,,,,,,,
159,PT00M36.80S,2024-02-29T01:06:43.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,32,34,2024-02-29T01:07:47Z,1590000,False,,,0,,D. Gafford REBOUND (Off:3 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,158.0,3.0,0.0,3.0,,,,,,,,
160,PT00M36.80S,2024-02-29T01:06:45.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,5.590000152587891,50.0,1610612742,32,36,2024-02-29T01:06:45Z,1600000,False,0.0,0.0,1,left,D. Gafford putback Layup (8 PTS),[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,0.0,Made,8.0,,,,,,,,,,,,,,,
161,PT00M27.20S,2024-02-29T01:06:54.9Z,1,REGULAR,2pt,Jump Shot,[],1628971,92.19776609724047,67.15686274509804,1610612761,32,36,2024-02-29T01:07:01Z,1610000,False,86.0,21.0,1,right,MISS B. Brown 8' pullup Shot,[1628971],1610612761.0,TOR,pullup,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,,,8.83,Missed,,,,,,,,,,,,,,,,
162,PT00M24.50S,2024-02-29T01:06:57.7Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612761,32,36,2024-02-29T01:06:57Z,1620000,False,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,161.0,4.0,2.0,2.0,,,,,,,,
163,PT00M18.50S,2024-02-29T01:07:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641711,91.93495400788436,61.029411764705884,1610612761,32,36,2024-02-29T01:07:11Z,1630000,False,55.0,23.0,1,right,MISS G. Dick cutting Layup - blocked,"[1641711, 202681]",1610612761.0,TOR,cutting,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,5.98,Missed,,,,,,,,,Irving,202681.0,,,,,,
164,PT00M18.50S,2024-02-29T01:07:04.7Z,1,REGULAR,block,,[],202681,,,1610612761,32,36,2024-02-29T01:07:07Z,1640000,False,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
165,PT00M18.50S,2024-02-29T01:07:04.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,32,36,2024-02-29T01:07:11Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,163.0,,,,,,,,,,,
167,PT00M12.20S,2024-02-29T01:07:29.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,75.1149802890933,92.64705882352942,1610612761,32,36,2024-02-29T01:09:49Z,1670000,False,213.0,181.0,1,right,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,27.99,Missed,,,,,,,,,,,,,,,,
168,PT00M09.80S,2024-02-29T01:07:31.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,32,36,2024-02-29T01:07:37Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,167.0,,,,,,,,,,,
171,PT00M08.60S,2024-02-29T01:07:56.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,94.1688567674113,47.794117647058826,1610612761,34,36,2024-02-29T01:08:00Z,1700000,False,-11.0,2.0,1,right,K. Olynyk cutting Layup (2 PTS) (S. Barnes 2 AST),"[203482, 1630567]",1610612761.0,TOR,cutting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,1.12,Made,2.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,
173,PT00M00.50S,2024-02-29T01:08:09.1Z,1,REGULAR,3pt,Jump Shot,[],203501,32.802233902759525,71.56862745098039,1610612742,34,36,2024-02-29T01:08:17Z,1720000,False,-108.0,256.0,1,left,MISS T. Hardaway Jr. 27' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,27.76,Missed,,,,,,,,,,,,,,,,
174,PT00M00.50S,2024-02-29T01:08:09.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,34,36,2024-02-29T01:08:17Z,1730000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,173.0,,,,,,,,,,,
175,PT00M00.00S,2024-02-29T01:08:18.1Z,1,REGULAR,period,end,[],0,,,1610612742,34,36,2024-02-29T01:08:18Z,1740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-02-29T01:08:42.8Z,2,REGULAR,substitution,out,['startperiod'],203957,,,1610612742,34,36,2024-02-29T01:10:38Z,1750000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-02-29T01:08:42.8Z,2,REGULAR,substitution,out,['startperiod'],203501,,,1610612742,34,36,2024-02-29T01:10:38Z,1760000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-02-29T01:08:42.8Z,2,REGULAR,substitution,out,['startperiod'],1629655,,,1610612742,34,36,2024-02-29T01:10:38Z,1770000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2024-02-29T01:08:42.8Z,2,REGULAR,substitution,in,['startperiod'],1641726,,,1610612742,34,36,2024-02-29T01:10:38Z,1780000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2024-02-29T01:08:42.8Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612742,34,36,2024-02-29T01:10:38Z,1790000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2024-02-29T01:08:42.8Z,2,REGULAR,substitution,in,['startperiod'],1629029,,,1610612742,34,36,2024-02-29T01:10:38Z,1800000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2024-02-29T01:10:56.8Z,2,REGULAR,period,start,[],0,,,1610612761,34,36,2024-02-29T01:10:56Z,1810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M53.00S,2024-02-29T01:11:03.7Z,2,REGULAR,3pt,Jump Shot,[],1630567,76.5604467805519,88.72549019607843,1610612761,34,36,2024-02-29T01:11:07Z,1820000,False,194.0,168.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,25.62,Missed,,,,,,,,,,,,,,,,
184,PT11M49.00S,2024-02-29T01:11:07.7Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,34,36,2024-02-29T01:11:07Z,1830000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,183.0,3.0,3.0,0.0,,,,,,,,
185,PT11M38.00S,2024-02-29T01:11:18.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,6.915243101182654,50.245098039215684,1610612742,34,38,2024-02-29T01:11:22Z,1840000,False,-1.0,13.0,1,left,D. Lively II alley-oop DUNK (2 PTS) (L. Doncic 7 AST),"[1641726, 1629029]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,1.26,Made,2.0,L. Doncic,1629029.0,7.0,,,,,,,,,,,,
187,PT11M27.00S,2024-02-29T01:11:33.4Z,2,REGULAR,foul,technical,['1freethrow'],1641726,,,1610612761,34,38,2024-02-29T01:11:42Z,1860000,False,,,0,,D. Lively II defensive-3-second technical FOUL (1 Tech),[1641726],1610612742.0,DAL,defensive-3-second,,,Lively II,D. Lively II,,,,,,,2882.0,,,,,,,,,,,,,,0.0,1.0,,,,
188,PT11M27.00S,2024-02-29T01:11:48.8Z,2,REGULAR,freethrow,1 of 1,[],1628971,,,1610612761,35,38,2024-02-29T01:11:48Z,1870000,False,,,0,,B. Brown technical Free Throw 1 of 1 (3 PTS),[1628971],1610612761.0,TOR,technical,,,Brown,B. Brown,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
189,PT11M22.00S,2024-02-29T01:12:06.4Z,2,REGULAR,2pt,Jump Shot,[],1641711,76.69185282522996,43.38235294117647,1610612761,37,38,2024-02-29T01:12:14Z,1880000,False,-33.0,167.0,1,right,G. Dick 16' Jump Shot (7 PTS) (S. Barnes 3 AST),"[1641711, 1630567]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,,,16.99,Made,7.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,
191,PT11M04.00S,2024-02-29T01:12:28.7Z,2,REGULAR,foul,personal,[],1630534,,,1610612742,37,38,2024-02-29T01:12:34Z,1900000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 1641726]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Lively II,1641726.0,,
193,PT10M55.00S,2024-02-29T01:12:50.5Z,2,REGULAR,3pt,Jump Shot,[],1627884,7.966491458607096,3.6764705882352944,1610612742,37,38,2024-02-29T01:12:55Z,1920000,False,232.0,22.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,23.27,Missed,,,,,,,,,,,,,,,,
194,PT10M51.00S,2024-02-29T01:12:54.5Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612761,37,38,2024-02-29T01:12:55Z,1930000,False,,,0,,B. Brown REBOUND (Off:2 Def:3),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,193.0,5.0,3.0,2.0,,,,,,,,
195,PT10M47.00S,2024-02-29T01:12:59.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628971,92.9862023653088,62.99019607843137,1610612761,37,38,2024-02-29T01:14:02Z,1940000,False,65.0,13.0,1,right,MISS B. Brown 6' running Layup - blocked,"[1628971, 1641726]",1610612761.0,TOR,running,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,6.64,Missed,,,,,,,,,Lively II,1641726.0,,,,,,
196,PT10M47.00S,2024-02-29T01:12:59.0Z,2,REGULAR,block,,[],1641726,,,1610612761,37,38,2024-02-29T01:13:02Z,1950000,False,,,0,,D. Lively II BLOCK (2 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT10M47.00S,2024-02-29T01:12:59.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,37,38,2024-02-29T01:13:10Z,1960000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,195.0,,,,,,,,,,,
199,PT10M44.00S,2024-02-29T01:13:20.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,93.9060446780552,46.32352941176471,1610612761,37,38,2024-02-29T01:13:24Z,1980000,False,-18.0,5.0,1,right,MISS K. Olynyk Layup - blocked,"[203482, 1641726]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,1.9,Missed,,,,,,,,,Lively II,1641726.0,,,,,,
225,PT10M44.00S,2024-02-29T01:13:20.1Z,2,REGULAR,block,,[],1641726,,,1610612761,37,38,2024-02-29T01:16:18Z,1985000,False,,,0,,D. Lively II BLOCK (3 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT10M43.00S,2024-02-29T01:13:21.1Z,2,REGULAR,rebound,offensive,[],1630534,,,1610612761,37,38,2024-02-29T01:16:42Z,1990000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:0),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,199.0,1.0,0.0,1.0,,,,,,,,
207,PT10M42.00S,2024-02-29T01:13:30.5Z,2,REGULAR,turnover,bad pass,[],1630534,,,1610612761,37,38,2024-02-29T01:17:54Z,1995000,False,,,0,,O. Agbaji bad pass TURNOVER (1 TO),"[1630534, 1641726]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,,,,,,,,,,Lively II,1641726.0
208,PT10M42.00S,2024-02-29T01:13:30.5Z,2,REGULAR,steal,,[],1641726,,,1610612742,37,38,2024-02-29T01:16:11Z,1997500,False,,,0,,D. Lively II STEAL (1 STL),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
201,PT10M26.00S,2024-02-29T01:13:40.9Z,2,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612742,37,38,2024-02-29T01:13:57Z,2000000,False,,,0,,O. Agbaji shooting personal FOUL (2 PF) (Irving 2 FT),"[1630534, 202681]",1610612761.0,TOR,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,202056.0,,,,,,,,,,,,,,2.0,0.0,Irving,202681.0,,
203,PT10M26.00S,2024-02-29T01:14:08.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202681,,,1610612742,37,39,2024-02-29T01:14:40Z,2020000,False,,,0,,K. Irving Free Throw 1 of 2 (5 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
204,PT10M26.00S,2024-02-29T01:14:26.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202681,,,1610612742,37,40,2024-02-29T01:14:40Z,2030000,False,,,0,,K. Irving Free Throw 2 of 2 (6 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
205,PT10M18.00S,2024-02-29T01:14:35.5Z,2,REGULAR,3pt,Jump Shot,[],1628971,70.12155059132719,75.98039215686273,1610612761,37,40,2024-02-29T01:14:53Z,2040000,False,130.0,228.0,1,right,MISS B. Brown 26' 3PT,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,26.28,Missed,,,,,,,,,,,,,,,,
206,PT10M15.00S,2024-02-29T01:14:38.5Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612742,37,40,2024-02-29T01:14:38Z,2050000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,
209,PT10M09.00S,2024-02-29T01:14:44.8Z,2,REGULAR,3pt,Jump Shot,[],1627884,30.17411300919842,24.019607843137255,1610612742,37,40,2024-02-29T01:14:57Z,2060000,False,130.0,231.0,1,left,MISS D. Jones Jr. 26' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,26.51,Missed,,,,,,,,,,,,,,,,
210,PT10M04.00S,2024-02-29T01:14:49.8Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,37,40,2024-02-29T01:14:57Z,2070000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,
211,PT10M00.00S,2024-02-29T01:14:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203482,93.24901445466492,54.90196078431373,1610612761,39,40,2024-02-29T01:15:02Z,2080000,False,25.0,11.0,1,right,K. Olynyk running reverse Layup (4 PTS) (O. Agbaji 1 AST),"[203482, 1630534]",1610612761.0,TOR,running reverse,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,2.69,Made,4.0,O. Agbaji,1630534.0,1.0,,,,,,,,,,,,
213,PT09M46.00S,2024-02-29T01:15:06.9Z,2,REGULAR,3pt,Jump Shot,[],1629029,30.305519053876477,80.63725490196079,1610612742,39,43,2024-02-29T01:15:12Z,2100000,False,-153.0,232.0,1,left,L. Doncic 27' 3PT step back (9 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,27.84,Made,9.0,,,,,,,,,,,,,,,
214,PT09M28.00S,2024-02-29T01:15:25.2Z,2,REGULAR,3pt,Jump Shot,[],203482,87.72996057818659,97.30392156862744,1610612761,39,43,2024-02-29T01:15:31Z,2110000,False,237.0,63.0,1,right,MISS K. Olynyk 24' 3PT,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,24.47,Missed,,,,,,,,,,,,,,,,
215,PT09M25.00S,2024-02-29T01:15:28.2Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612742,39,43,2024-02-29T01:15:31Z,2120000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,
217,PT09M18.00S,2024-02-29T01:15:39.5Z,2,REGULAR,2pt,Jump Shot,[],1629029,23.209592641261498,77.94117647058823,1610612742,39,45,2024-02-29T01:19:26Z,2140000,False,-140.0,166.0,1,left,L. Doncic 21' pullup Jump Shot (11 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,,21.67,Made,11.0,,,,,,,,,,,,,,,
218,PT09M18.00S,2024-02-29T01:15:43.6Z,2,REGULAR,foul,personal,['1freethrow'],1630534,,,1610612742,39,45,2024-02-29T01:16:12Z,2150000,False,,,0,,O. Agbaji shooting personal FOUL (3 PF) (Doncic 1 FT),"[1630534, 1629029]",1610612761.0,TOR,shooting,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Left Center,202056.0,,,,,,,,,,,,,,3.0,0.0,Doncic,1629029.0,,
220,PT09M18.00S,2024-02-29T01:15:49.6Z,2,REGULAR,substitution,out,[],1630534,,,1610612742,39,45,2024-02-29T01:16:00Z,2170000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M18.00S,2024-02-29T01:15:49.6Z,2,REGULAR,substitution,out,[],1627884,,,1610612742,39,45,2024-02-29T01:16:00Z,2180000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M18.00S,2024-02-29T01:15:49.6Z,2,REGULAR,substitution,in,[],1629018,,,1610612742,39,45,2024-02-29T01:16:00Z,2190000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M18.00S,2024-02-29T01:15:49.6Z,2,REGULAR,substitution,in,[],203957,,,1610612742,39,45,2024-02-29T01:16:00Z,2200000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M18.00S,2024-02-29T01:16:16.0Z,2,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,39,46,2024-02-29T01:16:16Z,2210000,False,,,0,,L. Doncic Free Throw 1 of 1 (12 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
226,PT09M11.00S,2024-02-29T01:16:23.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,94.1688567674113,51.225490196078425,1610612761,41,46,2024-02-29T01:16:27Z,2220000,False,6.0,2.0,1,right,S. Barnes driving DUNK (6 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,0.65,Made,6.0,,,,,,,,,,,,,,,
255,PT08M43.00S,2024-02-29T01:16:57.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612742,41,46,2024-02-29T01:20:57Z,2237500,False,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,2882.0,,,,,,,,,,,,,,,,,,,
228,PT08M32.00S,2024-02-29T01:17:02.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,75.24638633377135,53.67647058823529,1610612761,41,46,2024-02-29T01:21:44Z,2240000,False,18.0,180.0,1,right,MISS S. Barnes 18' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,18.11,Missed,,,,,,,,,,,,,,,,
229,PT08M29.00S,2024-02-29T01:17:05.9Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,41,46,2024-02-29T01:17:17Z,2250000,False,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,,,,,,,,,228.0,4.0,4.0,0.0,,,,,,,,
230,PT08M25.00S,2024-02-29T01:17:10.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,34.247700394218136,49.50980392156863,1610612742,41,46,2024-02-29T01:17:22Z,2260000,False,2.0,269.0,1,left,MISS L. Doncic 26' running pullup 3PT,[1629029],1610612742.0,DAL,running pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,26.94,Missed,,,,,,,,,,,,,,,,
231,PT08M20.00S,2024-02-29T01:17:15.2Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,41,46,2024-02-29T01:17:22Z,2270000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,230.0,2.0,2.0,0.0,,,,,,,,
232,PT08M14.00S,2024-02-29T01:17:21.1Z,2,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612761,41,46,2024-02-29T01:17:30Z,2280000,False,,,0,,D. Lively II shooting personal FOUL (1 PF) (Barnes 2 FT),"[1641726, 1630567]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,,,,1.0,1.0,Barnes,1630567.0,,
234,PT08M14.00S,2024-02-29T01:17:54.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630567,,,1610612761,42,46,2024-02-29T01:18:13Z,2300000,False,,,0,,S. Barnes Free Throw 1 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
235,PT08M14.00S,2024-02-29T01:17:55.7Z,2,REGULAR,substitution,out,[],1630182,,,1610612761,42,46,2024-02-29T01:18:00Z,2310000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
