actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
69,PT06M15.00S,2024-02-29T00:52:26.9Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,17,18,2024-02-29T00:52:35Z,690000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M15.00S,2024-02-29T00:52:26.9Z,1,REGULAR,substitution,out,[],1641726,,,1610612761,17,18,2024-02-29T00:52:35Z,700000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2024-02-29T00:52:26.9Z,1,REGULAR,substitution,out,[],202681,,,1610612761,17,18,2024-02-29T00:52:35Z,710000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M15.00S,2024-02-29T00:52:26.9Z,1,REGULAR,substitution,in,[],1628971,,,1610612761,17,18,2024-02-29T00:52:35Z,720000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M15.00S,2024-02-29T00:52:26.9Z,1,REGULAR,substitution,in,[],203501,,,1610612761,17,18,2024-02-29T00:52:35Z,730000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M15.00S,2024-02-29T00:52:26.9Z,1,REGULAR,substitution,in,[],1629655,,,1610612761,17,18,2024-02-29T00:52:35Z,740000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M15.00S,2024-02-29T00:52:48.4Z,1,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,18,18,2024-02-29T00:52:48Z,750000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (5 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
76,PT06M04.00S,2024-02-29T00:53:00.2Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,18,18,2024-02-29T00:53:04Z,760000,False,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1627751]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,,,,,,,,,,Poeltl,1627751.0
77,PT06M04.00S,2024-02-29T00:53:00.2Z,1,REGULAR,steal,,[],1627751,,,1610612761,18,18,2024-02-29T00:53:02Z,770000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
78,PT05M55.00S,2024-02-29T00:53:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,90.62089356110381,55.14705882352941,1610612761,20,18,2024-02-29T00:53:16Z,780000,False,26.0,36.0,1,right,J. Poeltl cutting Layup (4 PTS) (I. Quickley 1 AST),"[1627751, 1630193]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,4.4,Made,4.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,
80,PT05M55.00S,2024-02-29T00:53:14.9Z,1,REGULAR,foul,personal,['1freethrow'],203501,,,1610612761,20,18,2024-02-29T00:53:25Z,800000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Poeltl 1 FT),"[203501, 1627751]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,202056.0,,,,,,,,,,,,,,1.0,0.0,Poeltl,1627751.0,,
82,PT05M55.00S,2024-02-29T00:53:39.6Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1627751,,,1610612761,21,18,2024-02-29T00:53:39Z,820000,False,,,0,,J. Poeltl Free Throw 1 of 1 (5 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
83,PT05M39.00S,2024-02-29T00:53:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,16.90210249671485,44.11764705882353,1610612742,21,18,2024-02-29T00:54:03Z,830000,False,29.0,106.0,1,left,MISS L. Doncic 11' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,11.04,Missed,,,,,,,,,,,,,,,,
84,PT05M36.00S,2024-02-29T00:54:01.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,21,18,2024-02-29T00:54:03Z,840000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,,
85,PT05M28.00S,2024-02-29T00:54:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,93.77463863337714,54.41176470588235,1610612761,23,18,2024-02-29T00:54:18Z,850000,False,22.0,6.0,1,right,I. Quickley driving finger roll Layup (4 PTS),[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,2.29,Made,4.0,,,,,,,,,,,,,,,
86,PT05M28.00S,2024-02-29T00:54:15.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,23,18,2024-02-29T00:54:15Z,860000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M19.00S,2024-02-29T00:57:21.7Z,1,REGULAR,foul,personal,[],1628971,,,1610612742,23,18,2024-02-29T00:57:33Z,870000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1629029]",1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,
89,PT05M14.00S,2024-02-29T00:57:37.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,34.11629434954008,48.529411764705884,1610612742,23,18,2024-02-29T00:57:42Z,890000,False,7.0,268.0,1,left,MISS L. Doncic 26' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,26.83,Missed,,,,,,,,,,,,,,,,
90,PT05M10.00S,2024-02-29T00:57:41.1Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,23,18,2024-02-29T00:57:42Z,900000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,
91,PT04M57.00S,2024-02-29T00:57:52.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,26.757555847568987,79.41176470588235,1610612742,23,18,2024-02-29T00:57:59Z,910000,False,-147.0,199.0,1,left,MISS T. Hardaway Jr. 24' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,24.75,Missed,,,,,,,,,,,,,,,,
92,PT04M53.00S,2024-02-29T00:57:56.7Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,23,18,2024-02-29T00:57:56Z,920000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,
93,PT04M33.00S,2024-02-29T00:58:17.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,85.62746386333771,50.98039215686274,1610612761,25,18,2024-02-29T00:59:06Z,930000,False,5.0,83.0,1,right,R. Barrett 8' floating Jump Shot (7 PTS) (I. Quickley 2 AST),"[1629628, 1630193]",1610612761.0,TOR,floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,8.27,Made,7.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,
95,PT04M21.00S,2024-02-29T00:58:29.0Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,25,18,2024-02-29T00:58:33Z,950000,False,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1627751]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,3.0,,,,,,,,,,,,,,,,,Poeltl,1627751.0
96,PT04M21.00S,2024-02-29T00:58:29.0Z,1,REGULAR,steal,,[],1627751,,,1610612761,25,18,2024-02-29T00:58:31Z,960000,False,,,0,,J. Poeltl STEAL (2 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
97,PT04M17.00S,2024-02-29T00:58:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,93.51182654402102,47.549019607843135,1610612761,25,18,2024-02-29T00:58:40Z,970000,False,-12.0,8.0,1,right,MISS G. Trent Jr. running Layup - blocked,"[1629018, 1629023]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,1.5,Missed,,,,,,,,,Washington,1629023.0,,,,,,
98,PT04M17.00S,2024-02-29T00:58:33.1Z,1,REGULAR,block,,[],1629023,,,1610612761,25,18,2024-02-29T00:58:35Z,980000,False,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT04M14.00S,2024-02-29T00:58:36.1Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,25,18,2024-02-29T00:58:40Z,990000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,,
100,PT04M13.00S,2024-02-29T00:58:38.6Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612742,25,18,2024-02-29T00:58:53Z,1000000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1627751, 203501]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,202056.0,,,,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,
102,PT04M13.00S,2024-02-29T00:59:05.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203501,,,1610612742,25,19,2024-02-29T00:59:05Z,1020000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (1 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
103,PT04M13.00S,2024-02-29T00:59:05.5Z,1,REGULAR,substitution,out,[],1627751,,,1610612742,25,19,2024-02-29T00:59:13Z,1030000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M13.00S,2024-02-29T00:59:05.5Z,1,REGULAR,substitution,out,[],1629018,,,1610612742,25,19,2024-02-29T00:59:13Z,1040000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M13.00S,2024-02-29T00:59:05.5Z,1,REGULAR,substitution,out,[],1630182,,,1610612742,25,19,2024-02-29T00:59:13Z,1050000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M13.00S,2024-02-29T00:59:05.5Z,1,REGULAR,substitution,in,[],1641711,,,1610612742,25,19,2024-02-29T00:59:13Z,1060000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M13.00S,2024-02-29T00:59:05.5Z,1,REGULAR,substitution,in,[],203482,,,1610612742,25,19,2024-02-29T00:59:13Z,1070000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M13.00S,2024-02-29T00:59:05.5Z,1,REGULAR,substitution,in,[],203957,,,1610612742,25,19,2024-02-29T00:59:13Z,1080000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M13.00S,2024-02-29T00:59:28.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203501,,,1610612742,25,20,2024-02-29T00:59:28Z,1090000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (2 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
110,PT03M59.00S,2024-02-29T00:59:44.7Z,1,REGULAR,3pt,Jump Shot,[],1628971,66.96780551905388,51.470588235294116,1610612761,25,20,2024-02-29T00:59:50Z,1100000,False,7.0,258.0,1,right,MISS B. Brown 25' 3PT,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,,,25.81,Missed,,,,,,,,,,,,,,,,
111,PT03M56.00S,2024-02-29T00:59:47.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,25,20,2024-02-29T00:59:50Z,1110000,False,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,110.0,4.0,3.0,1.0,,,,,,,,
112,PT03M50.00S,2024-02-29T00:59:54.1Z,1,REGULAR,3pt,Jump Shot,[],1629023,26.888961892247043,17.401960784313726,1610612742,25,23,2024-02-29T01:01:43Z,1120000,False,163.0,200.0,1,left,P. Washington 25' 3PT  (13 PTS) (L. Doncic 4 AST),"[1629023, 1629029]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,25.82,Made,13.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,,
114,PT03M31.00S,2024-02-29T01:00:12.3Z,1,REGULAR,turnover,bad pass,[],203482,,,1610612761,25,23,2024-02-29T01:00:16Z,1140000,False,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1629655]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,,,Gafford,1629655.0
115,PT03M31.00S,2024-02-29T01:00:12.3Z,1,REGULAR,steal,,[],1629655,,,1610612742,25,23,2024-02-29T01:00:14Z,1150000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
116,PT03M22.00S,2024-02-29T01:00:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,7.178055190538765,44.36274509803921,1610612742,25,25,2024-02-29T01:00:26Z,1160000,False,28.0,15.0,1,left,D. Gafford cutting Layup (2 PTS) (L. Doncic 5 AST),"[1629655, 1629029]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,3.19,Made,2.0,L. Doncic,1629029.0,5.0,,,,,,,,,,,,
118,PT03M04.00S,2024-02-29T01:00:39.6Z,1,REGULAR,3pt,Jump Shot,[],1641711,91.14651773981603,4.901960784313726,1610612761,25,25,2024-02-29T01:00:44Z,1180000,False,-225.0,31.0,1,right,MISS G. Dick 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,,,22.76,Missed,,,,,,,,,,,,,,,,
119,PT03M00.00S,2024-02-29T01:00:43.6Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612761,25,25,2024-02-29T01:00:44Z,1190000,False,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,,118.0,1.0,0.0,1.0,,,,,,,,
120,PT02M58.00S,2024-02-29T01:00:45.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641711,91.5407358738502,38.23529411764706,1610612761,27,25,2024-02-29T01:00:50Z,1200000,False,-59.0,27.0,1,right,G. Dick 6' Hook (2 PTS) (B. Brown 1 AST),"[1641711, 1628971]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,6.47,Made,2.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,
122,PT02M50.00S,2024-02-29T01:00:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,8.492115637319317,61.274509803921575,1610612742,27,27,2024-02-29T01:01:03Z,1220000,False,-56.0,27.0,1,left,L. Doncic 6' fadeaway Jump Shot (6 PTS),[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,6.27,Made,6.0,,,,,,,,,,,,,,,
123,PT02M50.00S,2024-02-29T01:01:01.3Z,1,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612742,27,27,2024-02-29T01:01:19Z,1230000,False,,,0,,B. Brown shooting personal FOUL (2 PF) (Doncic 1 FT),"[1628971, 1629029]",1610612761.0,TOR,shooting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,
125,PT02M50.00S,2024-02-29T01:01:07.3Z,1,REGULAR,substitution,out,[],1630193,,,1610612742,27,27,2024-02-29T01:01:18Z,1250000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M50.00S,2024-02-29T01:01:07.3Z,1,REGULAR,substitution,out,[],1629628,,,1610612742,27,27,2024-02-29T01:01:18Z,1260000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M50.00S,2024-02-29T01:01:07.3Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,27,27,2024-02-29T01:01:18Z,1270000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M50.00S,2024-02-29T01:01:07.3Z,1,REGULAR,substitution,in,[],1630534,,,1610612742,27,27,2024-02-29T01:01:18Z,1280000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M50.00S,2024-02-29T01:01:07.3Z,1,REGULAR,substitution,in,[],1630567,,,1610612742,27,27,2024-02-29T01:01:18Z,1290000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M50.00S,2024-02-29T01:01:07.3Z,1,REGULAR,substitution,in,[],1627884,,,1610612742,27,27,2024-02-29T01:01:18Z,1300000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M50.00S,2024-02-29T01:01:34.8Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,27,27,2024-02-29T01:01:37Z,1310000,False,,,0,,MISS L. Doncic Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
132,PT02M48.00S,2024-02-29T01:01:36.8Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612761,27,27,2024-02-29T01:01:37Z,1320000,False,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,131.0,2.0,1.0,1.0,,,,,,,,
133,PT02M36.00S,2024-02-29T01:01:48.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203482,92.59198423127464,63.970588235294116,1610612761,27,27,2024-02-29T01:01:53Z,1330000,False,70.0,17.0,1,right,MISS K. Olynyk 7' turnaround Hook,[203482],1610612761.0,TOR,turnaround,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,7.2,Missed,,,,,,,,,,,,,,,,
134,PT02M34.00S,2024-02-29T01:01:50.6Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,27,27,2024-02-29T01:01:53Z,1340000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,
135,PT02M26.00S,2024-02-29T01:01:58.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,27.54599211563732,84.80392156862744,1610612742,27,27,2024-02-29T01:02:02Z,1350000,False,-174.0,206.0,1,left,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,27.0,Missed,,,,,,,,,,,,,,,,
136,PT02M23.00S,2024-02-29T01:02:01.0Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612761,27,27,2024-02-29T01:02:02Z,1360000,False,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,135.0,3.0,2.0,1.0,,,,,,,,
137,PT02M15.00S,2024-02-29T01:02:08.6Z,1,REGULAR,3pt,Jump Shot,[],1630534,91.93495400788436,5.392156862745098,1610612761,27,27,2024-02-29T01:02:12Z,1370000,False,-223.0,23.0,1,right,MISS O. Agbaji 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,22.42,Missed,,,,,,,,,,,,,,,,
138,PT02M13.00S,2024-02-29T01:02:10.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,27,27,2024-02-29T01:02:12Z,1380000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,
139,PT02M05.00S,2024-02-29T01:02:19.6Z,1,REGULAR,3pt,Jump Shot,[],203501,8.623521681997373,95.83333333333334,1610612742,27,30,2024-02-29T01:02:24Z,1390000,False,-229.0,29.0,1,left,T. Hardaway Jr. 3PT  (5 PTS) (L. Doncic 6 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,23.1,Made,5.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,,
141,PT01M45.00S,2024-02-29T01:02:41.7Z,1,REGULAR,foul,offensive,[],203482,,,1610612761,27,30,2024-02-29T01:02:52Z,1410000,False,,,0,,K. Olynyk off-the-ball offensive FOUL (1 PF),"[203482, 203501]",1610612761.0,TOR,off-the-ball,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,2882.0,,,,,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,,
143,PT01M45.00S,2024-02-29T01:02:41.7Z,1,REGULAR,turnover,offensive foul,[],203482,,,1610612761,27,30,2024-02-29T01:02:41Z,1430000,False,,,0,,K. Olynyk offensive foul TURNOVER (2 TO),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,2882.0,2.0,,,,,,,,,,,,,,,,,,
144,PT01M45.00S,2024-02-29T01:02:52.2Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,27,30,2024-02-29T01:02:59Z,1440000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M45.00S,2024-02-29T01:02:52.2Z,1,REGULAR,substitution,in,[],202681,,,1610612742,27,30,2024-02-29T01:02:59Z,1450000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M28.00S,2024-02-29T01:03:18.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,31.488173455978973,73.52941176470588,1610612742,27,30,2024-02-29T01:06:23Z,1460000,False,-118.0,243.0,1,left,MISS T. Hardaway Jr. 27' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,27.04,Missed,,,,,,,,,,,,,,,,
147,PT01M25.00S,2024-02-29T01:03:21.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,27,30,2024-02-29T01:03:26Z,1470000,False,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,146.0,2.0,0.0,2.0,,,,,,,,
148,PT01M25.00S,2024-02-29T01:03:25.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,5.590000152587891,50.0,1610612742,27,32,2024-02-29T01:03:25Z,1480000,False,0.0,0.0,1,left,D. Gafford putback DUNK (4 PTS),[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,0.0,Made,4.0,,,,,,,,,,,,,,,
149,PT01M25.00S,2024-02-29T01:03:29.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,27,32,2024-02-29T01:03:42Z,1490000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
