actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
89,PT04M19.00S,2024-03-27T23:57:53.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,19,33,2024-03-27T23:57:53Z,880000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M19.00S,2024-03-27T23:58:33.3Z,1,REGULAR,substitution,out,[],1631241,,,1610612761,19,33,2024-03-27T23:59:40Z,890000,False,,,0,,SUB out: J. Freeman-Liberty,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M19.00S,2024-03-27T23:58:33.3Z,1,REGULAR,substitution,out,[],1628978,,,1610612761,19,33,2024-03-27T23:59:40Z,900000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M19.00S,2024-03-27T23:58:33.3Z,1,REGULAR,substitution,in,[],1628424,,,1610612761,19,33,2024-03-27T23:59:40Z,910000,False,,,0,,SUB in: K. Simmons,[1628424],1610612761.0,TOR,,,,Simmons,K. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M19.00S,2024-03-27T23:58:33.3Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,19,33,2024-03-27T23:59:40Z,920000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M04.00S,2024-03-27T23:59:47.8Z,1,REGULAR,2pt,Jump Shot,[],1641711,77.34888304862024,41.17647058823529,1610612761,19,33,2024-03-28T00:00:05Z,930000,False,-44.0,160.0,1,right,MISS G. Dick 16' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,16-24 Center,16.64,Missed,,,,,,,,,,,,,,,,,,
96,PT04M01.00S,2024-03-27T23:59:50.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,19,33,2024-03-28T00:00:05Z,940000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,95.0,,,,,1.0,1.0,0.0
97,PT03M45.00S,2024-03-28T00:00:12.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,5.469776609724048,49.01960784313725,1610612752,19,35,2024-03-28T00:00:36Z,950000,False,5.0,-1.0,1,left,M. Robinson alley-oop Layup (2 PTS) (J. Hart 2 AST),"[1629011, 1628404]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.5,Made,2.0,,,,,,,J. Hart,1628404.0,2.0,,,,,,,,
99,PT03M33.00S,2024-03-28T00:00:18.2Z,1,REGULAR,2pt,Jump Shot,[],1629018,78.66294349540078,24.509803921568626,1610612761,21,35,2024-03-28T00:00:27Z,970000,False,-127.0,148.0,1,right,G. Trent Jr. 19' step back Jump Shot (8 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,19.54,Made,8.0,,,,,,,,,,,,,,,,,
100,PT03M13.00S,2024-03-28T00:00:38.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,14.799605781865965,51.71568627450981,1610612752,21,35,2024-03-28T00:00:47Z,980000,False,-9.0,87.0,1,left,MISS P. Achiuwa 8' turnaround Shot,[1630173],1610612752.0,NYK,turnaround,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,8.7,Missed,,,,,,,,,,,,,,,,,,
101,PT03M09.00S,2024-03-28T00:00:42.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,21,35,2024-03-28T00:26:12Z,990000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,100.0,,,,,1.0,0.0,1.0
243,PT03M09.00S,2024-03-28T00:00:43.1Z,1,REGULAR,turnover,lost ball,[],1629011,,,1610612752,21,35,2024-03-28T00:27:27Z,995000,False,,,0,,M. Robinson lost ball TURNOVER (1 TO),"[1629011, 1628424]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,Simmons,1628424.0,,,,,
244,PT03M09.00S,2024-03-28T00:00:43.1Z,1,REGULAR,steal,,[],1628424,,,1610612761,21,35,2024-03-28T00:27:27Z,997500,False,,,0,,K. Simmons STEAL (1 STL),[1628424],1610612761.0,TOR,,,,Simmons,K. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT03M04.00S,2024-03-28T00:00:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1631338,94.43166885676742,51.225490196078425,1610612761,21,35,2024-03-28T00:27:27Z,1000000,False,6.0,0.0,1,right,MISS M. Gueye running reverse Layup,[1631338],1610612761.0,TOR,running reverse,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,0.61,Missed,,,,,,,,,,,,,,,,,,
103,PT03M02.00S,2024-03-28T00:00:49.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,21,35,2024-03-28T00:01:02Z,1010000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,102.0,,,,,2.0,2.0,0.0
104,PT02M47.00S,2024-03-28T00:01:05.0Z,1,REGULAR,3pt,Jump Shot,[],1630540,29.517082785808146,22.058823529411764,1610612752,21,38,2024-03-28T00:01:10Z,1020000,False,140.0,225.0,1,left,M. McBride 26' 3PT  (18 PTS) (J. Brunson 5 AST),"[1630540, 1628973]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,26.48,Made,18.0,,,,,,,J. Brunson,1628973.0,5.0,,,,,,,,
106,PT02M25.00S,2024-03-28T00:01:26.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,91.14651773981603,53.92156862745098,1610612761,21,38,2024-03-28T00:01:37Z,1040000,False,20.0,31.0,1,right,MISS G. Dick driving finger roll Layup,[1641711],1610612761.0,TOR,driving finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,3.64,Missed,,,,,,,,,,,,,,,,,,
107,PT02M22.00S,2024-03-28T00:01:29.4Z,1,REGULAR,rebound,offensive,[],1631338,,,1610612761,21,38,2024-03-28T00:01:37Z,1050000,False,,,0,,M. Gueye REBOUND (Off:1 Def:0),[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,106.0,,,,,1.0,0.0,1.0
108,PT02M22.00S,2024-03-28T00:01:29.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631338,94.40999984741211,50.0,1610612761,23,38,2024-03-28T00:01:29Z,1060000,False,0.0,0.0,1,right,M. Gueye tip DUNK (2 PTS),[1631338],1610612761.0,TOR,tip,,,Gueye,M. Gueye,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
109,PT02M12.00S,2024-03-28T00:01:41.5Z,1,REGULAR,foul,personal,[],1628424,,,1610612752,23,38,2024-03-28T00:01:50Z,1070000,False,,,0,,K. Simmons personal FOUL (1 PF),"[1628424, 1628973]",1610612761.0,TOR,,,,Simmons,K. Simmons,,,,,Above the Break 3,24+ Right Center,,,,201245.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,
111,PT02M12.00S,2024-03-28T00:01:46.5Z,1,REGULAR,substitution,out,[],1641711,,,1610612752,23,38,2024-03-28T00:01:56Z,1090000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M12.00S,2024-03-28T00:01:46.5Z,1,REGULAR,substitution,out,[],1629018,,,1610612752,23,38,2024-03-28T00:01:56Z,1100000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M12.00S,2024-03-28T00:01:46.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,23,38,2024-03-28T00:01:56Z,1110000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M12.00S,2024-03-28T00:01:46.5Z,1,REGULAR,substitution,in,[],202066,,,1610612752,23,38,2024-03-28T00:01:56Z,1120000,False,,,0,,SUB in: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M12.00S,2024-03-28T00:01:46.5Z,1,REGULAR,substitution,in,[],1629670,,,1610612752,23,38,2024-03-28T00:01:56Z,1130000,False,,,0,,SUB in: J. Nwora,[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M12.00S,2024-03-28T00:01:46.5Z,1,REGULAR,substitution,in,[],202711,,,1610612752,23,38,2024-03-28T00:01:56Z,1140000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M07.00S,2024-03-28T00:02:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,6.652431011826544,50.73529411764706,1610612752,23,40,2024-03-28T00:02:17Z,1150000,False,-4.0,10.0,1,left,M. Robinson driving finger roll Layup (4 PTS) (J. Hart 3 AST),"[1629011, 1628404]",1610612752.0,NYK,driving finger roll,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.07,Made,4.0,,,,,,,J. Hart,1628404.0,3.0,,,,,,,,
119,PT02M07.00S,2024-03-28T00:02:17.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612761,23,40,2024-03-28T00:02:47Z,1170000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,1627964.0,,,,,,,,,,,,,,,,
121,PT01M49.00S,2024-03-28T00:02:55.4Z,1,REGULAR,3pt,Jump Shot,[],202066,75.3777923784494,86.76470588235294,1610612761,26,40,2024-03-28T00:03:01Z,1190000,False,184.0,179.0,1,right,G. Temple 25' 3PT pullup (3 PTS) (M. Gueye 1 AST),"[202066, 1631338]",1610612761.0,TOR,pullup,,,Temple,G. Temple,,,,,Above the Break 3,24+ Right Center,25.65,Made,3.0,,,,,,,M. Gueye,1631338.0,1.0,,,,,,,,
123,PT01M37.00S,2024-03-28T00:03:07.8Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,26,40,2024-03-28T00:03:12Z,1210000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1628424]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,,,,,Simmons,1628424.0,,,,,
124,PT01M37.00S,2024-03-28T00:03:07.8Z,1,REGULAR,steal,,[],1628424,,,1610612761,26,40,2024-03-28T00:03:09Z,1220000,False,,,0,,K. Simmons STEAL (2 STL),[1628424],1610612761.0,TOR,,,,Simmons,K. Simmons,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
125,PT01M32.00S,2024-03-28T00:03:12.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629670,93.64323258869908,52.69607843137255,1610612761,26,40,2024-03-28T00:03:22Z,1230000,False,13.0,7.0,1,right,MISS J. Nwora running finger roll Layup - blocked,"[1629670, 1630173]",1610612761.0,TOR,running finger roll,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,Achiuwa,1630173.0,,,
126,PT01M32.00S,2024-03-28T00:03:12.8Z,1,REGULAR,block,,[],1630173,,,1610612761,26,40,2024-03-28T00:03:16Z,1240000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT01M32.00S,2024-03-28T00:03:12.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,26,40,2024-03-28T00:03:22Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,125.0,,,,,,,
129,PT01M30.00S,2024-03-28T00:03:30.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629670,94.30026281208936,50.98039215686274,1610612761,28,40,2024-03-28T00:03:37Z,1270000,False,5.0,1.0,1,right,J. Nwora cutting Layup (2 PTS) (K. Simmons 1 AST),"[1629670, 1628424]",1610612761.0,TOR,cutting,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,0.5,Made,2.0,,,,,,,K. Simmons,1628424.0,1.0,,,,,,,,
131,PT01M13.00S,2024-03-28T00:03:50.5Z,1,REGULAR,foul,offensive,[],1629011,,,1610612752,28,40,2024-03-28T00:06:02Z,1290000,False,,,0,,M. Robinson charge offensive FOUL (1 PF),"[1629011, 1628424]",1610612752.0,NYK,charge,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,2534.0,1.0,0.0,Simmons,1628424.0,,,,,,,,,,,,
135,PT01M13.00S,2024-03-28T00:03:50.5Z,1,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,28,40,2024-03-28T00:03:50Z,1305000,False,,,0,,M. Robinson offensive foul TURNOVER (2 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,2534.0,,,,,2.0,,,,,,,,,,,
133,PT01M13.00S,2024-03-28T00:04:10.3Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612761,28,40,2024-03-28T00:06:13Z,1310000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M13.00S,2024-03-28T00:06:08.8Z,1,REGULAR,substitution,out,[],1631338,,,1610612761,28,40,2024-03-28T00:06:21Z,1330000,False,,,0,,SUB out: M. Gueye,[1631338],1610612761.0,TOR,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M13.00S,2024-03-28T00:06:08.8Z,1,REGULAR,substitution,in,[],1629667,,,1610612761,28,40,2024-03-28T00:06:21Z,1340000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M03.00S,2024-03-28T00:06:35.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202066,75.77201051248358,12.745098039215685,1610612761,28,40,2024-03-28T00:06:40Z,1350000,False,-186.0,175.0,1,right,MISS G. Temple 25' 3PT,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Left Center,25.57,Missed,,,,,,,,,,,,,,,,,,
139,PT01M00.00S,2024-03-28T00:06:38.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,28,40,2024-03-28T00:06:40Z,1360000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,138.0,,,,,3.0,3.0,0.0
140,PT00M45.70S,2024-03-28T00:06:54.0Z,1,REGULAR,2pt,Jump Shot,[],202711,4.681340341655716,20.833333333333336,1610612752,28,40,2024-03-28T00:07:00Z,1370000,False,146.0,-8.0,1,left,MISS B. Bogdanovic 14' pullup Shot - blocked,"[202711, 1628424]",1610612752.0,NYK,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,14.6,Missed,,,,,,,,,,,,,,Simmons,1628424.0,,,
141,PT00M45.70S,2024-03-28T00:06:54.0Z,1,REGULAR,block,,[],1628424,,,1610612752,28,40,2024-03-28T00:06:57Z,1380000,False,,,0,,K. Simmons BLOCK (1 BLK),[1628424],1610612761.0,TOR,,,,Simmons,K. Simmons,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
142,PT00M45.70S,2024-03-28T00:06:54.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,28,40,2024-03-28T00:07:00Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,140.0,,,,,,,
145,PT00M40.60S,2024-03-28T00:07:40.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202711,20.318659658344284,90.68627450980392,1610612752,28,43,2024-03-28T00:07:45Z,1420000,False,-203.0,138.0,1,left,B. Bogdanovic 24' 3PT  (3 PTS) (M. McBride 3 AST),"[202711, 1630540]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,24.61,Made,3.0,,,,,,,M. McBride,1630540.0,3.0,,,,,,,,
147,PT00M33.00S,2024-03-28T00:07:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202066,95.0886990801577,49.50980392156863,1610612761,30,43,2024-03-28T00:07:58Z,1440000,False,-2.0,-6.0,1,right,G. Temple cutting finger roll Layup (5 PTS) (J. Nwora 1 AST),"[202066, 1629670]",1610612761.0,TOR,cutting finger roll,,,Temple,G. Temple,,,,,Restricted Area,0-8 Center,0.68,Made,5.0,,,,,,,J. Nwora,1629670.0,1.0,,,,,,,,
149,PT00M13.80S,2024-03-28T00:08:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,12.565703022339028,41.42156862745098,1610612752,30,43,2024-03-28T00:08:20Z,1460000,False,43.0,66.0,1,left,MISS M. McBride 7' driving finger roll Layup - blocked,"[1630540, 1629667]",1610612752.0,NYK,driving finger roll,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,McDaniels,1629667.0,,,
159,PT00M13.80S,2024-03-28T00:08:15.2Z,1,REGULAR,block,,[],1629667,,,1610612752,30,43,2024-03-28T00:11:32Z,1465000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT00M12.60S,2024-03-28T00:08:16.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,30,43,2024-03-28T00:11:32Z,1470000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,149.0,,,,,4.0,3.0,1.0
151,PT00M12.60S,2024-03-28T00:08:18.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.590000152587891,50.0,1610612752,30,45,2024-03-28T00:08:18Z,1480000,False,0.0,0.0,1,left,P. Achiuwa tip Layup (2 PTS),[1630173],1610612752.0,NYK,tip,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2024-03-28T00:08:32.5Z,1,REGULAR,3pt,Jump Shot,[],202066,92.9862023653088,95.58823529411765,1610612761,33,45,2024-03-28T00:08:42Z,1490000,False,228.0,13.0,1,right,G. Temple 3PT  (8 PTS) (K. Simmons 2 AST),"[202066, 1628424]",1610612761.0,TOR,,,,Temple,G. Temple,,,,,Right Corner 3,24+ Right,22.83,Made,8.0,,,,,,,K. Simmons,1628424.0,2.0,,,,,,,,
155,PT00M00.00S,2024-03-28T00:09:18.2Z,1,REGULAR,period,end,[],0,,,1610612752,33,45,2024-03-28T00:09:18Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-03-28T00:10:14.4Z,2,REGULAR,substitution,out,['startperiod'],1628404,,,1610612752,33,45,2024-03-28T00:11:09Z,1530000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-03-28T00:10:14.4Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612752,33,45,2024-03-28T00:11:09Z,1540000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-03-28T00:11:19.8Z,2,REGULAR,period,start,[],0,,,1610612761,33,45,2024-03-28T00:11:19Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M45.00S,2024-03-28T00:11:33.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628424,94.43166885676742,50.73529411764706,1610612761,33,45,2024-03-28T00:11:39Z,1560000,False,4.0,0.0,1,right,MISS K. Simmons cutting Layup - blocked,"[1628424, 1629011]",1610612761.0,TOR,cutting,,,Simmons,K. Simmons,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,
161,PT11M45.00S,2024-03-28T00:11:33.9Z,2,REGULAR,block,,[],1629011,,,1610612761,33,45,2024-03-28T00:11:36Z,1570000,False,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT11M42.00S,2024-03-28T00:11:36.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,33,45,2024-03-28T00:11:39Z,1580000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,160.0,,,,,2.0,1.0,1.0
163,PT11M38.00S,2024-03-28T00:11:40.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202711,5.075558475689881,95.83333333333334,1610612752,33,48,2024-03-28T00:11:54Z,1590000,False,-229.0,-5.0,1,left,B. Bogdanovic 3PT running (6 PTS) (M. McBride 4 AST),"[202711, 1630540]",1610612752.0,NYK,running,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,22.93,Made,6.0,,,,,,,M. McBride,1630540.0,4.0,,,,,,,,
165,PT11M24.00S,2024-03-28T00:11:54.7Z,2,REGULAR,3pt,Jump Shot,[],1629670,67.36202365308804,42.64705882352941,1610612761,33,48,2024-03-28T00:12:00Z,1610000,False,-37.0,254.0,1,right,MISS J. Nwora 25' step back 3PT,[1629670],1610612761.0,TOR,step back,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Center,25.69,Missed,,,,,,,,,,,,,,,,,,
166,PT11M21.00S,2024-03-28T00:11:57.7Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612752,33,48,2024-03-28T00:12:00Z,1620000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,165.0,,,,,1.0,1.0,0.0
167,PT11M07.00S,2024-03-28T00:12:13.3Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612752,33,48,2024-03-28T00:12:20Z,1630000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Robinson 2 FT),"[1629667, 1629011]",1610612761.0,TOR,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,201245.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,,,,
169,PT11M07.00S,2024-03-28T00:12:40.8Z,2,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,33,49,2024-03-28T00:12:40Z,1650000,False,,,0,,M. Robinson Free Throw 1 of 2 (5 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
170,PT11M07.00S,2024-03-28T00:12:59.5Z,2,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,33,49,2024-03-28T00:12:59Z,1660000,False,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
171,PT11M04.00S,2024-03-28T00:13:01.1Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612761,33,49,2024-03-28T00:13:01Z,1670000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,170.0,,,,,1.0,1.0,0.0
172,PT10M50.00S,2024-03-28T00:13:15.6Z,2,REGULAR,3pt,Jump Shot,[],1628971,68.80749014454665,69.11764705882352,1610612761,36,49,2024-03-28T00:13:20Z,1680000,False,96.0,241.0,1,right,B. Brown 25' 3PT  (3 PTS) (K. Simmons 3 AST),"[1628971, 1628424]",1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,25.9,Made,3.0,,,,,,,K. Simmons,1628424.0,3.0,,,,,,,,
174,PT10M35.00S,2024-03-28T00:13:32.1Z,2,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612752,36,49,2024-03-28T00:13:48Z,1700000,False,,,0,,P. Achiuwa bad pass out-of-bounds TURNOVER (1 TO),[1630173],1610612752.0,NYK,bad pass,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Left,,,,2534.0,,,,,1.0,,,,,,,,,,,
175,PT10M35.00S,2024-03-28T00:13:36.3Z,2,REGULAR,substitution,out,[],1629011,,,1610612761,36,49,2024-03-28T00:13:40Z,1710000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M35.00S,2024-03-28T00:13:36.3Z,2,REGULAR,substitution,in,[],1628392,,,1610612761,36,49,2024-03-28T00:13:40Z,1720000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
