actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M45.00S,2024-03-20T23:53:08.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,17,23,2024-03-20T23:53:08Z,870000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M29.00S,2024-03-20T23:56:17.6Z,1,REGULAR,foul,personal,['2freethrow'],1631165,,,1610612761,17,23,2024-03-20T23:56:26Z,880000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1631165, 1629018]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Trent Jr.,1629018.0
90,PT04M29.00S,2024-03-20T23:56:41.3Z,1,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,18,23,2024-03-20T23:56:41Z,900000,False,,,0,,G. Trent Jr. Free Throw 1 of 2 (4 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
92,PT04M29.00S,2024-03-20T23:56:42.1Z,1,REGULAR,substitution,in,[],1629670,,,1610612761,18,23,2024-03-20T23:56:46Z,920000,False,,,0,,SUB in: J. Nwora,[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M29.00S,2024-03-20T23:56:42.1Z,1,REGULAR,substitution,out,[],1630534,,,1610612761,18,23,2024-03-20T23:56:55Z,930000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2024-03-20T23:57:01.9Z,1,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,19,23,2024-03-20T23:57:02Z,940000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (5 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
95,PT04M15.00S,2024-03-20T23:57:16.1Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612758,19,23,2024-03-20T23:57:20Z,950000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 1630186]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Ramsey,1630186.0,,,,
96,PT04M15.00S,2024-03-20T23:57:16.1Z,1,REGULAR,steal,,[],1630186,,,1610612761,19,23,2024-03-20T23:57:17Z,960000,False,,,0,,J. Ramsey STEAL (1 STL),[1630186],1610612761.0,TOR,,,,Ramsey,J. Ramsey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
97,PT04M07.00S,2024-03-20T23:57:25.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,67.7562417871222,19.852941176470587,1610612761,19,23,2024-03-20T23:57:29Z,970000,False,-151.0,251.0,1,right,MISS G. Trent Jr. 29' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,29.24,Missed,,,,,,,,,,,,,,,,,,
98,PT04M03.00S,2024-03-20T23:57:29.1Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,19,23,2024-03-20T23:57:29Z,980000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,97.0,6.0,3.0,3.0,,,,,,,,,,,,,,
99,PT03M58.00S,2024-03-20T23:57:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,6.652431011826544,50.0,1610612758,19,25,2024-03-20T23:57:49Z,990000,False,0.0,10.0,1,left,M. Monk running alley-oop Layup (4 PTS) (D. Sabonis 4 AST),"[1628370, 1627734]",1610612758.0,SAC,running alley-oop,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,4.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,
101,PT03M39.00S,2024-03-20T23:57:51.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629670,89.04402102496715,63.23529411764706,1610612761,21,25,2024-03-20T23:57:56Z,1010000,False,66.0,50.0,1,right,J. Nwora 8' driving Hook (2 PTS),[1629670],1610612761.0,TOR,driving,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Right,8.33,Made,,,,,2.0,,,,,,,,,,,,,
102,PT03M28.00S,2024-03-20T23:58:03.3Z,1,REGULAR,3pt,Jump Shot,[],1628370,30.962549277266753,32.35294117647059,1610612758,21,25,2024-03-20T23:58:07Z,1020000,False,88.0,239.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
103,PT03M25.00S,2024-03-20T23:58:06.3Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,21,25,2024-03-20T23:58:07Z,1030000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,102.0,2.0,1.0,1.0,,,,,,,,,,,,,,
104,PT03M12.00S,2024-03-20T23:58:18.8Z,1,REGULAR,turnover,bad pass,[],1630186,,,1610612761,21,25,2024-03-20T23:58:23Z,1040000,False,,,0,,J. Ramsey bad pass TURNOVER (1 TO),"[1630186, 1631165]",1610612761.0,TOR,,,,Ramsey,J. Ramsey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Ellis,1631165.0,,,,
105,PT03M12.00S,2024-03-20T23:58:18.8Z,1,REGULAR,steal,,[],1631165,,,1610612758,21,25,2024-03-20T23:58:20Z,1050000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
106,PT03M00.00S,2024-03-20T23:58:31.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,23.866622864651774,88.23529411764706,1610612758,21,25,2024-03-20T23:58:35Z,1060000,False,-191.0,172.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
107,PT02M57.00S,2024-03-20T23:58:34.1Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612761,21,25,2024-03-20T23:58:35Z,1070000,False,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,
108,PT02M48.00S,2024-03-20T23:58:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629670,86.28449408672799,48.529411764705884,1610612761,21,25,2024-03-20T23:59:38Z,1080000,False,-7.0,76.0,1,right,MISS J. Nwora 7' fadeaway Shot - blocked,"[1629670, 1631165]",1610612761.0,TOR,fadeaway,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,,Ellis,1631165.0,,,,,,,,
109,PT02M48.00S,2024-03-20T23:58:42.8Z,1,REGULAR,block,,[],1631165,,,1610612761,21,25,2024-03-20T23:59:19Z,1090000,False,,,0,,K. Ellis BLOCK (1 BLK),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT02M45.00S,2024-03-20T23:58:45.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,21,25,2024-03-20T23:58:52Z,1100000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,108.0,7.0,4.0,3.0,,,,,,,,,,,,,,
111,PT02M43.00S,2024-03-20T23:58:49.7Z,1,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612758,21,25,2024-03-20T23:59:07Z,1110000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629018, 1627734]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1830.0,,,,1.0,0.0,Sabonis,1627734.0
113,PT02M43.00S,2024-03-20T23:59:26.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627734,,,1610612758,21,26,2024-03-20T23:59:26Z,1130000,False,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
114,PT02M43.00S,2024-03-20T23:59:27.7Z,1,REGULAR,substitution,out,[],1629018,,,1610612758,21,26,2024-03-20T23:59:50Z,1140000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M43.00S,2024-03-20T23:59:27.7Z,1,REGULAR,substitution,out,[],203482,,,1610612758,21,26,2024-03-20T23:59:50Z,1150000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M43.00S,2024-03-20T23:59:27.7Z,1,REGULAR,substitution,out,[],1631165,,,1610612758,21,26,2024-03-20T23:59:50Z,1160000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M43.00S,2024-03-20T23:59:27.7Z,1,REGULAR,substitution,out,[],203084,,,1610612758,21,26,2024-03-20T23:59:50Z,1170000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M43.00S,2024-03-20T23:59:27.7Z,1,REGULAR,substitution,in,[],1629007,,,1610612758,21,26,2024-03-20T23:59:50Z,1180000,False,,,0,,SUB in: J. Porter,[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M43.00S,2024-03-20T23:59:27.7Z,1,REGULAR,substitution,in,[],1629667,,,1610612758,21,26,2024-03-20T23:59:50Z,1190000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612761.0,TOR,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M43.00S,2024-03-20T23:59:27.7Z,1,REGULAR,substitution,in,[],1630537,,,1610612758,21,26,2024-03-20T23:59:50Z,1200000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M43.00S,2024-03-20T23:59:27.7Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,21,26,2024-03-20T23:59:50Z,1210000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M43.00S,2024-03-20T23:59:54.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627734,,,1610612758,21,27,2024-03-20T23:59:54Z,1220000,False,,,0,,D. Sabonis Free Throw 2 of 2 (6 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
123,PT02M26.00S,2024-03-21T00:00:14.3Z,1,REGULAR,3pt,Jump Shot,[],1630186,66.70499342969777,26.96078431372549,1610612761,21,27,2024-03-21T00:00:18Z,1230000,False,-115.0,260.0,1,right,MISS J. Ramsey 28' 3PT,[1630186],1610612761.0,TOR,,,,Ramsey,J. Ramsey,,,,,Above the Break 3,24+ Left Center,28.48,Missed,,,,,,,,,,,,,,,,,,
124,PT02M23.00S,2024-03-21T00:00:17.3Z,1,REGULAR,rebound,offensive,[],1629007,,,1610612761,21,27,2024-03-21T00:00:18Z,1240000,False,,,0,,J. Porter REBOUND (Off:1 Def:0),[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,Above the Break 3,24+ Left Center,,,123.0,1.0,0.0,1.0,,,,,,,,,,,,,,
125,PT02M20.00S,2024-03-21T00:00:19.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630186,72.7496714848883,14.950980392156863,1610612761,21,27,2024-03-21T00:00:24Z,1250000,False,-175.0,204.0,1,right,MISS J. Ramsey 26' 3PT,[1630186],1610612761.0,TOR,,,,Ramsey,J. Ramsey,,,,,Above the Break 3,24+ Left Center,26.87,Missed,,,,,,,,,,,,,,,,,,
126,PT02M18.00S,2024-03-21T00:00:21.8Z,1,REGULAR,rebound,offensive,[],1629007,,,1610612761,21,27,2024-03-21T00:00:24Z,1260000,False,,,0,,J. Porter REBOUND (Off:2 Def:0),[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,Above the Break 3,24+ Left Center,,,125.0,2.0,0.0,2.0,,,,,,,,,,,,,,
127,PT02M08.00S,2024-03-21T00:00:32.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629007,76.69185282522996,54.166666666666664,1610612761,21,27,2024-03-21T00:00:36Z,1270000,False,21.0,167.0,1,right,MISS J. Porter 16' turnaround fadeaway Shot,[1629007],1610612761.0,TOR,turnaround fadeaway,,,Porter,J. Porter,,,,,Mid-Range,16-24 Center,16.79,Missed,,,,,,,,,,,,,,,,,,
128,PT02M05.00S,2024-03-21T00:00:35.7Z,1,REGULAR,rebound,offensive,[],1631241,,,1610612761,21,27,2024-03-21T00:00:36Z,1280000,False,,,0,,J. Freeman-Liberty REBOUND (Off:1 Def:0),[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Mid-Range,16-24 Center,,,127.0,1.0,0.0,1.0,,,,,,,,,,,,,,
129,PT01M57.00S,2024-03-21T00:00:43.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631241,82.47371879106439,53.67647058823529,1610612761,23,27,2024-03-21T00:00:48Z,1290000,False,18.0,112.0,1,right,J. Freeman-Liberty 11' driving floating Jump Shot (2 PTS),[1631241],1610612761.0,TOR,driving floating,,,Freeman-Liberty,J. Freeman-Liberty,,,,,In The Paint (Non-RA),8-16 Center,11.37,Made,,,,,2.0,,,,,,,,,,,,,
130,PT01M35.00S,2024-03-21T00:01:05.2Z,1,REGULAR,3pt,Jump Shot,[],1630558,31.882391590013142,65.93137254901961,1610612758,23,27,2024-03-21T00:01:19Z,1300000,False,-80.0,247.0,1,left,MISS D. Mitchell 25' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
131,PT01M33.00S,2024-03-21T00:01:07.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,23,27,2024-03-21T00:02:27Z,1310000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,130.0,,,,,,,,,,,,,,,,,
132,PT01M33.00S,2024-03-21T00:01:14.7Z,1,REGULAR,foul,personal,[],1627734,,,1610612761,23,27,2024-03-21T00:01:27Z,1320000,False,,,0,,D. Sabonis loose ball personal FOUL (1 PF),"[1627734, 1631241]",1610612758.0,SAC,loose ball,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1830.0,,,,1.0,0.0,Freeman-Liberty,1631241.0
134,PT01M33.00S,2024-03-21T00:01:25.3Z,1,REGULAR,substitution,out,[],1627734,,,1610612761,23,27,2024-03-21T00:01:38Z,1340000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M33.00S,2024-03-21T00:01:25.3Z,1,REGULAR,substitution,out,[],1630558,,,1610612761,23,27,2024-03-21T00:01:38Z,1350000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M33.00S,2024-03-21T00:01:25.3Z,1,REGULAR,substitution,in,[],1631099,,,1610612761,23,27,2024-03-21T00:01:38Z,1360000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M33.00S,2024-03-21T00:01:25.3Z,1,REGULAR,substitution,in,[],203458,,,1610612761,23,27,2024-03-21T00:01:38Z,1370000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M20.00S,2024-03-21T00:01:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,92.59198423127464,44.85294117647059,1610612761,25,27,2024-03-21T00:01:50Z,1380000,False,-26.0,17.0,1,right,J. Nwora driving Layup (4 PTS),[1629670],1610612761.0,TOR,driving,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,3.09,Made,,,,,4.0,,,,,,,,,,,,,
139,PT01M20.00S,2024-03-21T00:01:49.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628370,,,1610612761,25,27,2024-03-21T00:01:54Z,1390000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Nwora 1 FT),"[1628370, 1629670]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627524.0,,,,1.0,0.0,Nwora,1629670.0
141,PT01M20.00S,2024-03-21T00:02:18.4Z,1,REGULAR,freethrow,1 of 1,[],1629670,,,1610612761,25,27,2024-03-21T00:02:23Z,1410000,False,,,0,,MISS J. Nwora Free Throw 1 of 1,[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M17.00S,2024-03-21T00:02:21.4Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,25,27,2024-03-21T00:02:23Z,1420000,False,,,0,,A. Len REBOUND (Off:0 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT01M03.00S,2024-03-21T00:02:34.4Z,1,REGULAR,foul,personal,['2freethrow'],1631241,,,1610612758,25,27,2024-03-21T00:02:42Z,1430000,False,,,0,,J. Freeman-Liberty shooting personal FOUL (1 PF) (Monk 2 FT),"[1631241, 1628370]",1610612761.0,TOR,shooting,,,Freeman-Liberty,J. Freeman-Liberty,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Monk,1628370.0
145,PT01M03.00S,2024-03-21T00:02:54.6Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,25,28,2024-03-21T00:02:54Z,1450000,False,,,0,,M. Monk Free Throw 1 of 2 (5 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
146,PT01M03.00S,2024-03-21T00:03:09.3Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,25,29,2024-03-21T00:03:09Z,1460000,False,,,0,,M. Monk Free Throw 2 of 2 (6 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
147,PT00M52.70S,2024-03-21T00:03:23.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629667,92.9862023653088,49.26470588235294,1610612761,27,29,2024-03-21T00:03:42Z,1470000,False,-4.0,13.0,1,right,J. McDaniels cutting DUNK (2 PTS) (J. Ramsey 1 AST),"[1629667, 1630186]",1610612761.0,TOR,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,2.0,J. Ramsey,1630186.0,1.0,,,,,,,,,,
149,PT00M42.90S,2024-03-21T00:03:34.9Z,1,REGULAR,turnover,lost ball,[],1630537,,,1610612758,27,29,2024-03-21T00:03:39Z,1490000,False,,,0,,C. Duarte lost ball TURNOVER (1 TO),"[1630537, 1629670]",1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Nwora,1629670.0,,,,
150,PT00M42.90S,2024-03-21T00:03:34.9Z,1,REGULAR,steal,,[],1629670,,,1610612761,27,29,2024-03-21T00:03:36Z,1500000,False,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
151,PT00M39.10S,2024-03-21T00:03:39.6Z,1,REGULAR,turnover,out-of-bounds,[],1629670,,,1610612761,27,29,2024-03-21T00:03:45Z,1510000,False,,,0,,J. Nwora bad pass out-of-bounds TURNOVER (1 TO),[1629670],1610612761.0,TOR,bad pass,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,1.0,,,,,,
152,PT00M32.40S,2024-03-21T00:03:55.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,23.209592641261498,11.76470588235294,1610612758,27,32,2024-03-21T00:03:59Z,1520000,False,191.0,166.0,1,left,M. Monk 25' 3PT step back (9 PTS),[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.3,Made,,,,,9.0,,,,,,,,,,,,,
153,PT00M09.50S,2024-03-21T00:04:25.8Z,1,REGULAR,foul,offensive,[],1629670,,,1610612761,27,32,2024-03-21T00:04:39Z,1530000,False,,,0,,J. Nwora charge offensive FOUL (1 PF),"[1629670, 1631099]",1610612761.0,TOR,charge,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Murray,1631099.0
155,PT00M09.50S,2024-03-21T00:04:25.8Z,1,REGULAR,turnover,offensive foul,[],1629670,,,1610612761,27,32,2024-03-21T00:04:25Z,1550000,False,,,0,,J. Nwora offensive foul TURNOVER (2 TO),[1629670],1610612761.0,TOR,,,,Nwora,J. Nwora,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,2.0,,,,,,
156,PT00M01.00S,2024-03-21T00:04:49.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,5.338370565045992,96.32352941176471,1610612758,27,32,2024-03-21T00:06:02Z,1560000,False,-232.0,-2.0,1,left,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
157,PT00M01.00S,2024-03-21T00:04:49.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,27,32,2024-03-21T00:05:13Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,24+ Left,,,156.0,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2024-03-21T00:04:53.6Z,1,REGULAR,period,end,[],0,,,1610612758,27,32,2024-03-21T00:04:53Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-03-21T00:05:59.4Z,2,REGULAR,substitution,out,['startperiod'],1629007,,,1610612758,27,32,2024-03-21T00:07:37Z,1590000,False,,,0,,SUB out: J. Porter,[1629007],1610612761.0,TOR,,,,Porter,J. Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-03-21T00:05:59.4Z,2,REGULAR,substitution,in,['startperiod'],203482,,,1610612758,27,32,2024-03-21T00:07:37Z,1600000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-21T00:07:42.3Z,2,REGULAR,period,start,[],0,,,1610612758,27,32,2024-03-21T00:07:42Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M47.00S,2024-03-21T00:08:00.1Z,2,REGULAR,foul,personal,['2freethrow'],203482,,,1610612758,27,32,2024-03-21T00:08:06Z,1630000,False,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Monk 2 FT),"[203482, 1628370]",1610612761.0,TOR,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1830.0,,,,2.0,0.0,Monk,1628370.0
165,PT11M47.00S,2024-03-21T00:08:22.9Z,2,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,27,33,2024-03-21T00:08:22Z,1650000,False,,,0,,M. Monk Free Throw 1 of 2 (10 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
166,PT11M47.00S,2024-03-21T00:08:40.5Z,2,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,27,34,2024-03-21T00:08:40Z,1660000,False,,,0,,M. Monk Free Throw 2 of 2 (11 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
167,PT11M34.00S,2024-03-21T00:08:54.1Z,2,REGULAR,2pt,Jump Shot,[],1631241,77.87450722733246,28.186274509803923,1610612761,27,34,2024-03-21T00:08:59Z,1670000,False,-109.0,155.0,1,right,MISS J. Freeman-Liberty 19' step back Shot,[1631241],1610612761.0,TOR,step back,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Mid-Range,16-24 Left Center,19.0,Missed,,,,,,,,,,,,,,,,,,
168,PT11M31.00S,2024-03-21T00:08:57.1Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,27,34,2024-03-21T00:08:59Z,1680000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Left Center,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,
