actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT10M44.00S,2023-10-25T23:45:13.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,3,0,2023-10-25T23:45:13Z,190000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Left,,,18.0,,,,,,,,,,,,,,,,,
21,PT10M27.00S,2023-10-25T23:45:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.01511169513797,54.90196078431373,1610612761,3,0,2023-10-25T23:45:43Z,210000,False,25.0,32.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2023-10-25T23:45:39.5Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,3,0,2023-10-25T23:45:43Z,220000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,21.0,2.0,0.0,2.0,,,,,,,,,,,,,,
23,PT10M25.00S,2023-10-25T23:45:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612761,5,0,2023-10-25T23:45:40Z,230000,False,0.0,0.0,1,right,J. Poeltl tip Layup (2 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
24,PT10M10.00S,2023-10-25T23:45:54.5Z,1,REGULAR,3pt,Jump Shot,[],1629638,21.76412614980289,8.088235294117647,1610612750,5,0,2023-10-25T23:45:59Z,240000,False,210.0,152.0,1,left,MISS N. Alexander-Walker 25' pullup 3PT,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
25,PT10M09.00S,2023-10-25T23:45:55.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,5,0,2023-10-25T23:45:59Z,250000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT10M05.00S,2023-10-25T23:46:02.2Z,1,REGULAR,foul,personal,['2freethrow'],201144,,,1610612761,5,0,2023-10-25T23:46:09Z,260000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Poeltl 2 FT),"[201144, 1627751]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202035.0,,,,1.0,0.0,Poeltl,1627751.0,,
29,PT10M05.00S,2023-10-25T23:47:13.6Z,1,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,6,0,2023-10-25T23:47:32Z,290000,False,,,0,,J. Poeltl Free Throw 1 of 2 (3 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
30,PT10M05.00S,2023-10-25T23:47:13.6Z,1,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,6,0,2023-10-25T23:47:32Z,300000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT10M03.00S,2023-10-25T23:47:15.6Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,6,0,2023-10-25T23:47:32Z,310000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M49.00S,2023-10-25T23:47:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629638,10.200394218134035,2.2058823529411766,1610612750,6,0,2023-10-25T23:47:50Z,320000,False,239.0,43.0,1,left,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,24.29,Missed,,,,,,,,,,,,,,,,,,
33,PT09M48.00S,2023-10-25T23:47:45.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,6,0,2023-10-25T23:47:50Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,32.0,,,,,,,,,,,,,,,,,
35,PT09M30.00S,2023-10-25T23:48:13.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,87.46714848883047,41.66666666666667,1610612761,6,0,2023-10-25T23:48:18Z,350000,False,-42.0,65.0,1,right,MISS S. Barnes 7' driving Hook,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.75,Missed,,,,,,,,,,,,,,,,,,
36,PT09M27.00S,2023-10-25T23:48:16.9Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,6,0,2023-10-25T23:48:18Z,360000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT09M20.00S,2023-10-25T23:48:26.4Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612750,6,0,2023-10-25T23:50:25Z,370000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Edwards 2 FT),"[1627783, 1630162]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202035.0,,,,1.0,0.0,Edwards,1630162.0,,
39,PT09M20.00S,2023-10-25T23:48:54.1Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,6,1,2023-10-25T23:48:54Z,390000,False,,,0,,A. Edwards Free Throw 1 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
40,PT09M20.00S,2023-10-25T23:49:09.0Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,6,2,2023-10-25T23:49:09Z,400000,False,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
41,PT09M11.00S,2023-10-25T23:49:21.6Z,1,REGULAR,2pt,Jump Shot,[],203471,83.39356110381078,75.49019607843137,1610612761,8,2,2023-10-25T23:49:26Z,410000,False,127.0,104.0,1,right,D. Schroder 16' pullup Jump Shot (2 PTS),[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Right Center,16.43,Made,,,,,2.0,,,,,,,,,,,,,
42,PT08M58.00S,2023-10-25T23:49:33.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,23.73521681997372,85.04901960784314,1610612750,8,5,2023-10-25T23:49:39Z,420000,False,-175.0,171.0,1,left,A. Edwards 24' 3PT pullup (5 PTS) (N. Alexander-Walker 1 AST),"[1630162, 1629638]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.45,Made,,,,,5.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,
44,PT08M39.00S,2023-10-25T23:49:55.0Z,1,REGULAR,foul,personal,['2freethrow'],203497,,,1610612761,8,5,2023-10-25T23:50:02Z,440000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Poeltl 2 FT),"[203497, 1627751]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202035.0,,,,1.0,0.0,Poeltl,1627751.0,,
46,PT08M39.00S,2023-10-25T23:50:19.0Z,1,REGULAR,freethrow,1 of 2,[],1627751,,,1610612761,8,5,2023-10-25T23:50:41Z,460000,False,,,0,,MISS J. Poeltl Free Throw 1 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT08M39.00S,2023-10-25T23:50:19.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,8,5,2023-10-25T23:50:41Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
48,PT08M39.00S,2023-10-25T23:50:19.0Z,1,REGULAR,freethrow,2 of 2,[],1627751,,,1610612761,8,5,2023-10-25T23:50:41Z,480000,False,,,0,,MISS J. Poeltl Free Throw 2 of 2,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M37.00S,2023-10-25T23:50:21.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,5,2023-10-25T23:50:41Z,490000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,,,
50,PT08M25.00S,2023-10-25T23:50:52.0Z,1,REGULAR,2pt,Jump Shot,[],1630162,12.302890932982917,13.970588235294118,1610612750,8,5,2023-10-25T23:50:56Z,500000,False,180.0,63.0,1,left,MISS A. Edwards 19' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,19.08,Missed,,,,,,,,,,,,,,,,,,
51,PT08M23.00S,2023-10-25T23:50:54.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,8,5,2023-10-25T23:50:56Z,510000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT08M15.00S,2023-10-25T23:51:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,82.60512483574244,41.17647058823529,1610612761,8,5,2023-10-25T23:51:08Z,520000,False,-44.0,111.0,1,right,MISS O. Anunoby 11' turnaround fadeaway Shot,[1628384],1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,11.94,Missed,,,,,,,,,,,,,,,,,,
53,PT08M11.00S,2023-10-25T23:51:06.6Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,8,5,2023-10-25T23:51:08Z,530000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT08M03.00S,2023-10-25T23:51:13.7Z,1,REGULAR,3pt,Jump Shot,[],1626157,36.61300919842313,37.5,1610612750,8,5,2023-10-25T23:51:26Z,540000,False,62.0,292.0,1,left,MISS K. Towns 29' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,29.83,Missed,,,,,,,,,,,,,,,,,,
55,PT08M02.00S,2023-10-25T23:51:19.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,8,5,2023-10-25T23:51:19Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,54.0,,,,,,,,,,,,,,,,,
56,PT08M02.00S,2023-10-25T23:51:20.2Z,1,REGULAR,foul,personal,[],203471,,,1610612750,8,5,2023-10-25T23:55:25Z,560000,False,,,0,,D. Schroder loose ball personal FOUL (1 PF),"[203471, 1629638]",1610612761.0,TOR,loose ball,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202035.0,,,,1.0,0.0,Alexander-Walker,1629638.0,,
58,PT07M58.00S,2023-10-25T23:51:41.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,29.77989487516426,73.0392156862745,1610612750,8,8,2023-10-25T23:51:46Z,580000,False,-115.0,227.0,1,left,A. Edwards 25' 3PT pullup (8 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.49,Made,,,,,8.0,,,,,,,,,,,,,
59,PT07M45.00S,2023-10-25T23:51:53.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,68.54467805519053,67.8921568627451,1610612761,8,8,2023-10-25T23:51:58Z,590000,False,89.0,243.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
60,PT07M42.00S,2023-10-25T23:51:56.8Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,8,8,2023-10-25T23:51:58Z,600000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,
61,PT07M35.00S,2023-10-25T23:52:04.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,23.603810775295663,47.30392156862745,1610612750,8,10,2023-10-25T23:52:08Z,610000,False,13.0,169.0,1,left,A. Edwards 16' Jump Shot (10 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,16.99,Made,,,,,10.0,,,,,,,,,,,,,
62,PT07M32.00S,2023-10-25T23:52:11.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,8,10,2023-10-25T23:52:11Z,620000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M10.00S,2023-10-25T23:56:00.4Z,1,REGULAR,3pt,Jump Shot,[],203471,70.12155059132719,28.186274509803923,1610612761,8,10,2023-10-25T23:56:04Z,640000,False,-109.0,228.0,1,right,MISS D. Schroder 25' pullup 3PT,[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
65,PT07M08.00S,2023-10-25T23:56:02.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,8,10,2023-10-25T23:56:04Z,650000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,64.0,3.0,3.0,0.0,,,,,,,,,,,,,,
66,PT07M02.00S,2023-10-25T23:56:08.0Z,1,REGULAR,2pt,Jump Shot,[],1630162,20.18725361366623,25.98039215686275,1610612750,8,10,2023-10-25T23:56:12Z,660000,False,120.0,137.0,1,left,MISS A. Edwards 18' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,18.24,Missed,,,,,,,,,,,,,,,,,,
67,PT06M59.00S,2023-10-25T23:56:11.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,8,10,2023-10-26T00:11:20Z,670000,False,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,66.0,3.0,1.0,2.0,,,,,,,,,,,,,,
68,PT06M56.00S,2023-10-25T23:56:13.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201144,33.065045992115635,46.07843137254902,1610612750,8,10,2023-10-25T23:56:22Z,680000,False,20.0,258.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
69,PT06M50.00S,2023-10-25T23:56:19.5Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,8,10,2023-10-25T23:56:22Z,690000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M45.00S,2023-10-25T23:56:25.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,71.30420499342969,22.058823529411764,1610612761,8,10,2023-10-25T23:56:43Z,700000,False,-140.0,217.0,1,right,MISS O. Anunoby 25' running 3PT,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
71,PT06M42.00S,2023-10-25T23:56:28.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,8,10,2023-10-25T23:56:43Z,710000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,70.0,4.0,4.0,0.0,,,,,,,,,,,,,,
72,PT06M34.00S,2023-10-25T23:56:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.046649145860711,50.98039215686274,1610612750,8,12,2023-10-25T23:56:47Z,720000,False,-5.0,14.0,1,left,R. Gobert cutting Layup (2 PTS) (A. Edwards 1 AST),"[203497, 1630162]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,2.0,A. Edwards,1630162.0,1.0,,,,,,,,,,
74,PT06M34.00S,2023-10-25T23:56:41.5Z,1,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612750,8,12,2023-10-25T23:57:02Z,740000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Gobert 1 FT),"[1627751, 203497]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,,,,1.0,0.0,Gobert,203497.0,,
76,PT06M34.00S,2023-10-25T23:56:55.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612750,8,12,2023-10-25T23:57:00Z,760000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M34.00S,2023-10-25T23:56:55.5Z,1,REGULAR,substitution,in,[],1629018,,,1610612750,8,12,2023-10-25T23:57:00Z,770000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M34.00S,2023-10-25T23:57:18.5Z,1,REGULAR,freethrow,1 of 1,[],203497,,,1610612750,8,13,2023-10-25T23:57:18Z,780000,False,,,0,,R. Gobert Free Throw 1 of 1 (3 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
79,PT06M18.00S,2023-10-25T23:57:36.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,67.09921156373193,55.392156862745104,1610612761,11,13,2023-10-25T23:57:41Z,790000,False,27.0,257.0,1,right,O. Anunoby 25' 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[1628384, 1629018]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,25.82,Made,,,,,3.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,
81,PT05M55.00S,2023-10-25T23:57:59.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.258212877792378,49.26470588235294,1610612750,11,15,2023-10-25T23:58:03Z,810000,False,4.0,6.0,1,left,R. Gobert DUNK (5 PTS) (K. Towns 1 AST),"[203497, 1626157]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,5.0,K. Towns,1626157.0,1.0,,,,,,,,,,
83,PT05M39.00S,2023-10-25T23:58:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.9862023653088,54.41176470588235,1610612761,11,15,2023-10-25T23:58:19Z,830000,False,22.0,13.0,1,right,MISS D. Schroder driving Layup - blocked,"[203471, 201144]",1610612761.0,TOR,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,Conley,201144.0
102,PT05M39.00S,2023-10-25T23:58:15.3Z,1,REGULAR,block,,[],201144,,,1610612761,11,15,2023-10-25T23:59:57Z,835000,False,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
