actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-21T00:40:41.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-21T00:40:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-21T00:40:43.0Z,1,REGULAR,jumpball,recovered,[],1627750,,,1610612743,0,0,2023-12-21T00:40:43Z,40000,False,,,0,,Jump Ball N. Jokic vs. J. Poeltl: Tip to J. Murray,"[1627750, 203999, 1627751]",1610612743.0,DEN,startperiod,J. Murray,1627750.0,Murray,J. Murray,Jokic,203999.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-12-21T00:40:55.3Z,1,REGULAR,2pt,Jump Shot,[],1629008,10.463206307490145,80.14705882352942,1610612743,0,0,2023-12-21T00:41:36Z,70000,False,-151.0,46.0,1,left,MISS M. Porter Jr. 15' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,15.75,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-12-21T00:40:59.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,0,2023-12-21T00:41:00Z,80000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-12-21T00:41:08.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,89.30683311432325,41.66666666666667,1610612761,2,0,2023-12-21T00:41:14Z,90000,False,-42.0,48.0,1,right,S. Barnes 6' turnaround Hook (2 PTS) (D. Schroder 1 AST),"[1630567, 203471]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,,,,,2.0,D. Schroder,203471.0,1.0,,,,,,,,,,
11,PT11M17.00S,2023-12-21T00:41:22.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,33.327858081471746,50.245098039215684,1610612743,2,0,2023-12-21T00:42:14Z,110000,False,-1.0,261.0,1,left,MISS J. Murray 26' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2023-12-21T00:41:26.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,2,0,2023-12-21T00:41:28Z,120000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M10.00S,2023-12-21T00:41:33.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627783,87.33574244415243,47.794117647058826,1610612761,4,0,2023-12-21T00:42:36Z,130000,False,-11.0,67.0,1,right,P. Siakam 6' running pullup Jump Shot (2 PTS),[1627783],1610612761.0,TOR,running pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,,,,,2.0,,,,,,,,,,,,,
14,PT11M10.00S,2023-12-21T00:41:37.8Z,1,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612761,4,0,2023-12-21T00:41:50Z,140000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Siakam 1 FT),"[1627750, 1627783]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1148.0,1.0,0.0,Siakam,1627783.0,,,,,
16,PT11M10.00S,2023-12-21T00:42:02.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627783,,,1610612761,5,0,2023-12-21T00:42:02Z,160000,False,,,0,,P. Siakam Free Throw 1 of 1 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
17,PT10M57.00S,2023-12-21T00:42:18.7Z,1,REGULAR,3pt,Jump Shot,[],1627750,33.98488830486202,45.34313725490196,1610612743,5,3,2023-12-21T00:42:23Z,170000,False,23.0,267.0,1,left,J. Murray 26' 3PT  (3 PTS) (K. Caldwell-Pope 1 AST),"[1627750, 203484]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.8,Made,,,,,3.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,
19,PT10M36.00S,2023-12-21T00:42:39.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,68.41327201051249,28.431372549019606,1610612761,5,3,2023-12-21T00:42:44Z,190000,False,-108.0,244.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2023-12-21T00:42:41.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,5,3,2023-12-21T00:42:44Z,200000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,19.0,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2023-12-21T00:43:10.4Z,1,REGULAR,3pt,Jump Shot,[],203999,33.196452036793694,50.245098039215684,1610612743,5,3,2023-12-21T00:43:15Z,220000,False,-1.0,260.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
23,PT10M15.00S,2023-12-21T00:43:14.4Z,1,REGULAR,rebound,defensive,[],203471,,,1610612761,5,3,2023-12-21T00:43:15Z,230000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M06.00S,2023-12-21T00:43:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.57621550591328,40.68627450980392,1610612761,5,3,2023-12-21T00:43:30Z,240000,False,-47.0,92.0,1,right,MISS P. Siakam 10' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,10.36,Missed,,,,,,,,,,,,,,,,,,
25,PT10M01.00S,2023-12-21T00:43:28.5Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,5,3,2023-12-21T00:43:28Z,250000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT09M59.00S,2023-12-21T00:43:30.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,94.1688567674113,3.431372549019608,1610612761,5,3,2023-12-21T00:43:35Z,260000,False,-233.0,2.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
