actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-25T23:40:28.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-25T23:40:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-25T23:40:30.2Z,1,REGULAR,jumpball,recovered,[],1629018,,,1610612761,0,0,2024-03-25T23:40:30Z,40000,False,,,0,,Jump Ball K. Olynyk vs. N. Claxton: Tip to G. Trent Jr.,"[1629018, 203482, 1629651]",1610612761.0,TOR,startperiod,G. Trent Jr.,1629018.0,Trent Jr.,G. Trent Jr.,Olynyk,203482.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-25T23:40:47.3Z,1,REGULAR,3pt,Jump Shot,[],1631241,67.49342969776609,28.676470588235293,1610612761,0,0,2024-03-25T23:40:53Z,70000,False,-107.0,253.0,1,right,MISS J. Freeman-Liberty 27' 3PT,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Above the Break 3,24+ Left Center,27.46,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2024-03-25T23:40:52.3Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,0,0,2024-03-25T23:40:53Z,80000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M11.00S,2024-03-25T23:41:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627827,12.171484888304862,42.40196078431372,1610612751,0,2,2024-03-26T00:34:57Z,90000,False,38.0,62.0,1,left,D. Finney-Smith 7' driving floating Jump Shot (2 PTS) (D. Schroder 1 AST),"[1627827, 203471]",1610612751.0,BKN,driving floating,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,7.26,Made,,,,,2.0,D. Schroder,203471.0,1.0,,,,,,,,,,
11,PT11M00.00S,2024-03-25T23:41:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,69.85873850197109,70.09803921568627,1610612761,0,2,2024-03-25T23:45:58Z,110000,False,100.0,231.0,1,right,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2024-03-25T23:41:28.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,2,2024-03-25T23:41:31Z,120000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M48.00S,2024-03-25T23:41:38.9Z,1,REGULAR,3pt,Jump Shot,[],1628969,22.28975032851511,89.95098039215686,1610612751,0,2,2024-03-25T23:41:43Z,130000,False,-200.0,157.0,1,left,MISS M. Bridges 25' 3PT,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2024-03-25T23:41:41.9Z,1,REGULAR,rebound,defensive,[],203482,,,1610612761,0,2,2024-03-25T23:41:43Z,140000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M31.00S,2024-03-25T23:41:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,94.30026281208936,52.20588235294118,1610612761,0,2,2024-03-25T23:46:44Z,150000,False,11.0,1.0,1,right,MISS K. Olynyk reverse Layup - blocked,"[203482, 1629651]",1610612761.0,TOR,reverse,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,Claxton,1629651.0,,,,,,,,
