actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
86,PT05M40.00S,2023-11-16T00:57:00.2Z,1,REGULAR,block,,[],1627751,,,1610612749,10,19,2023-11-16T00:57:02Z,850000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M38.00S,2023-11-16T00:57:02.2Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,10,19,2023-11-16T00:57:09Z,860000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT05M33.00S,2023-11-16T00:57:07.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630201,5.338370565045992,94.6078431372549,1610612761,10,19,2023-11-16T00:57:22Z,870000,False,-223.0,-2.0,1,left,MISS M. Flynn running 3PT,[1630201],1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
89,PT05M28.00S,2023-11-16T00:57:12.1Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,10,19,2023-11-16T00:57:22Z,880000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,88.0,2.0,2.0,0.0,,,,,,,,,,,,,,
90,PT05M17.00S,2023-11-16T00:57:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,94.43166885676742,47.549019607843135,1610612749,10,21,2023-11-16T00:57:28Z,890000,False,-12.0,0.0,1,right,B. Portis cutting finger roll Layup (2 PTS) (D. Lillard 3 AST),"[1626171, 203081]",1610612749.0,MIL,cutting finger roll,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,,,,2.0,D. Lillard,203081.0,3.0,,
92,PT05M02.00S,2023-11-16T00:57:37.5Z,1,REGULAR,3pt,Jump Shot,[],1628449,22.683968462549277,89.95098039215686,1610612761,10,21,2023-11-16T00:57:41Z,910000,False,-200.0,161.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
93,PT05M00.00S,2023-11-16T00:57:39.5Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,10,21,2023-11-16T00:57:41Z,920000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,92.0,2.0,2.0,0.0,,,,,,,,,,,,,,
94,PT04M49.00S,2023-11-16T00:57:51.4Z,1,REGULAR,2pt,Jump Shot,[],1626171,87.07293035479631,20.588235294117645,1610612749,10,21,2023-11-16T00:57:56Z,930000,False,-147.0,69.0,1,right,MISS B. Portis 16' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,16.25,Missed,,,,,,,,,,,,,,,,,,
95,PT04M46.00S,2023-11-16T00:57:54.4Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,10,21,2023-11-16T00:57:56Z,940000,False,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Left,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,,,
96,PT04M37.00S,2023-11-16T00:58:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,6.258212877792378,47.794117647058826,1610612761,12,21,2023-11-16T00:58:08Z,950000,False,11.0,6.0,1,left,C. Boucher cutting Layup (2 PTS) (P. Siakam 3 AST),"[1628449, 1627783]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,,,,,,,,,2.0,P. Siakam,1627783.0,3.0,,
98,PT04M20.00S,2023-11-16T00:58:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.1688567674113,50.245098039215684,1610612749,12,23,2023-11-16T02:35:18Z,970000,False,1.0,2.0,1,right,D. Lillard driving finger roll Layup (10 PTS),[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,,,10.0,,,,,
99,PT04M20.00S,2023-11-16T00:58:25.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,12,23,2023-11-16T00:58:25Z,980000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M20.00S,2023-11-16T00:58:32.6Z,1,REGULAR,substitution,out,[],1627736,,,1610612761,12,23,2023-11-16T00:59:47Z,990000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M20.00S,2023-11-16T00:58:32.6Z,1,REGULAR,substitution,out,[],201572,,,1610612761,12,23,2023-11-16T00:59:47Z,1000000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M20.00S,2023-11-16T00:58:32.6Z,1,REGULAR,substitution,in,[],1630699,,,1610612761,12,23,2023-11-16T00:59:47Z,1010000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M20.00S,2023-11-16T00:58:32.6Z,1,REGULAR,substitution,in,[],203648,,,1610612761,12,23,2023-11-16T00:59:47Z,1020000,False,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M00.00S,2023-11-16T01:00:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,14.14257555847569,54.166666666666664,1610612761,12,23,2023-11-16T01:00:30Z,1030000,False,-21.0,80.0,1,left,MISS D. Schroder 8' pullup Shot,[203471],1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,8.3,Missed,,,,,,,,,,,,,,,,,,
105,PT03M56.00S,2023-11-16T01:00:27.5Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,12,23,2023-11-16T01:00:30Z,1040000,False,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,104.0,3.0,2.0,1.0,,,,,,,,,,,,,,
106,PT03M55.00S,2023-11-16T01:00:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.863994743758213,47.05882352941176,1610612761,12,23,2023-11-16T01:00:33Z,1050000,False,15.0,3.0,1,left,MISS C. Boucher Layup - blocked,"[1628449, 1626171]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,Portis,1626171.0
107,PT03M55.00S,2023-11-16T01:00:27.7Z,1,REGULAR,block,,[],1626171,,,1610612761,12,23,2023-11-16T01:00:30Z,1060000,False,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT03M52.00S,2023-11-16T01:00:30.7Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,12,23,2023-11-16T01:00:33Z,1070000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,106.0,2.0,2.0,0.0,,,,,,,,,,,,,,
109,PT03M51.00S,2023-11-16T01:00:31.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203648,93.77463863337714,50.0,1610612749,12,25,2023-11-16T01:00:37Z,1080000,False,0.0,6.0,1,right,T. Antetokounmpo running Layup (2 PTS) (D. Lillard 4 AST),"[203648, 203081]",1610612749.0,MIL,running,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,,,,,,,2.0,D. Lillard,203081.0,4.0,,
111,PT03M41.00S,2023-11-16T01:00:41.9Z,1,REGULAR,3pt,Jump Shot,[],1630201,22.026938239159,89.95098039215686,1610612761,12,25,2023-11-16T01:00:48Z,1100000,False,-200.0,155.0,1,left,MISS M. Flynn 25' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
112,PT03M37.00S,2023-11-16T01:00:45.4Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,12,25,2023-11-16T01:00:45Z,1110000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,111.0,2.0,0.0,2.0,,,,,,,,,,,,,,
113,PT03M36.00S,2023-11-16T01:00:47.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203471,23.866622864651774,11.76470588235294,1610612761,12,25,2023-11-16T01:00:51Z,1120000,False,191.0,172.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
114,PT03M32.00S,2023-11-16T01:00:49.9Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,12,25,2023-11-16T01:00:49Z,1130000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,,,
115,PT03M16.00S,2023-11-16T01:01:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203648,93.9060446780552,51.9607843137255,1610612749,12,25,2023-11-16T01:01:10Z,1140000,False,10.0,5.0,1,right,MISS T. Antetokounmpo cutting finger roll Layup,[203648],1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,,,,,,
116,PT03M14.00S,2023-11-16T01:01:08.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,12,25,2023-11-16T01:01:10Z,1150000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,115.0,3.0,1.0,2.0,,,,,,,,,,,,,,
117,PT03M10.00S,2023-11-16T01:01:12.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,9.674770039421814,38.23529411764706,1610612761,14,25,2023-11-16T01:01:21Z,1160000,False,59.0,38.0,1,left,P. Siakam 7' running Layup (4 PTS) (D. Schroder 2 AST),"[1627783, 203471]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,,,,,,,,,4.0,D. Schroder,203471.0,2.0,,
119,PT02M56.00S,2023-11-16T01:01:29.0Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612749,14,25,2023-11-16T01:01:34Z,1180000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Lillard 2 FT),"[1627783, 203081]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,,,1.0,0.0,Lillard,203081.0,,,,,,
121,PT02M56.00S,2023-11-16T01:01:57.5Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,14,26,2023-11-16T01:01:57Z,1200000,False,,,0,,D. Lillard Free Throw 1 of 2 (11 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,11.0,,,,,
122,PT02M56.00S,2023-11-16T01:01:58.2Z,1,REGULAR,substitution,out,[],203471,,,1610612749,14,26,2023-11-16T01:02:05Z,1210000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M56.00S,2023-11-16T01:01:58.2Z,1,REGULAR,substitution,out,[],1627751,,,1610612749,14,26,2023-11-16T01:02:05Z,1220000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M56.00S,2023-11-16T01:01:58.2Z,1,REGULAR,substitution,in,[],1630173,,,1610612749,14,26,2023-11-16T01:02:05Z,1230000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M56.00S,2023-11-16T01:01:58.2Z,1,REGULAR,substitution,in,[],1630567,,,1610612749,14,26,2023-11-16T01:02:05Z,1240000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M56.00S,2023-11-16T01:02:23.5Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,14,27,2023-11-16T01:02:23Z,1250000,False,,,0,,D. Lillard Free Throw 2 of 2 (12 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,12.0,,,,,
127,PT02M35.00S,2023-11-16T01:02:48.0Z,1,REGULAR,2pt,Jump Shot,[],1630201,4.418528252299605,72.79411764705883,1610612761,16,27,2023-11-16T01:02:52Z,1260000,False,-114.0,-11.0,1,left,M. Flynn 11' pullup Jump Shot (2 PTS) (S. Barnes 1 AST),"[1630201, 1630567]",1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Mid-Range,8-16 Left,11.45,Made,,,,,,,,,,,,,2.0,S. Barnes,1630567.0,1.0,,
129,PT02M20.00S,2023-11-16T01:03:04.9Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612749,16,27,2023-11-16T01:03:12Z,1280000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Lillard 2 FT),"[1628449, 203081]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,1.0,0.0,Lillard,203081.0,,,,,,
131,PT02M20.00S,2023-11-16T01:03:36.9Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,16,28,2023-11-16T01:03:36Z,1300000,False,,,0,,D. Lillard Free Throw 1 of 2 (13 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,13.0,,,,,
132,PT02M20.00S,2023-11-16T01:03:54.7Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,16,29,2023-11-16T01:03:54Z,1310000,False,,,0,,D. Lillard Free Throw 2 of 2 (14 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
133,PT02M06.00S,2023-11-16T01:04:09.1Z,1,REGULAR,2pt,Jump Shot,[],1627783,11.908672798948752,27.205882352941174,1610612761,16,29,2023-11-16T01:04:14Z,1320000,False,114.0,59.0,1,left,MISS P. Siakam 12' driving floating bank Shot,[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,12.85,Missed,,,,,,,,,,,,,,,,,,
134,PT02M04.00S,2023-11-16T01:04:11.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,16,29,2023-11-16T01:04:14Z,1330000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT02M03.00S,2023-11-16T01:04:20.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612749,16,29,2023-11-16T01:04:28Z,1350000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M03.00S,2023-11-16T01:04:20.5Z,1,REGULAR,substitution,in,[],203490,,,1610612749,16,29,2023-11-16T01:04:28Z,1360000,False,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M57.00S,2023-11-16T01:04:43.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,91.80354796320631,3.6764705882352944,1610612749,16,32,2023-11-16T01:04:47Z,1370000,False,-232.0,25.0,1,right,B. Portis 3PT  (5 PTS) (D. Lillard 5 AST),"[1626171, 203081]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,23.29,Made,,,,,,,,,,,,,5.0,D. Lillard,203081.0,5.0,,
140,PT01M42.00S,2023-11-16T01:04:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,11.777266754270697,50.49019607843137,1610612761,18,32,2023-11-16T01:05:03Z,1390000,False,-2.0,58.0,1,left,S. Barnes driving floating Jump Shot (5 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,,,,,,,,,5.0,,,,,
141,PT01M30.00S,2023-11-16T01:05:10.2Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,18,32,2023-11-16T01:05:13Z,1400000,False,,,0,,D. Lillard bad pass TURNOVER (3 TO),"[203081, 1630567]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,3.0,Barnes,1630567.0,,,,,,,,,,
142,PT01M30.00S,2023-11-16T01:05:10.2Z,1,REGULAR,steal,,[],1630567,,,1610612761,18,32,2023-11-16T01:05:12Z,1410000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
143,PT01M25.00S,2023-11-16T01:05:15.3Z,1,REGULAR,turnover,lost ball,[],1628449,,,1610612761,18,32,2023-11-16T01:05:18Z,1420000,False,,,0,,C. Boucher lost ball TURNOVER (1 TO),"[1628449, 1630699]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Center,,,,,,,,1.0,Beauchamp,1630699.0,,,,,,,,,,
144,PT01M25.00S,2023-11-16T01:05:15.3Z,1,REGULAR,steal,,[],1630699,,,1610612749,18,32,2023-11-16T01:05:17Z,1430000,False,,,0,,M. Beauchamp STEAL (1 STL),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
145,PT01M21.00S,2023-11-16T01:05:19.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630699,94.1688567674113,50.0,1610612749,18,34,2023-11-16T01:05:25Z,1440000,False,0.0,2.0,1,right,M. Beauchamp running Layup (2 PTS),[1630699],1610612749.0,MIL,running,,,Beauchamp,M. Beauchamp,,,,,Restricted Area,0-8 Center,0.23,Made,,,,,,,,,,,,,2.0,,,,,
146,PT01M00.00S,2023-11-16T01:05:40.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,7.440867279894875,43.38235294117647,1610612761,20,34,2023-11-16T01:05:44Z,1450000,False,33.0,17.0,1,left,S. Barnes driving Hook (7 PTS) (M. Flynn 1 AST),"[1630567, 1630201]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,,,,,,,7.0,M. Flynn,1630201.0,1.0,,
148,PT00M50.60S,2023-11-16T01:05:53.9Z,1,REGULAR,foul,offensive,[],1626192,,,1610612749,20,34,2023-11-16T01:06:03Z,1470000,False,,,0,,P. Connaughton offensive FOUL (1 PF),"[1626192, 1630567]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,,,,204058.0,,,,1.0,0.0,Barnes,1630567.0,,,,,,
150,PT00M50.60S,2023-11-16T01:05:53.9Z,1,REGULAR,turnover,offensive foul,[],1626192,,,1610612749,20,34,2023-11-16T01:05:53Z,1490000,False,,,0,,P. Connaughton offensive foul TURNOVER (1 TO),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Left Center,,,,,,,204058.0,1.0,,,,,,,,,,,,
151,PT00M50.60S,2023-11-16T01:06:15.6Z,1,REGULAR,substitution,out,[],203081,,,1610612761,20,34,2023-11-16T01:06:20Z,1500000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M50.60S,2023-11-16T01:06:15.6Z,1,REGULAR,substitution,in,[],1626166,,,1610612761,20,34,2023-11-16T01:06:20Z,1510000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M41.00S,2023-11-16T01:06:36.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,15.850854139290407,38.72549019607843,1610612761,20,34,2023-11-16T01:06:43Z,1520000,False,56.0,96.0,1,left,MISS S. Barnes 11' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,11.18,Missed,,,,,,,,,,,,,,,,,,
154,PT00M39.50S,2023-11-16T01:06:38.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,20,34,2023-11-16T01:06:43Z,1530000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,153.0,,,,,,,,,,,,,,,,,
156,PT00M27.90S,2023-11-16T01:06:58.2Z,1,REGULAR,3pt,Jump Shot,[],1626166,77.4802890932983,89.95098039215686,1610612749,20,34,2023-11-16T01:07:02Z,1550000,False,200.0,159.0,1,right,MISS C. Payne 25' 3PT,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
157,PT00M25.50S,2023-11-16T01:07:00.7Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,20,34,2023-11-16T01:07:00Z,1560000,False,,,0,,B. Portis REBOUND (Off:1 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,,
158,PT00M16.40S,2023-11-16T01:07:09.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626166,80.76544021024968,76.9607843137255,1610612749,20,36,2023-11-16T01:07:21Z,1570000,False,135.0,128.0,1,right,C. Payne 18' step back Jump Shot (2 PTS),[1626166],1610612749.0,MIL,step back,,,Payne,C. Payne,,,,,Mid-Range,16-24 Right Center,18.61,Made,,,,,,,,,,,,,2.0,,,,,
160,PT00M06.60S,2023-11-16T01:07:32.4Z,1,REGULAR,foul,personal,[],203648,,,1610612761,20,36,2023-11-16T01:07:43Z,1590000,False,,,0,,T. Antetokounmpo personal FOUL (1 PF),"[203648, 1630567]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,1628480.0,,,,1.0,0.0,Barnes,1630567.0,,,,,,
162,PT00M00.10S,2023-11-16T01:07:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,15.325229960578188,39.950980392156865,1610612761,20,36,2023-11-16T01:07:59Z,1610000,False,50.0,92.0,1,left,MISS P. Achiuwa 10' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,10.45,Missed,,,,,,,,,,,,,,,,,,
163,PT00M00.10S,2023-11-16T01:07:51.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,20,36,2023-11-16T01:07:59Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,162.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2023-11-16T01:07:54.3Z,1,REGULAR,foul,technical,['1freethrow'],203648,,,1610612761,20,36,2023-11-16T04:23:41Z,1627500,False,,,0,,T. Antetokounmpo flopping technical FOUL (1 Tech),[203648],1610612749.0,MIL,flopping,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,1.0,1.0,,,,,,,,
167,PT00M00.00S,2023-11-16T01:07:54.8Z,1,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,21,36,2023-11-16T01:11:05Z,1628750,False,,,0,,S. Barnes technical Free Throw 1 of 1 (8 PTS),[1630567],1610612761.0,TOR,technical,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
164,PT00M00.00S,2023-11-16T01:07:55.4Z,1,REGULAR,period,end,[],0,,,1610612761,21,36,2023-11-16T01:07:55Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-11-16T01:11:08.8Z,2,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,21,36,2023-11-16T01:11:22Z,1640000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-11-16T01:11:08.8Z,2,REGULAR,substitution,out,['startperiod'],1626192,,,1610612761,21,36,2023-11-16T01:11:22Z,1650000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-11-16T01:11:08.8Z,2,REGULAR,substitution,out,['startperiod'],203648,,,1610612761,21,36,2023-11-16T01:11:22Z,1660000,False,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
