actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-27T00:40:52.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-27T00:40:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-27T00:40:54.6Z,1,REGULAR,jumpball,recovered,[],201152,,,1610612761,0,0,2024-01-27T00:40:54Z,40000,False,,,0,,Jump Ball S. Barnes vs. M. Plumlee: Tip to T. Young,"[201152, 1630567, 203486]",1610612761.0,TOR,startperiod,T. Young,201152.0,Young,T. Young,Barnes,1630567.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-01-27T00:41:09.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201152,11.908672798948752,53.67647058823529,1610612761,2,0,2024-01-27T00:41:14Z,70000,False,-18.0,59.0,1,left,T. Young 6' Hook (2 PTS) (G. Trent Jr. 1 AST),"[201152, 1629018]",1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,2.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,,,
9,PT11M13.00S,2024-01-27T00:41:37.5Z,1,REGULAR,2pt,Jump Shot,[],201935,75.77201051248358,56.127450980392155,1610612746,2,0,2024-01-27T00:41:42Z,90000,False,31.0,175.0,1,right,MISS J. Harden 17' step back Shot,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,17.79,Missed,,,,,,,,,,,,,,,,,,
10,PT11M11.00S,2024-01-27T00:41:40.7Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612761,2,0,2024-01-27T00:41:40Z,100000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M01.00S,2024-01-27T00:41:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,12.697109067017081,50.73529411764706,1610612761,4,0,2024-01-27T00:41:59Z,110000,False,-4.0,67.0,1,left,R. Barrett 6' driving floating Jump Shot (2 PTS) (T. Young 1 AST),"[1629628, 201152]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.7,Made,2.0,T. Young,201152.0,1.0,,,,,,,,,,,,,,
13,PT10M34.00S,2024-01-27T00:42:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,94.1688567674113,50.49019607843137,1610612746,4,2,2024-01-27T00:42:22Z,130000,False,2.0,2.0,1,right,M. Plumlee reverse Layup (2 PTS) (T. Mann 1 AST),"[203486, 1629611]",1610612746.0,LAC,reverse,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.34,Made,2.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
15,PT10M20.00S,2024-01-27T00:42:31.0Z,1,REGULAR,2pt,Jump Shot,[],1630567,21.369908015768726,32.84313725490196,1610612761,4,2,2024-01-27T00:42:34Z,150000,False,86.0,148.0,1,left,MISS S. Barnes 17' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,17.14,Missed,,,,,,,,,,,,,,,,,,
16,PT10M18.00S,2024-01-27T00:42:33.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,4,2,2024-01-27T00:42:34Z,160000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M10.00S,2024-01-27T00:42:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.82588699080158,49.50980392156863,1610612746,4,4,2024-01-27T00:42:46Z,170000,False,-2.0,-4.0,1,right,J. Harden driving Layup (2 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,0.46,Made,2.0,,,,,,,,,,,,,,,,,
