actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-19T00:40:40.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-19T00:40:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-19T00:40:42.9Z,1,REGULAR,jumpball,recovered,[],203471,,,1610612761,0,0,2023-12-19T00:40:42Z,40000,False,,,0,,Jump Ball J. Poeltl vs. N. Richards: Tip to D. Schroder,"[203471, 1627751, 1630208]",1610612761.0,TOR,startperiod,D. Schroder,203471.0,Schroder,D. Schroder,Poeltl,1627751.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-12-19T00:40:54.1Z,1,REGULAR,turnover,out-of-bounds,[],203471,,,1610612761,0,0,2023-12-19T00:41:01Z,70000,False,,,0,,D. Schroder bad pass out-of-bounds TURNOVER (1 TO),[203471],1610612761.0,TOR,bad pass,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,1179.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M27.00S,2023-12-19T00:41:20.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641706,85.89027595269383,75.0,1610612766,0,2,2023-12-19T00:41:25Z,80000,False,125.0,80.0,1,right,B. Miller 14' pullup Jump Shot (2 PTS) (B. McGowens 1 AST),"[1641706, 1631121]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,,,14.85,Made,2.0,B. McGowens,1631121.0,1.0,,,,,,,,,,,,
10,PT11M08.00S,2023-12-19T00:41:39.2Z,1,REGULAR,turnover,bad pass,[],1627751,,,1610612761,0,2,2023-12-19T00:41:44Z,100000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 1626179]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left Center,,1.0,,,,,,,Rozier,1626179.0,,,,,,,,,,
11,PT11M08.00S,2023-12-19T00:41:39.2Z,1,REGULAR,steal,,[],1626179,,,1610612766,0,2,2023-12-19T00:41:41Z,110000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
12,PT10M51.00S,2023-12-19T00:41:56.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,77.61169513797634,8.823529411764707,1610612766,0,5,2023-12-19T00:53:57Z,120000,False,-206.0,158.0,1,right,T. Rozier 25' 3PT step back (3 PTS) (P. Washington 1 AST),"[1626179, 1629023]",1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,25.95,Made,3.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,
14,PT10M23.00S,2023-12-19T00:42:23.8Z,1,REGULAR,3pt,Jump Shot,[],1630567,28.203022339027594,21.07843137254902,1610612761,3,5,2023-12-19T00:42:28Z,140000,False,145.0,213.0,1,left,S. Barnes 25' 3PT  (3 PTS) (P. Siakam 1 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,25.71,Made,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,
16,PT10M04.00S,2023-12-19T00:42:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,82.9993429697766,40.68627450980392,1610612766,3,5,2023-12-19T00:42:51Z,160000,False,-47.0,107.0,1,right,MISS P. Washington 11' driving floating Shot,[1629023],1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,11.7,Missed,,,,,,,,,,,,,,,,
17,PT10M02.00S,2023-12-19T00:42:46.2Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,3,5,2023-12-19T00:42:51Z,170000,False,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,,,
