actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-18T02:44:04.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-18T02:44:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-18T02:44:06.8Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2025-01-18T02:44:06Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. Z. Edey: Tip to S. Castle,"[1642264, 1641705, 1641744]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Wembanyama,1641705.0,Edey,1641744.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-01-18T02:44:16.6Z,1,REGULAR,3pt,Jump Shot,[],1641705,33.459264126149804,49.754901960784316,1610612759,0,0,2025-01-18T02:44:24Z,70000,False,1.0,262.0,1,left,MISS V. Wembanyama 26' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.2,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-01-18T02:44:21.6Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,0,0,2025-01-18T02:44:24Z,80000,False,,,0,,Z. Edey REBOUND (Off:0 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-01-18T02:44:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,89.17542706964521,48.03921568627451,1610612763,0,2,2025-01-18T02:44:42Z,90000,False,-10.0,49.0,1,right,J. Jackson Jr. driving floating Jump Shot (2 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.03,Made,,,,,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,
11,PT11M13.00S,2025-01-18T02:44:49.3Z,1,REGULAR,2pt,Jump Shot,[],1641705,10.726018396846255,72.05882352941177,1610612759,0,2,2025-01-18T02:44:58Z,110000,False,-110.0,48.0,1,left,MISS V. Wembanyama 12' pullup bank Shot,[1641705],1610612759.0,SAS,pullup bank,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,12.04,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2025-01-18T02:44:51.3Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,0,2,2025-01-18T02:44:58Z,120000,False,,,0,,Z. Edey REBOUND (Off:0 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Left,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M05.00S,2025-01-18T02:45:00.7Z,1,REGULAR,foul,personal,['3freethrow'],203084,,,1610612763,0,2,2025-01-18T02:45:17Z,130000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Kennard 3 FT),"[203084, 1628379]",1610612759.0,SAS,shooting,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2004.0,1.0,0.0,Kennard,1628379.0,,,,,
15,PT11M05.00S,2025-01-18T02:45:26.5Z,1,REGULAR,freethrow,1 of 3,[],1628379,,,1610612763,0,3,2025-01-18T02:45:26Z,150000,False,,,0,,L. Kennard Free Throw 1 of 3 (1 PTS),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
16,PT11M05.00S,2025-01-18T02:45:42.6Z,1,REGULAR,freethrow,2 of 3,[],1628379,,,1610612763,0,4,2025-01-18T02:45:42Z,160000,False,,,0,,L. Kennard Free Throw 2 of 3 (2 PTS),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
17,PT11M05.00S,2025-01-18T02:46:00.1Z,1,REGULAR,freethrow,3 of 3,[],1628379,,,1610612763,0,5,2025-01-18T02:46:00Z,170000,False,,,0,,L. Kennard Free Throw 3 of 3 (3 PTS),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
18,PT10M58.00S,2025-01-18T02:46:06.7Z,1,REGULAR,2pt,Jump Shot,[],1642264,8.229303547963205,22.30392156862745,1610612759,2,5,2025-01-18T02:46:12Z,180000,False,138.0,25.0,1,left,S. Castle 14' pullup Jump Shot (2 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,14.07,Made,,,,,2.0,,,,,,,,,,,,,
19,PT10M42.00S,2025-01-18T02:46:22.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,85.10183968462549,48.529411764705884,1610612763,2,5,2025-01-18T02:46:27Z,190000,False,-7.0,88.0,1,right,MISS J. Jackson Jr. 8' Hook,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.78,Missed,,,,,,,,,,,,,,,,,,
20,PT10M40.00S,2025-01-18T02:46:24.0Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,2,5,2025-01-18T02:49:52Z,200000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
