actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-14T01:10:26.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-14T01:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-14T01:10:28.6Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2024-11-14T01:10:28Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. A. Sarr: Tip to H. Barnes,"[203084, 1641705, 1642259]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-11-14T01:10:39.5Z,1,REGULAR,3pt,Jump Shot,[],1630577,73.40670170827858,18.627450980392158,1610612759,3,0,2024-11-14T01:10:47Z,70000,False,-157.0,197.0,1,right,J. Champagnie 25' 3PT  (3 PTS) (C. Paul 1 AST),"[1630577, 101108]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.22,Made,3.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-11-14T01:10:56.3Z,1,REGULAR,3pt,Jump Shot,[],1642259,26.231931668856767,16.911764705882355,1610612764,3,0,2024-11-14T01:11:01Z,90000,False,165.0,194.0,1,left,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2024-11-14T01:11:00.3Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,3,0,2024-11-14T01:11:01Z,100000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M18.00S,2024-11-14T01:11:07.1Z,1,REGULAR,3pt,Jump Shot,[],1641705,71.04139290407359,76.47058823529412,1610612759,6,0,2024-11-14T01:11:11Z,110000,False,132.0,220.0,1,right,V. Wembanyama 25' 3PT  (3 PTS) (S. Castle 1 AST),"[1641705, 1642264]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.65,Made,3.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
13,PT11M04.00S,2024-11-14T01:11:21.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,10.85742444152431,94.85294117647058,1610612764,6,0,2024-11-14T01:11:28Z,130000,False,-224.0,50.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
14,PT11M01.00S,2024-11-14T01:11:24.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,6,0,2024-11-14T01:11:28Z,140000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M58.00S,2024-11-14T01:11:28.4Z,1,REGULAR,3pt,Jump Shot,[],1641705,64.20827858081472,47.794117647058826,1610612759,9,0,2024-11-14T01:11:38Z,150000,False,-11.0,284.0,1,right,V. Wembanyama 28' 3PT  (6 PTS) (H. Barnes 1 AST),"[1641705, 203084]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,28.41,Made,6.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,
17,PT10M37.00S,2024-11-14T01:11:48.9Z,1,REGULAR,3pt,Jump Shot,[],1629673,32.276609724047304,54.41176470588235,1610612764,9,3,2024-11-14T01:12:18Z,170000,False,-22.0,251.0,1,left,J. Poole 25' 3PT pullup (3 PTS) (C. Carrington 1 AST),"[1629673, 1642267]",1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,25.19,Made,3.0,C. Carrington,1642267.0,1.0,,,,,,,,,,,,,,
19,PT10M17.00S,2024-11-14T01:12:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,93.24901445466492,51.71568627450981,1610612759,11,3,2024-11-14T01:12:23Z,190000,False,9.0,11.0,1,right,S. Castle cutting Layup (2 PTS) (V. Wembanyama 1 AST),"[1642264, 1641705]",1610612759.0,SAS,cutting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.4,Made,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
21,PT10M05.00S,2024-11-14T01:12:20.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,28.597240473061763,20.34313725490196,1610612764,11,3,2024-11-14T01:13:14Z,210000,False,148.0,216.0,1,left,MISS J. Poole 26' step back 3PT,[1629673],1610612764.0,WAS,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
22,PT10M05.00S,2024-11-14T01:12:20.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,11,3,2024-11-14T01:12:33Z,220000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT09M53.00S,2024-11-14T01:12:32.6Z,1,REGULAR,2pt,Jump Shot,[],1641705,94.69448094612353,30.88235294117647,1610612759,13,3,2024-11-14T01:12:40Z,230000,False,-96.0,-3.0,1,right,V. Wembanyama 9' driving floating bank Jump Shot (8 PTS),[1641705],1610612759.0,SAS,driving floating bank,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,9.56,Made,8.0,,,,,,,,,,,,,,,,,
