actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-06T01:10:39.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-06T01:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-12-06T01:10:45.3Z,1,REGULAR,jumpball,recovered,[],1630245,,,1610612741,0,0,2024-12-06T01:10:45Z,40000,False,,,0,,Jump Ball N. Vučević vs. J. Sochan: Tip to A. Dosunmu,"[1630245, 202696, 1631110]",1610612741.0,CHI,startperiod,A. Dosunmu,1630245.0,Dosunmu,A. Dosunmu,Vučević,202696.0,Sochan,1631110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-12-06T01:10:54.9Z,1,REGULAR,3pt,Jump Shot,[],203897,66.83639947437582,62.99019607843137,1610612741,0,3,2024-12-06T01:11:01Z,70000,False,65.0,259.0,1,right,Z. LaVine 26' 3PT pullup (3 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,26.72,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2024-12-06T01:11:10.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,13.485545335085414,54.90196078431373,1610612759,0,3,2024-12-06T01:11:18Z,80000,False,-25.0,74.0,1,left,MISS H. Barnes 7' driving floating Shot,[203084],1610612759.0,SAS,driving floating,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
9,PT11M24.00S,2024-12-06T01:11:13.6Z,1,REGULAR,rebound,offensive,[],203084,,,1610612759,0,3,2024-12-06T01:11:13Z,90000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,8.0,1.0,0.0,1.0,,,,,,,,,,,,,
10,PT11M18.00S,2024-12-06T01:11:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631110,8.229303547963205,50.73529411764706,1610612759,0,3,2024-12-06T01:11:28Z,100000,False,-4.0,25.0,1,left,MISS J. Sochan alley-oop Layup,[1631110],1610612759.0,SAS,alley-oop,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2024-12-06T01:11:28.0Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,0,3,2024-12-06T01:11:28Z,110000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,
12,PT11M11.00S,2024-12-06T01:11:28.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631110,5.590000152587891,50.0,1610612759,0,3,2024-12-06T02:09:58Z,120000,False,0.0,0.0,1,left,MISS J. Sochan tip Layup,[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
13,PT11M11.00S,2024-12-06T01:11:28.0Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,0,3,2024-12-06T01:11:34Z,130000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,
14,PT11M08.00S,2024-12-06T01:11:30.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,67.23061760840999,23.52941176470588,1610612741,0,3,2024-12-06T01:12:26Z,140000,False,-132.0,256.0,1,right,MISS Z. LaVine 28' running pullup 3PT,[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,28.78,Missed,,,,,,,,,,,,,,,,,,
15,PT11M05.00S,2024-12-06T01:11:33.4Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,0,3,2024-12-06T01:11:39Z,150000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M56.00S,2024-12-06T01:11:42.5Z,1,REGULAR,3pt,Jump Shot,[],203084,11.777266754270697,4.901960784313726,1610612759,0,3,2024-12-06T01:11:51Z,160000,False,225.0,58.0,1,left,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2024-12-06T01:11:46.5Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,0,3,2024-12-06T01:11:51Z,170000,False,,,0,,J. Sochan REBOUND (Off:2 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,,,,16.0,2.0,0.0,2.0,,,,,,,,,,,,,
18,PT10M50.00S,2024-12-06T01:11:47.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,30.699737187910642,75.0,1610612759,3,3,2024-12-06T01:11:54Z,180000,False,-125.0,236.0,1,left,J. Champagnie 26' 3PT  (3 PTS) (J. Sochan 1 AST),"[1630577, 1631110]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.71,Made,3.0,,,,,J. Sochan,1631110.0,1.0,,,,,,,,,,
92,PT10M37.00S,2024-12-06T01:12:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641763,93.74178712220763,52.450980392156865,1610612741,3,3,2024-12-06T01:26:28Z,200000,False,12.0,6.0,1,right,MISS J. Phillips driving Layup - blocked,"[1641763, 1642264]",1610612741.0,CHI,driving,,,Phillips,J. Phillips,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,Castle,1642264.0,,,,,,,,
93,PT10M37.00S,2024-12-06T01:12:01.2Z,1,REGULAR,block,,[],1642264,,,1610612741,3,3,2024-12-06T01:26:16Z,205000,False,,,0,,S. Castle BLOCK (1 BLK),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT10M37.00S,2024-12-06T01:12:01.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,3,3,2024-12-06T01:26:28Z,207500,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,92.0,,,,,,,,,,,,,,,,
21,PT10M34.00S,2024-12-06T01:12:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,9.280551905387648,45.83333333333333,1610612759,3,3,2024-12-06T01:25:52Z,210000,False,21.0,35.0,1,left,MISS J. Champagnie reverse Layup - blocked,"[1630577, 1641763]",1610612759.0,SAS,reverse,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,Phillips,1641763.0,,,,,,,,
