actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M49.00S,2025-03-15T00:12:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,16.90210249671485,42.40196078431372,1610612759,3,3,2025-03-15T00:13:25Z,160000,False,38.0,106.0,1,left,MISS S. Castle 11' driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,11.3,Missed,,,,,,,,,,,,,,,,,,
17,PT10M45.00S,2025-03-15T00:12:31.0Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,3,3,2025-03-15T00:13:25Z,170000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,
18,PT10M40.00S,2025-03-15T00:12:35.5Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,3,3,2025-03-15T00:12:43Z,180000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1642264]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Castle,1642264.0,,,,,
19,PT10M40.00S,2025-03-15T00:12:35.5Z,1,REGULAR,steal,,[],1642264,,,1610612759,3,3,2025-03-15T00:12:38Z,190000,False,,,0,,S. Castle STEAL (1 STL),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2025-03-15T00:12:49.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],101108,21.632720105124836,11.27450980392157,1610612759,6,3,2025-03-15T00:12:54Z,200000,False,194.0,151.0,1,left,C. Paul 24' 3PT step back (3 PTS) (B. Biyombo 1 AST),"[101108, 202687]",1610612759.0,SAS,step back,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,24.54,Made,3.0,,,,,,,,,,,,,B. Biyombo,202687.0,1.0,,
22,PT10M19.00S,2025-03-15T00:12:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630182,74.98357424441524,83.82352941176471,1610612766,6,6,2025-03-15T00:15:11Z,220000,False,169.0,183.0,1,right,J. Green 24' 3PT  (3 PTS) (L. Ball 1 AST),"[1630182, 1630163]",1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,24.89,Made,3.0,,,,,,,,,,,,,L. Ball,1630163.0,1.0,,
24,PT10M09.00S,2025-03-15T00:13:08.7Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612759,6,6,2025-03-15T00:13:15Z,240000,False,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612759.0,SAS,bad pass,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Right,,,,2003.0,,,,,,,,,1.0,,,,,,,
25,PT09M53.00S,2025-03-15T00:13:33.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630182,66.96780551905388,33.088235294117645,1610612766,6,9,2025-03-15T00:13:38Z,250000,False,-85.0,258.0,1,right,J. Green 27' 3PT  (6 PTS) (L. Ball 2 AST),"[1630182, 1630163]",1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,27.15,Made,6.0,,,,,,,,,,,,,L. Ball,1630163.0,2.0,,
27,PT09M38.00S,2025-03-15T00:13:48.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,17.95335085413929,39.705882352941174,1610612759,8,9,2025-03-15T00:13:52Z,270000,False,51.0,116.0,1,left,D. Vassell 12' pullup Jump Shot (5 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,12.72,Made,5.0,,,,,,,,,,,,,,,,,
28,PT09M29.00S,2025-03-15T00:13:57.0Z,1,REGULAR,turnover,lost ball,[],1630163,,,1610612766,8,9,2025-03-15T00:14:03Z,280000,False,,,0,,L. Ball lost ball TURNOVER (2 TO),"[1630163, 202687]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2.0,Biyombo,202687.0,,,,,
29,PT09M29.00S,2025-03-15T00:13:57.0Z,1,REGULAR,steal,,[],202687,,,1610612759,8,9,2025-03-15T00:20:11Z,290000,False,,,0,,B. Biyombo STEAL (1 STL),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
30,PT09M26.00S,2025-03-15T00:14:02.5Z,1,REGULAR,foul,personal,[],1630182,,,1610612759,8,9,2025-03-15T00:14:10Z,300000,False,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1642264]",1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,1628171.0,1.0,0.0,Castle,1642264.0,,,,,,,,,,,,
32,PT09M16.00S,2025-03-15T00:14:26.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642264,19.793035479632064,70.83333333333334,1610612759,10,9,2025-03-15T00:14:30Z,320000,False,-104.0,134.0,1,left,S. Castle 16' pullup Jump Shot (2 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left Center,16.94,Made,2.0,,,,,,,,,,,,,,,,,
33,PT09M01.00S,2025-03-15T00:14:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630182,64.99671484888306,46.32352941176471,1610612766,10,12,2025-03-15T00:14:47Z,330000,False,-18.0,277.0,1,right,J. Green 27' 3PT  (9 PTS) (M. Bridges 1 AST),"[1630182, 1628970]",1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,27.71,Made,9.0,,,,,,,,,,,,,M. Bridges,1628970.0,1.0,,
35,PT08M51.00S,2025-03-15T00:14:51.2Z,1,REGULAR,3pt,Jump Shot,[],1630170,30.699737187910642,27.941176470588236,1610612759,10,12,2025-03-15T00:19:01Z,350000,False,110.0,236.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
36,PT08M47.00S,2025-03-15T00:14:55.2Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,10,12,2025-03-15T00:14:56Z,360000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,
37,PT08M42.00S,2025-03-15T00:15:00.5Z,1,REGULAR,3pt,Jump Shot,[],1630163,68.67608409986859,70.09803921568627,1610612766,10,15,2025-03-15T00:15:08Z,370000,False,100.0,242.0,1,right,L. Ball 26' 3PT  (5 PTS) (M. Bridges 2 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.19,Made,5.0,,,,,,,,,,,,,M. Bridges,1628970.0,2.0,,
39,PT08M24.00S,2025-03-15T00:15:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,18.347568988173457,60.78431372549019,1610612759,10,15,2025-03-15T00:15:25Z,390000,False,-54.0,120.0,1,left,MISS S. Castle 13' driving floating Shot,[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,13.15,Missed,,,,,,,,,,,,,,,,,,
40,PT08M20.00S,2025-03-15T00:15:22.2Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,10,15,2025-03-15T00:15:25Z,400000,False,,,0,,M. Williams REBOUND (Off:0 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,39.0,3.0,3.0,0.0,,,,,,,,
41,PT08M15.00S,2025-03-15T00:15:26.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628970,92.06636005256242,45.588235294117645,1610612766,10,17,2025-03-15T00:16:28Z,410000,False,-22.0,22.0,1,right,M. Bridges running finger roll Layup (3 PTS),[1628970],1610612766.0,CHA,running finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.13,Made,3.0,,,,,,,,,,,,,,,,,
42,PT08M15.00S,2025-03-15T00:15:35.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,17,2025-03-15T00:15:35Z,420000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M54.00S,2025-03-15T00:18:51.3Z,1,REGULAR,3pt,Jump Shot,[],1642264,27.151773981603156,17.401960784313726,1610612759,10,17,2025-03-15T00:18:57Z,430000,False,163.0,203.0,1,left,MISS S. Castle 26' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
44,PT07M50.00S,2025-03-15T00:18:55.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,10,17,2025-03-15T00:18:57Z,440000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT07M46.00S,2025-03-15T00:18:58.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629610,94.30026281208936,3.1862745098039214,1610612766,10,17,2025-03-15T00:19:11Z,450000,False,-234.0,1.0,1,right,MISS D. Jeffries running 3PT,[1629610],1610612766.0,CHA,running,,,Jeffries,D. Jeffries,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
46,PT07M42.00S,2025-03-15T00:19:02.9Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,10,17,2025-03-15T00:19:11Z,460000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,
47,PT07M38.00S,2025-03-15T00:19:06.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,5.338370565045992,95.83333333333334,1610612759,13,17,2025-03-15T00:19:18Z,470000,False,-229.0,-2.0,1,left,H. Barnes 3PT running (3 PTS) (C. Paul 1 AST),"[203084, 101108]",1610612759.0,SAS,running,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.92,Made,3.0,,,,,,,,,,,,,C. Paul,101108.0,1.0,,
49,PT07M20.00S,2025-03-15T00:19:25.2Z,1,REGULAR,3pt,Jump Shot,[],1630182,92.72339027595268,4.166666666666666,1610612766,13,20,2025-03-15T00:19:29Z,490000,False,-229.0,16.0,1,right,J. Green 3PT  (12 PTS) (M. Williams 1 AST),"[1630182, 1631109]",1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.98,Made,12.0,,,,,,,,,,,,,M. Williams,1631109.0,1.0,,
51,PT07M01.00S,2025-03-15T00:19:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,15.062417871222076,51.9607843137255,1610612759,15,20,2025-03-15T00:19:54Z,510000,False,-10.0,89.0,1,left,H. Barnes 8' fadeaway Jump Shot (5 PTS),[203084],1610612759.0,SAS,fadeaway,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,8.96,Made,5.0,,,,,,,,,,,,,,,,,
52,PT06M47.00S,2025-03-15T00:19:58.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,92.19776609724047,50.98039215686274,1610612766,15,22,2025-03-15T00:20:02Z,520000,False,5.0,21.0,1,right,M. Williams alley-oop DUNK (2 PTS) (M. Bridges 3 AST),"[1631109, 1628970]",1610612766.0,CHA,alley-oop,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,,,,M. Bridges,1628970.0,3.0,,
54,PT06M35.00S,2025-03-15T00:20:09.5Z,1,REGULAR,3pt,Jump Shot,[],203084,28.07161629434954,18.38235294117647,1610612759,15,22,2025-03-15T00:20:16Z,540000,False,158.0,211.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
55,PT06M34.00S,2025-03-15T00:20:10.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,15,22,2025-03-15T00:20:16Z,550000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,54.0,,,,,,,,,,,
57,PT06M16.00S,2025-03-15T00:20:37.7Z,1,REGULAR,3pt,Jump Shot,[],1629610,68.67608409986859,28.921568627450984,1610612766,15,22,2025-03-15T00:20:42Z,570000,False,-105.0,242.0,1,right,MISS D. Jeffries 26' 3PT,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
58,PT06M12.00S,2025-03-15T00:20:41.7Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,15,22,2025-03-15T00:20:42Z,580000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,
59,PT06M03.00S,2025-03-15T00:20:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,17.0335085413929,51.71568627450981,1610612759,17,22,2025-03-15T01:18:07Z,590000,False,-9.0,108.0,1,left,D. Vassell 10' fadeaway Jump Shot (7 PTS) (B. Biyombo 2 AST),"[1630170, 202687]",1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,10.79,Made,7.0,,,,,,,,,,,,,B. Biyombo,202687.0,2.0,,
61,PT05M47.00S,2025-03-15T00:21:05.9Z,1,REGULAR,3pt,Jump Shot,[],1628970,71.96123521681997,14.705882352941178,1610612766,17,25,2025-03-15T00:21:12Z,610000,False,-176.0,211.0,1,right,M. Bridges 27' 3PT pullup (6 PTS) (M. Williams 2 AST),"[1628970, 1631109]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,27.52,Made,6.0,,,,,,,,,,,,,M. Williams,1631109.0,2.0,,
63,PT05M21.00S,2025-03-15T00:21:37.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612759,17,25,2025-03-15T00:22:46Z,630000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,1628171.0,,,,,,,,,,,,,,,,
64,PT05M21.00S,2025-03-15T00:21:47.8Z,1,REGULAR,substitution,out,[],101108,,,1610612766,17,25,2025-03-15T00:21:59Z,640000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M21.00S,2025-03-15T00:21:47.8Z,1,REGULAR,substitution,out,[],203084,,,1610612766,17,25,2025-03-15T00:21:59Z,650000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M21.00S,2025-03-15T00:21:47.8Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,17,25,2025-03-15T00:21:59Z,660000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M21.00S,2025-03-15T00:21:47.8Z,1,REGULAR,substitution,in,[],1630577,,,1610612766,17,25,2025-03-15T00:21:59Z,670000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M21.00S,2025-03-15T00:21:47.8Z,1,REGULAR,substitution,in,[],1629640,,,1610612766,17,25,2025-03-15T00:21:59Z,680000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M21.00S,2025-03-15T00:21:47.8Z,1,REGULAR,substitution,in,[],1630585,,,1610612766,17,25,2025-03-15T00:21:59Z,690000,False,,,0,,SUB in: M. Garrett,[1630585],1610612766.0,CHA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M01.00S,2025-03-15T00:22:29.7Z,1,REGULAR,turnover,3-second-violation,[],1631109,,,1610612766,17,25,2025-03-15T00:22:54Z,700000,False,,,0,,M. Williams 3-second-violation TURNOVER (1 TO),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,1628171.0,,,,,,,,,1.0,,,,,,,
71,PT05M01.00S,2025-03-15T00:22:37.3Z,1,REGULAR,substitution,out,[],1629610,,,1610612759,17,25,2025-03-15T00:22:41Z,710000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M01.00S,2025-03-15T00:22:37.3Z,1,REGULAR,substitution,in,[],1641733,,,1610612759,17,25,2025-03-15T00:22:41Z,720000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT04M39.00S,2025-03-15T00:23:04.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,29.6484888304862,24.754901960784316,1610612759,20,25,2025-03-15T00:23:11Z,730000,False,126.0,226.0,1,left,D. Vassell 25' 3PT pullup (10 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.9,Made,10.0,,,,,,,,,,,,,,,,,
74,PT04M16.00S,2025-03-15T00:23:27.1Z,1,REGULAR,3pt,Jump Shot,[],1628970,79.188567674113,93.13725490196079,1610612766,20,25,2025-03-15T00:26:50Z,740000,False,216.0,143.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
75,PT04M13.00S,2025-03-15T00:23:30.1Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,20,25,2025-03-15T00:23:32Z,750000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,
76,PT04M10.00S,2025-03-15T00:23:34.0Z,1,REGULAR,turnover,bad pass,[],1630577,,,1610612759,20,25,2025-03-15T00:23:39Z,760000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630577, 1630182]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Green,1630182.0,,,,,
77,PT04M10.00S,2025-03-15T00:23:34.0Z,1,REGULAR,steal,,[],1630182,,,1610612766,20,25,2025-03-15T00:23:37Z,770000,False,,,0,,J. Green STEAL (1 STL),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
78,PT04M04.00S,2025-03-15T00:23:46.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,20,25,2025-03-15T00:23:46Z,780000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M04.00S,2025-03-15T00:26:21.5Z,1,REGULAR,substitution,out,[],202687,,,1610612766,20,25,2025-03-15T00:26:40Z,790000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M04.00S,2025-03-15T00:26:21.5Z,1,REGULAR,substitution,out,[],1631109,,,1610612766,20,25,2025-03-15T00:26:40Z,800000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M04.00S,2025-03-15T00:26:21.5Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,20,25,2025-03-15T00:26:40Z,810000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M04.00S,2025-03-15T00:26:21.5Z,1,REGULAR,substitution,in,[],1631110,,,1610612766,20,25,2025-03-15T00:26:40Z,820000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M04.00S,2025-03-15T00:26:21.5Z,1,REGULAR,substitution,in,[],203994,,,1610612766,20,25,2025-03-15T00:26:40Z,830000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M04.00S,2025-03-15T00:26:21.5Z,1,REGULAR,substitution,in,[],203552,,,1610612766,20,25,2025-03-15T00:26:40Z,840000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M54.00S,2025-03-15T00:26:53.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203994,87.99277266754271,49.26470588235294,1610612766,20,27,2025-03-15T00:27:37Z,850000,False,-4.0,60.0,1,right,J. Nurkić 6' driving floating Jump Shot (2 PTS) (M. Bridges 4 AST),"[203994, 1628970]",1610612766.0,CHA,driving floating,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,6.05,Made,2.0,,,,,,,,,,,,,M. Bridges,1628970.0,4.0,,
