actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-24T01:40:35.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-24T01:40:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-11-24T01:40:37.5Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2024-11-24T01:40:37Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. T. Jackson-Davis: Tip to H. Barnes,"[203084, 1641705, 1631218]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Jackson-Davis,1631218.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-11-24T01:40:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.652431011826544,51.71568627450981,1610612759,2,0,2024-11-24T01:41:39Z,70000,False,-9.0,10.0,1,left,H. Barnes cutting Layup (2 PTS) (V. Wembanyama 1 AST),"[203084, 1641705]",1610612759.0,SAS,cutting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2024-11-24T01:41:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630322,92.9862023653088,50.98039215686274,1610612744,2,2,2024-11-24T01:41:22Z,90000,False,5.0,13.0,1,right,L. Waters III driving Layup (2 PTS),[1630322],1610612744.0,GSW,driving,,,Waters III,L. Waters III,,,,,Restricted Area,0-8 Center,1.43,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M10.00S,2024-11-24T01:41:26.6Z,1,REGULAR,3pt,Jump Shot,[],1641705,35.56176084099869,51.71568627450981,1610612759,2,2,2024-11-24T01:42:09Z,100000,False,-9.0,282.0,1,left,MISS V. Wembanyama 28' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,28.19,Missed,,,,,,,,,,,,,,,,,,
11,PT11M08.00S,2024-11-24T01:41:28.6Z,1,REGULAR,rebound,defensive,[],1630322,,,1610612744,2,2,2024-11-24T01:42:09Z,110000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M54.00S,2024-11-24T01:41:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.77463863337714,50.49019607843137,1610612744,2,4,2024-11-24T01:41:46Z,120000,False,2.0,6.0,1,right,A. Wiggins cutting Layup (2 PTS) (T. Jackson-Davis 1 AST),"[203952, 1631218]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.65,Made,2.0,T. Jackson-Davis,1631218.0,1.0,,,,,,,,,,,,,,
14,PT10M40.00S,2024-11-24T01:41:54.5Z,1,REGULAR,3pt,Jump Shot,[],1642264,22.026938239159,87.99019607843137,1610612759,2,4,2024-11-24T01:42:00Z,140000,False,-190.0,155.0,1,left,MISS S. Castle 24' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,24.5,Missed,,,,,,,,,,,,,,,,,,
15,PT10M38.00S,2024-11-24T01:41:56.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,2,4,2024-11-24T01:42:00Z,150000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,14.0,,,,,,,,,,,,,
17,PT10M20.00S,2024-11-24T01:42:21.5Z,1,REGULAR,3pt,Jump Shot,[],1630322,73.80091984231275,82.59803921568627,1610612744,2,4,2024-11-24T01:42:26Z,170000,False,163.0,194.0,1,right,MISS L. Waters III 25' 3PT,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
