actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-09T22:10:26.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-09T22:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-09T22:10:28.7Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2024-11-09T22:10:28Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. W. Kessler: Tip to H. Barnes,"[203084, 1641705, 1631117]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-11-09T22:10:38.3Z,1,REGULAR,3pt,Jump Shot,[],101108,32.670827858081466,41.66666666666667,1610612759,0,0,2024-11-09T22:10:46Z,70000,False,42.0,255.0,1,left,MISS C. Paul 25' 3PT,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-11-09T22:10:44.3Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,0,0,2024-11-09T22:10:46Z,80000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-11-09T22:11:03.7Z,1,REGULAR,2pt,Jump Shot,[],1631117,76.5604467805519,59.80392156862745,1610612762,0,0,2024-11-09T22:12:05Z,90000,False,49.0,168.0,1,right,MISS W. Kessler 17' Jump Shot - blocked,"[1631117, 1641705]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Center,17.48,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
10,PT11M21.00S,2024-11-09T22:11:03.7Z,1,REGULAR,block,,[],1641705,,,1610612762,0,0,2024-11-09T22:11:07Z,100000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M18.00S,2024-11-09T22:11:06.7Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,0,0,2024-11-09T22:11:12Z,110000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M16.00S,2024-11-09T22:11:09.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,27.020367936925098,19.607843137254903,1610612759,0,0,2024-11-09T22:16:35Z,120000,False,152.0,201.0,1,left,MISS J. Champagnie 25' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2024-11-09T22:11:09.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2024-11-09T22:11:26Z,130000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M07.00S,2024-11-09T22:11:18.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631117,91.27792378449409,44.85294117647059,1610612762,0,2,2024-11-09T22:11:33Z,140000,False,-26.0,29.0,1,right,W. Kessler turnaround Hook (2 PTS) (C. Sexton 1 AST),"[1631117, 1629012]",1610612762.0,UTA,turnaround,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.91,Made,,,,,,,2.0,C. Sexton,1629012.0,1.0,,,,,,,,
16,PT10M45.00S,2024-11-09T22:11:41.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,11.777266754270697,50.98039215686274,1610612759,0,2,2024-11-09T22:12:23Z,160000,False,-5.0,58.0,1,left,MISS V. Wembanyama driving floating Shot - blocked,"[1641705, 1631117]",1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,Kessler,1631117.0,,,,,,,,,,,,
17,PT10M45.00S,2024-11-09T22:11:41.9Z,1,REGULAR,block,,[],1631117,,,1610612759,0,2,2024-11-09T22:11:47Z,170000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M45.00S,2024-11-09T22:11:41.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,0,2,2024-11-09T22:15:36Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,16.0,,,,,,,,,,,,,,,,,
18,PT10M45.00S,2024-11-09T22:12:13.4Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612759,0,2,2024-11-09T22:14:25Z,190000,False,,,0,,Jump Ball V. Wembanyama vs. W. Kessler: Tip to C. Paul,"[101108, 1641705, 1631117]",1610612759.0,SAS,heldball,C. Paul,101108.0,Paul,C. Paul,Wembanyama,1641705.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
22,PT10M41.00S,2024-11-09T22:12:16.1Z,1,REGULAR,turnover,out-of-bounds,[],1630577,,,1610612759,0,2,2024-11-09T22:12:35Z,220000,False,,,0,,J. Champagnie step out-of-bounds TURNOVER (1 TO),[1630577],1610612759.0,SAS,step,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1199.0,1.0,,,,,,
23,PT10M30.00S,2024-11-09T22:12:49.5Z,1,REGULAR,foul,personal,[],1642264,,,1610612762,0,2,2024-11-09T22:13:03Z,230000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1628374]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1199.0,,1.0,0.0,Markkanen,1628374.0,,
25,PT10M24.00S,2024-11-09T22:13:10.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,67.88764783180025,26.715686274509803,1610612762,0,5,2024-11-09T22:13:16Z,250000,False,-116.0,249.0,1,right,L. Markkanen 27' 3PT  (3 PTS) (I. Collier 1 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,27.52,Made,,,,,,,3.0,I. Collier,1642268.0,1.0,,,,,,,,
27,PT10M14.00S,2024-11-09T22:13:21.2Z,1,REGULAR,3pt,Jump Shot,[],1641705,29.911300919842315,72.05882352941177,1610612759,3,5,2024-11-09T22:13:26Z,270000,False,-110.0,229.0,1,left,V. Wembanyama 25' 3PT  (3 PTS) (H. Barnes 1 AST),"[1641705, 203084]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,25.39,Made,,,,,,,3.0,H. Barnes,203084.0,1.0,,,,,,,,
29,PT09M57.00S,2024-11-09T22:13:41.2Z,1,REGULAR,turnover,traveling,[],1642262,,,1610612762,3,5,2024-11-09T22:13:55Z,290000,False,,,0,,C. Williams traveling TURNOVER (1 TO),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1626301.0,1.0,,,,,,
30,PT09M47.00S,2024-11-09T22:13:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642264,5.995400788436268,52.94117647058824,1610612759,3,5,2024-11-09T22:14:11Z,300000,False,-15.0,4.0,1,left,MISS S. Castle driving Layup,[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
31,PT09M44.00S,2024-11-09T22:14:01.6Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,5,2024-11-09T22:14:11Z,310000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M41.00S,2024-11-09T22:14:04.0Z,1,REGULAR,turnover,offensive goaltending,[],1631117,,,1610612762,3,5,2024-11-09T22:14:25Z,320000,False,,,0,,W. Kessler offensive goaltending TURNOVER (1 TO),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,,,,,,
33,PT09M31.00S,2024-11-09T22:14:32.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642264,29.517082785808146,73.52941176470588,1610612759,6,5,2024-11-09T22:14:40Z,330000,False,-118.0,225.0,1,left,S. Castle 25' 3PT pullup (3 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,25.39,Made,,,,,,,3.0,,,,,,,,,,,
34,PT09M14.00S,2024-11-09T22:14:47.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,87.33574244415243,45.83333333333333,1610612762,6,5,2024-11-09T22:18:46Z,340000,False,-21.0,67.0,1,right,MISS C. Sexton 6' driving floating Shot,[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,,,,,
35,PT09M12.00S,2024-11-09T22:14:49.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,6,5,2024-11-09T22:14:54Z,350000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M06.00S,2024-11-09T22:14:55.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,33.590670170827856,61.274509803921575,1610612759,6,5,2024-11-09T22:19:40Z,360000,False,-56.0,263.0,1,left,MISS V. Wembanyama 26' running 3PT,[1641705],1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,26.93,Missed,,,,,,,,,,,,,,,,,,
37,PT09M03.00S,2024-11-09T22:14:59.0Z,1,REGULAR,rebound,offensive,[],203084,,,1610612759,6,5,2024-11-09T22:14:59Z,370000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,
38,PT09M01.00S,2024-11-09T22:15:01.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,32.40801576872536,51.470588235294116,1610612759,6,5,2024-11-09T22:15:22Z,380000,False,-7.0,252.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
39,PT08M58.00S,2024-11-09T22:15:04.1Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,6,5,2024-11-09T22:26:54Z,390000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT08M42.00S,2024-11-09T22:15:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,90.48948751642575,55.14705882352941,1610612762,6,5,2024-11-09T23:16:49Z,410000,False,26.0,37.0,1,right,MISS C. Sexton driving floating bank Shot,[1629012],1610612762.0,UTA,driving floating bank,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,,,,,,,,,,,,,,,,,
42,PT08M39.00S,2024-11-09T22:15:35.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,6,5,2024-11-09T22:15:41Z,420000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,,
43,PT08M33.00S,2024-11-09T22:15:41.1Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,6,5,2024-11-09T22:15:52Z,430000,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 1642262]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,,,,,Williams,1642262.0
44,PT08M33.00S,2024-11-09T22:15:41.1Z,1,REGULAR,steal,,[],1642262,,,1610612762,6,5,2024-11-09T22:15:45Z,440000,False,,,0,,C. Williams STEAL (1 STL),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M31.00S,2024-11-09T22:15:48.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629012,92.85479632063075,47.30392156862745,1610612762,6,7,2024-11-10T00:21:07Z,450000,False,-13.0,15.0,1,right,C. Sexton running finger roll Layup (2 PTS) (C. Williams 1 AST),"[1629012, 1642262]",1610612762.0,UTA,running finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.0,Made,,,,,,,2.0,C. Williams,1642262.0,1.0,,,,,,,,
47,PT08M16.00S,2024-11-09T22:15:57.2Z,1,REGULAR,3pt,Jump Shot,[],1642264,30.699737187910642,74.01960784313727,1610612759,9,7,2024-11-09T22:16:09Z,470000,False,-120.0,236.0,1,left,S. Castle 26' 3PT  (6 PTS) (C. Paul 1 AST),"[1642264, 101108]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,26.49,Made,,,,,,,6.0,C. Paul,101108.0,1.0,,,,,,,,
49,PT07M59.00S,2024-11-09T22:16:14.6Z,1,REGULAR,3pt,Jump Shot,[],1642268,78.40013140604468,8.333333333333332,1610612762,9,7,2024-11-09T22:16:22Z,490000,False,-208.0,151.0,1,right,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,25.7,Missed,,,,,,,,,,,,,,,,,,
50,PT07M56.00S,2024-11-09T22:16:17.6Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,9,7,2024-11-09T22:16:22Z,500000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
