actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
51,PT07M53.00S,2024-11-09T22:16:20.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629012,91.80354796320631,94.6078431372549,1610612762,9,7,2024-11-09T22:16:28Z,510000,False,223.0,25.0,1,right,MISS C. Sexton 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
52,PT07M49.00S,2024-11-09T22:16:24.7Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,9,7,2024-11-09T22:16:28Z,520000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M43.00S,2024-11-09T22:16:30.9Z,1,REGULAR,3pt,Jump Shot,[],1642264,32.53942181340342,72.30392156862744,1610612759,12,7,2024-11-09T22:16:36Z,530000,False,-112.0,253.0,1,left,S. Castle 27' 3PT  (9 PTS) (J. Champagnie 1 AST),"[1642264, 1630577]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,27.68,Made,,,,,,,9.0,J. Champagnie,1630577.0,1.0,,,,,,,,
55,PT07M20.00S,2024-11-09T22:16:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,85.3646517739816,52.450980392156865,1610612762,12,7,2024-11-09T22:17:05Z,550000,False,12.0,85.0,1,right,MISS C. Sexton 8' floating Shot - blocked,"[1629012, 1641705]",1610612762.0,UTA,floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,8.6,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
56,PT07M20.00S,2024-11-09T22:16:53.7Z,1,REGULAR,block,,[],1641705,,,1610612762,12,7,2024-11-09T22:16:56Z,560000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M17.00S,2024-11-09T22:16:56.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,12,7,2024-11-09T22:17:05Z,570000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,,,
58,PT07M16.00S,2024-11-09T22:16:58.2Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,12,7,2024-11-09T22:17:12Z,580000,False,,,0,,V. Wembanyama lost ball TURNOVER (2 TO),"[1641705, 1628374]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2.0,,,,,Markkanen,1628374.0
59,PT07M16.00S,2024-11-09T22:16:58.2Z,1,REGULAR,steal,,[],1628374,,,1610612762,12,7,2024-11-09T22:35:12Z,590000,False,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M14.00S,2024-11-09T22:17:01.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629012,92.9862023653088,48.03921568627451,1610612762,12,9,2024-11-09T22:23:40Z,600000,False,-10.0,13.0,1,right,C. Sexton running finger roll Layup (4 PTS) (L. Markkanen 1 AST),"[1629012, 1628374]",1610612762.0,UTA,running finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,4.0,L. Markkanen,1628374.0,1.0,,,,,,,,
62,PT07M14.00S,2024-11-09T22:17:07.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,12,9,2024-11-09T22:17:07Z,620000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M14.00S,2024-11-09T22:19:21.8Z,1,REGULAR,substitution,out,[],1628374,,,1610612759,12,9,2024-11-09T22:19:46Z,630000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M14.00S,2024-11-09T22:19:21.8Z,1,REGULAR,substitution,out,[],1642262,,,1610612759,12,9,2024-11-09T22:19:46Z,640000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2024-11-09T22:19:21.8Z,1,REGULAR,substitution,out,[],1642268,,,1610612759,12,9,2024-11-09T22:19:46Z,650000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M14.00S,2024-11-09T22:19:21.8Z,1,REGULAR,substitution,in,[],201988,,,1610612759,12,9,2024-11-09T22:19:46Z,660000,False,,,0,,SUB in: P. Mills,[201988],1610612762.0,UTA,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT07M14.00S,2024-11-09T22:19:21.8Z,1,REGULAR,substitution,in,[],1628381,,,1610612759,12,9,2024-11-09T22:19:46Z,670000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M14.00S,2024-11-09T22:19:21.8Z,1,REGULAR,substitution,in,[],1630548,,,1610612759,12,9,2024-11-09T22:19:46Z,680000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M58.00S,2024-11-09T22:20:17.7Z,1,REGULAR,turnover,bad pass,[],203084,,,1610612759,12,9,2024-11-09T22:20:22Z,690000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1628381]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,,,,,Collins,1628381.0
70,PT06M58.00S,2024-11-09T22:20:17.7Z,1,REGULAR,steal,,[],1628381,,,1610612762,12,9,2024-11-09T22:20:19Z,700000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M49.00S,2024-11-09T22:20:26.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,67.36202365308804,61.029411764705884,1610612762,12,9,2024-11-09T22:20:31Z,710000,False,55.0,254.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
72,PT06M47.00S,2024-11-09T22:20:28.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,12,9,2024-11-09T22:20:31Z,720000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,71.0,4.0,4.0,0.0,,,,,,,,,,,,,,
73,PT06M31.00S,2024-11-09T22:20:45.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,6.652431011826544,97.05882352941177,1610612759,12,9,2024-11-09T22:20:56Z,730000,False,-235.0,10.0,1,left,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
74,PT06M23.00S,2024-11-09T22:20:53.0Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,12,9,2024-11-09T22:20:56Z,740000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,73.0,5.0,4.0,1.0,,,,,,,,,,,,,,
75,PT06M23.00S,2024-11-09T22:20:53.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203084,5.995400788436268,4.6568627450980395,1610612759,15,9,2024-11-09T22:21:01Z,750000,False,227.0,4.0,1,left,H. Barnes 3PT  (3 PTS) (C. Paul 2 AST),"[203084, 101108]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.67,Made,,,,,,,3.0,C. Paul,101108.0,2.0,,,,,,,,
77,PT06M10.00S,2024-11-09T22:21:08.5Z,1,REGULAR,foul,personal,[],203084,,,1610612762,15,9,2024-11-09T22:21:40Z,770000,False,,,0,,H. Barnes personal FOUL (1 PF),"[203084, 1628381]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,203591.0,,1.0,0.0,Collins,1628381.0,,
79,PT06M10.00S,2024-11-09T22:21:14.9Z,1,REGULAR,substitution,out,[],1641705,,,1610612762,15,9,2024-11-09T22:21:23Z,790000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M10.00S,2024-11-09T22:21:14.9Z,1,REGULAR,substitution,out,[],1631117,,,1610612762,15,9,2024-11-09T22:21:23Z,800000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M10.00S,2024-11-09T22:21:14.9Z,1,REGULAR,substitution,in,[],1628380,,,1610612762,15,9,2024-11-09T22:21:23Z,810000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M10.00S,2024-11-09T22:21:14.9Z,1,REGULAR,substitution,in,[],1642271,,,1610612762,15,9,2024-11-09T22:21:23Z,820000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M10.00S,2024-11-09T22:21:14.9Z,1,REGULAR,substitution,out,[],101108,,,1610612762,15,9,2024-11-09T22:22:18Z,825000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M10.00S,2024-11-09T22:21:14.9Z,1,REGULAR,substitution,in,[],1629640,,,1610612762,15,9,2024-11-09T22:22:18Z,827500,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
