actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
46,PT07M10.00S,2024-12-22T01:50:13.7Z,1,REGULAR,3pt,Jump Shot,[],1641705,28.597240473061763,22.794117647058822,1610612759,7,7,2024-12-22T01:50:26Z,460000,False,136.0,216.0,1,left,MISS V. Wembanyama 25' step back bank 3PT,[1641705],1610612759.0,SAS,step back bank,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,25.55,Missed,,,,,,,,,,,,,
47,PT07M03.00S,2024-12-22T01:50:20.7Z,1,REGULAR,rebound,defensive,[],1641739,,,1610612757,7,7,2024-12-22T01:50:26Z,470000,False,,,0,,T. Camara REBOUND (Off:0 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,
48,PT06M52.00S,2024-12-22T01:50:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,91.67214191852825,46.81372549019608,1610612757,7,7,2024-12-22T01:50:41Z,480000,False,-16.0,26.0,1,right,MISS T. Camara cutting Layup,[1641739],1610612757.0,POR,cutting,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,3.03,Missed,,,,,,,,,,,,,
49,PT06M52.00S,2024-12-22T01:50:31.2Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,7,7,2024-12-22T01:51:26Z,490000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,48.0,1.0,1.0,0.0,,,,,
50,PT06M46.00S,2024-12-22T01:50:37.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631110,7.046649145860711,48.28431372549019,1610612759,9,7,2024-12-22T01:50:55Z,500000,False,9.0,14.0,1,left,J. Sochan running alley-oop DUNK (2 PTS) (C. Paul 2 AST),"[1631110, 101108]",1610612759.0,SAS,running alley-oop,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,1.62,Made,2.0,C. Paul,101108.0,2.0,,,,,,,,,
52,PT06M34.00S,2024-12-22T01:50:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,89.96386333771353,59.068627450980394,1610612757,9,7,2024-12-22T01:51:20Z,520000,False,45.0,42.0,1,right,MISS A. Simons 6' driving floating Shot - blocked,"[1629014, 1641705]",1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.16,Missed,,,,,,,,,,,,Wembanyama,1641705.0
53,PT06M34.00S,2024-12-22T01:50:52.4Z,1,REGULAR,block,,[],1641705,,,1610612757,9,7,2024-12-22T01:50:56Z,530000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT06M34.00S,2024-12-22T01:50:52.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,9,7,2024-12-22T01:51:20Z,540000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,52.0,,,,,,,,
56,PT06M34.00S,2024-12-22T01:51:00.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,9,7,2024-12-22T01:51:07Z,560000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M34.00S,2024-12-22T01:51:00.4Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,9,7,2024-12-22T01:51:07Z,570000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M34.00S,2024-12-22T01:51:00.4Z,1,REGULAR,substitution,in,[],1630166,,,1610612757,9,7,2024-12-22T01:51:07Z,580000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M34.00S,2024-12-22T01:51:00.4Z,1,REGULAR,substitution,in,[],1630703,,,1610612757,9,7,2024-12-22T01:51:07Z,590000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M27.00S,2024-12-22T01:51:31.0Z,1,REGULAR,foul,personal,[],1630170,,,1610612757,9,7,2024-12-22T01:51:39Z,610000,False,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 1630703]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,2004.0,1.0,0.0,Henderson,1630703.0,,,,,,,,,,,,,,,
63,PT06M21.00S,2024-12-22T01:51:55.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630703,79.45137976346912,66.17647058823529,1610612757,9,7,2024-12-22T01:52:02Z,630000,False,81.0,141.0,1,right,MISS S. Henderson 16' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,,,,,,16.23,Missed,,,,,,,,,,,,,
64,PT06M17.00S,2024-12-22T01:51:59.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,9,7,2024-12-22T01:52:02Z,640000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,,,
65,PT06M06.00S,2024-12-22T01:52:09.3Z,1,REGULAR,3pt,Jump Shot,[],203084,22.158344283837057,88.72549019607843,1610612759,12,7,2024-12-22T01:52:15Z,650000,False,-194.0,156.0,1,left,H. Barnes 24' 3PT  (5 PTS) (C. Paul 3 AST),"[203084, 101108]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,24.85,Made,5.0,C. Paul,101108.0,3.0,,,,,,,,,
67,PT05M49.00S,2024-12-22T01:52:27.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,92.59198423127464,46.568627450980394,1610612757,12,9,2024-12-22T01:52:33Z,670000,False,-17.0,17.0,1,right,D. Ayton alley-oop DUNK (2 PTS) (J. Grant 1 AST),"[1629028, 203924]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,2.43,Made,2.0,J. Grant,203924.0,1.0,,,,,,,,,
69,PT05M37.00S,2024-12-22T01:52:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,6.389618922470433,57.84313725490197,1610612759,12,9,2024-12-22T01:52:54Z,690000,False,-39.0,8.0,1,left,MISS V. Wembanyama driving floating Shot,[1641705],1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,3.99,Missed,,,,,,,,,,,,,
70,PT05M34.00S,2024-12-22T01:52:41.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,12,9,2024-12-22T01:52:54Z,700000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,
71,PT05M26.00S,2024-12-22T01:52:49.0Z,1,REGULAR,3pt,Jump Shot,[],1629028,68.28186596583443,30.637254901960787,1610612757,12,9,2024-12-22T01:53:01Z,710000,False,-97.0,246.0,1,right,MISS D. Ayton 26' 3PT,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,26.41,Missed,,,,,,,,,,,,,
72,PT05M24.00S,2024-12-22T01:52:52.6Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,12,9,2024-12-22T01:52:52Z,720000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,71.0,3.0,2.0,1.0,,,,,
73,PT05M22.00S,2024-12-22T01:52:54.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,66.04796320630749,56.372549019607845,1610612757,12,9,2024-12-22T01:53:10Z,730000,False,32.0,267.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,26.85,Missed,,,,,,,,,,,,,
74,PT05M18.00S,2024-12-22T01:52:58.0Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,12,9,2024-12-22T01:53:10Z,740000,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,73.0,2.0,2.0,0.0,,,,,
75,PT05M08.00S,2024-12-22T01:53:07.7Z,1,REGULAR,3pt,Jump Shot,[],203084,7.835085413929041,94.85294117647058,1610612759,15,9,2024-12-22T01:53:13Z,750000,False,-224.0,21.0,1,left,H. Barnes 3PT  (8 PTS) (C. Paul 4 AST),"[203084, 101108]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,,,22.53,Made,8.0,C. Paul,101108.0,4.0,,,,,,,,,
77,PT04M50.00S,2024-12-22T01:53:25.5Z,1,REGULAR,3pt,Jump Shot,[],1641739,93.38042049934296,94.6078431372549,1610612757,15,9,2024-12-22T01:53:33Z,770000,False,223.0,10.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,,,22.32,Missed,,,,,,,,,,,,,
78,PT04M49.00S,2024-12-22T01:53:26.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,15,9,2024-12-22T01:53:33Z,780000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,77.0,,,,,,,,
79,PT04M49.00S,2024-12-22T01:53:32.6Z,1,REGULAR,foul,personal,[],1629028,,,1610612759,15,9,2024-12-22T01:53:48Z,790000,False,,,0,,D. Ayton loose ball personal FOUL (1 PF),"[1629028, 1641705]",1610612757.0,POR,loose ball,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,202053.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
81,PT04M49.00S,2024-12-22T01:53:42.2Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,15,9,2024-12-22T01:53:49Z,810000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M49.00S,2024-12-22T01:53:42.2Z,1,REGULAR,substitution,out,[],101108,,,1610612759,15,9,2024-12-22T01:53:49Z,820000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M49.00S,2024-12-22T01:53:42.2Z,1,REGULAR,substitution,in,[],1629646,,,1610612759,15,9,2024-12-22T01:53:49Z,830000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2024-12-22T01:53:42.2Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,15,9,2024-12-22T01:53:49Z,840000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M41.00S,2024-12-22T01:53:59.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629646,15.850854139290407,48.529411764705884,1610612759,15,9,2024-12-22T01:56:19Z,850000,False,7.0,96.0,1,left,MISS C. Bassey 9' floating Shot,[1629646],1610612759.0,SAS,floating,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.68,Missed,,,,,,,,,,,,,
