actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT10M26.00S,2025-04-13T19:45:13.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,27.283180026281208,80.14705882352942,1610612759,5,5,2025-04-13T19:45:19Z,210000,False,-151.0,204.0,1,left,J. Champagnie 25' 3PT  (3 PTS) (S. Castle 1 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.36,S. Castle,1642264.0,1.0,,,,,,,,,
23,PT10M16.00S,2025-04-13T19:45:23.5Z,1,REGULAR,3pt,Jump Shot,[],1642347,66.83639947437582,68.13725490196079,1610612761,5,5,2025-04-13T19:45:32Z,230000,False,91.0,259.0,1,right,MISS J. Shead 27' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.46,,,,,,,,,,,,
24,PT10M13.00S,2025-04-13T19:45:26.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,5,5,2025-04-13T19:45:32Z,240000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
25,PT10M04.00S,2025-04-13T19:45:38.0Z,1,REGULAR,foul,personal,['2freethrow'],1642367,,,1610612759,5,5,2025-04-13T19:45:57Z,250000,False,,,0,,J. Mogbo shooting personal FOUL (2 PF) (Castle 2 FT),"[1642367, 1642264]",1610612761.0,TOR,shooting,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,202026.0,2.0,0.0,Castle,1642264.0,,,,,,,,,,,,,,,
27,PT10M04.00S,2025-04-13T19:46:08.9Z,1,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,6,5,2025-04-13T19:46:08Z,270000,False,,,0,,S. Castle Free Throw 1 of 2 (1 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
28,PT10M04.00S,2025-04-13T19:46:25.2Z,1,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,7,5,2025-04-13T19:46:25Z,280000,False,,,0,,S. Castle Free Throw 2 of 2 (2 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
29,PT09M49.00S,2025-04-13T19:46:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,92.72339027595268,50.98039215686274,1610612761,7,5,2025-04-13T19:52:21Z,290000,False,5.0,16.0,1,right,MISS J. Shead cutting Layup,[1642347],1610612761.0,TOR,cutting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.66,,,,,,,,,,,,
30,PT09M45.00S,2025-04-13T19:46:45.0Z,1,REGULAR,rebound,offensive,[],1642347,,,1610612761,7,5,2025-04-13T19:46:45Z,300000,False,,,0,,J. Shead REBOUND (Off:1 Def:0),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,29.0,1.0,0.0,1.0,,,,,
31,PT09M45.00S,2025-04-13T19:46:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642347,94.40999984741211,50.0,1610612761,7,5,2025-04-13T19:46:45Z,310000,False,0.0,0.0,1,right,MISS J. Shead tip Layup,[1642347],1610612761.0,TOR,tip,,,Shead,J. Shead,,,,,Mid-Range,8-16 Left,,,,,,Missed,,0.0,,,,,,,,,,,,
32,PT09M44.00S,2025-04-13T19:46:46.3Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,7,5,2025-04-13T19:46:46Z,320000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,
33,PT09M22.00S,2025-04-13T19:47:08.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,6.521024967148489,38.48039215686275,1610612759,7,5,2025-04-13T19:47:12Z,330000,False,58.0,9.0,1,left,MISS B. Biyombo Hook,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.83,,,,,,,,,,,,
34,PT09M19.00S,2025-04-13T19:47:10.7Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,7,5,2025-04-13T19:47:10Z,340000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:1),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,
35,PT09M12.00S,2025-04-13T19:47:18.2Z,1,REGULAR,3pt,Jump Shot,[],1642419,87.99277266754271,94.36274509803921,1610612761,7,8,2025-04-13T19:47:23Z,350000,False,222.0,60.0,1,right,J. Battle 3PT  (6 PTS) (J. Mogbo 2 AST),"[1642419, 1642367]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,Right Corner 3,24+ Right,,,,,,Made,6.0,22.99,J. Mogbo,1642367.0,2.0,,,,,,,,,
38,PT08M58.00S,2025-04-13T19:47:35.9Z,1,REGULAR,substitution,out,[],1642367,,,1610612759,7,8,2025-04-13T19:47:42Z,380000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M58.00S,2025-04-13T19:47:35.9Z,1,REGULAR,substitution,in,[],1630658,,,1610612759,7,8,2025-04-13T19:47:42Z,390000,False,,,0,,SUB in: C. Castleton,[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M55.00S,2025-04-13T19:47:54.7Z,1,REGULAR,2pt,Jump Shot,[],1630577,5.075558475689881,84.06862745098039,1610612759,9,8,2025-04-13T19:47:59Z,400000,False,-170.0,-5.0,1,left,J. Champagnie 17' Jump Shot (5 PTS) (C. Paul 1 AST),"[1630577, 101108]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left,,,,,,Made,5.0,17.04,C. Paul,101108.0,1.0,,,,,,,,,
42,PT08M46.00S,2025-04-13T19:48:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,93.51182654402102,50.73529411764706,1610612761,9,10,2025-04-13T19:48:10Z,420000,False,4.0,8.0,1,right,J. Shead driving Layup (2 PTS),[1642347],1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.93,,,,,,,,,,,,
43,PT08M31.00S,2025-04-13T19:48:18.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,10.85742444152431,50.49019607843137,1610612759,9,10,2025-04-13T19:48:24Z,430000,False,-2.0,50.0,1,left,MISS B. Biyombo turnaround Hook,[202687],1610612759.0,SAS,turnaround,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.97,,,,,,,,,,,,
44,PT08M25.00S,2025-04-13T19:48:24.7Z,1,REGULAR,rebound,defensive,[],1630658,,,1610612761,9,10,2025-04-13T19:48:24Z,440000,False,,,0,,C. Castleton REBOUND (Off:0 Def:1),[1630658],1610612761.0,TOR,,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,
45,PT08M23.00S,2025-04-13T19:48:26.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630658,93.24901445466492,50.0,1610612761,9,12,2025-04-13T19:48:49Z,450000,False,0.0,11.0,1,right,C. Castleton cutting DUNK (2 PTS) (J. Shead 1 AST),"[1630658, 1642347]",1610612761.0,TOR,cutting,,,Castleton,C. Castleton,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.1,J. Shead,1642347.0,1.0,,,,,,,,,
47,PT08M05.00S,2025-04-13T19:48:44.0Z,1,REGULAR,3pt,Jump Shot,[],203084,9.806176084099869,96.32352941176471,1610612759,12,12,2025-04-13T19:48:48Z,470000,False,-232.0,40.0,1,left,H. Barnes 3PT  (5 PTS) (S. Castle 2 AST),"[203084, 1642264]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,23.5,S. Castle,1642264.0,2.0,,,,,,,,,
49,PT07M50.00S,2025-04-13T19:48:59.5Z,1,REGULAR,3pt,Jump Shot,[],1642419,85.62746386333771,4.411764705882353,1610612761,12,12,2025-04-13T19:49:06Z,490000,False,-228.0,83.0,1,right,MISS J. Battle 24' 3PT,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Left Corner 3,24+ Left,,,,,,Missed,,24.24,,,,,,,,,,,,
50,PT07M48.00S,2025-04-13T19:49:01.5Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,12,12,2025-04-13T19:49:06Z,500000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,
51,PT07M42.00S,2025-04-13T19:49:08.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642264,18.610381077529567,38.970588235294116,1610612759,12,12,2025-04-13T19:49:35Z,510000,False,55.0,122.0,1,left,MISS S. Castle 13' running pullup Shot,[1642264],1610612759.0,SAS,running pullup,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,13.42,,,,,,,,,,,,
52,PT07M39.00S,2025-04-13T19:49:11.2Z,1,REGULAR,rebound,defensive,[],1642419,,,1610612761,12,12,2025-04-13T19:49:35Z,520000,False,,,0,,J. Battle REBOUND (Off:0 Def:2),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,,
53,PT07M33.00S,2025-04-13T19:49:16.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.85479632063075,51.225490196078425,1610612761,12,14,2025-04-13T19:49:25Z,530000,False,6.0,15.0,1,right,S. Barnes driving Layup (4 PTS) (J. Shead 2 AST),"[1630567, 1642347]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,1.59,J. Shead,1642347.0,2.0,,,,,,,,,
55,PT07M26.00S,2025-04-13T19:49:23.7Z,1,REGULAR,3pt,Jump Shot,[],203084,10.988830486202366,3.9215686274509802,1610612759,15,14,2025-04-13T19:50:17Z,550000,False,230.0,51.0,1,left,H. Barnes 3PT pullup (8 PTS) (C. Paul 2 AST),"[203084, 101108]",1610612759.0,SAS,pullup,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,Made,8.0,23.59,C. Paul,101108.0,2.0,,,,,,,,,
57,PT07M24.00S,2025-04-13T19:49:29.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,15,14,2025-04-13T19:49:29Z,570000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M08.00S,2025-04-13T19:52:42.0Z,1,REGULAR,2pt,Jump Shot,[],1630567,73.66951379763469,52.450980392156865,1610612761,15,14,2025-04-13T19:52:47Z,580000,False,12.0,195.0,1,right,MISS S. Barnes 19' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,Missed,,19.54,,,,,,,,,,,,
59,PT07M05.00S,2025-04-13T19:52:45.0Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,15,14,2025-04-13T19:52:47Z,590000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,
60,PT06M49.00S,2025-04-13T19:53:00.9Z,1,REGULAR,3pt,Jump Shot,[],101108,28.465834428383708,22.794117647058822,1610612759,15,14,2025-04-13T19:53:20Z,600000,False,136.0,215.0,1,left,MISS C. Paul 25' pullup 3PT,[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.45,,,,,,,,,,,,
61,PT06M46.00S,2025-04-13T19:53:03.9Z,1,REGULAR,rebound,defensive,[],1642347,,,1610612761,15,14,2025-04-13T19:53:05Z,610000,False,,,0,,J. Shead REBOUND (Off:1 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,60.0,2.0,1.0,1.0,,,,,
62,PT06M41.00S,2025-04-13T19:53:09.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,92.72339027595268,46.568627450980394,1610612761,15,14,2025-04-13T19:53:17Z,620000,False,-17.0,16.0,1,right,MISS S. Barnes cutting finger roll Layup,[1630567],1610612761.0,TOR,cutting finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.34,,,,,,,,,,,,
63,PT06M39.00S,2025-04-13T19:53:11.2Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,15,14,2025-04-13T19:53:17Z,630000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,
64,PT06M36.00S,2025-04-13T19:53:18.0Z,1,REGULAR,foul,offensive,[],202687,,,1610612759,15,14,2025-04-13T19:53:26Z,640000,False,,,0,,B. Biyombo offensive FOUL (1 PF),"[202687, 1642347]",1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,1662.0,1.0,0.0,Shead,1642347.0,,,,,,,,,,,,,,,
66,PT06M36.00S,2025-04-13T19:53:18.0Z,1,REGULAR,turnover,offensive foul,[],202687,,,1610612759,15,14,2025-04-13T19:53:18Z,660000,False,,,0,,B. Biyombo offensive foul TURNOVER (1 TO),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,1662.0,,,,,,,,,,,,,,,1.0,,,,
67,PT06M36.00S,2025-04-13T19:53:23.9Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,15,14,2025-04-13T19:53:31Z,670000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2025-04-13T19:53:23.9Z,1,REGULAR,substitution,in,[],1630639,,,1610612761,15,14,2025-04-13T19:53:31Z,680000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M23.00S,2025-04-13T19:53:48.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630658,83.65637319316689,58.08823529411765,1610612761,15,14,2025-04-13T19:54:33Z,690000,False,40.0,101.0,1,right,MISS C. Castleton 10' driving floating Shot,[1630658],1610612761.0,TOR,driving floating,,,Castleton,C. Castleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.89,,,,,,,,,,,,
70,PT06M21.00S,2025-04-13T19:53:50.0Z,1,REGULAR,rebound,offensive,[],1642419,,,1610612761,15,14,2025-04-13T19:54:33Z,700000,False,,,0,,J. Battle REBOUND (Off:1 Def:2),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,69.0,3.0,2.0,1.0,,,,,
71,PT06M18.00S,2025-04-13T19:53:52.8Z,1,REGULAR,turnover,lost ball,[],1630534,,,1610612761,15,14,2025-04-13T19:54:00Z,710000,False,,,0,,O. Agbaji lost ball TURNOVER (1 TO),"[1630534, 101108]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,Paul,101108.0,,
72,PT06M18.00S,2025-04-13T19:53:52.8Z,1,REGULAR,steal,,[],101108,,,1610612759,15,14,2025-04-13T19:53:54Z,720000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M14.00S,2025-04-13T19:53:57.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642264,6.652431011826544,46.568627450980394,1610612759,15,14,2025-04-13T19:54:07Z,730000,False,17.0,10.0,1,left,MISS S. Castle running Layup,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.99,,,,,,,,,,,,
74,PT06M11.00S,2025-04-13T19:54:00.0Z,1,REGULAR,rebound,defensive,[],1642419,,,1610612761,15,14,2025-04-13T19:54:00Z,740000,False,,,0,,J. Battle REBOUND (Off:1 Def:3),[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,73.0,4.0,3.0,1.0,,,,,
75,PT06M06.00S,2025-04-13T19:54:05.5Z,1,REGULAR,3pt,Jump Shot,[],1630534,73.01248357424441,13.23529411764706,1610612761,15,14,2025-04-13T19:54:14Z,750000,False,-184.0,201.0,1,right,MISS O. Agbaji 27' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.25,,,,,,,,,,,,
76,PT06M02.00S,2025-04-13T19:54:09.5Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,15,14,2025-04-13T19:54:14Z,760000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,75.0,3.0,3.0,0.0,,,,,
77,PT05M53.00S,2025-04-13T19:54:18.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642264,5.732588699080158,49.50980392156863,1610612759,17,14,2025-04-13T19:54:28Z,770000,False,2.0,1.0,1,left,S. Castle driving DUNK (4 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.29,,,,,,,,,,,,
79,PT05M39.00S,2025-04-13T19:54:37.1Z,1,REGULAR,substitution,out,[],1642264,,,1610612761,17,14,2025-04-13T19:54:44Z,790000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M39.00S,2025-04-13T19:54:37.1Z,1,REGULAR,substitution,out,[],202687,,,1610612761,17,14,2025-04-13T19:54:44Z,800000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M39.00S,2025-04-13T19:54:37.1Z,1,REGULAR,substitution,in,[],1630572,,,1610612761,17,14,2025-04-13T19:54:44Z,810000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M39.00S,2025-04-13T19:54:37.1Z,1,REGULAR,substitution,in,[],1629640,,,1610612761,17,14,2025-04-13T19:54:44Z,820000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M36.00S,2025-04-13T19:55:13.1Z,1,REGULAR,3pt,Jump Shot,[],1642419,89.43823915900131,2.941176470588235,1610612761,17,17,2025-04-13T19:55:18Z,830000,False,-235.0,47.0,1,right,J. Battle 3PT  (9 PTS) (J. Shead 3 AST),"[1642419, 1642347]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,Left Corner 3,24+ Left,,,,,,Made,9.0,23.99,J. Shead,1642347.0,3.0,,,,,,,,,
85,PT05M35.00S,2025-04-13T19:55:19.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,17,17,2025-04-13T19:55:19Z,850000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
