actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-05T01:10:37.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-05T01:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-01-05T01:10:41.9Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612743,0,0,2025-01-05T01:10:41Z,40000,False,,,0,,Jump Ball N. Jokić vs. V. Wembanyama: Tip to R. Westbrook,"[201566, 203999, 1641705]",1610612743.0,DEN,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,Jokić,203999.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-01-05T01:10:54.0Z,1,REGULAR,foul,personal,[],1641705,,,1610612743,0,0,2025-01-05T01:11:06Z,70000,False,,,0,,V. Wembanyama personal FOUL (1 PF),"[1641705, 203999]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,1627961.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
9,PT11M35.00S,2025-01-05T01:11:21.7Z,1,REGULAR,2pt,Jump Shot,[],203999,20.97568988173456,50.245098039215684,1610612743,0,0,2025-01-05T01:11:30Z,90000,False,-1.0,145.0,1,left,MISS N. Jokić 14' turnaround Shot,[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,,,,,,14.47,Missed,,,,,,,,,,,,,
10,PT11M32.00S,2025-01-05T01:11:24.7Z,1,REGULAR,rebound,offensive,[],201566,,,1610612743,0,0,2025-01-05T01:11:30Z,100000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,
11,PT11M30.00S,2025-01-05T01:11:26.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201566,8.360709592641262,22.794117647058822,1610612743,0,0,2025-01-05T01:11:35Z,110000,False,136.0,26.0,1,left,MISS R. Westbrook 13' pullup Shot,[201566],1610612743.0,DEN,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,13.85,Missed,,,,,,,,,,,,,
12,PT11M28.00S,2025-01-05T01:11:28.9Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,0,2025-01-05T01:11:35Z,120000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,
13,PT11M12.00S,2025-01-05T01:11:45.5Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,0,0,2025-01-05T01:11:52Z,130000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1627750]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Murray,1627750.0,,,,,,
14,PT11M12.00S,2025-01-05T01:11:45.5Z,1,REGULAR,steal,,[],1627750,,,1610612743,0,0,2025-01-05T01:11:48Z,140000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M06.00S,2025-01-05T01:11:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,5.075558475689881,53.18627450980392,1610612743,0,2,2025-01-05T01:12:05Z,150000,False,-16.0,-5.0,1,left,J. Murray running finger roll Layup (2 PTS),[1627750],1610612743.0,DEN,running finger roll,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,1.66,Made,,,,,,,,2.0,,,,,
16,PT10M42.00S,2025-01-05T01:12:15.4Z,1,REGULAR,3pt,Jump Shot,[],203084,92.06636005256242,95.34313725490196,1610612759,3,2,2025-01-05T01:12:29Z,160000,False,227.0,22.0,1,right,H. Barnes 3PT step back (3 PTS) (C. Paul 1 AST),"[203084, 101108]",1610612759.0,SAS,step back,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,22.78,Made,,,,,,,,3.0,C. Paul,101108.0,1.0,,
18,PT10M25.00S,2025-01-05T01:12:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,15.850854139290407,47.30392156862745,1610612743,3,2,2025-01-05T01:12:43Z,180000,False,13.0,96.0,1,left,MISS N. Jokić 9' Jump Shot,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.74,Missed,,,,,,,,,,,,,
19,PT10M21.00S,2025-01-05T01:12:36.0Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,3,2,2025-01-05T01:12:43Z,190000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,
20,PT10M13.00S,2025-01-05T01:12:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,86.81011826544021,45.588235294117645,1610612759,5,2,2025-01-05T01:13:00Z,200000,False,-22.0,71.0,1,right,V. Wembanyama 7' driving floating bank Jump Shot (2 PTS) (C. Paul 2 AST),"[1641705, 101108]",1610612759.0,SAS,driving floating bank,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.48,Made,,,,,,,,2.0,C. Paul,101108.0,2.0,,
22,PT10M13.00S,2025-01-05T01:12:49.2Z,1,REGULAR,foul,personal,['1freethrow'],1627750,,,1610612759,5,2,2025-01-05T01:13:16Z,220000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[1627750, 1641705]",1610612743.0,DEN,shooting,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,1627961.0,1.0,0.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,
