actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
260,PT03M51.00S,2024-11-28T02:27:58.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628380,93.24901445466492,46.81372549019608,1610612759,39,49,2024-11-28T02:29:05Z,2600000,False,-16.0,11.0,1,right,Z. Collins running Layup (4 PTS) (J. Champagnie 1 AST),"[1628380, 1630577]",1610612759.0,SAS,running,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,,,,,4.0,,,,J. Champagnie,1630577.0,1.0
262,PT03M36.00S,2024-11-28T02:28:12.7Z,2,REGULAR,2pt,Jump Shot,[],203076,24.52365308804205,42.40196078431372,1610612747,39,49,2024-11-28T02:28:18Z,2620000,False,38.0,178.0,1,left,MISS A. Davis 18' pullup Shot,[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,18.2,Missed,,,,,,,,,,,,,,,,,,
263,PT03M33.00S,2024-11-28T02:28:15.7Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,39,49,2024-11-28T02:28:18Z,2630000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,,262.0,1.0,1.0,0.0,,,,,,,,,,,,
264,PT03M23.00S,2024-11-28T02:28:26.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,87.72996057818659,63.970588235294116,1610612759,39,49,2024-11-28T02:28:33Z,2640000,False,70.0,63.0,1,right,MISS D. Vassell 9' turnaround fadeaway Shot,[1630170],1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Right,9.4,Missed,,,,,,,,,,,,,,,,,,
265,PT03M21.00S,2024-11-28T02:28:28.4Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,39,49,2024-11-28T02:28:33Z,2650000,False,,,0,,A. Davis REBOUND (Off:3 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,264.0,10.0,7.0,3.0,,,,,,,,,,,,
266,PT03M14.00S,2024-11-28T02:28:37.1Z,2,REGULAR,foul,personal,[],1630170,,,1610612747,39,49,2024-11-28T02:28:44Z,2660000,False,,,0,,D. Vassell personal FOUL (2 PF),"[1630170, 1642261]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2530.0,2.0,0.0,Knecht,1642261.0,,,,,,,
268,PT03M14.00S,2024-11-28T02:28:42.8Z,2,REGULAR,substitution,out,[],1629216,,,1610612747,39,49,2024-11-28T02:28:47Z,2680000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M14.00S,2024-11-28T02:28:42.8Z,2,REGULAR,substitution,in,[],2544,,,1610612747,39,49,2024-11-28T02:28:47Z,2690000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M05.00S,2024-11-28T02:29:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.389618922470433,52.69607843137255,1610612747,39,51,2024-11-28T02:29:15Z,2700000,False,-13.0,8.0,1,left,A. Reaves cutting Layup (5 PTS) (A. Davis 5 AST),"[1630559, 203076]",1610612747.0,LAL,cutting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,,,,,,5.0,,,,A. Davis,203076.0,5.0
272,PT02M47.00S,2024-11-28T02:29:25.7Z,2,REGULAR,3pt,Jump Shot,[],1630577,78.9257555847569,90.19607843137256,1610612759,39,51,2024-11-28T02:29:32Z,2720000,False,201.0,146.0,1,right,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
273,PT02M45.00S,2024-11-28T02:29:27.7Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,39,51,2024-11-28T02:29:32Z,2730000,False,,,0,,D. Knecht REBOUND (Off:0 Def:2),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,,,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,
274,PT02M45.00S,2024-11-28T02:29:29.6Z,2,REGULAR,turnover,out-of-bounds,[],1642261,,,1610612747,39,51,2024-11-28T02:29:39Z,2740000,False,,,0,,D. Knecht bad pass out-of-bounds TURNOVER (1 TO),[1642261],1610612747.0,LAL,bad pass,,,Knecht,D. Knecht,,,,,Mid-Range,8-16 Left,,,,,,,,,203054.0,,,,,,1.0,,,,,
275,PT02M45.00S,2024-11-28T02:29:32.4Z,2,REGULAR,substitution,out,[],1628380,,,1610612759,39,51,2024-11-28T02:29:37Z,2750000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M45.00S,2024-11-28T02:29:32.4Z,2,REGULAR,substitution,in,[],1641705,,,1610612759,39,51,2024-11-28T02:29:37Z,2760000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M30.00S,2024-11-28T02:30:04.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,94.1688567674113,44.85294117647059,1610612759,39,51,2024-11-28T02:30:12Z,2770000,False,-26.0,2.0,1,right,MISS D. Vassell turnaround Shot - blocked,"[1630170, 1629060]",1610612759.0,SAS,turnaround,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,2.58,Missed,Hachimura,1629060.0,,,,,,,,,,,,,,,,
278,PT02M30.00S,2024-11-28T02:30:04.7Z,2,REGULAR,block,,[],1629060,,,1610612759,39,51,2024-11-28T02:30:06Z,2780000,False,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
279,PT02M27.00S,2024-11-28T02:30:07.7Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,39,51,2024-11-28T02:30:12Z,2790000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,277.0,3.0,2.0,1.0,,,,,,,,,,,,
280,PT02M23.00S,2024-11-28T02:30:11.4Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,39,51,2024-11-28T02:30:19Z,2800000,False,,,0,,L. James bad pass TURNOVER (4 TO),"[2544, 1630170]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,4.0,Vassell,1630170.0,,,
281,PT02M23.00S,2024-11-28T02:30:11.4Z,2,REGULAR,steal,,[],1630170,,,1610612759,39,51,2024-11-28T02:30:13Z,2810000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
282,PT02M19.00S,2024-11-28T02:30:16.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630170,92.9862023653088,49.50980392156863,1610612759,41,51,2024-11-28T02:33:05Z,2820000,False,-2.0,13.0,1,right,D. Vassell running finger roll Layup (8 PTS) (T. Jones 4 AST),"[1630170, 1630200]",1610612759.0,SAS,running finger roll,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,,,,,8.0,,,,T. Jones,1630200.0,4.0
284,PT02M13.00S,2024-11-28T02:30:20.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,5.469776609724048,50.73529411764706,1610612747,41,53,2024-11-28T02:30:29Z,2840000,False,-4.0,-1.0,1,left,R. Hachimura DUNK (11 PTS) (A. Davis 6 AST),"[1629060, 203076]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,,,,,,,,11.0,,,,A. Davis,203076.0,6.0
286,PT01M52.00S,2024-11-28T02:30:43.1Z,2,REGULAR,3pt,Jump Shot,[],1641705,93.24901445466492,94.36274509803921,1610612759,41,53,2024-11-28T02:30:50Z,2860000,False,222.0,11.0,1,right,MISS V. Wembanyama 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,22.21,Missed,,,,,,,,,,,,,,,,,,
287,PT01M49.00S,2024-11-28T02:30:45.1Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,41,53,2024-11-28T02:30:45Z,2870000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Right Corner 3,24+ Right,,,,,286.0,4.0,3.0,1.0,,,,,,,,,,,,
288,PT01M45.00S,2024-11-28T02:30:48.7Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,41,53,2024-11-28T02:30:54Z,2880000,False,,,0,,A. Reaves bad pass TURNOVER (2 TO),"[1630559, 1630170]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,2.0,Vassell,1630170.0,,,
289,PT01M45.00S,2024-11-28T02:30:48.7Z,2,REGULAR,steal,,[],1630170,,,1610612759,41,53,2024-11-28T02:30:50Z,2890000,False,,,0,,D. Vassell STEAL (2 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
290,PT01M38.00S,2024-11-28T02:30:56.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,95.48291721419186,3.9215686274509802,1610612759,41,53,2024-11-28T02:31:05Z,2900000,False,-230.0,-10.0,1,right,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
291,PT01M35.00S,2024-11-28T02:30:59.1Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,41,53,2024-11-28T02:31:05Z,2910000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,290.0,3.0,3.0,0.0,,,,,,,,,,,,
292,PT01M30.00S,2024-11-28T02:31:04.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,7.046649145860711,50.98039215686274,1610612747,41,55,2024-11-28T02:31:14Z,2920000,False,-5.0,14.0,1,left,L. James running Layup (4 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,,,,,,4.0,,,,,,
293,PT01M05.00S,2024-11-28T02:31:33.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642261,,,1610612759,41,55,2024-11-28T02:31:40Z,2930000,False,,,0,,D. Knecht shooting personal FOUL (2 PF) (Vassell 2 FT),"[1642261, 1630170]",1610612747.0,LAL,shooting,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,2.0,0.0,Vassell,1630170.0,,,,,,,
295,PT01M05.00S,2024-11-28T02:32:00.9Z,2,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,42,55,2024-11-28T02:32:00Z,2950000,False,,,0,,D. Vassell Free Throw 1 of 2 (9 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,,,,,,,,,,,,9.0,,,,,,
296,PT01M05.00S,2024-11-28T02:32:01.6Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,42,55,2024-11-28T02:32:09Z,2960000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M05.00S,2024-11-28T02:32:01.6Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,42,55,2024-11-28T02:32:09Z,2970000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M05.00S,2024-11-28T02:32:01.6Z,2,REGULAR,substitution,out,[],1642261,,,1610612759,42,55,2024-11-28T02:32:09Z,2980000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M05.00S,2024-11-28T02:32:01.6Z,2,REGULAR,substitution,in,[],203084,,,1610612759,42,55,2024-11-28T02:32:09Z,2990000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M05.00S,2024-11-28T02:32:01.6Z,2,REGULAR,substitution,in,[],101108,,,1610612759,42,55,2024-11-28T02:32:09Z,3000000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M05.00S,2024-11-28T02:32:01.6Z,2,REGULAR,substitution,in,[],1626156,,,1610612759,42,55,2024-11-28T02:32:09Z,3010000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M05.00S,2024-11-28T02:32:31.0Z,2,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,43,55,2024-11-28T02:32:31Z,3020000,False,,,0,,D. Vassell Free Throw 2 of 2 (10 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,,,,,,,,,,,,10.0,,,,,,
303,PT00M53.30S,2024-11-28T02:32:48.8Z,2,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,43,55,2024-11-28T02:39:01Z,3030000,False,,,0,,A. Davis lost ball out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,lost ball,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,2530.0,,,,,,1.0,,,,,
304,PT00M47.20S,2024-11-28T02:33:12.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612759,43,55,2024-11-28T02:33:57Z,3040000,False,,,0,,D. Russell personal FOUL (1 PF) (Paul 2 FT),"[1626156, 101108]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2530.0,1.0,0.0,Paul,101108.0,,,,,,,
306,PT00M47.20S,2024-11-28T02:33:58.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],101108,,,1610612759,44,55,2024-11-28T02:33:58Z,3060000,False,,,0,,C. Paul Free Throw 1 of 2 (3 PTS),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
307,PT00M47.20S,2024-11-28T02:34:13.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],101108,,,1610612759,45,55,2024-11-28T02:34:13Z,3070000,False,,,0,,C. Paul Free Throw 2 of 2 (4 PTS),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
309,PT00M31.30S,2024-11-28T02:35:21.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,15.719448094612352,56.372549019607845,1610612747,45,55,2024-11-28T02:35:31Z,3090000,False,-32.0,95.0,1,left,MISS L. James 10' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,10.05,Missed,,,,,,,,,,,,,,,,,,
310,PT00M29.30S,2024-11-28T02:35:23.8Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,45,55,2024-11-28T02:35:31Z,3100000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,309.0,4.0,3.0,1.0,,,,,,,,,,,,
311,PT00M25.70S,2024-11-28T02:35:28.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630577,94.30026281208936,52.20588235294118,1610612759,45,55,2024-11-28T02:35:45Z,3110000,False,11.0,1.0,1,right,MISS J. Champagnie running Layup,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
312,PT00M25.70S,2024-11-28T02:35:28.9Z,2,REGULAR,rebound,offensive,[],1630170,,,1610612759,45,55,2024-11-28T02:35:45Z,3120000,False,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,311.0,2.0,1.0,1.0,,,,,,,,,,,,
313,PT00M24.20S,2024-11-28T02:35:32.6Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630170,94.40999984741211,50.0,1610612759,47,55,2024-11-28T02:36:31Z,3130000,False,0.0,0.0,1,right,D. Vassell tip DUNK (12 PTS),[1630170],1610612759.0,SAS,tip,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,12.0,,,,,,
314,PT00M01.90S,2024-11-28T02:35:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.229303547963205,39.46078431372549,1610612747,47,55,2024-11-28T02:36:06Z,3140000,False,53.0,25.0,1,left,MISS L. James Layup,[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
315,PT00M01.90S,2024-11-28T02:35:54.9Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,47,55,2024-11-28T02:36:06Z,3150000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,314.0,5.0,3.0,2.0,,,,,,,,,,,,
316,PT00M01.90S,2024-11-28T02:36:02.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,5.590000152587891,50.0,1610612747,47,55,2024-11-28T02:36:02Z,3160000,False,0.0,0.0,1,left,MISS R. Hachimura tip Layup,[1629060],1610612747.0,LAL,tip,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
317,PT00M01.90S,2024-11-28T02:36:03.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,47,55,2024-11-28T02:36:03Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,8-16 Left,,,,,316.0,,,,,,,,,,,,,,,
319,PT00M00.60S,2024-11-28T02:36:18.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630559,5.995400788436268,96.32352941176471,1610612747,47,58,2024-11-28T02:36:38Z,3190000,False,-232.0,4.0,1,left,A. Reaves 3PT  (8 PTS) (L. James 5 AST),"[1630559, 2544]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,,,,,,,,8.0,,,,L. James,2544.0,5.0
322,PT00M00.00S,2024-11-28T02:37:00.6Z,2,REGULAR,period,end,[],0,,,1610612759,47,58,2024-11-28T02:37:00Z,3220000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2024-11-28T02:50:26.3Z,3,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,47,58,2024-11-28T02:51:36Z,3230000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2024-11-28T02:50:26.3Z,3,REGULAR,substitution,out,['startperiod'],1626156,,,1610612759,47,58,2024-11-28T02:51:36Z,3240000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2024-11-28T02:50:26.3Z,3,REGULAR,substitution,in,['startperiod'],1642264,,,1610612759,47,58,2024-11-28T02:51:36Z,3250000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2024-11-28T02:50:26.3Z,3,REGULAR,substitution,in,['startperiod'],1642261,,,1610612759,47,58,2024-11-28T02:51:36Z,3260000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2024-11-28T02:51:40.9Z,3,REGULAR,period,start,[],0,,,1610612759,47,58,2024-11-28T02:51:40Z,3270000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M43.00S,2024-11-28T02:51:56.4Z,3,REGULAR,turnover,bad pass,[],203084,,,1610612759,47,58,2024-11-28T02:58:53Z,3280000,False,,,0,,H. Barnes bad pass TURNOVER (1 TO),"[203084, 1642261]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,Knecht,1642261.0,,,
329,PT11M43.00S,2024-11-28T02:51:56.4Z,3,REGULAR,steal,,[],1642261,,,1610612747,47,58,2024-11-28T02:51:58Z,3290000,False,,,0,,D. Knecht STEAL (1 STL),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
330,PT11M26.00S,2024-11-28T02:52:18.4Z,3,REGULAR,foul,personal,[],101108,,,1610612747,47,58,2024-11-28T02:52:25Z,3300000,False,,,0,,C. Paul personal FOUL (2 PF),"[101108, 1642261]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,203054.0,2.0,0.0,Knecht,1642261.0,,,,,,,
332,PT11M19.00S,2024-11-28T02:52:40.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],2544,94.1688567674113,4.166666666666666,1610612747,47,58,2024-11-28T02:52:45Z,3320000,False,-229.0,2.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
333,PT11M16.00S,2024-11-28T02:52:43.7Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,47,58,2024-11-28T02:52:45Z,3330000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:4),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,332.0,5.0,4.0,1.0,,,,,,,,,,,,
334,PT11M11.00S,2024-11-28T02:52:49.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,35.43035479632063,47.05882352941176,1610612759,47,58,2024-11-28T02:53:58Z,3340000,False,15.0,281.0,1,left,MISS V. Wembanyama 28' running 3PT,[1641705],1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,28.09,Missed,,,,,,,,,,,,,,,,,,
335,PT11M08.00S,2024-11-28T02:52:52.4Z,3,REGULAR,rebound,defensive,[],1642261,,,1610612747,47,58,2024-11-28T02:52:56Z,3350000,False,,,0,,D. Knecht REBOUND (Off:0 Def:3),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Center,,,,,334.0,3.0,3.0,0.0,,,,,,,,,,,,
336,PT10M55.00S,2024-11-28T02:53:04.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.51182654402102,53.18627450980392,1610612747,47,60,2024-11-28T02:53:12Z,3360000,False,16.0,8.0,1,right,L. James driving finger roll Layup (6 PTS),[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,1.8,Made,,,,,,,,,,,,6.0,,,,,,
337,PT10M36.00S,2024-11-28T02:53:29.1Z,3,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612759,47,60,2024-11-28T02:53:47Z,3370000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Castle 2 FT),"[1630559, 1642264]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,203054.0,1.0,0.0,Castle,1642264.0,,,,,,,
339,PT10M36.00S,2024-11-28T02:54:04.1Z,3,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,48,60,2024-11-28T02:54:04Z,3390000,False,,,0,,S. Castle Free Throw 1 of 2 (2 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
340,PT10M36.00S,2024-11-28T02:54:21.9Z,3,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,49,60,2024-11-28T02:54:21Z,3400000,False,,,0,,S. Castle Free Throw 2 of 2 (3 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
341,PT10M23.00S,2024-11-28T02:54:36.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.9060446780552,49.01960784313725,1610612747,49,62,2024-11-28T02:54:42Z,3410000,False,-5.0,5.0,1,right,A. Davis cutting DUNK (9 PTS) (L. James 6 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,,,,,,,,9.0,,,,L. James,2544.0,6.0
343,PT10M01.00S,2024-11-28T02:54:58.6Z,3,REGULAR,3pt,Jump Shot,[],1630577,3.630091984231275,96.32352941176471,1610612759,49,62,2024-11-28T02:55:03Z,3430000,False,-232.0,-18.0,1,left,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
344,PT09M57.00S,2024-11-28T02:55:01.3Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,49,62,2024-11-28T02:55:01Z,3440000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,,,343.0,4.0,4.0,0.0,,,,,,,,,,,,
