actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
342,PT09M24.00S,2025-03-30T01:20:58.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,57,64,2025-03-30T01:21:02Z,3400000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:5),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,,,341.0,,,6.0,5.0,1.0,,,,,,,,,,,,
343,PT09M15.00S,2025-03-30T01:21:07.8Z,3,REGULAR,3pt,Jump Shot,[],1628401,79.188567674113,8.088235294117647,1610612738,57,64,2025-03-30T01:24:26Z,3410000,False,-210.0,143.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
344,PT09M14.00S,2025-03-30T01:21:08.8Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,57,64,2025-03-30T01:24:26Z,3420000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,343.0,,,2.0,2.0,0.0,,,,,,,,,,,,
345,PT09M09.00S,2025-03-30T01:21:15.7Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612759,57,64,2025-03-30T01:21:33Z,3430000,False,,,0,,K. Porziņģis shooting personal FOUL (4 PF) (Sochan 2 FT),"[204001, 1631110]",1610612738.0,BOS,shooting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,,,1627534.0,,,,,,,,4.0,0.0,Sochan,1631110.0
349,PT09M09.00S,2025-03-30T01:22:12.2Z,3,REGULAR,freethrow,1 of 2,[],1631110,,,1610612759,57,64,2025-03-30T01:22:12Z,3450000,False,,,0,,MISS J. Sochan Free Throw 1 of 2,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
350,PT09M09.00S,2025-03-30T01:22:12.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,57,64,2025-03-30T01:22:12Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,
351,PT09M09.00S,2025-03-30T01:22:13.0Z,3,REGULAR,substitution,out,[],204001,,,1610612759,57,64,2025-03-30T01:22:18Z,3470000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M09.00S,2025-03-30T01:22:13.0Z,3,REGULAR,substitution,in,[],1628436,,,1610612759,57,64,2025-03-30T01:22:18Z,3480000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT09M09.00S,2025-03-30T01:22:32.8Z,3,REGULAR,freethrow,2 of 2,[],1631110,,,1610612759,58,64,2025-03-30T01:22:32Z,3490000,False,,,0,,J. Sochan Free Throw 2 of 2 (12 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
355,PT08M44.00S,2025-03-30T01:23:12.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,73.66951379763469,13.480392156862745,1610612738,58,64,2025-03-30T01:25:46Z,3510000,False,-183.0,195.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
356,PT08M42.00S,2025-03-30T01:23:14.9Z,3,REGULAR,rebound,offensive,[],201950,,,1610612738,58,64,2025-03-30T01:25:46Z,3520000,False,,,0,,J. Holiday REBOUND (Off:1 Def:4),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,355.0,,,5.0,4.0,1.0,,,,,,,,,,,,
357,PT08M40.00S,2025-03-30T01:23:17.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,93.77463863337714,51.71568627450981,1610612738,58,66,2025-03-30T01:23:23Z,3530000,False,9.0,6.0,1,right,L. Kornet alley-oop Layup (7 PTS) (J. Tatum 6 AST),"[1628436, 1628369]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,,7.0,J. Tatum,1628369.0,6.0,,,,,,,
359,PT08M29.00S,2025-03-30T01:23:28.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,16.245072273324574,49.01960784313725,1610612759,58,66,2025-03-30T01:23:37Z,3550000,False,5.0,100.0,1,left,MISS D. Vassell 10' driving floating Shot,[1630170],1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,10.03,Missed,,,,,,,,,,,,,,,,,,
360,PT08M27.00S,2025-03-30T01:23:30.5Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,58,66,2025-03-30T01:23:37Z,3560000,False,,,0,,J. Holiday REBOUND (Off:1 Def:5),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,359.0,,,6.0,5.0,1.0,,,,,,,,,,,,
361,PT08M22.00S,2025-03-30T01:23:35.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,94.43166885676742,3.9215686274509802,1610612738,58,66,2025-03-30T01:23:40Z,3570000,False,-230.0,0.0,1,right,MISS J. Brown running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
362,PT08M22.00S,2025-03-30T01:23:35.1Z,3,REGULAR,rebound,defensive,[],101108,,,1610612759,58,66,2025-03-30T01:23:40Z,3580000,False,,,0,,C. Paul REBOUND (Off:0 Def:5),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,,,361.0,,,5.0,5.0,0.0,,,,,,,,,,,,
363,PT08M09.00S,2025-03-30T01:23:48.3Z,3,REGULAR,3pt,Jump Shot,[],1642264,7.046649145860711,4.6568627450980395,1610612759,58,66,2025-03-30T01:28:37Z,3590000,False,227.0,14.0,1,left,MISS S. Castle step back 3PT,[1642264],1610612759.0,SAS,step back,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,22.71,Missed,,,,,,,,,,,,,,,,,,
364,PT08M06.00S,2025-03-30T01:23:50.7Z,3,REGULAR,rebound,offensive,[],203084,,,1610612759,58,66,2025-03-30T01:23:50Z,3600000,False,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,363.0,,,3.0,2.0,1.0,,,,,,,,,,,,
365,PT08M04.00S,2025-03-30T01:23:52.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,6.389618922470433,53.18627450980392,1610612759,58,66,2025-03-30T01:24:06Z,3610000,False,-16.0,8.0,1,left,MISS H. Barnes putback Layup,[203084],1610612759.0,SAS,putback,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
366,PT08M03.00S,2025-03-30T01:23:53.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,66,2025-03-30T01:24:06Z,3620000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,365.0,,,7.0,7.0,0.0,,,,,,,,,,,,
367,PT07M54.00S,2025-03-30T01:24:02.8Z,3,REGULAR,3pt,Jump Shot,[],1628401,71.82982917214193,81.37254901960785,1610612738,58,66,2025-03-30T01:29:48Z,3630000,False,157.0,212.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
368,PT07M52.00S,2025-03-30T01:24:04.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,58,66,2025-03-30T01:29:56Z,3640000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,367.0,,,,,,,,,,,,,,,,,
369,PT07M52.00S,2025-03-30T01:24:09.3Z,3,REGULAR,foul,personal,[],101108,,,1610612738,58,66,2025-03-30T01:24:30Z,3650000,False,,,0,,C. Paul loose ball personal FOUL (2 PF),"[101108, 1628436]",1610612759.0,SAS,loose ball,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,1627534.0,,,,,,,,2.0,1.0,Kornet,1628436.0
371,PT07M52.00S,2025-03-30T01:24:22.0Z,3,REGULAR,substitution,out,[],1631110,,,1610612738,58,66,2025-03-30T01:24:24Z,3670000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT07M52.00S,2025-03-30T01:24:22.0Z,3,REGULAR,substitution,in,[],1630572,,,1610612738,58,66,2025-03-30T01:24:24Z,3680000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT07M49.00S,2025-03-30T01:24:34.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,95.22010512483574,18.38235294117647,1610612738,58,68,2025-03-30T01:24:46Z,3690000,False,-158.0,-8.0,1,right,J. Brown 15' turnaround Jump Shot (8 PTS) (J. Tatum 7 AST),"[1627759, 1628369]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,15.83,Made,,,,,,,,8.0,J. Tatum,1628369.0,7.0,,,,,,,
375,PT07M36.00S,2025-03-30T01:24:46.5Z,3,REGULAR,3pt,Jump Shot,[],203084,7.178055190538765,95.83333333333334,1610612759,61,68,2025-03-30T01:24:51Z,3710000,False,-229.0,15.0,1,left,H. Barnes 3PT  (13 PTS) (S. Castle 5 AST),"[203084, 1642264]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.97,Made,,,,,,,,13.0,S. Castle,1642264.0,5.0,,,,,,,
377,PT07M20.00S,2025-03-30T01:25:04.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.51182654402102,52.450980392156865,1610612738,61,68,2025-03-30T01:30:49Z,3730000,False,12.0,8.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,,
378,PT07M19.00S,2025-03-30T01:25:05.3Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,61,68,2025-03-30T01:30:49Z,3740000,False,,,0,,L. Kornet REBOUND (Off:5 Def:4),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,377.0,,,9.0,4.0,5.0,,,,,,,,,,,,
379,PT07M19.00S,2025-03-30T01:25:07.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,94.40999984741211,50.0,1610612738,61,70,2025-03-30T01:30:54Z,3750000,False,0.0,0.0,1,right,L. Kornet tip Layup (9 PTS),[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,9.0,,,,,,,,,,
380,PT07M08.00S,2025-03-30T01:25:14.6Z,3,REGULAR,2pt,Jump Shot,[],1642264,20.71287779237845,43.872549019607845,1610612759,61,70,2025-03-30T01:25:18Z,3760000,False,31.0,142.0,1,left,MISS S. Castle 14' pullup Shot,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,8-16 Center,14.55,Missed,,,,,,,,,,,,,,,,,,
381,PT07M06.00S,2025-03-30T01:25:16.5Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,61,70,2025-03-30T01:25:16Z,3770000,False,,,0,,D. White REBOUND (Off:0 Def:6),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Center,,,380.0,,,6.0,6.0,0.0,,,,,,,,,,,,
382,PT06M55.00S,2025-03-30T01:25:28.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,94.56307490144546,50.98039215686274,1610612738,61,72,2025-03-30T01:25:33Z,3780000,False,5.0,-1.0,1,right,L. Kornet alley-oop DUNK (11 PTS) (D. White 5 AST),"[1628436, 1628401]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,11.0,D. White,1628401.0,5.0,,,,,,,
384,PT06M55.00S,2025-03-30T01:25:35.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,61,72,2025-03-30T01:25:35Z,3800000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M55.00S,2025-03-30T01:28:13.6Z,3,REGULAR,substitution,out,[],1642264,,,1610612759,61,72,2025-03-30T01:28:30Z,3810000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M55.00S,2025-03-30T01:28:13.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612759,61,72,2025-03-30T01:28:30Z,3820000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M55.00S,2025-03-30T01:28:13.6Z,3,REGULAR,substitution,in,[],1629640,,,1610612759,61,72,2025-03-30T01:28:30Z,3830000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M55.00S,2025-03-30T01:28:13.6Z,3,REGULAR,substitution,in,[],1630573,,,1610612759,61,72,2025-03-30T01:28:30Z,3840000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M39.00S,2025-03-30T01:28:49.2Z,3,REGULAR,2pt,Jump Shot,[],1630170,16.376478318002626,27.941176470588236,1610612759,61,72,2025-03-30T01:31:57Z,3850000,False,110.0,101.0,1,left,MISS D. Vassell 14' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,14.98,Missed,,,,,,,,,,,,,,,,,,
390,PT06M35.00S,2025-03-30T01:28:51.6Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,61,72,2025-03-30T01:28:51Z,3860000,False,,,0,,L. Kornet REBOUND (Off:5 Def:5),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Right,,,389.0,,,10.0,5.0,5.0,,,,,,,,,,,,
391,PT06M28.00S,2025-03-30T01:28:59.5Z,3,REGULAR,turnover,bad pass,[],1628401,,,1610612738,61,72,2025-03-30T01:29:09Z,3870000,False,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 1630170]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,Vassell,1630170.0,,,,
392,PT06M28.00S,2025-03-30T01:28:59.5Z,3,REGULAR,steal,,[],1630170,,,1610612759,61,72,2025-03-30T01:29:01Z,3880000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
393,PT06M22.00S,2025-03-30T01:29:06.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630572,22.552562417871222,9.558823529411764,1610612759,64,72,2025-03-30T01:29:15Z,3890000,False,202.0,159.0,1,left,S. Mamukelashvili 25' 3PT  (3 PTS) (D. Vassell 2 AST),"[1630572, 1630170]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,25.75,Made,,,,,,,,3.0,D. Vassell,1630170.0,2.0,,,,,,,
395,PT06M06.00S,2025-03-30T01:29:21.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,82.07950065703022,72.30392156862744,1610612738,64,72,2025-03-30T01:33:45Z,3910000,False,112.0,116.0,1,right,MISS J. Tatum 16' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,16.09,Missed,,,,,,,,,,,,,,,,,,
396,PT06M04.00S,2025-03-30T01:29:23.4Z,3,REGULAR,rebound,offensive,[],1628436,,,1610612738,64,72,2025-03-30T01:29:23Z,3920000,False,,,0,,L. Kornet REBOUND (Off:6 Def:5),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Right Center,,,395.0,,,11.0,5.0,6.0,,,,,,,,,,,,
397,PT06M02.00S,2025-03-30T01:29:26.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201950,79.45137976346912,7.8431372549019605,1610612738,64,75,2025-03-30T01:29:31Z,3930000,False,-211.0,141.0,1,right,J. Holiday 25' 3PT  (19 PTS) (S. Hauser 1 AST),"[201950, 1630573]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,25.34,Made,,,,,,,,19.0,S. Hauser,1630573.0,1.0,,,,,,,
399,PT05M33.00S,2025-03-30T01:29:53.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],101108,5.732588699080158,47.30392156862745,1610612759,66,75,2025-03-30T01:29:58Z,3950000,False,13.0,1.0,1,left,C. Paul driving finger roll Layup (2 PTS),[101108],1610612759.0,SAS,driving finger roll,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,2.0,,,,,,,,,,
400,PT05M26.00S,2025-03-30T01:30:00.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.64323258869908,45.34313725490196,1610612738,66,77,2025-03-30T01:30:07Z,3960000,False,-23.0,7.0,1,right,J. Holiday alley-oop Layup (21 PTS) (D. White 6 AST),"[201950, 1628401]",1610612738.0,BOS,alley-oop,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,,,,21.0,D. White,1628401.0,6.0,,,,,,,
402,PT05M10.00S,2025-03-30T01:30:17.1Z,3,REGULAR,3pt,Jump Shot,[],203084,3.892904073587385,95.83333333333334,1610612759,66,77,2025-03-30T01:30:21Z,3980000,False,-229.0,-16.0,1,left,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.98,Missed,,,,,,,,,,,,,,,,,,
403,PT05M06.00S,2025-03-30T01:30:21.1Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,66,77,2025-03-30T01:30:21Z,3990000,False,,,0,,D. White REBOUND (Off:0 Def:7),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,402.0,,,7.0,7.0,0.0,,,,,,,,,,,,
404,PT04M58.00S,2025-03-30T01:30:29.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,74.72076215505913,84.80392156862744,1610612738,66,80,2025-03-30T01:30:33Z,4000000,False,174.0,185.0,1,right,J. Tatum 25' 3PT  (15 PTS) (J. Holiday 2 AST),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,25.4,Made,,,,,,,,15.0,J. Holiday,201950.0,2.0,,,,,,,
406,PT04M38.00S,2025-03-30T01:30:50.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,5.863994743758213,43.13725490196079,1610612759,68,80,2025-03-30T01:30:54Z,4020000,False,34.0,3.0,1,left,K. Johnson turnaround bank Jump Shot (14 PTS) (H. Barnes 2 AST),"[1629640, 203084]",1610612759.0,SAS,turnaround bank,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.44,Made,,,,,,,,14.0,H. Barnes,203084.0,2.0,,,,,,,
408,PT04M17.00S,2025-03-30T01:31:11.1Z,3,REGULAR,3pt,Jump Shot,[],1630573,79.45137976346912,91.91176470588235,1610612738,68,83,2025-03-30T01:31:15Z,4040000,False,210.0,141.0,1,right,S. Hauser 25' 3PT  (8 PTS) (J. Tatum 8 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.24,Made,,,,,,,,8.0,J. Tatum,1628369.0,8.0,,,,,,,
410,PT04M05.00S,2025-03-30T01:31:25.7Z,3,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612759,68,83,2025-03-30T01:31:43Z,4060000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[1630573, 1630572]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,,,,1.0,0.0,Mamukelashvili,1630572.0
412,PT04M05.00S,2025-03-30T01:31:52.6Z,3,REGULAR,freethrow,1 of 2,[],1630572,,,1610612759,69,83,2025-03-30T01:32:39Z,4080000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (4 PTS),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
413,PT04M05.00S,2025-03-30T01:31:53.1Z,3,REGULAR,substitution,out,[],101108,,,1610612759,69,83,2025-03-30T01:32:09Z,4090000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M05.00S,2025-03-30T01:31:53.1Z,3,REGULAR,substitution,out,[],203084,,,1610612759,69,83,2025-03-30T01:32:09Z,4100000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M05.00S,2025-03-30T01:31:53.1Z,3,REGULAR,substitution,in,[],1631104,,,1610612759,69,83,2025-03-30T01:32:09Z,4110000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M05.00S,2025-03-30T01:31:53.1Z,3,REGULAR,substitution,in,[],1630577,,,1610612759,69,83,2025-03-30T01:32:09Z,4120000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M05.00S,2025-03-30T01:31:52.6Z,3,REGULAR,freethrow,2 of 2,[],1630572,,,1610612759,69,83,2025-03-30T01:32:39Z,4130000,False,,,0,,MISS S. Mamukelashvili Free Throw 2 of 2,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
418,PT04M05.00S,2025-03-30T01:31:52.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,69,83,2025-03-30T01:32:39Z,4140000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,
419,PT04M05.00S,2025-03-30T01:32:33.6Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,69,83,2025-03-30T01:32:45Z,4150000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M05.00S,2025-03-30T01:32:33.6Z,3,REGULAR,substitution,in,[],1631248,,,1610612738,69,83,2025-03-30T01:32:45Z,4160000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M53.00S,2025-03-30T01:32:53.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628369,93.24901445466492,46.568627450980394,1610612738,69,85,2025-03-30T01:39:22Z,4170000,False,-17.0,11.0,1,right,J. Tatum cutting Layup (17 PTS) (J. Holiday 3 AST),"[1628369, 201950]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,,17.0,J. Holiday,201950.0,3.0,,,,,,,
423,PT03M53.00S,2025-03-30T01:32:58.1Z,3,REGULAR,violation,defensive goaltending,[],1630572,,,1610612738,69,85,2025-03-30T01:33:16Z,4190000,False,,,0,,S. Mamukelashvili defensive goaltending VIOLATION,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,1627964.0,,,,,,,,,,,
424,PT03M53.00S,2025-03-30T01:33:05.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,69,85,2025-03-30T01:33:05Z,4200000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M35.00S,2025-03-30T01:36:08.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,6.652431011826544,46.81372549019608,1610612759,69,85,2025-03-30T01:40:30Z,4210000,False,16.0,10.0,1,left,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
426,PT03M34.00S,2025-03-30T01:36:09.5Z,3,REGULAR,rebound,offensive,[],1631104,,,1610612759,69,85,2025-03-30T01:40:30Z,4220000,False,,,0,,B. Wesley REBOUND (Off:1 Def:0),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,425.0,,,1.0,0.0,1.0,,,,,,,,,,,,
427,PT03M34.00S,2025-03-30T01:36:11.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631104,5.590000152587891,50.0,1610612759,69,85,2025-03-30T01:40:38Z,4230000,False,0.0,0.0,1,left,MISS B. Wesley tip Layup,[1631104],1610612759.0,SAS,tip,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
428,PT03M33.00S,2025-03-30T01:36:12.9Z,3,REGULAR,rebound,offensive,[],1630572,,,1610612759,69,85,2025-03-30T01:40:38Z,4240000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:0),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,427.0,,,1.0,0.0,1.0,,,,,,,,,,,,
