actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-10-29T00:10:24.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-29T00:10:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-10-29T00:10:27.1Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2024-10-29T00:10:27Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. A. Sengun: Tip to H. Barnes,"[203084, 1641705, 1630578]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Wembanyama,1641705.0,Sengun,1630578.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-10-29T00:10:43.6Z,1,REGULAR,3pt,Jump Shot,[],1630577,29.38567674113009,21.813725490196077,1610612759,0,0,2024-10-29T00:11:00Z,70000,False,141.0,224.0,1,left,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2024-10-29T00:10:49.6Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,0,0,2024-10-29T00:21:55Z,80000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-10-29T00:10:54.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,76.16622864651774,86.27450980392157,1610612745,0,3,2024-10-29T00:11:07Z,90000,False,181.0,172.0,1,right,J. Smith Jr. 24' 3PT  (3 PTS) (F. VanVleet 1 AST),"[1631095, 1627832]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,24.96,Made,,,,,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,
11,PT11M09.00S,2024-10-29T00:11:14.8Z,1,REGULAR,3pt,Jump Shot,[],1630577,32.013797634691194,39.705882352941174,1610612759,0,3,2024-10-29T00:11:19Z,110000,False,51.0,248.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,25.37,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2024-10-29T00:11:17.8Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,0,3,2024-10-29T00:18:52Z,120000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M55.00S,2024-10-29T00:11:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,91.67214191852825,50.0,1610612745,0,5,2024-10-29T00:11:35Z,130000,False,0.0,26.0,1,right,A. Sengun cutting finger roll Layup (2 PTS) (F. VanVleet 2 AST),"[1630578, 1627832]",1610612745.0,HOU,cutting finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,2.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,
15,PT10M38.00S,2024-10-29T00:11:48.8Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612759,0,5,2024-10-29T00:11:58Z,150000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1630578, 1641705]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202037.0,1.0,0.0,Wembanyama,1641705.0,,,,,
17,PT10M38.00S,2024-10-29T00:12:15.2Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,1,5,2024-10-29T00:12:40Z,170000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (1 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
18,PT10M38.00S,2024-10-29T00:12:15.2Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,1,5,2024-10-29T00:12:40Z,180000,False,,,0,,MISS V. Wembanyama Free Throw 2 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2024-10-29T00:12:17.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,1,5,2024-10-29T00:12:40Z,190000,False,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT10M22.00S,2024-10-29T00:12:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,92.19776609724047,51.225490196078425,1610612745,1,5,2024-10-29T00:13:00Z,200000,False,6.0,21.0,1,right,MISS J. Smith Jr. Layup - blocked,"[1631095, 1641705]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
21,PT10M22.00S,2024-10-29T00:12:51.8Z,1,REGULAR,block,,[],1641705,,,1610612745,1,5,2024-10-29T00:12:54Z,210000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M22.00S,2024-10-29T00:12:51.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,1,5,2024-10-29T00:13:00Z,220000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,20.0,,,,,,,,,,,,,,,,,
24,PT10M15.00S,2024-10-29T00:13:10.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627832,74.06373193166885,70.34313725490196,1610612745,1,7,2024-10-29T00:13:27Z,240000,False,102.0,191.0,1,right,F. VanVleet 21' pullup Jump Shot (2 PTS) (A. Sengun 1 AST),"[1627832, 1630578]",1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,21.67,Made,,,,,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,
26,PT10M08.00S,2024-10-29T00:13:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,10.726018396846255,52.20588235294118,1610612759,1,7,2024-10-29T00:14:14Z,260000,False,-11.0,48.0,1,left,MISS V. Wembanyama driving floating bank Shot,[1641705],1610612759.0,SAS,driving floating bank,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,,,,,,,,,,,,,,,,,
27,PT10M08.00S,2024-10-29T00:13:17.7Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,1,7,2024-10-29T00:13:32Z,270000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,PT10M00.00S,2024-10-29T00:13:25.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641705,5.590000152587891,50.0,1610612759,3,7,2024-10-29T00:13:25Z,280000,False,0.0,0.0,1,left,V. Wembanyama tip DUNK (3 PTS),[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,3.0,,,,,,,,,,,,,
29,PT09M51.00S,2024-10-29T00:13:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,86.94152431011827,43.38235294117647,1610612745,3,9,2024-10-29T00:14:30Z,290000,False,-33.0,70.0,1,right,J. Smith Jr. 7' turnaround fadeaway Jump Shot (5 PTS) (F. VanVleet 3 AST),"[1631095, 1627832]",1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.76,Made,,,,,5.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,
31,PT09M35.00S,2024-10-29T00:13:50.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,11.12023653088042,48.77450980392157,1610612759,3,9,2024-10-29T00:14:46Z,310000,False,6.0,52.0,1,left,MISS J. Sochan driving Hook,[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,5.24,Missed,,,,,,,,,,,,,,,,,,
32,PT09M33.00S,2024-10-29T00:13:55.0Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,3,9,2024-10-29T00:13:55Z,320000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,31.0,1.0,0.0,1.0,,,,,,,,,,,,,,
