actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-22T01:40:44.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-22T01:40:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-02-22T01:40:46.2Z,1,REGULAR,jumpball,recovered,[],1641709,,,1610612765,0,0,2025-02-22T01:40:46Z,40000,False,,,0,,Jump Ball J. Duren vs. B. Biyombo: Tip to A. Thompson,"[1641709, 1631105, 202687]",1610612765.0,DET,startperiod,A. Thompson,1641709.0,Thompson,A. Thompson,Duren,1631105.0,Biyombo,202687.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-02-22T01:41:03.7Z,1,REGULAR,turnover,lost ball,[],1631105,,,1610612765,0,0,2025-02-22T01:41:13Z,70000,False,,,0,,J. Duren lost ball TURNOVER (1 TO),"[1631105, 1628368]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Left,1.0,Fox,1628368.0,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2025-02-22T01:41:03.7Z,1,REGULAR,steal,,[],1628368,,,1610612759,0,0,2025-02-22T01:41:26Z,80000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M18.00S,2025-02-22T01:41:25.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628368,76.5604467805519,86.76470588235294,1610612759,0,0,2025-02-22T01:41:29Z,90000,False,184.0,168.0,1,right,MISS D. Fox 24' 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,24.89,Missed,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-02-22T01:41:28.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2025-02-22T01:41:29Z,100000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M04.00S,2025-02-22T01:41:41.3Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612765,0,0,2025-02-22T01:42:12Z,110000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Harris 2 FT),"[1630170, 202699]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202056.0,1.0,0.0,Harris,202699.0,,,,,,
13,PT11M04.00S,2025-02-22T01:42:13.7Z,1,REGULAR,freethrow,1 of 2,[],202699,,,1610612765,0,1,2025-02-22T01:42:13Z,130000,False,,,0,,T. Harris Free Throw 1 of 2 (1 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
14,PT11M04.00S,2025-02-22T01:42:29.8Z,1,REGULAR,freethrow,2 of 2,[],202699,,,1610612765,0,2,2025-02-22T01:42:29Z,140000,False,,,0,,T. Harris Free Throw 2 of 2 (2 PTS),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,Made,,,,,,,,,,2.0,,,,,
15,PT10M53.00S,2025-02-22T01:42:39.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202687,93.77463863337714,49.26470588235294,1610612759,2,2,2025-02-22T01:42:51Z,150000,False,-4.0,6.0,1,right,B. Biyombo alley-oop DUNK (2 PTS) (D. Fox 1 AST),"[202687, 1628368]",1610612759.0,SAS,alley-oop,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,0.7,Made,,,,,,,,,,2.0,D. Fox,1628368.0,1.0,,
17,PT10M36.00S,2025-02-22T01:42:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,10.33180026281209,34.068627450980394,1610612765,2,2,2025-02-22T01:57:23Z,170000,False,80.0,45.0,1,left,MISS C. Cunningham 9' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,,,,9.13,Missed,,,,,,,,,,,,,,,
18,PT10M35.00S,2025-02-22T01:43:00.6Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,2,2,2025-02-22T01:57:23Z,180000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,
19,PT10M34.00S,2025-02-22T01:43:02.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,2,2,2025-02-22T01:57:28Z,190000,False,0.0,0.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
20,PT10M33.00S,2025-02-22T01:43:03.8Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,2,2,2025-02-22T01:57:32Z,200000,False,,,0,,A. Thompson REBOUND (Off:2 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,19.0,2.0,0.0,2.0,,,,,,,,,,,
21,PT10M32.00S,2025-02-22T01:43:04.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641709,5.590000152587891,50.0,1610612765,2,2,2025-02-22T01:57:38Z,217500,False,0.0,0.0,1,left,MISS A. Thompson putback DUNK - blocked,"[1641709, 202687]",1610612765.0,DET,putback,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,Biyombo,202687.0
22,PT10M32.00S,2025-02-22T01:43:04.5Z,1,REGULAR,block,,[],202687,,,1610612765,2,2,2025-02-22T01:43:05Z,226250,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M31.00S,2025-02-22T01:43:05.5Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,2,2,2025-02-22T01:57:38Z,230625,False,,,0,,A. Thompson REBOUND (Off:3 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,21.0,3.0,0.0,3.0,,,,,,,,,,,
37,PT10M30.00S,2025-02-22T01:43:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,6.652431011826544,50.98039215686274,1610612765,2,2,2025-02-22T01:57:43Z,235312,False,-5.0,10.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,1.11,Missed,,,,,,,,,,,,,,,
38,PT10M28.00S,2025-02-22T01:43:08.7Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,2,2,2025-02-22T01:57:43Z,237656,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,
24,PT10M28.00S,2025-02-22T01:43:08.9Z,1,REGULAR,foul,personal,[],101108,,,1610612765,2,2,2025-02-22T01:43:36Z,240000,False,,,0,,C. Paul personal FOUL (1 PF),"[101108, 1631105]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,202056.0,1.0,0.0,Duren,1631105.0,,,,,,
26,PT10M23.00S,2025-02-22T01:43:27.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,32.013797634691194,57.84313725490197,1610612765,2,5,2025-02-22T01:46:38Z,260000,False,-39.0,248.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (C. Cunningham 1 AST),"[203501, 1630595]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,25.15,Made,,,,,,,,,,3.0,C. Cunningham,1630595.0,1.0,,
28,PT10M05.00S,2025-02-22T01:43:45.2Z,1,REGULAR,turnover,lost ball,[],101108,,,1610612759,2,5,2025-02-22T01:43:51Z,280000,False,,,0,,C. Paul lost ball TURNOVER (1 TO),"[101108, 1641709]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,1.0,Thompson,1641709.0,,,,,,,,,,,,,,,,,
29,PT10M05.00S,2025-02-22T01:43:45.2Z,1,REGULAR,steal,,[],1641709,,,1610612765,2,5,2025-02-22T01:43:47Z,290000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M00.00S,2025-02-22T01:43:49.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641709,6.389618922470433,50.245098039215684,1610612765,2,7,2025-02-22T01:43:59Z,300000,False,-1.0,8.0,1,left,A. Thompson running alley-oop DUNK (2 PTS) (J. Duren 1 AST),"[1641709, 1631105]",1610612765.0,DET,running alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,0.77,Made,,,,,,,,,,2.0,J. Duren,1631105.0,1.0,,
32,PT09M53.00S,2025-02-22T01:43:57.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,91.93495400788436,46.07843137254902,1610612759,2,7,2025-02-22T01:44:49Z,320000,False,-20.0,23.0,1,right,MISS D. Vassell driving floating bank Shot,[1630170],1610612759.0,SAS,driving floating bank,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,,,,,,,
33,PT09M53.00S,2025-02-22T01:43:57.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,7,2025-02-22T01:44:16Z,330000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,32.0,3.0,2.0,1.0,,,,,,,,,,,
34,PT09M49.00S,2025-02-22T01:44:02.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,6.521024967148489,49.26470588235294,1610612765,2,9,2025-02-22T01:44:23Z,340000,False,4.0,9.0,1,left,J. Duren running DUNK (2 PTS) (C. Cunningham 2 AST),"[1631105, 1630595]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,0.95,Made,,,,,,,,,,2.0,C. Cunningham,1630595.0,2.0,,
36,PT09M49.00S,2025-02-22T01:44:20.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,2,9,2025-02-22T01:44:20Z,360000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M32.00S,2025-02-22T01:47:24.7Z,1,REGULAR,turnover,bad pass,[],202687,,,1610612759,2,9,2025-02-22T01:47:32Z,370000,False,,,0,,B. Biyombo bad pass TURNOVER (1 TO),"[202687, 202699]",1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Left,1.0,Harris,202699.0,,,,,,,,,,,,,,,,,
40,PT09M32.00S,2025-02-22T01:47:24.7Z,1,REGULAR,steal,,[],202699,,,1610612765,2,9,2025-02-22T01:47:26Z,380000,False,,,0,,T. Harris STEAL (1 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
41,PT09M21.00S,2025-02-22T01:47:36.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631105,5.206964520367937,47.30392156862745,1610612765,2,11,2025-02-22T01:47:42Z,390000,False,13.0,-4.0,1,left,J. Duren alley-oop DUNK (4 PTS) (T. Harris 1 AST),"[1631105, 202699]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,1.4,Made,,,,,,,,,,4.0,T. Harris,202699.0,1.0,,
43,PT09M03.00S,2025-02-22T01:47:55.7Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,2,11,2025-02-22T01:48:01Z,410000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (1 TO),[1628368],1610612759.0,SAS,bad pass,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,1628951.0,,,,,,,,,,
44,PT08M49.00S,2025-02-22T01:48:15.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630595,5.863994743758213,64.70588235294117,1610612765,2,13,2025-02-22T01:49:01Z,420000,False,-74.0,3.0,1,left,C. Cunningham 7' driving bank Hook (2 PTS),[1630595],1610612765.0,DET,driving bank,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,7.35,Made,,,,,,,,,,2.0,,,,,
45,PT08M37.00S,2025-02-22T01:48:27.1Z,1,REGULAR,2pt,Jump Shot,[],1630170,75.90341655716163,45.83333333333333,1610612759,4,13,2025-02-22T01:48:31Z,430000,False,-21.0,174.0,1,right,D. Vassell 17' pullup Jump Shot (2 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,,,,17.52,Made,,,,,,,,,,2.0,,,,,
46,PT08M16.00S,2025-02-22T01:48:48.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,6.1268068331143235,51.225490196078425,1610612765,4,15,2025-02-22T01:48:53Z,440000,False,-6.0,5.0,1,left,T. Harris driving DUNK (4 PTS) (T. Hardaway Jr. 1 AST),"[202699, 203501]",1610612765.0,DET,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,0.8,Made,,,,,,,,,,4.0,T. Hardaway Jr.,203501.0,1.0,,
