actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-16T00:43:38.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-16T00:43:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-11-16T00:43:41.1Z,1,REGULAR,jumpball,recovered,[],1642264,,,1610612759,0,0,2024-11-16T00:43:41Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. A. Davis: Tip to S. Castle,"[1642264, 1641705, 203076]",1610612759.0,SAS,startperiod,S. Castle,1642264.0,Castle,S. Castle,Wembanyama,1641705.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-11-16T00:43:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,91.67214191852825,45.588235294117645,1610612759,2,0,2024-11-16T00:44:07Z,70000,False,-22.0,26.0,1,right,J. Champagnie driving finger roll Layup (2 PTS) (C. Paul 1 AST),"[1630577, 101108]",1610612759.0,SAS,driving finger roll,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,3.4,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-11-16T00:44:12.6Z,1,REGULAR,3pt,Jump Shot,[],1642261,5.075558475689881,95.34313725490196,1610612747,2,0,2024-11-16T00:44:20Z,90000,False,-227.0,-5.0,1,left,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2024-11-16T00:44:13.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,2,0,2024-11-16T00:44:20Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,9.0,,,,,,,,,,,,,
11,PT11M24.00S,2024-11-16T00:44:19.2Z,1,REGULAR,foul,personal,[],1630559,,,1610612759,2,0,2024-11-16T00:44:54Z,110000,False,,,0,,A. Reaves loose ball personal FOUL (1 PF),"[1630559, 101108]",1610612747.0,LAL,loose ball,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Paul,101108.0,,,,,,,,
13,PT11M04.00S,2024-11-16T00:44:52.2Z,1,REGULAR,2pt,Jump Shot,[],1642264,78.13731931668858,62.99019607843137,1610612759,4,0,2024-11-16T00:44:59Z,130000,False,65.0,153.0,1,right,S. Castle 16' pullup Jump Shot (2 PTS),[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right Center,16.62,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M44.00S,2024-11-16T00:45:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,5.469776609724048,38.72549019607843,1610612747,4,0,2024-11-16T00:45:19Z,140000,False,56.0,-1.0,1,left,MISS L. James turnaround Shot,[2544],1610612747.0,LAL,turnaround,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,,,,,
15,PT10M42.00S,2024-11-16T00:45:14.3Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,0,2024-11-16T00:45:19Z,150000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,14.0,,,,,,1.0,1.0,0.0,,,,,
16,PT10M35.00S,2024-11-16T00:45:22.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,91.80354796320631,61.51960784313726,1610612759,4,0,2024-11-16T00:45:27Z,160000,False,58.0,25.0,1,right,MISS V. Wembanyama 6' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,,,,,,
17,PT10M32.00S,2024-11-16T00:45:25.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,4,0,2024-11-16T00:45:27Z,170000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,16.0,,,,,,1.0,1.0,0.0,,,,,
18,PT10M31.00S,2024-11-16T00:45:26.0Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,4,0,2024-11-16T00:45:31Z,180000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 203084]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,
19,PT10M31.00S,2024-11-16T00:45:26.0Z,1,REGULAR,steal,,[],203084,,,1610612759,4,0,2024-11-16T00:45:28Z,190000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
20,PT10M25.00S,2024-11-16T00:45:31.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641705,93.24901445466492,49.01960784313725,1610612759,6,0,2024-11-16T00:46:45Z,200000,False,-5.0,11.0,1,right,V. Wembanyama running alley-oop DUNK (2 PTS) (S. Castle 1 AST),"[1641705, 1642264]",1610612759.0,SAS,running alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.2,Made,2.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
23,PT09M58.00S,2024-11-16T00:46:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,11.12023653088042,50.245098039215684,1610612747,6,0,2024-11-16T00:47:54Z,230000,False,-1.0,52.0,1,left,MISS A. Davis alley-oop Layup,[203076],1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2024-11-16T00:46:18.2Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,6,0,2024-11-16T00:46:23Z,240000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,23.0,,,,,,1.0,1.0,0.0,,,,,
25,PT09M47.00S,2024-11-16T00:46:26.9Z,1,REGULAR,3pt,Jump Shot,[],1641705,66.70499342969777,73.52941176470588,1610612759,9,0,2024-11-16T00:46:38Z,250000,False,118.0,260.0,1,right,V. Wembanyama 28' 3PT  (5 PTS) (C. Paul 2 AST),"[1641705, 101108]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,28.58,Made,5.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
27,PT09M46.00S,2024-11-16T00:46:35.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,9,0,2024-11-16T00:46:36Z,270000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M32.00S,2024-11-16T00:50:08.1Z,1,REGULAR,violation,kicked ball,[],1641705,,,1610612747,9,0,2024-11-16T00:50:15Z,280000,False,,,0,,V. Wembanyama kicked ball VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,204059.0,,,,,,,,,,,,
29,PT09M28.00S,2024-11-16T00:50:27.1Z,1,REGULAR,3pt,Jump Shot,[],1629629,6.389618922470433,96.32352941176471,1610612747,9,0,2024-11-16T00:50:33Z,290000,False,-232.0,8.0,1,left,MISS C. Reddish 3PT,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
30,PT09M24.00S,2024-11-16T00:50:31.1Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,9,0,2024-11-16T00:50:33Z,300000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,,29.0,,,,,,2.0,2.0,0.0,,,,,
31,PT09M09.00S,2024-11-16T00:50:45.7Z,1,REGULAR,2pt,Jump Shot,[],1641705,76.5604467805519,27.450980392156865,1610612759,11,0,2024-11-16T00:50:50Z,310000,False,-113.0,168.0,1,right,V. Wembanyama 20' pullup Jump Shot (7 PTS),[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,20.21,Made,7.0,,,,,,,,,,,,,,,,,
32,PT09M00.00S,2024-11-16T00:50:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642261,5.863994743758213,52.450980392156865,1610612747,11,2,2024-11-16T00:51:02Z,320000,False,-12.0,3.0,1,left,D. Knecht cutting finger roll Layup (2 PTS) (L. James 1 AST),"[1642261, 2544]",1610612747.0,LAL,cutting finger roll,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,1.26,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
34,PT08M51.00S,2024-11-16T00:51:03.4Z,1,REGULAR,3pt,Jump Shot,[],1641705,63.6826544021025,52.450980392156865,1610612759,11,2,2024-11-16T00:51:09Z,340000,False,12.0,289.0,1,right,MISS V. Wembanyama 28' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,28.92,Missed,,,,,,,,,,,,,,,,,,
35,PT08M46.00S,2024-11-16T00:51:08.4Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,11,2,2024-11-16T00:51:09Z,350000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,34.0,,,,,,2.0,2.0,0.0,,,,,
36,PT08M43.00S,2024-11-16T00:51:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,5.995400788436268,51.9607843137255,1610612747,11,4,2024-11-16T00:51:22Z,360000,False,-10.0,4.0,1,left,L. James running finger roll Layup (2 PTS),[2544],1610612747.0,LAL,running finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M41.00S,2024-11-16T00:51:17.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,11,4,2024-11-16T00:51:17Z,370000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M26.00S,2024-11-16T00:54:58.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,92.46057818659659,48.28431372549019,1610612759,13,4,2024-11-16T00:55:05Z,380000,False,-9.0,18.0,1,right,V. Wembanyama alley-oop DUNK (9 PTS) (C. Paul 3 AST),"[1641705, 101108]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.03,Made,9.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
40,PT08M11.00S,2024-11-16T00:55:16.0Z,1,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612747,13,4,2024-11-16T00:55:21Z,400000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Davis 2 FT),"[1641705, 203076]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,204059.0,1.0,0.0,Davis,203076.0,,,,,,,,
42,PT08M11.00S,2024-11-16T00:55:48.3Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,13,5,2024-11-16T00:55:48Z,420000,False,,,0,,A. Davis Free Throw 1 of 2 (1 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
43,PT08M11.00S,2024-11-16T00:56:05.8Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,13,6,2024-11-16T00:56:05Z,430000,False,,,0,,A. Davis Free Throw 2 of 2 (2 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
44,PT07M58.00S,2024-11-16T00:56:24.2Z,1,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612759,13,6,2024-11-16T00:56:45Z,440000,False,,,0,,C. Reddish shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629629, 203084]",1610612747.0,LAL,shooting,,,Reddish,C. Reddish,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204059.0,1.0,0.0,Barnes,203084.0,,,,,,,,
46,PT07M58.00S,2024-11-16T00:56:52.7Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612759,14,6,2024-11-16T00:56:52Z,460000,False,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
47,PT07M58.00S,2024-11-16T00:57:08.8Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612759,15,6,2024-11-16T00:57:08Z,470000,False,,,0,,H. Barnes Free Throw 2 of 2 (2 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
48,PT07M39.00S,2024-11-16T00:57:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.046649145860711,46.81372549019608,1610612747,15,6,2024-11-16T00:57:40Z,480000,False,16.0,14.0,1,left,MISS A. Davis driving Layup,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
49,PT07M37.00S,2024-11-16T00:57:33.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,15,6,2024-11-16T00:57:40Z,490000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,48.0,,,,,,2.0,2.0,0.0,,,,,
50,PT07M27.00S,2024-11-16T00:57:43.4Z,1,REGULAR,3pt,Jump Shot,[],101108,88.38699080157687,94.6078431372549,1610612759,18,6,2024-11-16T00:57:48Z,500000,False,223.0,57.0,1,right,C. Paul 3PT  (3 PTS) (V. Wembanyama 1 AST),"[101108, 1641705]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Right Corner 3,24+ Right,23.01,Made,3.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
