actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-01T01:11:15.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-01T01:11:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-01T01:11:18.1Z,1,REGULAR,jumpball,recovered,[],203507,,,1610612749,0,0,2025-02-01T01:11:18Z,40000,False,,,0,,Jump Ball B. Lopez vs. V. Wembanyama: Tip to G. Antetokounmpo,"[203507, 201572, 1641705]",1610612749.0,MIL,startperiod,G. Antetokounmpo,203507.0,Antetokounmpo,G. Antetokounmpo,Lopez,201572.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-02-01T01:11:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641748,7.703679369250986,52.20588235294118,1610612749,0,2,2025-02-01T01:11:45Z,70000,False,-11.0,20.0,1,left,A. Jackson Jr. driving Layup (2 PTS) (G. Antetokounmpo 1 AST),"[1641748, 203507]",1610612749.0,MIL,driving,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.27,Made,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
9,PT11M43.00S,2025-02-01T01:11:37.9Z,1,REGULAR,foul,personal,['1freethrow'],1642264,,,1610612749,0,2,2025-02-01T01:11:53Z,90000,False,,,0,,S. Castle shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1642264, 1641748]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,1.0,0.0,Jackson Jr.,1641748.0,,,,,,,,,
11,PT11M43.00S,2025-02-01T01:11:55.4Z,1,REGULAR,freethrow,1 of 1,[],1641748,,,1610612749,0,2,2025-02-01T01:12:22Z,110000,False,,,0,,MISS A. Jackson Jr. Free Throw 1 of 1,[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M40.00S,2025-02-01T01:11:58.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,0,2,2025-02-01T01:12:22Z,120000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,
13,PT11M20.00S,2025-02-01T01:12:17.5Z,1,REGULAR,3pt,Jump Shot,[],1642264,76.82325886990802,11.76470588235294,1610612759,3,2,2025-02-01T01:12:25Z,130000,False,-191.0,165.0,1,right,S. Castle 25' 3PT  (3 PTS) (C. Paul 1 AST),"[1642264, 101108]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,25.28,Made,3.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
15,PT11M00.00S,2025-02-01T01:12:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.995400788436268,52.94117647058824,1610612749,3,2,2025-02-01T01:12:45Z,150000,False,-15.0,4.0,1,left,MISS D. Lillard driving finger roll Layup,[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
16,PT10M54.00S,2025-02-01T01:12:43.4Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,3,2,2025-02-01T01:12:45Z,160000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT10M48.00S,2025-02-01T01:12:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,86.5473061760841,39.46078431372549,1610612759,5,2,2025-02-01T01:12:58Z,170000,False,-53.0,74.0,1,right,V. Wembanyama 9' driving floating Jump Shot (2 PTS) (C. Paul 2 AST),"[1641705, 101108]",1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,9.08,Made,2.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
19,PT10M28.00S,2025-02-01T01:13:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.440867279894875,50.73529411764706,1610612749,5,2,2025-02-01T01:13:36Z,190000,False,-4.0,17.0,1,left,MISS G. Antetokounmpo reverse Layup - blocked,"[203507, 1641705]",1610612749.0,MIL,reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
20,PT10M28.00S,2025-02-01T01:13:09.4Z,1,REGULAR,block,,[],1641705,,,1610612749,5,2,2025-02-01T01:13:11Z,200000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M25.00S,2025-02-01T01:13:12.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,5,2,2025-02-01T01:13:18Z,210000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,
22,PT10M21.00S,2025-02-01T01:13:16.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642264,93.11760840998686,50.98039215686274,1610612759,5,2,2025-02-01T01:14:16Z,220000,False,5.0,12.0,1,right,MISS S. Castle running Layup,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.31,Missed,,,,,,,,,,,,,,,,,,
23,PT10M20.00S,2025-02-01T01:13:17.3Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,5,2,2025-02-01T01:13:27Z,230000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:1),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
24,PT10M14.00S,2025-02-01T01:13:23.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,6.652431011826544,49.754901960784316,1610612749,5,2,2025-02-01T01:15:57Z,240000,False,1.0,10.0,1,left,MISS G. Antetokounmpo running Layup - blocked,"[203507, 1641705]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
25,PT10M14.00S,2025-02-01T01:13:23.6Z,1,REGULAR,block,,[],1641705,,,1610612749,5,2,2025-02-01T01:13:25Z,250000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT10M11.00S,2025-02-01T01:13:26.6Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,5,2,2025-02-01T01:14:00Z,260000,False,,,0,,S. Castle REBOUND (Off:0 Def:2),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,24.0,2.0,2.0,0.0,,,,,
27,PT10M08.00S,2025-02-01T01:13:29.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630170,93.11760840998686,48.77450980392157,1610612759,7,2,2025-02-01T01:13:38Z,270000,False,-6.0,12.0,1,right,D. Vassell running Layup (2 PTS),[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.36,Made,2.0,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2025-02-01T01:13:35.2Z,1,REGULAR,3pt,Jump Shot,[],1627752,28.465834428383708,77.69607843137256,1610612749,7,2,2025-02-01T01:17:04Z,280000,False,-138.0,215.0,1,left,MISS T. Prince 25' pullup 3PT,[1627752],1610612749.0,MIL,pullup,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
29,PT10M02.00S,2025-02-01T01:13:35.2Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,7,2,2025-02-01T01:13:45Z,290000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,
30,PT09M49.00S,2025-02-01T01:13:51.2Z,1,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,7,2,2025-02-01T01:14:14Z,300000,False,,,0,,V. Wembanyama lost ball out-of-bounds TURNOVER (1 TO),[1641705],1610612759.0,SAS,lost ball,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,,,,,,,,,,,1.0,,
31,PT09M38.00S,2025-02-01T01:14:08.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,32.933639947437584,56.86274509803921,1610612749,7,2,2025-02-01T01:14:19Z,310000,False,-34.0,257.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,,,,,,,,,,
32,PT09M35.00S,2025-02-01T01:14:11.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,7,2,2025-02-01T01:14:11Z,320000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,31.0,2.0,2.0,0.0,,,,,
33,PT09M33.00S,2025-02-01T01:14:13.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642264,92.9862023653088,49.26470588235294,1610612759,9,2,2025-02-01T01:15:28Z,330000,False,-4.0,13.0,1,right,S. Castle running DUNK (5 PTS) (C. Paul 3 AST),"[1642264, 101108]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.39,Made,5.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
35,PT09M33.00S,2025-02-01T01:14:19.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,9,2,2025-02-01T01:15:28Z,350000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M15.00S,2025-02-01T01:17:32.0Z,1,REGULAR,3pt,Jump Shot,[],201572,27.808804204993432,20.833333333333336,1610612749,9,2,2025-02-01T01:17:37Z,360000,False,146.0,209.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.47,Missed,,,,,,,,,,,,,,,,,,
38,PT09M13.00S,2025-02-01T01:17:34.0Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,9,2,2025-02-01T01:17:37Z,370000,False,,,0,,S. Castle REBOUND (Off:0 Def:3),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,37.0,3.0,3.0,0.0,,,,,
39,PT09M06.00S,2025-02-01T01:17:41.2Z,1,REGULAR,3pt,Jump Shot,[],101108,92.9862023653088,3.9215686274509802,1610612759,12,2,2025-02-01T01:17:48Z,380000,False,-230.0,13.0,1,right,C. Paul 3PT  (3 PTS) (S. Castle 1 AST),"[101108, 1642264]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,23.08,Made,3.0,S. Castle,1642264.0,1.0,,,,,,,,,,,,,,
41,PT08M54.00S,2025-02-01T01:17:54.4Z,1,REGULAR,2pt,Jump Shot,[],203507,16.90210249671485,75.0,1610612749,12,4,2025-02-01T01:18:01Z,400000,False,-125.0,106.0,1,left,G. Antetokounmpo 16' pullup Jump Shot (2 PTS) (D. Lillard 1 AST),"[203507, 203081]",1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,16.42,Made,2.0,D. Lillard,203081.0,1.0,,,,,,,,,,,,,,
43,PT08M34.00S,2025-02-01T01:18:14.2Z,1,REGULAR,3pt,Jump Shot,[],203084,90.88370565045992,94.85294117647058,1610612759,15,4,2025-02-01T01:18:20Z,420000,False,224.0,33.0,1,right,H. Barnes 3PT  (3 PTS) (C. Paul 4 AST),"[203084, 101108]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.67,Made,3.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,
45,PT08M16.00S,2025-02-01T01:18:31.3Z,1,REGULAR,3pt,Jump Shot,[],1641748,5.469776609724048,96.56862745098039,1610612749,15,7,2025-02-01T01:18:36Z,440000,False,-233.0,-1.0,1,left,A. Jackson Jr. 3PT  (5 PTS) (T. Prince 1 AST),"[1641748, 1627752]",1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.28,Made,5.0,T. Prince,1627752.0,1.0,,,,,,,,,,,,,,
47,PT08M05.00S,2025-02-01T01:18:43.6Z,1,REGULAR,foul,personal,['2freethrow'],201572,,,1610612759,15,7,2025-02-01T01:18:53Z,460000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Barnes 2 FT),"[201572, 203084]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,1.0,0.0,Barnes,203084.0,,,,,,,,,
49,PT08M05.00S,2025-02-01T01:19:11.8Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612759,16,7,2025-02-01T01:19:11Z,480000,False,,,0,,H. Barnes Free Throw 1 of 2 (4 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
50,PT08M05.00S,2025-02-01T01:19:27.4Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612759,17,7,2025-02-01T01:19:27Z,490000,False,,,0,,H. Barnes Free Throw 2 of 2 (5 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
51,PT07M55.00S,2025-02-01T01:19:37.3Z,1,REGULAR,3pt,Jump Shot,[],203081,32.14520367936925,52.20588235294118,1610612749,17,10,2025-02-01T01:19:43Z,500000,False,-11.0,250.0,1,left,D. Lillard 24' 3PT pullup (3 PTS),[203081],1610612749.0,MIL,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,24.99,Made,3.0,,,,,,,,,,,,,,,,,
52,PT07M47.00S,2025-02-01T01:19:44.8Z,1,REGULAR,3pt,Jump Shot,[],1642264,93.9060446780552,2.941176470588235,1610612759,17,10,2025-02-01T01:19:51Z,510000,False,-235.0,5.0,1,right,MISS S. Castle 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
53,PT07M44.00S,2025-02-01T01:19:47.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,17,10,2025-02-01T01:19:51Z,520000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,
54,PT07M38.00S,2025-02-01T01:19:53.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641748,18.610381077529567,91.42156862745098,1610612749,17,10,2025-02-01T01:20:35Z,530000,False,-207.0,122.0,1,left,MISS A. Jackson Jr. 24' running 3PT,[1641748],1610612749.0,MIL,running,,,Jackson Jr.,A. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,24.06,Missed,,,,,,,,,,,,,,,,,,
55,PT07M36.00S,2025-02-01T01:19:55.9Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,17,10,2025-02-01T01:20:00Z,540000,False,,,0,,S. Castle REBOUND (Off:0 Def:4),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,54.0,4.0,4.0,0.0,,,,,
56,PT07M29.00S,2025-02-01T01:20:03.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642264,89.17542706964521,51.225490196078425,1610612759,17,10,2025-02-01T01:21:34Z,550000,False,6.0,49.0,1,right,MISS S. Castle running Layup,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
58,PT07M26.00S,2025-02-01T01:20:06.0Z,1,REGULAR,rebound,defensive,[],1641748,,,1610612749,17,10,2025-02-01T01:20:11Z,570000,False,,,0,,A. Jackson Jr. REBOUND (Off:0 Def:2),[1641748],1610612749.0,MIL,,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,,
59,PT07M23.00S,2025-02-01T01:20:09.5Z,1,REGULAR,3pt,Jump Shot,[],201572,28.991458607095925,21.323529411764707,1610612749,17,10,2025-02-01T01:20:22Z,580000,False,143.0,220.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
60,PT07M23.00S,2025-02-01T01:20:09.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,17,10,2025-02-01T01:20:22Z,590000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,
