actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-21T02:35:46.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-21T02:35:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-21T02:35:48.8Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612756,0,0,2025-02-21T02:35:48Z,40000,False,,,0,,Jump Ball N. Richards vs. B. Biyombo: Tip to T. Jones,"[1626145, 1630208, 202687]",1610612756.0,PHX,startperiod,T. Jones,1626145.0,Jones,T. Jones,Richards,1630208.0,Biyombo,202687.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-02-21T02:35:58.4Z,1,REGULAR,2pt,Jump Shot,[],201142,80.6340341655716,71.56862745098039,1610612756,0,0,2025-02-21T02:36:15Z,70000,False,108.0,130.0,1,right,MISS K. Durant 16' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,16.85,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-02-21T02:36:01.4Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,0,0,2025-02-21T02:36:04Z,80000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-02-21T02:36:15.2Z,1,REGULAR,3pt,Jump Shot,[],1628368,4.28712220762155,93.87254901960785,1610612759,3,0,2025-02-21T02:36:19Z,90000,False,-219.0,-12.0,1,left,D. Fox 3PT  (3 PTS) (C. Paul 1 AST),"[1628368, 101108]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,21.97,Made,,,,,3.0,C. Paul,101108.0,1.0,,,,,,,,,,
11,PT11M08.00S,2025-02-21T02:36:37.2Z,1,REGULAR,3pt,Jump Shot,[],1626145,94.03745072273325,95.09803921568627,1610612756,3,0,2025-02-21T02:36:41Z,110000,False,225.0,4.0,1,right,MISS T. Jones 3PT,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
12,PT11M05.00S,2025-02-21T02:36:40.2Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,3,0,2025-02-21T02:36:41Z,120000,False,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M01.00S,2025-02-21T02:36:44.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,76.03482260183968,85.5392156862745,1610612756,3,0,2025-02-21T02:36:51Z,130000,False,178.0,173.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2025-02-21T02:36:47.1Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612756,3,0,2025-02-21T02:36:51Z,140000,False,,,0,,N. Richards REBOUND (Off:2 Def:0),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,13.0,2.0,0.0,2.0,,,,,,,,,,,,,,
15,PT10M56.00S,2025-02-21T02:36:49.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630208,93.24901445466492,50.98039215686274,1610612756,3,0,2025-02-21T02:38:38Z,150000,False,5.0,11.0,1,right,MISS N. Richards putback DUNK,[1630208],1610612756.0,PHX,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.2,Missed,,,,,,,,,,,,,,,,,,
16,PT10M56.00S,2025-02-21T02:36:49.1Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,3,0,2025-02-21T02:37:26Z,160000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M48.00S,2025-02-21T02:36:57.9Z,1,REGULAR,2pt,Jump Shot,[],101108,15.062417871222076,24.019607843137255,1610612759,5,0,2025-02-21T02:37:16Z,170000,False,130.0,89.0,1,left,C. Paul 15' pullup Jump Shot (2 PTS),[101108],1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,15.75,Made,,,,,2.0,,,,,,,,,,,,,
