actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
18,PT10M45.00S,2024-12-20T01:12:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,9.06701708278581,43.40533088235294,1610612737,4,4,2024-12-20T01:13:37Z,180000,False,33.0,33.0,1,left,MISS D. Daniels driving Layup - blocked,"[1630700, 101108]",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,4.65,Missed,,,,,,,,,,Paul,101108.0,,,,
19,PT10M45.00S,2024-12-20T01:12:45.5Z,1,REGULAR,block,,[],101108,,,1610612737,4,4,2024-12-20T01:12:48Z,190000,False,,,0,,C. Paul BLOCK (1 BLK),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M44.00S,2024-12-20T01:12:46.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,4,4,2024-12-20T01:13:29Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,18.0,,,
22,PT10M37.00S,2024-12-20T01:13:08.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,7.966491458607096,61.274509803921575,1610612737,4,6,2024-12-20T01:13:56Z,220000,False,-56.0,22.0,1,left,C. Capela 6' Hook (2 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,6.07,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,
26,PT10M30.00S,2024-12-20T01:13:22.5Z,1,REGULAR,3pt,Jump Shot,[],203084,81.12680683311433,8.82352941176471,1610612759,4,6,2024-12-20T01:15:53Z,260000,False,-206.0,125.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,24.08,Missed,,,,,,,,,,,,,,,
27,PT10M28.00S,2024-12-20T01:13:24.5Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,4,6,2024-12-20T01:15:53Z,270000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0
28,PT10M22.00S,2024-12-20T01:13:28.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,9.855453350854134,42.524509803921575,1610612737,4,6,2024-12-20T01:16:42Z,280000,False,37.0,40.0,1,left,MISS T. Young running finger roll Layup - blocked,"[1629027, 1641705]",1610612737.0,ATL,running finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,5.48,Missed,,,,,,,,,,Wembanyama,1641705.0,,,,
29,PT10M22.00S,2024-12-20T01:13:28.4Z,1,REGULAR,block,,[],1641705,,,1610612737,4,6,2024-12-20T01:13:31Z,290000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M19.00S,2024-12-20T01:13:31.4Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,4,6,2024-12-20T01:16:50Z,300000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0
31,PT10M15.00S,2024-12-20T01:13:35.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,69.56307490144546,68.38235294117646,1610612759,4,6,2024-12-20T01:17:21Z,310000,False,92.0,234.0,1,right,MISS V. Wembanyama 25' running 3PT,[1641705],1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,25.1,Missed,,,,,,,,,,,,,,,
32,PT10M13.00S,2024-12-20T01:13:37.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,4,6,2024-12-20T01:17:21Z,320000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,31.0,1.0,1.0,0.0
33,PT10M06.00S,2024-12-20T01:13:46.1Z,1,REGULAR,violation,kicked ball,[],1641705,,,1610612737,4,6,2024-12-20T01:17:56Z,330000,False,,,0,,V. Wembanyama kicked ball VIOLATION,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,203591.0,,,,,,,,,,
34,PT10M00.00S,2024-12-20T01:14:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,12.089356110381075,60.94515931372549,1610612737,4,8,2024-12-20T01:18:39Z,340000,False,-55.0,61.0,1,left,J. Johnson 8' pullup Jump Shot (2 PTS) (C. Capela 1 AST),"[1630552, 203991]",1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,8.2,Made,2.0,C. Capela,203991.0,1.0,,,,,,,,,,,
35,PT09M44.00S,2024-12-20T01:14:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612759,4,8,2024-12-20T01:14:39Z,350000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1630700, 1641705]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Wembanyama,1641705.0,,,,,,
37,PT09M44.00S,2024-12-20T01:14:55.8Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,5,8,2024-12-20T01:14:55Z,370000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (3 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
38,PT09M44.00S,2024-12-20T01:15:15.5Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,6,8,2024-12-20T01:15:15Z,380000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (4 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
39,PT09M34.00S,2024-12-20T01:15:30.5Z,1,REGULAR,2pt,Jump Shot,[],1642258,14.848883048620237,93.11427696078431,1610612737,6,8,2024-12-20T01:20:06Z,390000,False,-216.0,87.0,1,left,MISS Z. Risacher 23' Jump Shot,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Left,,,,23.25,Missed,,,,,,,,,,,,,,,
40,PT09M30.00S,2024-12-20T01:15:34.5Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,6,8,2024-12-20T01:20:14Z,400000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,39.0,1.0,1.0,0.0
41,PT09M21.00S,2024-12-20T01:15:42.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,93.82391590013141,52.14077818627451,1610612759,8,8,2024-12-20T01:20:39Z,410000,False,11.0,6.0,1,right,J. Sochan cutting DUNK (2 PTS) (C. Paul 2 AST),"[1631110, 101108]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,1.21,Made,2.0,C. Paul,101108.0,2.0,,,,,,,,,,,
43,PT09M10.00S,2024-12-20T01:15:53.0Z,1,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,8,8,2024-12-20T01:16:06Z,430000,False,,,0,,J. Johnson bad pass out-of-bounds TURNOVER (1 TO),[1630552],1610612737.0,ATL,bad pass,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,203591.0,,,,,,,,,,
44,PT08M55.00S,2024-12-20T01:16:15.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631110,92.19776609724047,45.83333333333333,1610612759,10,8,2024-12-20T01:21:06Z,440000,False,-21.0,21.0,1,right,J. Sochan turnaround Hook (4 PTS) (V. Wembanyama 1 AST),"[1631110, 1641705]",1610612759.0,SAS,turnaround,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,2.94,Made,4.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,
46,PT08M44.00S,2024-12-20T01:16:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,14.011169513797633,49.01960784313725,1610612737,10,10,2024-12-20T01:21:24Z,460000,False,5.0,79.0,1,left,J. Johnson 7' driving floating Jump Shot (4 PTS) (T. Young 3 AST),"[1630552, 1629027]",1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,7.94,Made,4.0,T. Young,1629027.0,3.0,,,,,,,,,,,
48,PT08M37.00S,2024-12-20T01:16:33.9Z,1,REGULAR,foul,personal,[],1642258,,,1610612759,10,10,2024-12-20T01:17:02Z,480000,False,,,0,,Z. Risacher personal FOUL (2 PF),"[1642258, 1631110]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1627963.0,2.0,0.0,Sochan,1631110.0,,,,,,
50,PT08M28.00S,2024-12-20T01:17:01.4Z,1,REGULAR,3pt,Jump Shot,[],1641705,66.5735873850197,26.47058823529412,1610612759,13,10,2024-12-20T01:17:05Z,500000,False,-118.0,262.0,1,right,V. Wembanyama 28' 3PT  (7 PTS) (D. Vassell 1 AST),"[1641705, 1630170]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,28.69,Made,7.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,
52,PT08M17.00S,2024-12-20T01:17:13.3Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,13,10,2024-12-20T01:21:59Z,520000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 101108]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,1.0,Paul,101108.0,,,,,,,,,,,,,,,,,
53,PT08M17.00S,2024-12-20T01:17:13.3Z,1,REGULAR,steal,,[],101108,,,1610612759,13,10,2024-12-20T01:17:15Z,530000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT08M12.00S,2024-12-20T01:17:17.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630170,75.1149802890933,9.803921568627452,1610612759,16,10,2024-12-20T01:22:10Z,540000,False,-201.0,181.0,1,right,D. Vassell 27' 3PT running pullup (5 PTS) (J. Sochan 1 AST),"[1630170, 1631110]",1610612759.0,SAS,running pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,,27.08,Made,5.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,
56,PT07M56.00S,2024-12-20T01:17:36.1Z,1,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612737,16,10,2024-12-20T01:18:09Z,560000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631110, 1630552]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,1.0,0.0,Johnson,1630552.0,,,,,,
58,PT07M56.00S,2024-12-20T01:18:12.9Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,16,11,2024-12-20T01:18:12Z,580000,False,,,0,,J. Johnson Free Throw 1 of 2 (5 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
59,PT07M56.00S,2024-12-20T01:18:24.3Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,16,12,2024-12-20T01:18:24Z,590000,False,,,0,,J. Johnson Free Throw 2 of 2 (6 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
60,PT07M37.00S,2024-12-20T01:18:46.6Z,1,REGULAR,3pt,Jump Shot,[],203084,69.20170827858082,76.7156862745098,1610612759,16,12,2024-12-20T01:22:38Z,600000,False,134.0,237.0,1,right,MISS H. Barnes 27' 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,27.21,Missed,,,,,,,,,,,,,,,
61,PT07M35.00S,2024-12-20T01:18:48.6Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,16,12,2024-12-20T01:22:38Z,610000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,60.0,2.0,1.0,1.0
62,PT07M27.00S,2024-12-20T01:18:55.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,92.46057818659659,3.1862745098039214,1610612759,19,12,2024-12-20T01:19:01Z,620000,False,-234.0,18.0,1,right,V. Wembanyama 3PT  (10 PTS) (J. Sochan 2 AST),"[1641705, 1631110]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,23.48,Made,10.0,J. Sochan,1631110.0,2.0,,,,,,,,,,,
64,PT07M13.00S,2024-12-20T01:19:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,6.438896189224707,45.72227328431373,1610612737,19,12,2024-12-20T01:23:14Z,640000,False,21.0,8.0,1,left,MISS Z. Risacher reverse Layup - blocked,"[1642258, 1641705]",1610612737.0,ATL,reverse,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,2.28,Missed,,,,,,,,,,Wembanyama,1641705.0,,,,
65,PT07M13.00S,2024-12-20T01:19:10.3Z,1,REGULAR,block,,[],1641705,,,1610612737,19,12,2024-12-20T01:19:13Z,650000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT07M12.00S,2024-12-20T01:19:11.3Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,19,12,2024-12-20T01:23:14Z,660000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,64.0,1.0,0.0,1.0
67,PT07M08.00S,2024-12-20T01:19:17.7Z,1,REGULAR,turnover,out-of-bounds,[],203991,,,1610612737,19,12,2024-12-20T01:19:24Z,670000,False,,,0,,C. Capela lost ball out-of-bounds TURNOVER (1 TO),[203991],1610612737.0,ATL,lost ball,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,203591.0,,,,,,,,,,
68,PT07M02.00S,2024-12-20T01:19:25.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,91.80354796320631,3.6764705882352944,1610612759,19,12,2024-12-20T01:23:34Z,680000,False,-232.0,25.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,23.29,Missed,,,,,,,,,,,,,,,
69,PT06M59.00S,2024-12-20T01:19:28.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,19,12,2024-12-20T01:23:42Z,690000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,68.0,,,
71,PT06M59.00S,2024-12-20T01:19:34.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,19,12,2024-12-20T01:19:34Z,710000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M59.00S,2024-12-20T01:21:14.5Z,1,REGULAR,substitution,out,[],1630552,,,1610612759,19,12,2024-12-20T01:22:39Z,720000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M59.00S,2024-12-20T01:21:14.5Z,1,REGULAR,substitution,in,[],1629631,,,1610612759,19,12,2024-12-20T01:22:39Z,730000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M53.00S,2024-12-20T01:22:42.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203084,91.67214191852825,3.6764705882352944,1610612759,19,12,2024-12-20T01:24:24Z,740000,False,-232.0,26.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,23.3,Missed,,,,,,,,,,,,,,,
76,PT06M51.00S,2024-12-20T01:22:44.2Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,19,12,2024-12-20T01:24:24Z,750000,False,,,0,,J. Sochan REBOUND (Off:2 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,75.0,3.0,1.0,2.0
77,PT06M50.00S,2024-12-20T01:22:47.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631110,94.40999984741211,50.0,1610612759,19,12,2024-12-20T01:24:48Z,760000,False,0.0,0.0,1,right,MISS J. Sochan tip Layup,[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
78,PT06M49.00S,2024-12-20T01:22:48.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,19,12,2024-12-20T01:24:48Z,770000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,77.0,2.0,1.0,1.0
79,PT06M45.00S,2024-12-20T01:22:50.2Z,1,REGULAR,turnover,lost ball,[],1630700,,,1610612737,19,12,2024-12-20T01:25:21Z,780000,False,,,0,,D. Daniels lost ball TURNOVER (1 TO),"[1630700, 203084]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,1.0,Barnes,203084.0,,,,,,,,,,,,,,,,,
80,PT06M45.00S,2024-12-20T01:22:50.2Z,1,REGULAR,steal,,[],203084,,,1610612759,19,12,2024-12-20T01:22:52Z,790000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
81,PT06M40.00S,2024-12-20T01:22:55.8Z,1,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612759,19,12,2024-12-20T01:23:15Z,800000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630700, 203084]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,2.0,0.0,Barnes,203084.0,,,,,,
83,PT06M40.00S,2024-12-20T01:23:21.2Z,1,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",203084,,,1610612759,19,12,2024-12-20T01:26:21Z,825000,False,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
84,PT06M40.00S,2024-12-20T01:23:21.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,19,12,2024-12-20T01:26:21Z,832500,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,
87,PT06M40.00S,2024-12-20T01:23:21.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203084,,,1610612759,20,12,2024-12-20T01:26:21Z,836250,False,,,0,,H. Barnes Free Throw 2 of 2 (1 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
85,PT06M40.00S,2024-12-20T01:23:22.4Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,20,12,2024-12-20T01:26:21Z,840000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M40.00S,2024-12-20T01:23:22.4Z,1,REGULAR,substitution,in,[],1630249,,,1610612737,20,12,2024-12-20T01:26:21Z,850000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M29.00S,2024-12-20T01:23:56.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,7.835085413929041,55.392156862745104,1610612737,20,12,2024-12-20T01:26:12Z,855000,False,-27.0,21.0,1,left,MISS Z. Risacher driving Layup,[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,3.43,Missed,,,,,,,,,,,,,,,
89,PT06M27.00S,2024-12-20T01:23:58.4Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,20,12,2024-12-20T01:26:12Z,857500,False,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,88.0,2.0,2.0,0.0
