actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-12T01:10:23.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-12T01:10:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-12T01:10:27.7Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612759,0,0,2024-11-12T01:10:27Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. D. Sabonis: Tip to C. Paul,"[101108, 1641705, 1627734]",1610612759.0,SAS,startperiod,C. Paul,101108.0,Paul,C. Paul,Wembanyama,1641705.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-11-12T01:10:41.5Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612759,0,0,2024-11-12T01:11:12Z,70000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Barnes 2 FT),"[201942, 203084]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,2534.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,
9,PT11M45.00S,2024-11-12T01:11:14.4Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612759,1,0,2024-11-12T01:11:14Z,90000,False,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M45.00S,2024-11-12T01:11:26.4Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612759,2,0,2024-11-12T01:11:26Z,100000,False,,,0,,H. Barnes Free Throw 2 of 2 (2 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M32.00S,2024-11-12T01:11:40.2Z,1,REGULAR,3pt,Jump Shot,[],1628989,16.113666228646515,5.147058823529411,1610612758,2,0,2024-11-12T01:11:48Z,110000,False,224.0,99.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.52,,,,,,,,,,,,
12,PT11M27.00S,2024-11-12T01:11:45.2Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,2,0,2024-11-12T01:11:48Z,120000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M14.00S,2024-11-12T01:11:58.6Z,1,REGULAR,3pt,Jump Shot,[],1630577,73.80091984231275,16.666666666666664,1610612759,2,0,2024-11-12T01:12:05Z,130000,False,-167.0,194.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.56,,,,,,,,,,,,
14,PT11M13.00S,2024-11-12T01:11:59.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,2,0,2024-11-12T01:12:05Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,13.0,,,,,,,,,,,
16,PT11M08.00S,2024-11-12T01:12:23.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641705,89.70105124835742,87.99019607843137,1610612759,4,0,2024-11-12T01:12:58Z,160000,False,190.0,44.0,1,right,V. Wembanyama 19' turnaround Jump Shot (2 PTS) (C. Paul 1 AST),"[1641705, 101108]",1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right,,,,,,Made,2.0,19.51,,,,,C. Paul,101108.0,1.0,,,,,
18,PT11M00.00S,2024-11-12T01:12:32.3Z,1,REGULAR,2pt,Jump Shot,[],1628368,28.465834428383708,54.65686274509803,1610612758,4,2,2024-11-12T01:13:27Z,180000,False,-23.0,215.0,1,left,D. Fox 21' step back Jump Shot (2 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,,,,,,Made,2.0,21.64,,,,,,,,,,,,
19,PT10M49.00S,2024-11-12T01:12:43.5Z,1,REGULAR,3pt,Jump Shot,[],203084,91.5407358738502,95.09803921568627,1610612759,4,2,2024-11-12T01:12:48Z,190000,False,225.0,27.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.71,,,,,,,,,,,,
20,PT10M45.00S,2024-11-12T01:12:47.5Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,4,2,2024-11-12T01:12:48Z,200000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M34.00S,2024-11-12T01:12:57.4Z,1,REGULAR,3pt,Jump Shot,[],1631099,4.5499342969776615,95.34313725490196,1610612758,4,2,2024-11-12T01:13:02Z,210000,False,-227.0,-10.0,1,left,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.69,,,,,,,,,,,,
22,PT10M30.00S,2024-11-12T01:13:01.4Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,4,2,2024-11-12T01:13:02Z,220000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,
23,PT10M26.00S,2024-11-12T01:13:04.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,64.60249671484888,34.80392156862745,1610612759,7,2,2024-11-12T01:14:33Z,230000,False,-76.0,280.0,1,right,V. Wembanyama 29' 3PT running (5 PTS) (C. Paul 2 AST),"[1641705, 101108]",1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,29.03,,,,,C. Paul,101108.0,2.0,,,,,
25,PT10M05.00S,2024-11-12T01:13:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,5.863994743758213,50.73529411764706,1610612758,7,4,2024-11-12T01:13:33Z,250000,False,-4.0,3.0,1,left,K. Huerter cutting Layup (2 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.45,,,,,D. Sabonis,1627734.0,1.0,,,,,
27,PT09M49.00S,2024-11-12T01:13:43.1Z,1,REGULAR,2pt,Jump Shot,[],101108,78.40013140604468,51.470588235294116,1610612759,9,4,2024-11-12T01:13:47Z,270000,False,7.0,151.0,1,right,C. Paul 15' pullup Jump Shot (2 PTS) (V. Wembanyama 1 AST),"[101108, 1641705]",1610612759.0,SAS,pullup,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,,,,,,Made,2.0,15.07,,,,,V. Wembanyama,1641705.0,1.0,,,,,
29,PT09M33.00S,2024-11-12T01:13:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,17.821944809461236,56.372549019607845,1610612758,9,6,2024-11-12T01:14:02Z,290000,False,-32.0,115.0,1,left,D. DeRozan 11' pullup Jump Shot (2 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,11.93,,,,,,,,,,,,
30,PT09M21.00S,2024-11-12T01:14:10.4Z,1,REGULAR,turnover,bad pass,[],1642264,,,1610612759,9,6,2024-11-12T01:14:15Z,300000,False,,,0,,S. Castle bad pass TURNOVER (1 TO),"[1642264, 1628989]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Huerter,1628989.0,,
31,PT09M21.00S,2024-11-12T01:14:10.4Z,1,REGULAR,steal,,[],1628989,,,1610612758,9,6,2024-11-12T01:14:12Z,310000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M11.00S,2024-11-12T01:14:19.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,10.726018396846255,4.411764705882353,1610612758,9,9,2024-11-12T01:14:25Z,320000,False,228.0,48.0,1,left,K. Murray 3PT  (3 PTS) (D. DeRozan 1 AST),"[1631099, 201942]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.3,,,,,D. DeRozan,201942.0,1.0,,,,,
34,PT09M03.00S,2024-11-12T01:14:28.9Z,1,REGULAR,3pt,Jump Shot,[],1641705,62.76281208935611,58.08823529411765,1610612759,12,9,2024-11-12T01:14:35Z,340000,False,40.0,298.0,1,right,V. Wembanyama 30' 3PT  (8 PTS) (C. Paul 3 AST),"[1641705, 101108]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,30.02,,,,,C. Paul,101108.0,3.0,,,,,
