actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
174,PT11M20.00S,2024-11-08T01:41:31.9Z,2,REGULAR,turnover,out-of-bounds,[],1630703,,,1610612757,36,27,2024-11-08T01:41:42Z,1720000,False,,,0,,S. Henderson lost ball out-of-bounds TURNOVER (1 TO),[1630703],1610612757.0,POR,lost ball,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,,,,,,202007.0,,,,
175,PT11M07.00S,2024-11-08T01:41:51.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203084,89.17542706964521,4.166666666666666,1610612759,36,27,2024-11-08T01:42:44Z,1730000,False,-229.0,49.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.44,Missed,,,,,,,,,,,,,,,,,,
176,PT11M05.00S,2024-11-08T01:41:53.4Z,2,REGULAR,rebound,defensive,[],1630703,,,1610612757,36,27,2024-11-08T01:42:44Z,1740000,False,,,0,,S. Henderson REBOUND (Off:1 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,,,,,,,,,175.0,,,,2.0,1.0,1.0,,,,,
177,PT10M59.00S,2024-11-08T01:41:58.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203924,6.1268068331143235,50.245098039215684,1610612757,36,29,2024-11-08T01:42:06Z,1750000,False,-1.0,5.0,1,left,J. Grant running DUNK (8 PTS) (S. Henderson 1 AST),"[203924, 1630703]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.52,Made,8.0,S. Henderson,1630703.0,1.0,,,,,,,,,,,,,,
179,PT10M43.00S,2024-11-08T01:42:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,92.9862023653088,49.26470588235294,1610612759,38,29,2024-11-08T01:42:22Z,1770000,False,-4.0,13.0,1,right,H. Barnes driving reverse Layup (7 PTS),[203084],1610612759.0,SAS,driving reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.39,Made,7.0,,,,,,,,,,,,,,,,,
180,PT10M34.00S,2024-11-08T01:42:23.1Z,2,REGULAR,3pt,Jump Shot,[],1631101,25.443495400788436,89.2156862745098,1610612757,38,32,2024-11-08T01:42:29Z,1780000,False,-196.0,187.0,1,left,S. Sharpe 27' 3PT step back (5 PTS) (S. Henderson 2 AST),"[1631101, 1630703]",1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,27.08,Made,5.0,S. Henderson,1630703.0,2.0,,,,,,,,,,,,,,
182,PT10M18.00S,2024-11-08T01:42:41.7Z,2,REGULAR,foul,personal,[],203924,,,1610612759,38,32,2024-11-08T01:42:47Z,1800000,False,,,0,,J. Grant personal FOUL (1 PF),"[203924, 1641705]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Wembanyama,1641705.0
184,PT10M15.00S,2024-11-08T01:43:07.1Z,2,REGULAR,turnover,bad pass,[],1630572,,,1610612759,38,32,2024-11-08T01:43:11Z,1820000,False,,,0,,S. Mamukelashvili bad pass TURNOVER (1 TO),"[1630572, 1642270]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Clingan,1642270.0,,,,,,,,
185,PT10M15.00S,2024-11-08T01:43:07.1Z,2,REGULAR,steal,,[],1642270,,,1610612757,38,32,2024-11-08T01:43:09Z,1830000,False,,,0,,D. Clingan STEAL (1 STL),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
186,PT09M58.00S,2024-11-08T01:43:25.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630703,7.440867279894875,50.245098039215684,1610612757,38,32,2024-11-08T01:45:07Z,1840000,False,-1.0,17.0,1,left,MISS S. Henderson cutting Layup,[1630703],1610612757.0,POR,cutting,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
187,PT09M56.00S,2024-11-08T01:43:27.4Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,38,32,2024-11-08T01:45:07Z,1850000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,186.0,,,,2.0,2.0,0.0,,,,,
188,PT09M38.00S,2024-11-08T01:43:48.1Z,2,REGULAR,turnover,3-second-violation,[],1630572,,,1610612759,38,32,2024-11-08T01:43:56Z,1860000,False,,,0,,S. Mamukelashvili 3-second-violation TURNOVER (2 TO),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,,,,,,202007.0,,,,
189,PT09M38.00S,2024-11-08T01:43:52.3Z,2,REGULAR,substitution,out,[],1630572,,,1610612757,38,32,2024-11-08T01:43:56Z,1870000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M38.00S,2024-11-08T01:43:52.3Z,2,REGULAR,substitution,in,[],1629640,,,1610612757,38,32,2024-11-08T01:43:56Z,1880000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M26.00S,2024-11-08T01:44:19.5Z,2,REGULAR,turnover,lost ball,[],1631101,,,1610612757,38,32,2024-11-08T01:44:53Z,1890000,False,,,0,,S. Sharpe lost ball TURNOVER (1 TO),"[1631101, 1631104]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Center,,,,,,,,,,1.0,Wesley,1631104.0,,,,,,,,
192,PT09M26.00S,2024-11-08T01:44:19.5Z,2,REGULAR,steal,,[],1631104,,,1610612759,38,32,2024-11-08T01:44:21Z,1900000,False,,,0,,B. Wesley STEAL (1 STL),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
193,PT09M22.00S,2024-11-08T01:44:23.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631104,93.24901445466492,50.98039215686274,1610612759,40,32,2024-11-08T01:44:43Z,1910000,False,5.0,11.0,1,right,B. Wesley running DUNK (2 PTS),[1631104],1610612759.0,SAS,running,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,1.2,Made,2.0,,,,,,,,,,,,,,,,,
194,PT09M11.00S,2024-11-08T01:44:33.7Z,2,REGULAR,3pt,Jump Shot,[],1630703,30.56833114323259,31.372549019607842,1610612757,40,35,2024-11-08T01:46:28Z,1920000,False,93.0,235.0,1,left,S. Henderson 25' 3PT pullup (5 PTS),[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,25.26,Made,5.0,,,,,,,,,,,,,,,,,
195,PT08M53.00S,2024-11-08T01:44:54.9Z,2,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,40,35,2024-11-08T01:45:07Z,1930000,False,,,0,,V. Wembanyama step out-of-bounds TURNOVER (1 TO),[1641705],1610612759.0,SAS,step,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1.0,,,,,,202035.0,,,,
196,PT08M53.00S,2024-11-08T01:45:04.2Z,2,REGULAR,substitution,out,[],1641712,,,1610612757,40,35,2024-11-08T01:45:07Z,1940000,False,,,0,,SUB out: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M53.00S,2024-11-08T01:45:04.2Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,40,35,2024-11-08T01:45:07Z,1950000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M37.00S,2024-11-08T01:45:25.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203924,12.565703022339028,67.64705882352942,1610612757,40,37,2024-11-08T01:45:31Z,1960000,False,-88.0,66.0,1,left,J. Grant 10' fadeaway Jump Shot (10 PTS),[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,10.99,Made,10.0,,,,,,,,,,,,,,,,,
199,PT08M22.00S,2024-11-08T01:45:39.9Z,2,REGULAR,3pt,Jump Shot,[],203084,67.23061760840999,46.07843137254902,1610612759,40,37,2024-11-08T01:45:57Z,1970000,False,-20.0,256.0,1,right,MISS H. Barnes 25' pullup 3PT,[203084],1610612759.0,SAS,pullup,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
200,PT08M20.00S,2024-11-08T01:45:41.9Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,40,37,2024-11-08T01:47:00Z,1980000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,,199.0,,,,1.0,1.0,0.0,,,,,
201,PT08M12.00S,2024-11-08T01:45:53.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,16.507884362680684,52.69607843137255,1610612757,40,37,2024-11-08T01:47:30Z,1990000,False,-13.0,103.0,1,left,MISS J. Grant 10' fadeaway Shot,[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,10.36,Missed,,,,,,,,,,,,,,,,,,
202,PT08M11.00S,2024-11-08T01:45:54.2Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,40,37,2024-11-08T01:47:30Z,2000000,False,,,0,,D. Clingan REBOUND (Off:4 Def:0),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,201.0,,,,4.0,0.0,4.0,,,,,
203,PT07M54.00S,2024-11-08T01:46:07.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630703,15.588042049934298,94.6078431372549,1610612757,40,37,2024-11-08T01:46:14Z,2010000,False,-223.0,94.0,1,left,MISS S. Henderson 24' pullup 3PT,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left,24.2,Missed,,,,,,,,,,,,,,,,,,
204,PT07M53.00S,2024-11-08T01:46:08.9Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,40,37,2024-11-08T01:48:10Z,2020000,False,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left,,,,,,,,,203.0,,,,4.0,4.0,0.0,,,,,
205,PT07M49.00S,2024-11-08T01:46:13.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631104,92.85479632063075,48.529411764705884,1610612759,42,37,2024-11-08T01:46:37Z,2030000,False,-7.0,15.0,1,right,B. Wesley running finger roll Layup (4 PTS) (K. Johnson 2 AST),"[1631104, 1629640]",1610612759.0,SAS,running finger roll,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,1.65,Made,4.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,,
207,PT07M36.00S,2024-11-08T01:46:26.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203924,6.258212877792378,51.470588235294116,1610612757,42,39,2024-11-08T02:15:24Z,2050000,False,-7.0,6.0,1,left,J. Grant driving bank Hook (12 PTS),[203924],1610612757.0,POR,driving bank,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.97,Made,12.0,,,,,,,,,,,,,,,,,
208,PT07M26.00S,2024-11-08T01:46:35.9Z,2,REGULAR,2pt,Jump Shot,[],1629640,76.42904073587385,81.12745098039215,1610612759,42,39,2024-11-08T01:50:22Z,2060000,False,156.0,169.0,1,right,MISS K. Johnson 22' Jump Shot,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,22.98,Missed,,,,,,,,,,,,,,,,,,
209,PT07M24.00S,2024-11-08T01:46:37.9Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,42,39,2024-11-08T01:49:47Z,2070000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,208.0,,,,1.0,1.0,0.0,,,,,
210,PT07M19.00S,2024-11-08T01:46:43.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631101,30.699737187910642,65.44117647058823,1610612757,42,39,2024-11-08T01:50:19Z,2080000,False,-77.0,236.0,1,left,MISS S. Sharpe 24' running pullup 3PT,[1631101],1610612757.0,POR,running pullup,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
211,PT07M14.00S,2024-11-08T01:46:48.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,42,39,2024-11-08T01:47:01Z,2090000,False,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,210.0,,,,5.0,5.0,0.0,,,,,
212,PT07M06.00S,2024-11-08T01:47:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,89.04402102496715,48.529411764705884,1610612759,42,39,2024-11-08T01:51:13Z,2100000,False,-7.0,50.0,1,right,MISS V. Wembanyama driving Layup - blocked,"[1641705, 1642270]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,Clingan,1642270.0,,,,,,,,,,,,
270,PT07M06.00S,2024-11-08T01:47:00.4Z,2,REGULAR,block,,[],1642270,,,1610612759,42,39,2024-11-08T01:55:21Z,2105000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
213,PT07M02.00S,2024-11-08T01:47:04.4Z,2,REGULAR,rebound,offensive,[],1629640,,,1610612759,42,39,2024-11-08T01:51:42Z,2110000,False,,,0,,K. Johnson REBOUND (Off:1 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,212.0,,,,6.0,5.0,1.0,,,,,
214,PT07M02.00S,2024-11-08T01:47:13.0Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,42,39,2024-11-08T01:47:31Z,2120000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M02.00S,2024-11-08T01:47:13.0Z,2,REGULAR,substitution,out,[],101108,,,1610612759,42,39,2024-11-08T01:47:31Z,2130000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M02.00S,2024-11-08T01:47:13.0Z,2,REGULAR,substitution,out,[],1631101,,,1610612759,42,39,2024-11-08T01:47:31Z,2140000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M02.00S,2024-11-08T01:47:13.0Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,42,39,2024-11-08T01:47:31Z,2150000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M02.00S,2024-11-08T01:47:13.0Z,2,REGULAR,substitution,in,[],1631103,,,1610612759,42,39,2024-11-08T01:47:31Z,2160000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M02.00S,2024-11-08T01:47:13.0Z,2,REGULAR,substitution,in,[],1629014,,,1610612759,42,39,2024-11-08T01:47:31Z,2170000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M02.00S,2024-11-08T01:47:40.2Z,2,REGULAR,jumpball,recovered,[],1631104,,,1610612759,42,39,2024-11-08T01:51:56Z,2180000,False,,,0,,Jump Ball K. Johnson vs. D. Clingan: Tip to B. Wesley,"[1631104, 1629640, 1642270]",1610612759.0,SAS,heldball,B. Wesley,1631104.0,Wesley,B. Wesley,Johnson,1629640.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
223,PT06M56.00S,2024-11-08T01:47:43.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,93.11760840998686,50.0,1610612759,42,39,2024-11-08T01:52:53Z,2210000,False,0.0,12.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
225,PT06M54.00S,2024-11-08T01:47:45.5Z,2,REGULAR,rebound,defensive,[],1630703,,,1610612757,42,39,2024-11-08T01:52:53Z,2230000,False,,,0,,S. Henderson REBOUND (Off:1 Def:2),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,223.0,,,,3.0,2.0,1.0,,,,,
226,PT06M48.00S,2024-11-08T01:47:49.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,24.78646517739816,16.911764705882355,1610612757,42,39,2024-11-08T01:53:56Z,2240000,False,165.0,180.0,1,left,MISS T. Camara 24' running 3PT,[1641739],1610612757.0,POR,running,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,24.48,Missed,,,,,,,,,,,,,,,,,,
227,PT06M48.00S,2024-11-08T01:47:49.2Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,42,39,2024-11-08T01:47:56Z,2250000,False,,,0,,K. Johnson REBOUND (Off:1 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,226.0,,,,7.0,6.0,1.0,,,,,
228,PT06M24.00S,2024-11-08T01:48:13.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628380,92.59198423127464,50.49019607843137,1610612759,44,39,2024-11-08T01:48:18Z,2260000,False,2.0,17.0,1,right,Z. Collins DUNK (4 PTS) (B. Wesley 2 AST),"[1628380, 1631104]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.73,Made,4.0,B. Wesley,1631104.0,2.0,,,,,,,,,,,,,,
231,PT06M00.00S,2024-11-08T01:48:36.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,19.66162943495401,46.32352941176471,1610612757,44,41,2024-11-08T01:48:44Z,2290000,False,18.0,132.0,1,left,S. Henderson 13' turnaround fadeaway Jump Shot (7 PTS),[1630703],1610612757.0,POR,turnaround fadeaway,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,13.36,Made,7.0,,,,,,,,,,,,,,,,,
232,PT05M44.00S,2024-11-08T01:48:53.2Z,2,REGULAR,3pt,Jump Shot,[],1628380,69.85873850197109,27.450980392156865,1610612759,47,41,2024-11-08T01:48:57Z,2300000,False,-113.0,231.0,1,right,Z. Collins 25' 3PT  (7 PTS) (B. Wesley 3 AST),"[1628380, 1631104]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,25.68,Made,7.0,B. Wesley,1631104.0,3.0,,,,,,,,,,,,,,
234,PT05M28.00S,2024-11-08T01:49:09.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,9.806176084099869,56.86274509803921,1610612757,47,41,2024-11-08T01:54:37Z,2320000,False,-34.0,40.0,1,left,MISS S. Henderson fadeaway Shot,[1630703],1610612757.0,POR,fadeaway,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,5.25,Missed,,,,,,,,,,,,,,,,,,
235,PT05M27.00S,2024-11-08T01:49:10.7Z,2,REGULAR,rebound,defensive,[],203084,,,1610612759,47,41,2024-11-08T01:54:54Z,2330000,False,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,234.0,,,,2.0,1.0,1.0,,,,,
236,PT05M20.00S,2024-11-08T01:49:17.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631103,81.68528252299606,5.392156862745098,1610612759,50,41,2024-11-08T01:55:04Z,2340000,False,-223.0,120.0,1,right,M. Branham 25' 3PT running (9 PTS) (B. Wesley 4 AST),"[1631103, 1631104]",1610612759.0,SAS,running,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,25.31,Made,9.0,B. Wesley,1631104.0,4.0,,,,,,,,,,,,,,
238,PT05M19.00S,2024-11-08T01:49:23.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,50,41,2024-11-08T01:49:49Z,2360000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M19.00S,2024-11-08T01:51:48.8Z,2,REGULAR,substitution,out,[],203084,,,1610612757,50,41,2024-11-08T01:52:24Z,2370000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M19.00S,2024-11-08T01:51:48.8Z,2,REGULAR,substitution,out,[],1630703,,,1610612757,50,41,2024-11-08T01:52:24Z,2380000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M19.00S,2024-11-08T01:51:48.8Z,2,REGULAR,substitution,out,[],203924,,,1610612757,50,41,2024-11-08T01:52:24Z,2390000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M19.00S,2024-11-08T01:51:48.8Z,2,REGULAR,substitution,out,[],1642270,,,1610612757,50,41,2024-11-08T01:52:24Z,2400000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M19.00S,2024-11-08T01:51:48.8Z,2,REGULAR,substitution,in,[],1630577,,,1610612757,50,41,2024-11-08T01:52:24Z,2410000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M19.00S,2024-11-08T01:51:48.8Z,2,REGULAR,substitution,in,[],1629028,,,1610612757,50,41,2024-11-08T01:52:24Z,2420000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M19.00S,2024-11-08T01:51:48.8Z,2,REGULAR,substitution,in,[],1630166,,,1610612757,50,41,2024-11-08T01:52:24Z,2430000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M19.00S,2024-11-08T01:51:48.8Z,2,REGULAR,substitution,in,[],1630625,,,1610612757,50,41,2024-11-08T01:52:24Z,2440000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M03.00S,2024-11-08T01:52:29.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,12.171484888304862,48.529411764705884,1610612757,50,43,2024-11-08T01:52:37Z,2450000,False,7.0,62.0,1,left,D. Avdija 6' driving floating Jump Shot (5 PTS) (D. Banton 1 AST),"[1630166, 1630625]",1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.23,Made,5.0,D. Banton,1630625.0,1.0,,,,,,,,,,,,,,
249,PT04M53.00S,2024-11-08T01:52:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,90.22667542706965,56.61764705882353,1610612759,50,43,2024-11-08T01:55:50Z,2470000,False,33.0,39.0,1,right,MISS K. Johnson driving Layup - blocked,"[1629640, 1629028]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,Ayton,1629028.0,,,,,,,,,,,,
263,PT04M53.00S,2024-11-08T01:52:41.7Z,2,REGULAR,block,,[],1629028,,,1610612759,50,43,2024-11-08T01:54:13Z,2475000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
250,PT04M51.00S,2024-11-08T01:52:43.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,50,43,2024-11-08T01:55:50Z,2480000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,249.0,,,,3.0,3.0,0.0,,,,,
251,PT04M45.00S,2024-11-08T01:52:47.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630625,6.389618922470433,50.49019607843137,1610612757,50,43,2024-11-08T01:56:28Z,2490000,False,-2.0,8.0,1,left,MISS D. Banton running Layup,[1630625],1610612757.0,POR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,0.8,Missed,,,,,,,,,,,,,,,,,,
252,PT04M45.00S,2024-11-08T01:52:47.8Z,2,REGULAR,rebound,offensive,[],1630166,,,1610612757,50,43,2024-11-08T01:53:00Z,2500000,False,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,251.0,,,,4.0,3.0,1.0,,,,,
