actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
84,PT03M48.00S,2024-10-27T00:53:30.4Z,1,REGULAR,3pt,Jump Shot,[],1641708,76.95466491458606,87.25490196078431,1610612745,28,22,2024-10-27T00:53:37Z,840000,False,186.0,164.0,1,right,MISS A. Thompson 24' 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,24.83,Missed,,,,,,,,,,,,,,,,
85,PT03M45.00S,2024-10-27T00:53:33.4Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,28,22,2024-10-27T00:53:37Z,850000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,
86,PT03M34.00S,2024-10-27T00:53:44.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,8.09789750328515,42.15686274509804,1610612759,30,22,2024-10-27T00:53:55Z,860000,False,39.0,24.0,1,left,H. Barnes driving bank Jump Shot (5 PTS),[203084],1610612759.0,SAS,driving bank,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,4.58,Made,,,,,5.0,,,,,,,,,,,
87,PT03M07.00S,2024-10-27T00:54:10.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,86.41590013140605,49.26470588235294,1610612745,30,22,2024-10-27T00:54:17Z,870000,False,-4.0,75.0,1,right,MISS A. Thompson 7' driving floating Shot,[1641708],1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,7.53,Missed,,,,,,,,,,,,,,,,
88,PT03M05.00S,2024-10-27T00:54:13.0Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,30,22,2024-10-27T00:54:13Z,880000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,
89,PT03M01.00S,2024-10-27T00:54:17.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629640,11.12023653088042,58.57843137254902,1610612759,30,22,2024-10-27T00:54:53Z,890000,False,-43.0,52.0,1,left,MISS K. Johnson 6' driving floating Shot - blocked,"[1629640, 1631106]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,6.74,Missed,,,,,,,,,,,,,Eason,1631106.0,,
90,PT03M01.00S,2024-10-27T00:54:17.1Z,1,REGULAR,block,,[],1631106,,,1610612759,30,22,2024-10-27T00:54:19Z,900000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT02M58.00S,2024-10-27T00:54:20.1Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,30,22,2024-10-27T00:54:53Z,910000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,
92,PT02M57.00S,2024-10-27T00:54:22.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631106,93.51182654402102,50.245098039215684,1610612745,30,24,2024-10-27T00:55:18Z,920000,False,1.0,8.0,1,right,T. Eason running DUNK (4 PTS),[1631106],1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,0.86,Made,,,,,4.0,,,,,,,,,,,
93,PT02M57.00S,2024-10-27T00:54:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,30,24,2024-10-27T00:54:26Z,930000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT02M57.00S,2024-10-27T00:56:48.2Z,1,REGULAR,substitution,out,[],203084,,,1610612759,30,24,2024-10-27T00:57:30Z,940000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M57.00S,2024-10-27T00:56:48.2Z,1,REGULAR,substitution,out,[],1630224,,,1610612759,30,24,2024-10-27T00:57:30Z,950000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M57.00S,2024-10-27T00:56:48.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612759,30,24,2024-10-27T00:57:30Z,960000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M57.00S,2024-10-27T00:56:48.2Z,1,REGULAR,substitution,out,[],1630578,,,1610612759,30,24,2024-10-27T00:57:30Z,970000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M57.00S,2024-10-27T00:56:48.2Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,30,24,2024-10-27T00:57:30Z,980000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M57.00S,2024-10-27T00:56:48.2Z,1,REGULAR,substitution,in,[],1627832,,,1610612759,30,24,2024-10-27T00:57:30Z,990000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M57.00S,2024-10-27T00:56:48.2Z,1,REGULAR,substitution,in,[],1629111,,,1610612759,30,24,2024-10-27T00:57:30Z,1000000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M57.00S,2024-10-27T00:56:48.2Z,1,REGULAR,substitution,in,[],1642263,,,1610612759,30,24,2024-10-27T00:57:30Z,1010000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M35.00S,2024-10-27T00:57:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.783837056504599,57.59803921568627,1610612759,30,24,2024-10-27T00:57:54Z,1020000,False,-38.0,11.0,1,left,MISS K. Johnson Layup,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,3.96,Missed,,,,,,,,,,,,,,,,
103,PT02M33.00S,2024-10-27T00:57:47.8Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,30,24,2024-10-27T00:57:47Z,1030000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,102.0,2.0,1.0,1.0,,,,,,,,,,,,
104,PT02M32.00S,2024-10-27T00:57:54.0Z,1,REGULAR,foul,personal,['2freethrow'],1641708,,,1610612759,30,24,2024-10-27T00:58:08Z,1040000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Johnson 2 FT),"[1641708, 1629640]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,201638.0,,,,,,,,,,,,1.0,0.0,Johnson,1629640.0,,,,
106,PT02M32.00S,2024-10-27T00:58:20.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629640,,,1610612759,31,24,2024-10-27T00:58:20Z,1060000,False,,,0,,K. Johnson Free Throw 1 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
107,PT02M32.00S,2024-10-27T00:58:40.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629640,,,1610612759,32,24,2024-10-27T00:58:40Z,1070000,False,,,0,,K. Johnson Free Throw 2 of 2 (5 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
108,PT02M15.00S,2024-10-27T00:58:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631106,82.9993429697766,45.34313725490196,1610612745,32,24,2024-10-27T00:59:09Z,1080000,False,-23.0,107.0,1,right,MISS T. Eason 10' pullup Shot,[1631106],1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,10.98,Missed,,,,,,,,,,,,,,,,
109,PT02M11.00S,2024-10-27T00:59:02.5Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,32,24,2024-10-27T00:59:09Z,1090000,False,,,0,,J. Sochan REBOUND (Off:1 Def:4),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,,108.0,5.0,4.0,1.0,,,,,,,,,,,,
110,PT02M03.00S,2024-10-27T00:59:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,4.681340341655716,51.9607843137255,1610612759,34,24,2024-10-27T00:59:20Z,1100000,False,-10.0,-8.0,1,left,J. Sochan Layup (8 PTS) (B. Wesley 2 AST),"[1631110, 1631104]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.3,Made,,,,,8.0,B. Wesley,1631104.0,2.0,,,,,,,,
112,PT01M40.00S,2024-10-27T00:59:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,94.1688567674113,50.73529411764706,1610612745,34,26,2024-10-27T00:59:37Z,1120000,False,4.0,2.0,1,right,J. Landale driving Layup (2 PTS) (F. VanVleet 1 AST),"[1629111, 1627832]",1610612745.0,HOU,driving,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,0.44,Made,,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,,,
114,PT01M28.00S,2024-10-27T00:59:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,5.995400788436268,52.450980392156865,1610612759,36,26,2024-10-27T00:59:49Z,1140000,False,-12.0,4.0,1,left,J. Sochan Layup (10 PTS) (Z. Collins 2 AST),"[1631110, 1628380]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.29,Made,,,,,10.0,Z. Collins,1628380.0,2.0,,,,,,,,
116,PT01M14.00S,2024-10-27T01:00:02.0Z,1,REGULAR,foul,personal,[],1642264,,,1610612745,36,26,2024-10-27T01:00:14Z,1160000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1627832]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,1629175.0,,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,,,
118,PT01M01.00S,2024-10-27T01:00:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,94.1688567674113,46.07843137254902,1610612745,36,28,2024-10-27T01:01:58Z,1180000,False,-20.0,2.0,1,right,T. Eason driving Layup (6 PTS) (F. VanVleet 2 AST),"[1631106, 1627832]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,1.97,Made,,,,,6.0,F. VanVleet,1627832.0,2.0,,,,,,,,
120,PT00M43.40S,2024-10-27T01:00:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,6.1268068331143235,52.94117647058824,1610612759,38,28,2024-10-27T01:00:59Z,1200000,False,-15.0,5.0,1,left,B. Wesley driving Layup (2 PTS),[1631104],1610612759.0,SAS,driving,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,1.56,Made,,,,,2.0,,,,,,,,,,,
124,PT00M33.60S,2024-10-27T01:02:57.7Z,1,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612745,38,28,2024-10-27T01:06:49Z,1240000,False,,,0,,F. VanVleet lost ball out-of-bounds TURNOVER (1 TO),[1627832],1610612745.0,HOU,lost ball,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,1629175.0,1.0,,,,,,,,,,,,,,,,,,
122,PT00M33.60S,2024-10-27T01:02:59.5Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612759,38,28,2024-10-27T01:44:07Z,1246250,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M33.60S,2024-10-27T01:03:13.9Z,1,REGULAR,substitution,out,[],1629111,,,1610612759,38,28,2024-10-27T01:03:27Z,1250000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M33.60S,2024-10-27T01:03:13.9Z,1,REGULAR,substitution,out,[],1642263,,,1610612759,38,28,2024-10-27T01:03:27Z,1260000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M33.60S,2024-10-27T01:03:13.9Z,1,REGULAR,substitution,in,[],1630224,,,1610612759,38,28,2024-10-27T01:03:27Z,1270000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M33.60S,2024-10-27T01:03:13.9Z,1,REGULAR,substitution,in,[],1628415,,,1610612759,38,28,2024-10-27T01:03:27Z,1280000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M21.10S,2024-10-27T01:03:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631104,5.469776609724048,53.431372549019606,1610612759,38,28,2024-10-27T01:03:43Z,1290000,False,-17.0,-1.0,1,left,MISS B. Wesley driving Layup,[1631104],1610612759.0,SAS,driving,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,1.72,Missed,,,,,,,,,,,,,,,,
130,PT00M18.70S,2024-10-27T01:03:40.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,38,28,2024-10-27T01:03:40Z,1300000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,
131,PT00M01.50S,2024-10-27T01:04:01.2Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631104,,,1610612745,38,28,2024-10-27T01:04:09Z,1310000,False,,,0,,B. Wesley shooting personal FOUL (1 PF) (Green 3 FT),"[1631104, 1630224]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,201638.0,,,,,,,,,,,,1.0,0.0,Green,1630224.0,,,,
133,PT00M01.50S,2024-10-27T01:04:32.3Z,1,REGULAR,freethrow,1 of 3,[],1630224,,,1610612745,38,29,2024-10-27T01:04:32Z,1330000,False,,,0,,J. Green Free Throw 1 of 3 (7 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
134,PT00M01.50S,2024-10-27T01:04:45.5Z,1,REGULAR,freethrow,2 of 3,[],1630224,,,1610612745,38,30,2024-10-27T01:04:45Z,1340000,False,,,0,,J. Green Free Throw 2 of 3 (8 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
135,PT00M01.50S,2024-10-27T01:05:00.0Z,1,REGULAR,freethrow,3 of 3,[],1630224,,,1610612745,38,31,2024-10-27T01:05:00Z,1350000,False,,,0,,J. Green Free Throw 3 of 3 (9 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
136,PT00M00.00S,2024-10-27T01:05:06.9Z,1,REGULAR,3pt,Jump Shot,[],1642264,59.08344283837057,29.166666666666668,1610612759,38,31,2024-10-27T01:06:06Z,1360000,False,104.0,503.0,1,left,MISS S. Castle 51' pullup 3PT,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,51.36,Missed,,,,,,,,,,,,,,,,
137,PT00M00.00S,2024-10-27T01:05:06.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,38,31,2024-10-27T01:06:06Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,136.0,,,,,,,,,,,,,,,
138,PT00M00.00S,2024-10-27T01:05:14.8Z,1,REGULAR,period,end,[],0,,,1610612759,38,31,2024-10-27T01:05:14Z,1380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,out,['startperiod'],1631110,,,1610612759,38,31,2024-10-27T01:07:54Z,1390000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,out,['startperiod'],1631104,,,1610612759,38,31,2024-10-27T01:07:54Z,1400000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,out,['startperiod'],1628380,,,1610612759,38,31,2024-10-27T01:07:54Z,1410000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612759,38,31,2024-10-27T01:07:54Z,1420000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612759,38,31,2024-10-27T01:07:54Z,1430000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612759,38,31,2024-10-27T01:07:54Z,1440000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,38,31,2024-10-27T01:07:54Z,1450000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,in,['startperiod'],1631103,,,1610612759,38,31,2024-10-27T01:07:54Z,1460000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612759,38,31,2024-10-27T01:07:54Z,1470000,False,,,0,,SUB in: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,in,['startperiod'],1629111,,,1610612759,38,31,2024-10-27T01:07:54Z,1480000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,in,['startperiod'],1641715,,,1610612759,38,31,2024-10-27T01:07:54Z,1490000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2024-10-27T01:06:21.0Z,2,REGULAR,substitution,in,['startperiod'],1642263,,,1610612759,38,31,2024-10-27T01:07:54Z,1500000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2024-10-27T01:08:05.5Z,2,REGULAR,period,start,[],0,,,1610612759,38,31,2024-10-27T01:08:05Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M41.00S,2024-10-27T01:08:23.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.995400788436268,50.49019607843137,1610612759,40,31,2024-10-27T01:08:35Z,1520000,False,-2.0,4.0,1,left,V. Wembanyama DUNK (8 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,0.46,Made,,,,,8.0,,,,,,,,,,,
153,PT11M25.00S,2024-10-27T01:08:40.1Z,2,REGULAR,2pt,Jump Shot,[],1642263,74.58935611038108,58.08823529411765,1610612745,40,31,2024-10-27T01:14:05Z,1530000,False,40.0,186.0,1,right,MISS R. Sheppard 19' pullup Shot,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Mid-Range,16-24 Center,,,19.07,Missed,,,,,,,,,,,,,,,,
154,PT11M21.00S,2024-10-27T01:08:42.7Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,40,31,2024-10-27T01:08:42Z,1540000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,,,153.0,3.0,2.0,1.0,,,,,,,,,,,,
155,PT11M09.00S,2024-10-27T01:08:56.2Z,2,REGULAR,3pt,Jump Shot,[],1641705,33.722076215505915,66.42156862745098,1610612759,40,31,2024-10-27T01:09:03Z,1550000,False,-82.0,264.0,1,left,MISS V. Wembanyama 27' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,27.69,Missed,,,,,,,,,,,,,,,,
156,PT11M06.00S,2024-10-27T01:08:59.2Z,2,REGULAR,rebound,defensive,[],1642263,,,1610612745,40,31,2024-10-27T01:09:03Z,1560000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,
157,PT10M54.00S,2024-10-27T01:09:15.1Z,2,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612745,40,31,2024-10-27T01:09:34Z,1570000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Landale 2 FT),"[1629640, 1629111]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,1629175.0,,,,,,,,,,,,1.0,0.0,Landale,1629111.0,,,,
159,PT10M54.00S,2024-10-27T01:09:39.3Z,2,REGULAR,freethrow,1 of 2,[],1629111,,,1610612745,40,32,2024-10-27T01:10:02Z,1590000,False,,,0,,J. Landale Free Throw 1 of 2 (3 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
160,PT10M54.00S,2024-10-27T01:09:39.3Z,2,REGULAR,freethrow,2 of 2,[],1629111,,,1610612745,40,32,2024-10-27T01:10:02Z,1600000,False,,,0,,MISS J. Landale Free Throw 2 of 2,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
161,PT10M51.00S,2024-10-27T01:09:42.3Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,40,32,2024-10-27T01:10:02Z,1610000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,160.0,4.0,3.0,1.0,,,,,,,,,,,,
162,PT10M40.00S,2024-10-27T01:10:12.2Z,2,REGULAR,foul,personal,[],1631106,,,1610612759,40,32,2024-10-27T01:10:22Z,1620000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1641705]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Left,201638.0,,,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,,,
164,PT10M30.00S,2024-10-27T01:10:40.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642264,5.601182654402102,50.73529411764706,1610612759,42,32,2024-10-27T01:10:48Z,1640000,False,-4.0,0.0,1,left,S. Castle cutting DUNK (2 PTS) (V. Wembanyama 1 AST),"[1642264, 1641705]",1610612759.0,SAS,cutting,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,0.37,Made,,,,,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,
166,PT10M30.00S,2024-10-27T01:10:44.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,42,32,2024-10-27T01:10:44Z,1660000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M17.00S,2024-10-27T01:13:51.8Z,2,REGULAR,2pt,Jump Shot,[],1641715,78.53153745072274,39.705882352941174,1610612745,42,34,2024-10-27T01:13:58Z,1670000,False,-51.0,149.0,1,right,C. Whitmore 15' pullup Jump Shot (2 PTS) (R. Sheppard 1 AST),"[1641715, 1642263]",1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Center,,,15.79,Made,,,,,2.0,R. Sheppard,1642263.0,1.0,,,,,,,,
169,PT10M02.00S,2024-10-27T01:14:06.9Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612759,42,34,2024-10-27T01:14:16Z,1690000,False,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 1631106]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Eason,1631106.0
