actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-02T01:40:34.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-02T01:40:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-02T01:40:36.5Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612759,0,0,2025-02-02T01:40:36Z,40000,False,,,0,,Jump Ball C. Bassey vs. K. Ware: Tip to H. Barnes,"[203084, 1629646, 1642276]",1610612759.0,SAS,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Bassey,1629646.0,Ware,1642276.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-02T01:40:52.4Z,1,REGULAR,foul,offensive,[],1630170,,,1610612759,0,0,2025-02-02T01:41:05Z,70000,False,,,0,,D. Vassell offensive FOUL (1 PF),"[1630170, 1629130]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,202056.0,1.0,0.0,Robinson,1629130.0,,,,,,,,,,,,,,,
9,PT11M44.00S,2025-02-02T01:40:52.4Z,1,REGULAR,turnover,offensive foul,[],1630170,,,1610612759,0,0,2025-02-02T01:40:52Z,90000,False,,,0,,D. Vassell offensive foul TURNOVER (1 TO),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,202056.0,,,,,1.0,,,,,,,,,,,,,,
10,PT11M29.00S,2025-02-02T01:41:15.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628389,10.200394218134035,80.63725490196079,1610612748,0,2,2025-02-02T01:41:21Z,100000,False,-153.0,43.0,1,left,B. Adebayo 15' Jump Shot (2 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,15.92,Made,2.0,D. Robinson,1629130.0,1.0,,,,,,,,
12,PT11M04.00S,2025-02-02T01:41:40.0Z,1,REGULAR,3pt,Jump Shot,[],203084,93.77463863337714,4.166666666666666,1610612759,0,2,2025-02-02T01:41:45Z,120000,False,-229.0,6.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,22.93,Missed,,,,,,,,,,,,
13,PT11M01.00S,2025-02-02T01:41:43.0Z,1,REGULAR,rebound,offensive,[],1629646,,,1610612759,0,2,2025-02-02T01:41:45Z,130000,False,,,0,,C. Bassey REBOUND (Off:1 Def:0),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,12.0,1.0,0.0,1.0,,,,
14,PT11M00.00S,2025-02-02T01:41:45.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203084,92.72339027595268,3.6764705882352944,1610612759,3,2,2025-02-02T01:41:49Z,140000,False,-232.0,16.0,1,right,H. Barnes 3PT  (3 PTS) (S. Castle 1 AST),"[203084, 1642264]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,23.21,Made,3.0,S. Castle,1642264.0,1.0,,,,,,,,
16,PT10M36.00S,2025-02-02T01:42:08.7Z,1,REGULAR,3pt,Jump Shot,[],1628389,5.863994743758213,97.05882352941177,1610612748,3,2,2025-02-02T01:42:15Z,160000,False,-235.0,3.0,1,left,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,,23.53,Missed,,,,,,,,,,,,
17,PT10M32.00S,2025-02-02T01:42:12.7Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,3,2,2025-02-02T01:42:15Z,170000,False,,,0,,K. Ware REBOUND (Off:1 Def:0),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,16.0,1.0,0.0,1.0,,,,
18,PT10M20.00S,2025-02-02T01:42:24.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,13.61695137976347,20.833333333333336,1610612748,3,4,2025-02-02T01:42:29Z,180000,False,146.0,75.0,1,left,T. Herro 16' pullup Jump Shot (2 PTS) (K. Ware 1 AST),"[1629639, 1642276]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,,,,,,,16.42,Made,2.0,K. Ware,1642276.0,1.0,,,,,,,,
