actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-16T00:10:58.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-16T00:10:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-16T00:11:00.9Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2024-12-16T00:11:00Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. R. Gobert: Tip to J. Sochan,"[1631110, 1641705, 203497]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Wembanyama,1641705.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-12-16T00:11:14.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641705,8.360709592641262,45.34313725490196,1610612759,0,0,2024-12-16T00:11:44Z,70000,False,23.0,26.0,1,left,MISS V. Wembanyama turnaround bank Hook,[1641705],1610612759.0,SAS,turnaround bank,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-12-16T00:11:16.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2024-12-16T00:11:26Z,80000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2024-12-16T00:11:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,95.74572930354796,35.78431372549019,1610612750,0,0,2024-12-16T00:11:42Z,90000,False,-71.0,-13.0,1,right,MISS J. McDaniels 7' driving Layup - blocked,"[1630183, 1641705]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
10,PT11M24.00S,2024-12-16T00:11:34.4Z,1,REGULAR,block,,[],1641705,,,1610612750,0,0,2024-12-16T00:11:37Z,100000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M24.00S,2024-12-16T00:11:34.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,0,0,2024-12-16T00:11:42Z,110000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2024-12-16T00:11:54.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,72.7496714848883,84.06862745098039,1610612750,0,3,2024-12-16T00:12:00Z,130000,False,170.0,204.0,1,right,A. Edwards 26' 3PT  (3 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,26.55,Made,,,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,
15,PT10M58.00S,2024-12-16T00:12:12.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,20.318659658344284,93.13725490196079,1610612759,0,3,2024-12-16T00:12:16Z,150000,False,-216.0,138.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
16,PT10M56.00S,2024-12-16T00:12:14.0Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,0,3,2024-12-16T00:12:16Z,160000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
