actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
88,PT05M22.00S,2025-01-16T01:24:38.1Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,14,16,2025-01-16T01:24:39Z,880000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Right Center,,,,Aldama,S. Aldama,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,
89,PT05M10.00S,2025-01-16T01:24:49.3Z,1,REGULAR,3pt,Jump Shot,[],1630583,92.32917214191852,3.431372549019608,1610612763,14,19,2025-01-16T01:24:53Z,890000,False,-233.0,20.0,1,right,S. Aldama 3PT  (3 PTS) (J. Morant 4 AST),"[1630583, 1629630]",1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,Aldama,S. Aldama,,,23.36,Made,3.0,,,,,,J. Morant,1629630.0,4.0,,,,,
91,PT04M58.00S,2025-01-16T01:25:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,11.12023653088042,38.23529411764706,1610612759,16,19,2025-01-16T01:25:06Z,910000,False,59.0,52.0,1,left,K. Johnson 7' driving floating Jump Shot (2 PTS) (T. Jones 1 AST),"[1629640, 1630200]",1610612759.0,SAS,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,,,Johnson,K. Johnson,,,7.85,Made,2.0,,,,,,T. Jones,1630200.0,1.0,,,,,
93,PT04M41.00S,2025-01-16T01:25:18.6Z,1,REGULAR,turnover,bad pass,[],1628379,,,1610612763,16,19,2025-01-16T01:25:26Z,930000,False,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 1629646]",1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kennard,L. Kennard,,,,,,1.0,,,,,,,,,,Bassey,1629646.0,
94,PT04M41.00S,2025-01-16T01:25:18.6Z,1,REGULAR,steal,,[],1629646,,,1610612759,16,19,2025-01-16T01:25:20Z,940000,False,,,0,,C. Bassey STEAL (1 STL),[1629646],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,
95,PT04M36.00S,2025-01-16T01:25:23.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,27.677398160315374,21.07843137254902,1610612759,16,19,2025-01-16T01:25:36Z,950000,False,145.0,208.0,1,left,MISS D. Vassell 25' running 3PT,[1630170],1610612759.0,SAS,running,,,,,,Above the Break 3,24+ Right Center,,,,Vassell,D. Vassell,,,25.31,Missed,,,,,,,,,,,,,,
96,PT04M34.00S,2025-01-16T01:25:25.2Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,16,19,2025-01-16T01:30:50Z,960000,False,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Clarke,B. Clarke,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,
97,PT04M24.00S,2025-01-16T01:25:35.9Z,1,REGULAR,3pt,Jump Shot,[],1642377,71.56701708278581,24.754901960784316,1610612763,16,19,2025-01-16T01:25:45Z,970000,False,-126.0,215.0,1,right,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,,,,Wells,J. Wells,,,24.91,Missed,,,,,,,,,,,,,,
98,PT04M21.00S,2025-01-16T01:25:38.9Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,16,19,2025-01-16T01:25:45Z,980000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Bassey,C. Bassey,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,
99,PT04M11.00S,2025-01-16T01:25:51.1Z,1,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612759,16,19,2025-01-16T01:25:56Z,990000,False,,,0,,J. Wells shooting personal FOUL (2 PF) (Jones 2 FT),"[1642377, 1630200]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,201246.0,2.0,0.0,Wells,J. Wells,Jones,1630200.0,,,,,,,,,,,,,,,,
101,PT04M11.00S,2025-01-16T01:26:14.8Z,1,REGULAR,freethrow,1 of 2,[],1630200,,,1610612759,17,19,2025-01-16T01:26:14Z,1010000,False,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,Made,1.0,,,,,,,,,,,,,
102,PT04M11.00S,2025-01-16T01:26:16.6Z,1,REGULAR,substitution,out,[],203084,,,1610612759,17,19,2025-01-16T01:26:21Z,1020000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,,,,,,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2025-01-16T01:26:16.6Z,1,REGULAR,substitution,out,[],1642377,,,1610612759,17,19,2025-01-16T01:26:21Z,1030000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,,,,,,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,
104,PT04M11.00S,2025-01-16T01:26:16.6Z,1,REGULAR,substitution,in,[],1630577,,,1610612759,17,19,2025-01-16T01:26:21Z,1040000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,,,,,,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,
105,PT04M11.00S,2025-01-16T01:26:16.6Z,1,REGULAR,substitution,in,[],1631222,,,1610612759,17,19,2025-01-16T01:26:21Z,1050000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
106,PT04M11.00S,2025-01-16T01:26:31.9Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,18,19,2025-01-16T01:26:31Z,1060000,False,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,Made,2.0,,,,,,,,,,,,,
107,PT04M03.00S,2025-01-16T01:26:44.4Z,1,REGULAR,foul,personal,[],1629646,,,1610612763,18,19,2025-01-16T01:26:53Z,1070000,False,,,0,,C. Bassey personal FOUL (1 PF),"[1629646, 1629630]",1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,201246.0,1.0,0.0,Bassey,C. Bassey,Morant,1629630.0,,,,,,,,,,,,,,,,
109,PT03M53.00S,2025-01-16T01:27:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,91.80354796320631,48.28431372549019,1610612763,18,19,2025-01-16T01:34:30Z,1090000,False,-9.0,25.0,1,right,MISS B. Clarke cutting finger roll Layup - blocked,"[1629634, 1629646]",1610612763.0,MEM,cutting finger roll,,,,,,Restricted Area,0-8 Center,,,,Clarke,B. Clarke,,,2.6,Missed,,,,,,,,,,Bassey,1629646.0,,,
110,PT03M53.00S,2025-01-16T01:27:14.6Z,1,REGULAR,block,,[],1629646,,,1610612763,18,19,2025-01-16T01:27:18Z,1100000,False,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,
111,PT03M51.00S,2025-01-16T01:27:16.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,18,19,2025-01-16T01:34:02Z,1110000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,109.0,,,,,,,,,,,
113,PT03M47.00S,2025-01-16T01:27:39.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,92.85479632063075,50.245098039215684,1610612763,18,21,2025-01-16T01:35:02Z,1130000,False,1.0,15.0,1,right,J. Morant reverse Layup (6 PTS) (B. Clarke 1 AST),"[1629630, 1629634]",1610612763.0,MEM,reverse,,,,,,Restricted Area,0-8 Center,,,,Morant,J. Morant,,,1.47,Made,6.0,,,,,,B. Clarke,1629634.0,1.0,,,,,
115,PT03M36.00S,2025-01-16T01:27:49.5Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,18,21,2025-01-16T01:27:54Z,1150000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1629634]",1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Johnson,K. Johnson,,,,,,1.0,,,,,,,,,,Clarke,1629634.0,
116,PT03M36.00S,2025-01-16T01:27:49.5Z,1,REGULAR,steal,,[],1629634,,,1610612763,18,21,2025-01-16T01:27:51Z,1160000,False,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
117,PT03M31.00S,2025-01-16T01:27:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630583,93.51182654402102,49.50980392156863,1610612763,18,23,2025-01-16T01:28:01Z,1170000,False,-2.0,8.0,1,right,S. Aldama running Layup (5 PTS) (J. Morant 5 AST),"[1630583, 1629630]",1610612763.0,MEM,running,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,0.89,Made,5.0,,,,,,J. Morant,1629630.0,5.0,,,,,
119,PT03M27.00S,2025-01-16T01:27:59.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,18,23,2025-01-16T01:27:59Z,1190000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M04.00S,2025-01-16T01:31:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.1268068331143235,49.50980392156863,1610612759,18,23,2025-01-16T01:31:23Z,1200000,False,2.0,5.0,1,left,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Johnson,K. Johnson,,,0.57,Missed,,,,,,,,,,,,,,
121,PT03M01.00S,2025-01-16T01:31:22.9Z,1,REGULAR,rebound,offensive,[],1629646,,,1610612759,18,23,2025-01-16T01:31:22Z,1210000,False,,,0,,C. Bassey REBOUND (Off:1 Def:1),[1629646],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Bassey,C. Bassey,,,,,,,120.0,2.0,1.0,1.0,,,,,,,,
122,PT03M01.00S,2025-01-16T01:31:22.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629646,5.590000152587891,50.0,1610612759,20,23,2025-01-16T01:31:22Z,1220000,False,0.0,0.0,1,left,C. Bassey tip Layup (2 PTS),[1629646],1610612759.0,SAS,tip,,,,,,Mid-Range,8-16 Left,,,,Bassey,C. Bassey,,,0.0,Made,2.0,,,,,,,,,,,,,
123,PT02M57.00S,2025-01-16T01:31:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.85479632063075,51.225490196078425,1610612763,20,25,2025-01-16T01:31:35Z,1230000,False,6.0,15.0,1,right,J. Morant driving Layup (8 PTS),[1629630],1610612763.0,MEM,driving,,,,,,Restricted Area,0-8 Center,,,,Morant,J. Morant,,,1.59,Made,8.0,,,,,,,,,,,,,
124,PT02M50.00S,2025-01-16T01:31:33.5Z,1,REGULAR,3pt,Jump Shot,[],1629640,8.09789750328515,3.9215686274509802,1610612759,23,25,2025-01-16T01:31:39Z,1240000,False,230.0,24.0,1,left,K. Johnson 3PT  (5 PTS) (T. Jones 2 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,,,,Right Corner 3,24+ Right,,,,Johnson,K. Johnson,,,23.16,Made,5.0,,,,,,T. Jones,1630200.0,2.0,,,,,
126,PT02M36.00S,2025-01-16T01:31:55.5Z,1,REGULAR,turnover,3-second-violation,[],1629634,,,1610612763,23,25,2025-01-16T01:32:08Z,1260000,False,,,0,,B. Clarke 3-second-violation TURNOVER (1 TO),[1629634],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,1204.0,,,Clarke,B. Clarke,,,,,,1.0,,,,,,,,,,,,
127,PT02M36.00S,2025-01-16T01:31:59.9Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,23,25,2025-01-16T01:32:11Z,1270000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
128,PT02M36.00S,2025-01-16T01:31:59.9Z,1,REGULAR,substitution,out,[],1629646,,,1610612759,23,25,2025-01-16T01:32:11Z,1280000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,,,,,,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,
129,PT02M36.00S,2025-01-16T01:31:59.9Z,1,REGULAR,substitution,in,[],1642264,,,1610612759,23,25,2025-01-16T01:32:11Z,1290000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,,,,,,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,
130,PT02M36.00S,2025-01-16T01:31:59.9Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,23,25,2025-01-16T01:32:11Z,1300000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
131,PT02M27.00S,2025-01-16T01:32:25.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631222,,,1610612759,23,25,2025-01-16T01:32:35Z,1310000,False,,,0,,J. LaRavia personal FOUL (1 PF) (Johnson 2 FT),"[1631222, 1629640]",1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,LaRavia,J. LaRavia,Johnson,1629640.0,,,,,,,,,,,,,,,,
133,PT02M27.00S,2025-01-16T01:32:51.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629640,,,1610612759,24,25,2025-01-16T01:32:51Z,1330000,False,,,0,,K. Johnson Free Throw 1 of 2 (6 PTS),[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,Made,6.0,,,,,,,,,,,,,
134,PT02M27.00S,2025-01-16T01:32:53.2Z,1,REGULAR,substitution,out,[],1629630,,,1610612759,24,25,2025-01-16T01:32:58Z,1340000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
135,PT02M27.00S,2025-01-16T01:32:53.2Z,1,REGULAR,substitution,out,[],1629634,,,1610612759,24,25,2025-01-16T01:32:58Z,1350000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
136,PT02M27.00S,2025-01-16T01:32:53.2Z,1,REGULAR,substitution,in,[],1628991,,,1610612759,24,25,2025-01-16T01:32:58Z,1360000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
137,PT02M27.00S,2025-01-16T01:32:53.2Z,1,REGULAR,substitution,in,[],1630217,,,1610612759,24,25,2025-01-16T01:32:58Z,1370000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
138,PT02M27.00S,2025-01-16T01:33:14.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629640,,,1610612759,25,25,2025-01-16T01:33:14Z,1380000,False,,,0,,K. Johnson Free Throw 2 of 2 (7 PTS),[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,Made,7.0,,,,,,,,,,,,,
139,PT02M07.00S,2025-01-16T01:33:37.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,91.80354796320631,60.5392156862745,1610612763,25,25,2025-01-16T01:37:25Z,1390000,False,53.0,25.0,1,right,MISS J. Jackson Jr. driving Hook - blocked,"[1628991, 1641705]",1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,5.81,Missed,,,,,,,,,,Wembanyama,1641705.0,,,
140,PT02M07.00S,2025-01-16T01:33:37.0Z,1,REGULAR,block,,[],1641705,,,1610612763,25,25,2025-01-16T01:33:39Z,1400000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
141,PT02M04.00S,2025-01-16T01:33:40.0Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,25,25,2025-01-16T01:33:56Z,1410000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Johnson,K. Johnson,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,
142,PT01M55.00S,2025-01-16T01:33:49.2Z,1,REGULAR,3pt,Jump Shot,[],1629640,5.206964520367937,94.85294117647058,1610612759,25,25,2025-01-16T01:33:59Z,1420000,False,-224.0,-4.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,,,,Left Corner 3,24+ Left,,,,Johnson,K. Johnson,,,22.43,Missed,,,,,,,,,,,,,,
143,PT01M53.00S,2025-01-16T01:33:51.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,25,25,2025-01-16T01:33:59Z,1430000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,142.0,,,,,,,,,,,
145,PT01M43.00S,2025-01-16T01:34:09.9Z,1,REGULAR,turnover,traveling,[],1628991,,,1610612763,25,25,2025-01-16T01:34:17Z,1450000,False,,,0,,J. Jackson Jr. traveling TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,Jackson Jr.,J. Jackson Jr.,,,,,,1.0,,,,,,,,,,,,
146,PT01M27.00S,2025-01-16T01:34:33.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641705,14.536793692509855,73.77450980392157,1610612759,25,25,2025-01-16T01:34:39Z,1460000,False,-119.0,84.0,1,left,MISS V. Wembanyama 14' bank Shot,[1641705],1610612759.0,SAS,bank,,,,,,Mid-Range,8-16 Left,,,,Wembanyama,V. Wembanyama,,,14.56,Missed,,,,,,,,,,,,,,
147,PT01M25.00S,2025-01-16T01:34:35.8Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,25,25,2025-01-16T01:34:39Z,1470000,False,,,0,,L. Kennard REBOUND (Off:1 Def:3),[1628379],1610612763.0,MEM,,,,,,,Mid-Range,8-16 Left,,,,Kennard,L. Kennard,,,,,,,146.0,4.0,3.0,1.0,,,,,,,,
148,PT01M11.00S,2025-01-16T01:34:50.7Z,1,REGULAR,2pt,Jump Shot,[],1630217,94.43166885676742,74.01960784313727,1610612763,25,25,2025-01-16T01:34:54Z,1480000,False,120.0,0.0,1,right,MISS D. Bane 12' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,,,,Mid-Range,8-16 Right,,,,Bane,D. Bane,,,12.01,Missed,,,,,,,,,,,,,,
149,PT01M08.00S,2025-01-16T01:34:53.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,25,25,2025-01-16T01:34:54Z,1490000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,,,,Wembanyama,V. Wembanyama,,,,,,,148.0,3.0,3.0,0.0,,,,,,,,
150,PT00M52.50S,2025-01-16T01:35:09.9Z,1,REGULAR,3pt,Jump Shot,[],1630200,28.33442838370565,22.794117647058822,1610612759,28,25,2025-01-16T01:35:14Z,1500000,False,136.0,214.0,1,left,T. Jones 25' 3PT  (5 PTS) (S. Castle 1 AST),"[1630200, 1642264]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Jones,T. Jones,,,25.34,Made,5.0,,,,,,S. Castle,1642264.0,1.0,,,,,
152,PT00M38.70S,2025-01-16T01:35:27.8Z,1,REGULAR,2pt,Jump Shot,[],1630217,92.59198423127464,67.64705882352942,1610612763,28,25,2025-01-16T01:40:56Z,1520000,False,88.0,17.0,1,right,MISS D. Bane 8' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,,,,Mid-Range,8-16 Right,,,,Bane,D. Bane,,,8.98,Missed,,,,,,,,,,,,,,
153,PT00M36.40S,2025-01-16T01:35:30.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,28,25,2025-01-16T01:35:39Z,1530000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:4),[1641705],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,,,,Wembanyama,V. Wembanyama,,,,,,,152.0,4.0,4.0,0.0,,,,,,,,
154,PT00M33.80S,2025-01-16T01:35:35.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612759,28,25,2025-01-16T01:35:44Z,1540000,False,,,0,,L. Kennard shooting personal FOUL (1 PF) (Johnson 2 FT),"[1628379, 1629640]",1610612763.0,MEM,shooting,,,,,,Restricted Area,0-8 Center,201246.0,1.0,0.0,Kennard,L. Kennard,Johnson,1629640.0,,,,,,,,,,,,,,,,
156,PT00M33.80S,2025-01-16T01:35:59.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,29,25,2025-01-16T01:35:59Z,1560000,False,,,0,,K. Johnson Free Throw 1 of 2 (8 PTS),[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,Made,8.0,,,,,,,,,,,,,
157,PT00M33.80S,2025-01-16T01:36:00.4Z,1,REGULAR,substitution,out,[],1631222,,,1610612759,29,25,2025-01-16T01:36:10Z,1570000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,,,,,,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,
158,PT00M33.80S,2025-01-16T01:36:00.4Z,1,REGULAR,substitution,out,[],1628991,,,1610612759,29,25,2025-01-16T01:36:10Z,1580000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
159,PT00M33.80S,2025-01-16T01:36:00.4Z,1,REGULAR,substitution,in,[],1629630,,,1610612759,29,25,2025-01-16T01:36:10Z,1590000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
160,PT00M33.80S,2025-01-16T01:36:00.4Z,1,REGULAR,substitution,in,[],1641744,,,1610612759,29,25,2025-01-16T01:36:10Z,1600000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,,,,,,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
161,PT00M33.80S,2025-01-16T01:36:21.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,30,25,2025-01-16T01:36:21Z,1610000,False,,,0,,K. Johnson Free Throw 2 of 2 (9 PTS),[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,Made,9.0,,,,,,,,,,,,,
162,PT00M17.30S,2025-01-16T01:36:39.6Z,1,REGULAR,3pt,Jump Shot,[],1629630,71.96123521681997,76.9607843137255,1610612763,30,25,2025-01-16T01:40:18Z,1620000,False,135.0,211.0,1,right,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Morant,J. Morant,,,25.05,Missed,,,,,,,,,,,,,,
163,PT00M14.10S,2025-01-16T01:36:42.8Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,30,25,2025-01-16T01:36:51Z,1630000,False,,,0,,Z. Edey REBOUND (Off:1 Def:1),[1641744],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Edey,Z. Edey,,,,,,,162.0,2.0,1.0,1.0,,,,,,,,
164,PT00M09.60S,2025-01-16T01:36:47.3Z,1,REGULAR,turnover,bad pass,[],1641744,,,1610612763,30,25,2025-01-16T01:37:49Z,1640000,False,,,0,,Z. Edey bad pass TURNOVER (1 TO),"[1641744, 1641705]",1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Edey,Z. Edey,,,,,,1.0,,,,,,,,,,Wembanyama,1641705.0,
165,PT00M09.60S,2025-01-16T01:36:47.3Z,1,REGULAR,steal,,[],1641705,,,1610612759,30,25,2025-01-16T01:36:49Z,1650000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
166,PT00M08.90S,2025-01-16T01:36:50.0Z,1,REGULAR,turnover,bad pass,[],1641705,,,1610612759,30,25,2025-01-16T01:40:05Z,1652500,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 1641744]",1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,1.0,,,,,,,,,,Edey,1641744.0,
167,PT00M08.90S,2025-01-16T01:36:50.0Z,1,REGULAR,steal,,[],1641744,,,1610612763,30,25,2025-01-16T01:36:52Z,1653750,False,,,0,,Z. Edey STEAL (1 STL),[1641744],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,
168,PT00M08.60S,2025-01-16T01:36:53.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641744,92.06636005256242,52.69607843137255,1610612763,30,25,2025-01-16T01:40:05Z,1655000,False,13.0,22.0,1,right,MISS Z. Edey DUNK - blocked,"[1641744, 1641705]",1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Edey,Z. Edey,,,2.59,Missed,,,,,,,,,,Wembanyama,1641705.0,,,
169,PT00M08.60S,2025-01-16T01:36:53.0Z,1,REGULAR,block,,[],1641705,,,1610612763,30,25,2025-01-16T01:36:55Z,1657500,False,,,0,,V. Wembanyama BLOCK (3 BLK),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
170,PT00M08.60S,2025-01-16T01:36:53.0Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,30,25,2025-01-16T01:39:24Z,1658750,False,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,
