actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-05T03:00:13.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-05T03:00:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-11-05T03:00:18.6Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612743,0,0,2024-11-05T03:00:18Z,40000,False,,,0,,Jump Ball N. Jokić vs. J. Pöltl: Tip to R. Westbrook,"[201566, 203999, 1627751]",1610612743.0,DEN,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,Jokić,203999.0,Pöltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
44,PT11M44.00S,2024-11-05T03:00:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629008,33.42641261498029,40.68627450980392,1610612743,0,0,2024-11-05T03:07:17Z,75000,False,47.0,262.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
45,PT11M42.00S,2024-11-05T03:00:47.5Z,1,REGULAR,rebound,offensive,[],1631128,,,1610612743,0,0,2024-11-05T03:07:17Z,82500,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,44.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M39.00S,2024-11-05T03:01:12.5Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612743,0,0,2024-11-05T03:06:44Z,90000,False,,,0,,R. Barrett shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629628, 201566]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
11,PT11M39.00S,2024-11-05T03:01:25.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201566,,,1610612743,1,0,2024-11-05T03:07:17Z,110000,False,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
13,PT11M39.00S,2024-11-05T03:01:25.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201566,,,1610612743,1,0,2024-11-05T03:07:17Z,130000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
39,PT11M39.00S,2024-11-05T03:01:25.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,1,0,2024-11-05T03:06:39Z,135000,False,,,0,,J. Pöltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Pöltl,J. Pöltl,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M23.00S,2024-11-05T03:01:29.9Z,1,REGULAR,3pt,Jump Shot,[],1630558,68.54467805519053,28.186274509803923,1610612761,1,3,2024-11-05T03:08:32Z,140000,False,-109.0,243.0,1,right,D. Mitchell 26' 3PT  (3 PTS) (R. Barrett 1 AST),"[1630558, 1629628]",1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.66,Made,,,,,,,,,,3.0,R. Barrett,1629628.0,1.0,,,,,
15,PT11M09.00S,2024-11-05T03:01:39.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,7.30946123521682,47.549019607843135,1610612743,3,3,2024-11-05T03:08:59Z,150000,False,12.0,16.0,1,left,N. Jokić cutting DUNK (2 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,,2.0,A. Gordon,203932.0,1.0,,,,,
