actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-11T02:11:01.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-11T02:11:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-11T02:11:04.5Z,1,REGULAR,jumpball,recovered,[],1627732,,,1610612751,0,0,2025-01-11T02:11:04Z,40000,False,,,0,,Jump Ball N. Claxton vs. N. Jokić: Tip to B. Simmons,"[1627732, 1629651, 203999]",1610612751.0,BKN,startperiod,B. Simmons,1627732.0,Simmons,B. Simmons,Claxton,1629651.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-01-11T02:11:23.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,13.61695137976347,40.931372549019606,1610612751,0,2,2025-01-11T02:11:34Z,70000,False,45.0,75.0,1,left,N. Clowney 8' driving floating Jump Shot (2 PTS) (B. Simmons 1 AST),"[1641730, 1627732]",1610612751.0,BKN,driving floating,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,8.8,Made,2.0,B. Simmons,1627732.0,1.0,,,,,,,,,,,,,,
9,PT11M14.00S,2025-01-11T02:11:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,83.919185282523,50.245098039215684,1610612743,2,2,2025-01-11T02:11:54Z,90000,False,1.0,99.0,1,right,N. Jokić 9' floating Jump Shot (2 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
11,PT11M02.00S,2025-01-11T02:11:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630533,12.434296977660972,2.696078431372549,1610612751,2,5,2025-01-11T02:12:02Z,110000,False,237.0,64.0,1,left,Z. Williams 24' 3PT  (3 PTS) (B. Simmons 2 AST),"[1630533, 1627732]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,24.51,Made,3.0,B. Simmons,1627732.0,2.0,,,,,,,,,,,,,,
13,PT10M49.00S,2025-01-11T02:12:11.5Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,2,5,2025-01-11T02:12:15Z,130000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1641730]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Clowney,1641730.0,,,,,,,,,,,
14,PT10M49.00S,2025-01-11T02:12:11.5Z,1,REGULAR,steal,,[],1641730,,,1610612751,2,5,2025-01-11T02:12:13Z,140000,False,,,0,,N. Clowney STEAL (1 STL),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M41.00S,2025-01-11T02:12:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,7.5722733245729295,46.32352941176471,1610612751,2,7,2025-01-11T02:12:30Z,150000,False,18.0,19.0,1,left,N. Claxton running alley-oop Layup (2 PTS) (B. Simmons 3 AST),"[1629651, 1627732]",1610612751.0,BKN,running alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,B. Simmons,1627732.0,3.0,,,,,,,,,,,,,,
18,PT10M27.00S,2025-01-11T02:12:47.6Z,1,REGULAR,foul,personal,[],1629651,,,1610612743,2,7,2025-01-11T02:12:56Z,180000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 203999]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2003.0,1.0,0.0,Jokić,203999.0,,,,,,
20,PT10M20.00S,2025-01-11T02:13:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.01511169513797,55.392156862745104,1610612743,2,7,2025-01-11T02:13:18Z,200000,False,27.0,32.0,1,right,MISS R. Westbrook cutting Layup,[201566],1610612743.0,DEN,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,4.19,Missed,,,,,,,,,,,,,,,,,,
