actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-14T02:11:37.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-14T02:11:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-12-14T02:11:41.5Z,1,REGULAR,jumpball,recovered,[],1627739,,,1610612746,0,0,2024-12-14T02:11:41Z,40000,False,,,0,,Jump Ball I. Zubac vs. N. Jokić: Tip to K. Dunn,"[1627739, 1627826, 203999]",1610612746.0,LAC,startperiod,K. Dunn,1627739.0,Dunn,K. Dunn,Zubac,1627826.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-12-14T02:11:54.5Z,1,REGULAR,turnover,lost ball,[],1626181,,,1610612746,0,0,2024-12-14T02:12:01Z,70000,False,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 203999]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,1.0,Jokić,203999.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-12-14T02:11:54.5Z,1,REGULAR,steal,,[],203999,,,1610612743,0,0,2024-12-14T02:11:56Z,80000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M26.00S,2024-12-14T02:12:12.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,18.084756898817346,65.93137254901961,1610612743,0,0,2024-12-14T02:12:41Z,90000,False,-80.0,117.0,1,left,MISS M. Porter Jr. 14' pullup bank Shot,[1629008],1610612743.0,DEN,pullup bank,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,14.2,Missed,,,,,,,,,,,,,,,
10,PT11M23.00S,2024-12-14T02:12:15.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2024-12-14T02:12:41Z,100000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M15.00S,2024-12-14T02:12:21.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627739,89.83245729303549,46.32352941176471,1610612746,0,2,2024-12-14T02:13:12Z,110000,False,-18.0,43.0,1,right,K. Dunn driving floating Jump Shot (2 PTS) (J. Harden 1 AST),"[1627739, 201935]",1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,4.69,Made,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,
13,PT10M59.00S,2024-12-14T02:12:37.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,29.38567674113009,75.73529411764706,1610612743,0,2,2024-12-14T02:12:44Z,130000,False,-129.0,224.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.81,Missed,,,,,,,,,,,,,,,
14,PT10M56.00S,2024-12-14T02:12:40.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,0,2,2024-12-14T02:12:44Z,140000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M50.00S,2024-12-14T02:12:46.6Z,1,REGULAR,3pt,Jump Shot,[],201935,72.22404730617609,76.9607843137255,1610612746,0,5,2024-12-14T02:12:56Z,150000,False,135.0,209.0,1,right,J. Harden 24' 3PT step back (3 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,24.84,Made,,,,,3.0,,,,,,,,,,
