actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-11T02:10:45.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-11T02:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-11T02:10:48.2Z,1,REGULAR,jumpball,recovered,[],1629014,,,1610612757,0,0,2025-02-11T02:10:48Z,40000,False,,,0,,Jump Ball D. Ayton vs. N. Jokić: Tip to A. Simons,"[1629014, 1629028, 203999]",1610612757.0,POR,startperiod,A. Simons,1629014.0,Simons,A. Simons,Ayton,1629028.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-02-11T02:11:02.5Z,1,REGULAR,3pt,Jump Shot,[],1630703,92.72339027595268,1.2254901960784315,1610612757,0,0,2025-02-11T02:11:12Z,70000,False,-244.0,16.0,1,right,MISS S. Henderson 24' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,24.44,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-02-11T02:11:02.5Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,0,0,2025-02-11T02:11:40Z,80000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2025-02-11T02:11:11.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630166,84.31340341655716,84.80392156862744,1610612757,0,0,2025-02-11T02:11:46Z,90000,False,174.0,95.0,1,right,MISS D. Avdija 19' Jump Shot,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right,19.82,Missed,,,,,,,,,,,,,,,,,,
10,PT11M33.00S,2025-02-11T02:11:11.2Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612757,0,0,2025-02-11T02:11:16Z,100000,False,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M29.00S,2025-02-11T02:11:15.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629028,92.72339027595268,46.81372549019608,1610612757,0,2,2025-02-11T02:11:21Z,110000,False,-16.0,16.0,1,right,D. Ayton alley-oop Layup (2 PTS) (D. Avdija 1 AST),"[1629028, 1630166]",1610612757.0,POR,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,2.0,D. Avdija,1630166.0,1.0,,,,,,,,,,
13,PT11M08.00S,2025-02-11T02:11:37.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,5.995400788436268,47.05882352941176,1610612743,2,2,2025-02-11T02:11:47Z,130000,False,15.0,4.0,1,left,A. Gordon cutting DUNK (2 PTS) (J. Murray 1 AST),"[203932, 1627750]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,
15,PT10M57.00S,2025-02-11T02:11:49.1Z,1,REGULAR,violation,kicked ball,[],1627750,,,1610612757,2,2,2025-02-11T02:13:04Z,150000,False,,,0,,J. Murray kicked ball VIOLATION,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,203591.0,,,,,,,,,
16,PT10M46.00S,2025-02-11T02:12:11.0Z,1,REGULAR,turnover,bad pass,[],1629028,,,1610612757,2,2,2025-02-11T02:12:20Z,160000,False,,,0,,D. Ayton bad pass TURNOVER (1 TO),"[1629028, 1627750]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Murray,1627750.0,,,,,,
