actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-16T01:10:44.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-16T01:10:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-16T01:10:47.3Z,1,REGULAR,jumpball,recovered,[],1642273,,,1610612764,0,0,2025-03-16T01:10:47Z,40000,False,,,0,,Jump Ball A. Sarr vs. N. Jokić: Tip to K. George,"[1642273, 1642259, 203999]",1610612764.0,WAS,startperiod,K. George,1642273.0,George,K. George,Sarr,1642259.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-03-16T01:11:04.6Z,1,REGULAR,3pt,Jump Shot,[],1630551,6.783837056504599,97.54901960784314,1610612764,0,0,2025-03-16T01:11:10Z,70000,False,-238.0,11.0,1,left,MISS J. Champagnie 3PT,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.8,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2025-03-16T01:11:08.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,0,0,2025-03-16T01:11:10Z,80000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-03-16T01:11:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,89.43823915900131,43.872549019607845,1610612743,0,0,2025-03-16T01:11:20Z,90000,False,-31.0,47.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2025-03-16T01:11:16.7Z,1,REGULAR,rebound,defensive,[],1642259,,,1610612764,0,0,2025-03-16T01:11:20Z,100000,False,,,0,,A. Sarr REBOUND (Off:0 Def:1),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M18.00S,2025-03-16T01:11:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,8.360709592641262,53.431372549019606,1610612764,0,2,2025-03-16T01:11:44Z,110000,False,-17.0,26.0,1,left,A. Sarr floating Jump Shot (2 PTS) (K. Middleton 1 AST),"[1642259, 203114]",1610612764.0,WAS,floating,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,
13,PT10M55.00S,2025-03-16T01:11:49.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,67.88764783180025,23.03921568627451,1610612743,3,2,2025-03-16T01:11:54Z,130000,False,-135.0,249.0,1,right,M. Porter Jr. 28' 3PT  (3 PTS) (J. Murray 1 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,28.35,Made,,,,,3.0,J. Murray,1627750.0,1.0,,,,,,,,,,
15,PT10M44.00S,2025-03-16T01:11:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.1268068331143235,43.38235294117647,1610612764,3,2,2025-03-16T01:12:34Z,150000,False,33.0,5.0,1,left,MISS J. Poole driving Layup - blocked,"[1629673, 1629008]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,,Porter Jr.,1629008.0,,,,,,,,
16,PT10M44.00S,2025-03-16T01:11:59.1Z,1,REGULAR,block,,[],1629008,,,1610612764,3,2,2025-03-16T01:12:01Z,160000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M43.00S,2025-03-16T01:12:00.1Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,3,2,2025-03-16T01:12:52Z,170000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M35.00S,2025-03-16T01:12:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.24901445466492,43.38235294117647,1610612743,5,2,2025-03-16T01:13:04Z,180000,False,-33.0,11.0,1,right,N. Jokić driving reverse Layup (2 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,driving reverse,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,2.0,J. Murray,1627750.0,2.0,,,,,,,,,,
20,PT10M15.00S,2025-03-16T01:12:27.7Z,1,REGULAR,3pt,Jump Shot,[],1642259,27.414586070959263,20.833333333333336,1610612764,5,5,2025-03-16T01:12:33Z,200000,False,146.0,205.0,1,left,A. Sarr 25' 3PT  (5 PTS) (K. George 1 AST),"[1642259, 1642273]",1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,25.17,Made,,,,,5.0,K. George,1642273.0,1.0,,,,,,,,,,
22,PT09M59.00S,2025-03-16T01:12:43.9Z,1,REGULAR,2pt,Jump Shot,[],203999,75.03285151116953,69.38572303921569,1610612743,7,5,2025-03-16T02:15:57Z,220000,False,97.0,182.0,1,right,N. Jokić 20' pullup Jump Shot (4 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,pullup,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Right Center,20.64,Made,,,,,4.0,J. Murray,1627750.0,3.0,,,,,,,,,,
26,PT09M50.00S,2025-03-16T01:13:00.0Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612764,7,5,2025-03-16T01:13:07Z,260000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (George 2 FT),"[203999, 1642273]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201245.0,1.0,0.0,George,1642273.0,,,
28,PT09M50.00S,2025-03-16T01:13:20.0Z,1,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,7,6,2025-03-16T01:13:20Z,280000,False,,,0,,K. George Free Throw 1 of 2 (1 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
29,PT09M50.00S,2025-03-16T01:13:36.1Z,1,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,7,7,2025-03-16T01:13:36Z,290000,False,,,0,,K. George Free Throw 2 of 2 (2 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
30,PT09M41.00S,2025-03-16T01:13:47.2Z,1,REGULAR,3pt,Jump Shot,[],203999,67.7562417871222,68.13725490196079,1610612743,7,7,2025-03-16T01:13:50Z,300000,False,91.0,251.0,1,right,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
31,PT09M38.00S,2025-03-16T01:13:50.2Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,7,7,2025-03-16T01:13:50Z,310000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M34.00S,2025-03-16T01:13:54.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,30.042706964520367,78.43137254901961,1610612764,7,7,2025-03-16T01:15:03Z,320000,False,-142.0,230.0,1,left,MISS J. Poole 27' running pullup 3PT,[1629673],1610612764.0,WAS,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,,
33,PT09M32.00S,2025-03-16T01:13:56.3Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,7,7,2025-03-16T01:14:01Z,330000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M28.00S,2025-03-16T01:14:00.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201566,77.4802890932983,10.049019607843137,1610612743,7,7,2025-03-16T01:14:07Z,340000,False,-200.0,159.0,1,right,MISS R. Westbrook 25' running 3PT,[201566],1610612743.0,DEN,running,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
35,PT09M25.00S,2025-03-16T01:14:03.0Z,1,REGULAR,rebound,defensive,[],1630551,,,1610612764,7,7,2025-03-16T01:14:07Z,350000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT09M15.00S,2025-03-16T01:14:13.8Z,1,REGULAR,3pt,Jump Shot,[],203114,23.99802890932983,87.00980392156863,1610612764,7,7,2025-03-16T01:15:33Z,360000,False,-185.0,173.0,1,left,MISS K. Middleton 25' pullup 3PT,[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
37,PT09M13.00S,2025-03-16T01:14:15.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,7,2025-03-16T01:14:16Z,370000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT09M08.00S,2025-03-16T01:14:21.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,93.38042049934296,53.92156862745098,1610612743,9,7,2025-03-16T01:15:55Z,380000,False,20.0,10.0,1,right,R. Westbrook running Layup (2 PTS) (N. Jokić 1 AST),"[201566, 203999]",1610612743.0,DEN,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,2.0,N. Jokić,203999.0,1.0,,,,,,,,,,
40,PT09M01.00S,2025-03-16T01:14:27.4Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612764,9,7,2025-03-16T01:14:31Z,400000,False,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1627750]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Murray,1627750.0
41,PT09M01.00S,2025-03-16T01:14:27.4Z,1,REGULAR,steal,,[],1627750,,,1610612743,9,7,2025-03-16T01:14:29Z,410000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
42,PT08M54.00S,2025-03-16T01:14:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631128,92.19776609724047,56.372549019607845,1610612743,11,7,2025-03-16T01:14:39Z,420000,False,32.0,21.0,1,right,C. Braun driving Layup (2 PTS) (J. Murray 4 AST),"[1631128, 1627750]",1610612743.0,DEN,driving,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.81,Made,,,,,2.0,J. Murray,1627750.0,4.0,,,,,,,,,,
44,PT08M38.00S,2025-03-16T01:14:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,6.521024967148489,57.59803921568627,1610612764,11,9,2025-03-16T01:14:55Z,440000,False,-38.0,9.0,1,left,A. Sarr cutting Layup (7 PTS) (K. Middleton 2 AST),"[1642259, 203114]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,3.9,Made,,,,,7.0,K. Middleton,203114.0,2.0,,,,,,,,,,
46,PT08M23.00S,2025-03-16T01:15:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,94.1688567674113,55.63725490196079,1610612743,13,9,2025-03-16T01:15:09Z,460000,False,28.0,2.0,1,right,M. Porter Jr. cutting Layup (5 PTS) (N. Jokić 2 AST),"[1629008, 203999]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,5.0,N. Jokić,203999.0,2.0,,,,,,,,,,
48,PT08M13.00S,2025-03-16T01:15:15.7Z,1,REGULAR,3pt,Jump Shot,[],203114,31.488173455978973,37.745098039215684,1610612764,13,12,2025-03-16T01:17:55Z,480000,False,61.0,243.0,1,left,K. Middleton 25' 3PT pullup (3 PTS) (A. Sarr 1 AST),"[203114, 1642259]",1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,25.11,Made,,,,,3.0,A. Sarr,1642259.0,1.0,,,,,,,,,,
51,PT07M59.00S,2025-03-16T01:15:59.3Z,1,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612743,13,12,2025-03-16T01:16:15Z,510000,False,,,0,,K. George shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1642273, 1629008]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201245.0,1.0,0.0,Porter Jr.,1629008.0,,,
53,PT07M59.00S,2025-03-16T01:16:17.1Z,1,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,14,12,2025-03-16T01:16:17Z,530000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (6 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
