actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-09T02:11:52.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-09T02:11:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-01-09T02:11:56.9Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612743,0,0,2025-01-09T02:11:56Z,40000,False,,,0,,Jump Ball D. Jordan vs. I. Zubac: Tip to R. Westbrook,"[201566, 201599, 1627826]",1610612743.0,DEN,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,Jordan,201599.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-01-09T02:12:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,16.507884362680684,49.754901960784316,1610612743,2,0,2025-01-09T02:12:47Z,70000,False,1.0,103.0,1,left,J. Murray 10' driving floating Jump Shot (2 PTS) (R. Westbrook 1 AST),"[1627750, 201566]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.27,Made,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
9,PT11M45.00S,2025-01-09T02:12:16.7Z,1,REGULAR,foul,personal,['1freethrow'],1627739,,,1610612743,2,0,2025-01-09T02:12:24Z,90000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Murray 1 FT),"[1627739, 1627750]",1610612746.0,LAC,shooting,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,1.0,0.0,Murray,1627750.0,,,,,,,,,
11,PT11M45.00S,2025-01-09T02:12:38.0Z,1,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,3,0,2025-01-09T02:12:38Z,110000,False,,,0,,J. Murray Free Throw 1 of 1 (3 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
12,PT11M33.00S,2025-01-09T02:12:51.5Z,1,REGULAR,turnover,lost ball,[],1627826,,,1610612746,3,0,2025-01-09T02:12:59Z,120000,False,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 201599]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,Jordan,201599.0,,,,,,
13,PT11M33.00S,2025-01-09T02:12:51.5Z,1,REGULAR,steal,,[],201599,,,1610612743,3,0,2025-01-09T02:12:59Z,130000,False,,,0,,D. Jordan STEAL (1 STL),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
14,PT11M19.00S,2025-01-09T02:13:05.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,33.065045992115635,62.254901960784316,1610612743,3,0,2025-01-09T02:13:10Z,140000,False,-61.0,258.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.55,Missed,,,,,,,,,,,,,,,,,,
15,PT11M16.00S,2025-01-09T02:13:08.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,3,0,2025-01-09T02:13:10Z,150000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,
16,PT11M05.00S,2025-01-09T02:13:19.6Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612746,3,0,2025-01-09T02:13:23Z,160000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 1629008]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,,
17,PT11M05.00S,2025-01-09T02:13:19.6Z,1,REGULAR,steal,,[],1629008,,,1610612743,3,0,2025-01-09T02:13:21Z,170000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
18,PT11M02.00S,2025-01-09T02:13:22.7Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612743,3,0,2025-01-09T02:13:26Z,180000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 1627739]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Dunn,1627739.0,,,,,,
19,PT11M02.00S,2025-01-09T02:13:22.7Z,1,REGULAR,steal,,[],1627739,,,1610612746,3,0,2025-01-09T02:13:24Z,190000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M58.00S,2025-01-09T02:13:26.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626181,65.78515111695138,45.83333333333333,1610612746,3,3,2025-01-09T02:13:33Z,200000,False,-21.0,269.0,1,right,N. Powell 26' 3PT running pullup (3 PTS),[1626181],1610612746.0,LAC,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,26.99,Made,3.0,,,,,,,,,,,,,,,,,
21,PT10M41.00S,2025-01-09T02:13:45.7Z,1,REGULAR,foul,personal,[],1627884,,,1610612743,3,3,2025-01-09T02:14:03Z,210000,False,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 1627750]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,,,,,1628485.0,1.0,0.0,Murray,1627750.0,,,,,,,,,
