actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
188,PT10M48.00S,2025-04-02T02:40:25.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631169,94.40999984741211,50.0,1610612750,36,28,2025-04-02T02:40:25Z,1880000,False,0.0,0.0,1,right,J. Minott tip DUNK (5 PTS),[1631169],1610612750.0,MIN,tip,,,Minott,J. Minott,,,,,Mid-Range,8-16 Left,,,,0.0,Made,5.0,,,,,,,,,,,,,,
189,PT10M31.00S,2025-04-02T02:40:42.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.783837056504599,44.85294117647059,1610612743,36,28,2025-04-02T02:40:47Z,1890000,False,26.0,11.0,1,left,MISS D. Jordan alley-oop DUNK,[201599],1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,2.81,Missed,,,,,,,,,,,,,,,
190,PT10M29.00S,2025-04-02T02:40:44.3Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,36,28,2025-04-02T02:40:47Z,1900000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,189.0,3.0,2.0,1.0,,,,,,,,,,
191,PT10M25.00S,2025-04-02T02:40:48.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,66.96780551905388,54.90196078431373,1610612750,36,28,2025-04-02T02:41:46Z,1910000,False,25.0,258.0,1,right,MISS N. Alexander-Walker 25' running pullup 3PT,[1629638],1610612750.0,MIN,running pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,25.92,Missed,,,,,,,,,,,,,,,
192,PT10M19.00S,2025-04-02T02:40:54.3Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,36,28,2025-04-02T02:40:57Z,1920000,False,,,0,,R. Gobert REBOUND (Off:3 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,191.0,3.0,0.0,3.0,,,,,,,,,,
193,PT10M19.00S,2025-04-02T02:40:53.6Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612750,36,30,2025-04-02T02:42:07Z,1930000,False,0.0,0.0,1,right,R. Gobert tip DUNK (3 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,0.0,Made,3.0,,,,,,,,,,,,,,
194,PT10M03.00S,2025-04-02T02:41:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.966491458607096,43.627450980392155,1610612743,36,30,2025-04-02T02:41:16Z,1940000,False,32.0,22.0,1,left,MISS R. Westbrook driving finger roll Layup,[201566],1610612743.0,DEN,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,3.9,Missed,,,,,,,,,,,,,,,
195,PT10M00.00S,2025-04-02T02:41:13.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,36,30,2025-04-02T02:41:16Z,1950000,False,,,0,,R. Gobert REBOUND (Off:3 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,194.0,4.0,1.0,3.0,,,,,,,,,,
196,PT09M56.00S,2025-04-02T02:41:17.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631169,90.3580814717477,4.411764705882353,1610612750,36,33,2025-04-02T02:41:29Z,1960000,False,-228.0,38.0,1,right,J. Minott 3PT running (8 PTS) (N. Alexander-Walker 4 AST),"[1631169, 1629638]",1610612750.0,MIN,running,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,,,,23.11,Made,8.0,,,,,N. Alexander-Walker,1629638.0,4.0,,,,,,,
201,PT09M35.00S,2025-04-02T02:41:29.9Z,2,REGULAR,turnover,out-of-bounds,[],201599,,,1610612743,36,33,2025-04-02T02:45:21Z,1975000,False,,,0,,D. Jordan bad pass out-of-bounds TURNOVER (1 TO),[201599],1610612743.0,DEN,bad pass,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,,,2882.0,,,,,,
199,PT09M35.00S,2025-04-02T02:41:59.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,36,33,2025-04-02T02:45:21Z,1990000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M18.00S,2025-04-02T02:45:40.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631169,93.24901445466492,4.166666666666666,1610612750,36,33,2025-04-02T02:45:46Z,2010000,False,-229.0,11.0,1,right,MISS J. Minott 3PT,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,,,,22.95,Missed,,,,,,,,,,,,,,,
203,PT09M16.00S,2025-04-02T02:45:42.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,36,33,2025-04-02T02:54:04Z,2020000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Left Corner 3,24+ Left,,,,,,,202.0,1.0,1.0,0.0,,,,,,,,,,
204,PT09M07.00S,2025-04-02T02:45:55.2Z,2,REGULAR,turnover,traveling,[],203932,,,1610612743,36,33,2025-04-02T02:46:06Z,2030000,False,,,0,,A. Gordon traveling TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.0,,,,,,,,,,,,,203593.0,,,,,,
206,PT08M43.00S,2025-04-02T02:46:56.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203497,73.53810775295663,34.80392156862745,1610612750,36,33,2025-04-02T02:47:30Z,2050000,False,-76.0,196.0,1,right,MISS R. Gobert 21' Jump Shot,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,21.04,Missed,,,,,,,,,,,,,,,
207,PT08M41.00S,2025-04-02T02:46:58.0Z,2,REGULAR,rebound,defensive,[],201566,,,1610612743,36,33,2025-04-02T02:47:00Z,2060000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,
208,PT08M30.00S,2025-04-02T02:47:08.9Z,2,REGULAR,3pt,Jump Shot,[],201566,31.488173455978973,50.0,1610612743,36,33,2025-04-02T02:47:13Z,2070000,False,0.0,243.0,1,left,MISS R. Westbrook 24' 3PT,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,24.35,Missed,,,,,,,,,,,,,,,
209,PT08M27.00S,2025-04-02T02:47:11.9Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,36,33,2025-04-02T02:47:13Z,2080000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:3),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,208.0,4.0,3.0,1.0,,,,,,,,,,
210,PT08M23.00S,2025-04-02T02:47:17.2Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629638,79.45137976346912,39.950980392156865,1610612750,36,35,2025-04-02T02:48:05Z,2090000,False,-50.0,141.0,1,right,N. Alexander-Walker 14' running Jump Shot (5 PTS),[1629638],1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Center,,,,14.94,Made,5.0,,,,,,,,,,,,,,
211,PT08M23.00S,2025-04-02T02:47:24.3Z,2,REGULAR,foul,personal,['1freethrow'],1641816,,,1610612750,36,35,2025-04-02T02:47:29Z,2100000,False,,,0,,H. Tyson shooting personal FOUL (1 PF) (Alexander-Walker 1 FT),"[1641816, 1629638]",1610612743.0,DEN,shooting,,,Tyson,H. Tyson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,2882.0,,,1.0,0.0,Alexander-Walker,1629638.0
213,PT08M23.00S,2025-04-02T02:47:43.8Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629638,,,1610612750,36,36,2025-04-02T02:47:43Z,2120000,False,,,0,,N. Alexander-Walker Free Throw 1 of 1 (6 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
214,PT08M12.00S,2025-04-02T02:47:56.6Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612743,36,36,2025-04-02T02:48:00Z,2130000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 203497]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,1.0,Gobert,203497.0,,,,,,,,,,,,,,,,,
215,PT08M12.00S,2025-04-02T02:47:56.6Z,2,REGULAR,steal,,[],203497,,,1610612750,36,36,2025-04-02T02:47:58Z,2140000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
216,PT08M08.00S,2025-04-02T02:48:01.1Z,2,REGULAR,turnover,bad pass,[],1629638,,,1610612750,36,36,2025-04-02T02:48:09Z,2150000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1641816]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Center,1.0,Tyson,1641816.0,,,,,,,,,,,,,,,,,
217,PT08M08.00S,2025-04-02T02:48:01.1Z,2,REGULAR,steal,,[],1641816,,,1610612743,36,36,2025-04-02T02:48:03Z,2160000,False,,,0,,H. Tyson STEAL (1 STL),[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
218,PT08M03.00S,2025-04-02T02:48:05.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201599,5.995400788436268,50.49019607843137,1610612743,38,36,2025-04-02T02:48:16Z,2170000,False,-2.0,4.0,1,left,D. Jordan running alley-oop DUNK (2 PTS) (R. Westbrook 3 AST),"[201599, 201566]",1610612743.0,DEN,running alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,0.46,Made,2.0,,,,,R. Westbrook,201566.0,3.0,,,,,,,
221,PT07M48.00S,2025-04-02T02:48:26.4Z,2,REGULAR,substitution,out,[],1631169,,,1610612750,38,36,2025-04-02T02:48:34Z,2200000,False,,,0,,SUB out: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M48.00S,2025-04-02T02:48:26.4Z,2,REGULAR,substitution,in,[],203944,,,1610612750,38,36,2025-04-02T02:48:34Z,2210000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M42.00S,2025-04-02T02:48:51.2Z,2,REGULAR,3pt,Jump Shot,[],203944,69.46452036793693,74.75490196078431,1610612750,38,39,2025-04-02T02:48:56Z,2220000,False,124.0,235.0,1,right,J. Randle 26' 3PT  (11 PTS) (N. Alexander-Walker 5 AST),"[203944, 1629638]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,26.52,Made,11.0,,,,,N. Alexander-Walker,1629638.0,5.0,,,,,,,
225,PT07M21.00S,2025-04-02T02:49:11.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,6.1268068331143235,52.20588235294118,1610612743,40,39,2025-04-02T02:49:15Z,2240000,False,-11.0,5.0,1,left,C. Braun cutting DUNK (7 PTS) (A. Gordon 2 AST),"[1631128, 203932]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,1.21,Made,7.0,,,,,A. Gordon,203932.0,2.0,,,,,,,
227,PT07M04.00S,2025-04-02T02:49:28.8Z,2,REGULAR,3pt,Jump Shot,[],203944,69.72733245729303,75.98039215686273,1610612750,40,39,2025-04-02T02:49:49Z,2260000,False,130.0,232.0,1,right,MISS J. Randle 26' pullup 3PT,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,26.6,Missed,,,,,,,,,,,,,,,
228,PT07M01.00S,2025-04-02T02:49:31.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,40,39,2025-04-02T02:49:36Z,2270000,False,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,,
229,PT06M57.00S,2025-04-02T02:49:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,5.995400788436268,52.450980392156865,1610612743,42,39,2025-04-02T02:49:41Z,2280000,False,-12.0,4.0,1,left,C. Braun running finger roll Layup (9 PTS) (D. Jordan 1 AST),"[1631128, 201599]",1610612743.0,DEN,running finger roll,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,1.29,Made,9.0,,,,,D. Jordan,201599.0,1.0,,,,,,,
231,PT06M43.00S,2025-04-02T02:49:49.3Z,2,REGULAR,3pt,Jump Shot,[],201144,71.43561103810775,77.45098039215686,1610612750,42,39,2025-04-02T02:49:55Z,2300000,False,137.0,216.0,1,right,MISS M. Conley 25' step back 3PT,[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,25.59,Missed,,,,,,,,,,,,,,,
232,PT06M41.00S,2025-04-02T02:49:51.3Z,2,REGULAR,rebound,defensive,[],201566,,,1610612743,42,39,2025-04-02T02:49:55Z,2310000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,
233,PT06M38.00S,2025-04-02T02:49:58.0Z,2,REGULAR,foul,offensive,[],201599,,,1610612743,42,39,2025-04-02T02:50:06Z,2320000,False,,,0,,D. Jordan offensive FOUL (2 PF),"[201599, 1630183]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,203593.0,,,2.0,0.0,McDaniels,1630183.0
235,PT06M38.00S,2025-04-02T02:49:58.0Z,2,REGULAR,turnover,offensive foul,[],201599,,,1610612743,42,39,2025-04-02T02:49:58Z,2340000,False,,,0,,D. Jordan offensive foul TURNOVER (2 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,,203593.0,,,,,,
236,PT06M38.00S,2025-04-02T02:50:06.7Z,2,REGULAR,substitution,out,[],1641816,,,1610612750,42,39,2025-04-02T02:50:26Z,2350000,False,,,0,,SUB out: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M38.00S,2025-04-02T02:50:06.7Z,2,REGULAR,substitution,out,[],201599,,,1610612750,42,39,2025-04-02T02:50:26Z,2360000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M38.00S,2025-04-02T02:50:06.7Z,2,REGULAR,substitution,out,[],1630183,,,1610612750,42,39,2025-04-02T02:50:26Z,2370000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M38.00S,2025-04-02T02:50:06.7Z,2,REGULAR,substitution,in,[],203999,,,1610612750,42,39,2025-04-02T02:50:26Z,2380000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M38.00S,2025-04-02T02:50:06.7Z,2,REGULAR,substitution,in,[],1631212,,,1610612750,42,39,2025-04-02T02:50:26Z,2390000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M38.00S,2025-04-02T02:50:06.7Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,42,39,2025-04-02T02:50:26Z,2400000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M26.00S,2025-04-02T02:50:41.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,92.9862023653088,48.28431372549019,1610612750,42,39,2025-04-02T02:50:46Z,2410000,False,-9.0,13.0,1,right,MISS J. Randle driving Layup - blocked,"[203944, 1631212]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,1.59,Missed,,,,,,,,,,Watson,1631212.0,,,,
243,PT06M26.00S,2025-04-02T02:50:41.2Z,2,REGULAR,block,,[],1631212,,,1610612750,42,39,2025-04-02T02:50:43Z,2420000,False,,,0,,P. Watson BLOCK (3 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
244,PT06M25.00S,2025-04-02T02:50:42.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,42,39,2025-04-02T02:50:46Z,2430000,False,,,0,,N. Jokić REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,242.0,5.0,5.0,0.0,,,,,,,,,,
245,PT06M23.00S,2025-04-02T02:50:51.5Z,2,REGULAR,foul,offensive,[],203932,,,1610612743,42,39,2025-04-02T02:51:04Z,2440000,False,,,0,,A. Gordon charge offensive FOUL (2 PF),"[203932, 1629638]",1610612743.0,DEN,charge,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,,,2.0,0.0,Alexander-Walker,1629638.0
247,PT06M23.00S,2025-04-02T02:50:51.5Z,2,REGULAR,turnover,offensive foul,[],203932,,,1610612743,42,39,2025-04-02T02:50:51Z,2460000,False,,,0,,A. Gordon offensive foul TURNOVER (2 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,,,,,203593.0,,,,,,
248,PT06M23.00S,2025-04-02T02:51:27.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,42,39,2025-04-02T02:51:27Z,2470000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M23.00S,2025-04-02T02:54:17.5Z,2,REGULAR,substitution,out,[],201566,,,1610612750,42,39,2025-04-02T02:54:31Z,2490000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M23.00S,2025-04-02T02:54:17.5Z,2,REGULAR,substitution,in,[],1629618,,,1610612750,42,39,2025-04-02T02:54:31Z,2500000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M58.00S,2025-04-02T02:55:03.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,79.97700394218134,94.85294117647058,1610612750,42,39,2025-04-02T02:55:10Z,2510000,False,224.0,136.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,26.22,Missed,,,,,,,,,,,,,,,
253,PT05M54.00S,2025-04-02T02:55:06.3Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,42,39,2025-04-02T02:55:06Z,2520000,False,,,0,,R. Gobert REBOUND (Off:4 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,,,,,252.0,5.0,1.0,4.0,,,,,,,,,,
254,PT05M53.00S,2025-04-02T02:55:07.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203497,93.38042049934296,52.450980392156865,1610612750,42,41,2025-04-02T02:55:13Z,2530000,False,12.0,10.0,1,right,R. Gobert putback DUNK (5 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,1.57,Made,5.0,,,,,,,,,,,,,,
255,PT05M27.00S,2025-04-02T02:55:33.1Z,2,REGULAR,3pt,Jump Shot,[],203999,32.276609724047304,44.11764705882353,1610612743,45,41,2025-04-02T02:55:37Z,2540000,False,29.0,251.0,1,left,N. Jokić 25' 3PT  (19 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,25.26,Made,19.0,,,,,,,,,,,,,,
256,PT05M09.00S,2025-04-02T02:55:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630162,73.40670170827858,85.5392156862745,1610612750,45,41,2025-04-02T02:55:56Z,2550000,False,178.0,197.0,1,right,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,26.57,Missed,,,,,,,,,,,,,,,
257,PT05M07.00S,2025-04-02T02:55:52.7Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,45,41,2025-04-02T02:55:56Z,2560000,False,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,256.0,3.0,3.0,0.0,,,,,,,,,,
258,PT04M47.00S,2025-04-02T02:56:13.8Z,2,REGULAR,turnover,lost ball,[],1631128,,,1610612743,45,41,2025-04-02T02:56:18Z,2570000,False,,,0,,C. Braun lost ball TURNOVER (2 TO),"[1631128, 201144]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Center,2.0,Conley,201144.0,,,,,,,,,,,,,,,,,
259,PT04M47.00S,2025-04-02T02:56:13.8Z,2,REGULAR,steal,,[],201144,,,1610612750,45,41,2025-04-02T02:56:15Z,2580000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
260,PT04M44.00S,2025-04-02T02:56:19.4Z,2,REGULAR,foul,personal,['2freethrow'],1629618,,,1610612750,45,41,2025-04-02T02:56:35Z,2590000,False,,,0,,J. Pickett shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1629618, 1629638]",1610612743.0,DEN,shooting,,,Pickett,J. Pickett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203593.0,,,1.0,0.0,Alexander-Walker,1629638.0
262,PT04M44.00S,2025-04-02T02:56:55.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629638,,,1610612750,45,42,2025-04-02T02:56:55Z,2610000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (7 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
263,PT04M44.00S,2025-04-02T02:56:56.2Z,2,REGULAR,substitution,out,[],203932,,,1610612750,45,42,2025-04-02T02:57:32Z,2620000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M44.00S,2025-04-02T02:56:56.2Z,2,REGULAR,substitution,out,[],201144,,,1610612750,45,42,2025-04-02T02:57:32Z,2630000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M44.00S,2025-04-02T02:56:56.2Z,2,REGULAR,substitution,in,[],1630192,,,1610612750,45,42,2025-04-02T02:57:32Z,2640000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M44.00S,2025-04-02T02:56:56.2Z,2,REGULAR,substitution,in,[],1642265,,,1610612750,45,42,2025-04-02T02:57:47Z,2655000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M44.00S,2025-04-02T02:56:55.2Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629638,,,1610612750,45,42,2025-04-02T02:57:41Z,2660000,False,,,0,,MISS N. Alexander-Walker Free Throw 2 of 2,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
268,PT04M42.00S,2025-04-02T02:56:57.2Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,45,42,2025-04-02T03:19:06Z,2670000,False,,,0,,C. Braun REBOUND (Off:1 Def:5),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,267.0,6.0,5.0,1.0,,,,,,,,,,
269,PT04M28.00S,2025-04-02T02:57:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,6.389618922470433,51.9607843137255,1610612743,47,42,2025-04-02T02:58:46Z,2680000,False,-10.0,8.0,1,left,P. Watson reverse Layup (6 PTS) (J. Pickett 2 AST),"[1631212, 1629618]",1610612743.0,DEN,reverse,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,1.24,Made,6.0,,,,,J. Pickett,1629618.0,2.0,,,,,,,
272,PT04M14.00S,2025-04-02T02:57:52.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,90.3580814717477,44.11764705882353,1610612750,47,42,2025-04-02T02:59:15Z,2700000,False,-29.0,38.0,1,right,MISS J. Randle driving floating Shot,[203944],1610612750.0,MIN,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,4.81,Missed,,,,,,,,,,,,,,,
273,PT04M14.00S,2025-04-02T02:57:52.2Z,2,REGULAR,rebound,offensive,[],203944,,,1610612750,47,42,2025-04-02T02:58:15Z,2710000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,272.0,2.0,1.0,1.0,,,,,,,,,,
