actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-07T02:10:34.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-07T02:10:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-07T02:10:38.9Z,1,REGULAR,jumpball,recovered,[],1630198,,,1610612760,0,0,2024-11-07T02:10:38Z,40000,False,,,0,,Jump Ball C. Holmgren vs. N. Jokić: Tip to I. Joe,"[1630198, 1631096, 203999]",1610612760.0,OKC,startperiod,I. Joe,1630198.0,Joe,I. Joe,Holmgren,1631096.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-11-07T02:10:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630198,67.49342969776609,33.33333333333333,1610612760,0,3,2024-11-07T02:11:01Z,70000,False,-83.0,253.0,1,right,I. Joe 26' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.65,Made,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-11-07T02:11:08.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,27.020367936925098,46.568627450980394,1610612743,0,3,2024-11-07T02:11:18Z,90000,False,17.0,201.0,1,left,MISS M. Porter Jr. 20' Jump Shot,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,20.22,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2024-11-07T02:11:15.4Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,0,3,2024-11-07T02:11:18Z,100000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2024-11-07T02:11:19.9Z,1,REGULAR,2pt,Jump Shot,[],1631096,78.13731931668858,51.71568627450981,1610612760,0,3,2024-11-07T02:11:30Z,110000,False,9.0,153.0,1,right,MISS C. Holmgren 15' Jump Shot,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Center,15.32,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2024-11-07T02:11:21.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,3,2024-11-07T02:11:30Z,120000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M01.00S,2024-11-07T02:11:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,13.485545335085414,51.9607843137255,1610612743,2,3,2024-11-07T02:58:42Z,130000,False,-10.0,74.0,1,left,R. Westbrook 7' driving floating Jump Shot (2 PTS) (N. Jokić 1 AST),"[201566, 203999]",1610612743.0,DEN,driving floating,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,7.49,Made,2.0,N. Jokić,203999.0,1.0,,,,,,,,,,,,,,
15,PT10M47.00S,2024-11-07T02:11:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,92.46057818659659,36.27450980392157,1610612760,2,3,2024-11-07T02:11:53Z,150000,False,-69.0,18.0,1,right,MISS C. Holmgren 7' floating Shot,[1631096],1610612760.0,OKC,floating,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,7.1,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2024-11-07T02:11:47.7Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,2,3,2024-11-07T02:11:53Z,160000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
