actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-24T03:10:47.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-24T03:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-24T03:10:51.5Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612756,0,0,2024-12-24T03:10:51Z,40000,False,,,0,,Jump Ball J. Nurkić vs. N. Jokić: Tip to T. Jones,"[1626145, 203994, 203999]",1610612756.0,PHX,startperiod,T. Jones,1626145.0,Jones,T. Jones,Nurkić,203994.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-12-24T03:11:05.6Z,1,REGULAR,2pt,Jump Shot,[],203078,93.24901445466492,68.62745098039215,1610612756,0,2,2024-12-24T03:11:13Z,70000,False,93.0,11.0,1,right,B. Beal 9' pullup Jump Shot (2 PTS) (J. Nurkić 1 AST),"[203078, 203994]",1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,9.37,Made,2.0,J. Nurkić,203994.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-12-24T03:11:25.2Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,0,2,2024-12-24T03:11:33Z,90000,False,,,0,,N. Jokić lost ball TURNOVER (1 TO),"[203999, 203994]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Nurkić,203994.0,,,,,,,,,,,
10,PT11M22.00S,2024-12-24T03:11:25.2Z,1,REGULAR,steal,,[],203994,,,1610612756,0,2,2024-12-24T03:11:28Z,100000,False,,,0,,J. Nurkić STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2024-12-24T03:11:35.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,81.42247043363994,67.15686274509804,1610612756,0,4,2024-12-24T03:11:42Z,110000,False,86.0,122.0,1,right,K. Durant 14' pullup Jump Shot (2 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,14.92,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M53.00S,2024-12-24T03:11:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,6.258212877792378,50.0,1610612743,2,4,2024-12-24T03:12:01Z,120000,False,0.0,6.0,1,left,M. Porter Jr. cutting Layup (2 PTS) (R. Westbrook 1 AST),"[1629008, 201566]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
14,PT10M45.00S,2024-12-24T03:12:04.3Z,1,REGULAR,foul,personal,[],203932,,,1610612756,2,4,2024-12-24T03:12:12Z,140000,False,,,0,,A. Gordon personal FOUL (1 PF),"[203932, 203994]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,,,,201246.0,1.0,0.0,Nurkić,203994.0,,,,,,
16,PT10M33.00S,2024-12-24T03:12:30.8Z,1,REGULAR,2pt,Jump Shot,[],1626145,82.9993429697766,30.88235294117647,1610612756,2,6,2024-12-24T03:12:39Z,160000,False,-96.0,107.0,1,right,T. Jones 14' driving floating Jump Shot (2 PTS) (R. O'Neale 1 AST),"[1626145, 1626220]",1610612756.0,PHX,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,14.37,Made,2.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,,,
18,PT10M25.00S,2024-12-24T03:12:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,4.681340341655716,49.01960784313725,1610612743,2,6,2024-12-24T03:12:49Z,180000,False,5.0,-8.0,1,left,MISS R. Westbrook driving finger roll Layup,[201566],1610612743.0,DEN,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
19,PT10M22.00S,2024-12-24T03:12:42.5Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,2,6,2024-12-24T03:12:49Z,190000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,
20,PT10M09.00S,2024-12-24T03:12:58.0Z,1,REGULAR,turnover,traveling,[],1626145,,,1610612756,2,6,2024-12-24T03:13:09Z,200000,False,,,0,,T. Jones traveling TURNOVER (1 TO),[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right,,,,,,,1.0,,,1628951.0,,,,,,,,,,
