actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,in,[],1642461,,,1610612743,12,18,2025-04-03T01:22:41Z,840000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,in,[],1631104,,,1610612743,12,18,2025-04-03T01:22:41Z,850000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,in,[],1629162,,,1610612743,12,18,2025-04-03T01:22:41Z,860000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M33.00S,2025-04-03T01:22:20.6Z,1,REGULAR,substitution,in,[],1630572,,,1610612743,12,18,2025-04-03T01:22:41Z,870000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M21.00S,2025-04-03T01:22:53.2Z,1,REGULAR,2pt,Jump Shot,[],201566,16.557161629434958,79.38878676470588,1610612743,12,18,2025-04-03T01:26:14Z,880000,False,-147.0,103.0,1,left,MISS R. Westbrook 17' pullup Shot,[201566],1610612743.0,DEN,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left,17.95,Missed,,,,,,,,,,,,,,,,,,
90,PT04M18.00S,2025-04-03T01:22:56.2Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,12,18,2025-04-03T01:26:14Z,890000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,
91,PT04M13.00S,2025-04-03T01:23:00.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,70.77858081471747,14.950980392156863,1610612759,12,18,2025-04-03T01:26:35Z,900000,False,-175.0,222.0,1,right,MISS J. Champagnie 28' running 3PT,[1630577],1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,28.3,Missed,,,,,,,,,,,,,,,,,,
92,PT04M11.00S,2025-04-03T01:23:02.7Z,1,REGULAR,rebound,defensive,[],1628427,,,1610612743,12,18,2025-04-03T02:04:40Z,910000,False,,,0,,V. Čančar REBOUND (Off:0 Def:1),[1628427],1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,
324,PT04M10.00S,2025-04-03T01:23:03.2Z,1,REGULAR,turnover,lost ball,[],1628427,,,1610612743,12,18,2025-04-03T02:05:00Z,915000,False,,,0,,V. Čančar lost ball TURNOVER (1 TO),"[1628427, 1629162]",1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,McLaughlin,1629162.0,,,,,,
325,PT04M10.00S,2025-04-03T01:23:03.2Z,1,REGULAR,steal,,[],1629162,,,1610612759,12,18,2025-04-03T02:05:00Z,917500,False,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612759.0,SAS,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT04M06.00S,2025-04-03T01:23:05.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,75.42706964520369,88.45741421568627,1610612759,12,21,2025-04-03T02:05:00Z,920000,False,192.0,178.0,1,right,H. Barnes 26' 3PT step back (8 PTS) (J. McLaughlin 1 AST),"[203084, 1629162]",1610612759.0,SAS,step back,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,26.24,Made,8.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,,,
95,PT04M05.00S,2025-04-03T01:23:11.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,12,21,2025-04-03T01:23:11Z,940000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M05.00S,2025-04-03T01:25:20.1Z,1,REGULAR,substitution,out,[],1641816,,,1610612743,12,21,2025-04-03T01:25:59Z,950000,False,,,0,,SUB out: H. Tyson,[1641816],1610612743.0,DEN,,,,Tyson,H. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M05.00S,2025-04-03T01:25:20.1Z,1,REGULAR,substitution,out,[],201599,,,1610612743,12,21,2025-04-03T01:25:59Z,960000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M05.00S,2025-04-03T01:25:20.1Z,1,REGULAR,substitution,in,[],1641725,,,1610612743,12,21,2025-04-03T01:25:59Z,970000,False,,,0,,SUB in: T. Alexander,[1641725],1610612743.0,DEN,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M05.00S,2025-04-03T01:25:20.1Z,1,REGULAR,substitution,in,[],203967,,,1610612743,12,21,2025-04-03T01:25:59Z,980000,False,,,0,,SUB in: D. Šarić,[203967],1610612743.0,DEN,,,,Šarić,D. Šarić,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M47.00S,2025-04-03T01:26:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,10.118265440210251,41.092218137254896,1610612743,14,21,2025-04-03T01:45:32Z,1002500,False,45.0,43.0,1,left,R. Westbrook 6' driving Layup (7 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,7.0,,,,,,,,,,,,,,,,,
103,PT03M39.00S,2025-04-03T01:26:41.3Z,1,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612759,14,21,2025-04-03T01:28:04Z,1020000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Champagnie 2 FT),"[1642461, 1630577]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,,,,,,,,,,1.0,0.0,Champagnie,1630577.0
105,PT03M39.00S,2025-04-03T01:27:06.3Z,1,REGULAR,freethrow,1 of 2,[],1630577,,,1610612759,14,22,2025-04-03T01:27:06Z,1040000,False,,,0,,J. Champagnie Free Throw 1 of 2 (4 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
106,PT03M39.00S,2025-04-03T01:27:19.0Z,1,REGULAR,freethrow,2 of 2,[],1630577,,,1610612759,14,23,2025-04-03T01:27:19Z,1050000,False,,,0,,J. Champagnie Free Throw 2 of 2 (5 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
109,PT03M22.00S,2025-04-03T01:27:39.7Z,1,REGULAR,3pt,Jump Shot,[],1628427,12.483574244415237,3.653492647058826,1610612743,14,23,2025-04-03T01:28:39Z,1060000,False,232.0,65.0,1,left,MISS V. Čančar 24' 3PT,[1628427],1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,Right Corner 3,24+ Right,24.06,Missed,,,,,,,,,,,,,,,,,,
110,PT03M16.00S,2025-04-03T01:27:45.7Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612759,14,23,2025-04-03T01:28:53Z,1070000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,
111,PT03M10.00S,2025-04-03T01:27:52.6Z,1,REGULAR,turnover,bad pass,[],1631104,,,1610612759,14,23,2025-04-03T01:29:40Z,1080000,False,,,0,,B. Wesley bad pass TURNOVER (1 TO),"[1631104, 201566]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Westbrook,201566.0,,,,,,
112,PT03M10.00S,2025-04-03T01:27:52.6Z,1,REGULAR,steal,,[],201566,,,1610612743,14,23,2025-04-03T01:27:54Z,1090000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2025-04-03T01:28:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,7.490144546649148,60.53155637254902,1610612743,16,23,2025-04-03T01:29:54Z,1100000,False,-53.0,18.0,1,left,R. Westbrook driving Layup (9 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.57,Made,9.0,,,,,,,,,,,,,,,,,
114,PT02M49.00S,2025-04-03T01:28:12.7Z,1,REGULAR,3pt,Jump Shot,[],203084,95.66360052562418,4.388786764705884,1610612759,16,23,2025-04-03T01:30:08Z,1110000,False,-228.0,-12.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.84,Missed,,,,,,,,,,,,,,,,,,
115,PT02M47.00S,2025-04-03T01:28:14.7Z,1,REGULAR,rebound,defensive,[],203967,,,1610612743,16,23,2025-04-03T01:30:08Z,1120000,False,,,0,,D. Šarić REBOUND (Off:0 Def:1),[203967],1610612743.0,DEN,,,,Šarić,D. Šarić,,,,,Left Corner 3,24+ Left,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,
116,PT02M41.00S,2025-04-03T01:28:21.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641725,14.323258869908017,51.122089460784316,1610612743,16,23,2025-04-03T01:30:27Z,1130000,False,-6.0,82.0,1,left,MISS T. Alexander 8' driving floating Shot,[1641725],1610612743.0,DEN,driving floating,,,Alexander,T. Alexander,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,,,,,,,,,,,,,,
117,PT02M40.00S,2025-04-03T01:28:22.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,16,23,2025-04-03T01:30:27Z,1140000,False,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,116.0,3.0,3.0,0.0,,,,,,,,
118,PT02M25.00S,2025-04-03T01:28:35.9Z,1,REGULAR,3pt,Jump Shot,[],1631104,67.7562417871222,68.62745098039215,1610612759,16,26,2025-04-03T01:28:39Z,1150000,False,93.0,251.0,1,right,B. Wesley 26' 3PT  (3 PTS) (H. Barnes 2 AST),"[1631104, 203084]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Right Center,26.73,Made,3.0,H. Barnes,203084.0,2.0,,,,,,,,,,,,,,
120,PT02M09.00S,2025-04-03T01:28:52.8Z,1,REGULAR,3pt,Jump Shot,[],201566,9.06701708278581,97.03584558823529,1610612743,16,26,2025-04-03T01:31:05Z,1170000,False,-235.0,33.0,1,left,MISS R. Westbrook 3PT,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,23.75,Missed,,,,,,,,,,,,,,,,,,
121,PT02M07.00S,2025-04-03T01:28:54.8Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,16,26,2025-04-03T01:30:59Z,1180000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,
122,PT01M50.00S,2025-04-03T01:29:12.1Z,1,REGULAR,3pt,Jump Shot,[],1630572,67.49342969776609,68.87254901960785,1610612759,16,26,2025-04-03T01:31:19Z,1190000,False,94.0,253.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,27.01,Missed,,,,,,,,,,,,,,,,,,
123,PT01M48.00S,2025-04-03T01:29:14.1Z,1,REGULAR,rebound,defensive,[],1641725,,,1610612743,16,26,2025-04-03T01:31:19Z,1200000,False,,,0,,T. Alexander REBOUND (Off:0 Def:1),[1641725],1610612743.0,DEN,,,,Alexander,T. Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,
124,PT01M30.00S,2025-04-03T01:29:31.9Z,1,REGULAR,3pt,Jump Shot,[],1641725,9.72404730617609,4.633884803921575,1610612743,16,26,2025-04-03T01:32:09Z,1210000,False,227.0,39.0,1,left,MISS T. Alexander 3PT,[1641725],1610612743.0,DEN,,,,Alexander,T. Alexander,,,,,Right Corner 3,24+ Right,23.01,Missed,,,,,,,,,,,,,,,,,,
125,PT01M26.00S,2025-04-03T01:29:35.9Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612759,16,26,2025-04-03T01:32:09Z,1220000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,
126,PT01M18.00S,2025-04-03T01:29:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,90.67017082785809,44.70741421568627,1610612759,16,28,2025-04-03T01:32:30Z,1230000,False,-26.0,35.0,1,right,J. Champagnie driving Layup (7 PTS) (J. McLaughlin 2 AST),"[1630577, 1629162]",1610612759.0,SAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,4.41,Made,7.0,J. McLaughlin,1629162.0,2.0,,,,,,,,,,,,,,
127,PT00M56.90S,2025-04-03T01:30:06.9Z,1,REGULAR,3pt,Jump Shot,[],1642461,5.863994743758213,97.05882352941177,1610612743,16,28,2025-04-03T01:33:20Z,1240000,False,-235.0,3.0,1,left,MISS S. Jones 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
128,PT00M53.10S,2025-04-03T01:30:10.7Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,16,28,2025-04-03T01:44:48Z,1250000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,,,,127.0,3.0,3.0,0.0,,,,,,,,
129,PT00M47.60S,2025-04-03T01:30:16.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203084,93.5611038107753,45.825674019607845,1610612759,16,28,2025-04-03T01:33:55Z,1260000,False,-21.0,8.0,1,right,MISS H. Barnes running reverse Layup,[203084],1610612759.0,SAS,running reverse,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
130,PT00M46.40S,2025-04-03T01:30:17.5Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,16,28,2025-04-03T01:33:55Z,1270000,False,,,0,,S. Jones REBOUND (Off:0 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,
131,PT00M38.40S,2025-04-03T01:30:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642461,8.913025624178715,42.40579044117647,1610612743,18,28,2025-04-03T01:34:26Z,1280000,False,38.0,31.0,1,left,S. Jones cutting Layup (2 PTS) (R. Westbrook 2 AST),"[1642461, 201566]",1610612743.0,DEN,cutting,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.92,Made,2.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
133,PT00M32.00S,2025-04-03T01:30:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,90.01314060446781,43.443627450980394,1610612759,18,30,2025-04-03T01:34:37Z,1300000,False,-33.0,41.0,1,right,B. Wesley driving Layup (5 PTS),[1631104],1610612759.0,SAS,driving,,,Wesley,B. Wesley,,,,,In The Paint (Non-RA),0-8 Center,5.28,Made,5.0,,,,,,,,,,,,,,,,,
134,PT00M09.10S,2025-04-03T01:31:01.7Z,1,REGULAR,3pt,Jump Shot,[],1641725,7.86177726675426,4.143688725490193,1610612743,21,30,2025-04-03T01:34:51Z,1310000,False,229.0,21.0,1,left,T. Alexander 3PT  (3 PTS) (D. Šarić 1 AST),"[1641725, 203967]",1610612743.0,DEN,,,,Alexander,T. Alexander,,,,,Right Corner 3,24+ Right,23.03,Made,3.0,D. Šarić,203967.0,1.0,,,,,,,,,,,,,,
136,PT00M05.50S,2025-04-03T01:31:17.2Z,1,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612759,21,30,2025-04-03T01:35:06Z,1330000,False,,,0,,S. Jones shooting personal FOUL (2 PF) (Wesley 2 FT),"[1642461, 1631104]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,202058.0,,,,,,,,,,2.0,0.0,Wesley,1631104.0
138,PT00M05.50S,2025-04-03T01:31:43.8Z,1,REGULAR,freethrow,1 of 2,[],1631104,,,1610612759,21,31,2025-04-03T01:31:43Z,1350000,False,,,0,,B. Wesley Free Throw 1 of 2 (6 PTS),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
139,PT00M05.50S,2025-04-03T01:31:43.8Z,1,REGULAR,freethrow,2 of 2,[],1631104,,,1610612759,21,31,2025-04-03T01:35:17Z,1360000,False,,,0,,MISS B. Wesley Free Throw 2 of 2,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT00M05.30S,2025-04-03T01:31:44.0Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,21,31,2025-04-03T01:35:17Z,1370000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,
141,PT00M02.50S,2025-04-03T01:32:05.2Z,1,REGULAR,turnover,lost ball,[],201566,,,1610612743,21,31,2025-04-03T01:35:44Z,1380000,False,,,0,,R. Westbrook lost ball TURNOVER (3 TO),"[201566, 1630572]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,3.0,,,,,Mamukelashvili,1630572.0,,,,,,
142,PT00M02.50S,2025-04-03T01:32:05.2Z,1,REGULAR,steal,,[],1630572,,,1610612759,21,31,2025-04-03T01:32:07Z,1390000,False,,,0,,S. Mamukelashvili STEAL (1 STL),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
143,PT00M01.30S,2025-04-03T01:32:08.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630572,88.69908015768725,53.83731617647059,1610612759,21,33,2025-04-03T01:35:55Z,1400000,False,19.0,54.0,1,right,S. Mamukelashvili driving DUNK (2 PTS),[1630572],1610612759.0,SAS,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,2.0,,,,,,,,,,,,,,,,,
144,PT00M00.50S,2025-04-03T01:32:16.1Z,1,REGULAR,3pt,Jump Shot,[],201566,73.31636005256242,11.741727941176478,1610612743,21,33,2025-04-03T01:36:08Z,1410000,False,191.0,637.0,1,left,MISS R. Westbrook 66' pullup 3PT,[201566],1610612743.0,DEN,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,66.48,Missed,,,,,,,,,,,,,,,,,,
145,PT00M00.10S,2025-04-03T01:32:16.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,21,33,2025-04-03T01:36:08Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,144.0,,,,,,,,,,,
146,PT00M00.00S,2025-04-03T01:32:27.7Z,1,REGULAR,period,end,[],0,,,1610612743,21,33,2025-04-03T01:32:27Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-04-03T01:34:24.6Z,2,REGULAR,substitution,out,['startperiod'],201566,,,1610612743,21,33,2025-04-03T01:34:51Z,1440000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-04-03T01:34:24.6Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612743,21,33,2025-04-03T01:34:51Z,1450000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-04-03T01:34:24.6Z,2,REGULAR,substitution,out,['startperiod'],203084,,,1610612743,21,33,2025-04-03T01:34:51Z,1460000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-04-03T01:34:24.6Z,2,REGULAR,substitution,in,['startperiod'],1629618,,,1610612743,21,33,2025-04-03T01:34:51Z,1470000,False,,,0,,SUB in: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-04-03T01:34:24.6Z,2,REGULAR,substitution,in,['startperiod'],1631103,,,1610612743,21,33,2025-04-03T01:34:51Z,1480000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-04-03T01:34:24.6Z,2,REGULAR,substitution,in,['startperiod'],1642264,,,1610612743,21,33,2025-04-03T01:34:51Z,1490000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-04-03T01:34:56.7Z,2,REGULAR,period,start,[],0,,,1610612743,21,33,2025-04-03T01:34:56Z,1500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M46.00S,2025-04-03T01:35:10.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203967,8.015768725361369,44.40487132352941,1610612743,23,33,2025-04-03T01:36:28Z,1510000,False,28.0,23.0,1,left,D. Šarić driving Layup (2 PTS) (T. Alexander 1 AST),"[203967, 1641725]",1610612743.0,DEN,driving,,,Šarić,D. Šarić,,,,,Restricted Area,0-8 Center,3.61,Made,2.0,T. Alexander,1641725.0,1.0,,,,,,,,,,,,,,
156,PT11M30.00S,2025-04-03T01:35:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,88.5676741130092,55.64874387254902,1610612759,23,33,2025-04-03T01:36:46Z,1520000,False,28.0,55.0,1,right,MISS S. Castle 6' driving Layup - blocked,"[1642264, 1642461]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,Jones,1642461.0,,,,
157,PT11M30.00S,2025-04-03T01:35:27.4Z,2,REGULAR,block,,[],1642461,,,1610612759,23,33,2025-04-03T01:35:29Z,1530000,False,,,0,,S. Jones BLOCK (1 BLK),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT11M29.00S,2025-04-03T01:35:28.4Z,2,REGULAR,rebound,defensive,[],1628427,,,1610612743,23,33,2025-04-03T01:36:46Z,1540000,False,,,0,,V. Čančar REBOUND (Off:0 Def:2),[1628427],1610612743.0,DEN,,,,Čančar,V. Čančar,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,
159,PT11M22.00S,2025-04-03T01:35:35.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641725,9.59264126149803,4.143688725490193,1610612743,23,33,2025-04-03T01:37:00Z,1550000,False,229.0,38.0,1,left,MISS T. Alexander running 3PT,[1641725],1610612743.0,DEN,running,,,Alexander,T. Alexander,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,,,
160,PT11M20.00S,2025-04-03T01:35:37.2Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,23,33,2025-04-03T01:37:00Z,1560000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,,,,,,,,,159.0,3.0,3.0,0.0,,,,,,,,
161,PT11M10.00S,2025-04-03T01:35:46.4Z,2,REGULAR,3pt,Jump Shot,[],1630572,68.51182654402103,75.71231617647058,1610612759,23,36,2025-04-03T01:37:12Z,1570000,False,129.0,243.0,1,right,S. Mamukelashvili 27' 3PT  (5 PTS) (M. Branham 1 AST),"[1630572, 1631103]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,27.54,Made,5.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
163,PT10M56.00S,2025-04-03T01:36:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203967,9.198423127463855,50.36764705882353,1610612743,25,36,2025-04-03T01:37:47Z,1590000,False,-2.0,34.0,1,left,D. Šarić cutting Layup (4 PTS) (S. Jones 1 AST),"[203967, 1642461]",1610612743.0,DEN,cutting,,,Šarić,D. Šarić,,,,,Restricted Area,0-8 Center,3.4,Made,4.0,S. Jones,1642461.0,1.0,,,,,,,,,,,,,,
