actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT04M05.00S,2025-04-07T00:26:12.7Z,1,REGULAR,substitution,out,[],1629008,,,1610612754,22,17,2025-04-07T00:26:44Z,860000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M05.00S,2025-04-07T00:26:12.7Z,1,REGULAR,substitution,out,[],1629618,,,1610612754,22,17,2025-04-07T00:26:44Z,870000,False,,,0,,SUB out: J. Pickett,[1629618],1610612743.0,DEN,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M05.00S,2025-04-07T00:26:12.7Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,22,17,2025-04-07T00:26:44Z,880000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M05.00S,2025-04-07T00:26:12.7Z,1,REGULAR,substitution,in,[],1631212,,,1610612754,22,17,2025-04-07T00:26:44Z,890000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M05.00S,2025-04-07T00:26:12.7Z,1,REGULAR,substitution,in,[],201566,,,1610612754,22,17,2025-04-07T00:26:44Z,900000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M05.00S,2025-04-07T00:26:12.7Z,1,REGULAR,substitution,in,[],204456,,,1610612754,22,17,2025-04-07T00:26:44Z,910000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M45.00S,2025-04-07T00:27:22.6Z,1,REGULAR,3pt,Jump Shot,[],1628418,93.38042049934296,3.6764705882352944,1610612754,22,17,2025-04-07T00:27:27Z,930000,False,-232.0,10.0,1,right,MISS T. Bryant 3PT,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Left Corner 3,24+ Left,,,,,,,23.18,Missed,,,,,,,,,,,,
96,PT03M41.00S,2025-04-07T00:27:26.6Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,22,17,2025-04-07T00:27:27Z,940000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,
97,PT03M37.00S,2025-04-07T00:27:30.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,6.389618922470433,52.94117647058824,1610612743,24,17,2025-04-07T00:27:37Z,950000,False,-15.0,8.0,1,left,R. Westbrook running Layup (2 PTS),[201566],1610612743.0,DEN,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,1.65,Made,,,,,2.0,,,,,,,
98,PT03M19.00S,2025-04-07T00:27:47.3Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,24,17,2025-04-07T00:27:51Z,960000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 203999]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left,,,,,,1.0,,,,,,,,,,,,,Jokić,203999.0
99,PT03M19.00S,2025-04-07T00:27:47.3Z,1,REGULAR,steal,,[],203999,,,1610612743,24,17,2025-04-07T00:27:49Z,970000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
100,PT03M08.00S,2025-04-07T00:27:57.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203999,31.488173455978973,47.05882352941176,1610612743,24,17,2025-04-07T00:28:04Z,980000,False,15.0,243.0,1,left,MISS N. Jokić 24' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,24.39,Missed,,,,,,,,,,,,
101,PT03M05.00S,2025-04-07T00:28:00.9Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,24,17,2025-04-07T00:28:04Z,990000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,
102,PT03M00.00S,2025-04-07T00:28:06.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641716,74.58935611038108,13.480392156862745,1610612754,24,20,2025-04-07T00:29:00Z,1000000,False,-183.0,186.0,1,right,J. Walker 26' 3PT running (3 PTS) (T. McConnell 1 AST),"[1641716, 204456]",1610612754.0,IND,running,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,26.09,Made,,,,,3.0,T. McConnell,204456.0,1.0,,,,
105,PT02M47.00S,2025-04-07T00:28:27.2Z,1,REGULAR,substitution,out,[],203932,,,1610612743,24,20,2025-04-07T00:28:36Z,1030000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M47.00S,2025-04-07T00:28:27.2Z,1,REGULAR,substitution,in,[],1631124,,,1610612743,24,20,2025-04-07T00:28:36Z,1040000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M39.00S,2025-04-07T00:28:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.338370565045992,48.03921568627451,1610612743,26,20,2025-04-07T00:29:55Z,1050000,False,10.0,-2.0,1,left,N. Jokić Layup (18 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,1.01,Made,,,,,18.0,,,,,,,
108,PT02M30.00S,2025-04-07T00:28:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,86.41590013140605,54.90196078431373,1610612754,26,20,2025-04-07T00:30:09Z,1060000,False,25.0,75.0,1,right,MISS J. Walker 7' floating Shot,[1641716],1610612754.0,IND,floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.91,Missed,,,,,,,,,,,,
109,PT02M28.00S,2025-04-07T00:29:01.3Z,1,REGULAR,rebound,defensive,[],1631124,,,1610612743,26,20,2025-04-07T00:29:05Z,1070000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,
110,PT02M22.00S,2025-04-07T00:29:07.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631124,7.046649145860711,49.754901960784316,1610612743,28,20,2025-04-07T00:30:40Z,1080000,False,1.0,14.0,1,left,J. Strawther Layup (2 PTS) (N. Jokić 2 AST),"[1631124, 203999]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,1.38,Made,,,,,2.0,N. Jokić,203999.0,2.0,,,,
112,PT02M21.00S,2025-04-07T00:29:14.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,28,20,2025-04-07T00:29:14Z,1100000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M21.00S,2025-04-07T00:30:18.4Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,28,20,2025-04-07T00:30:45Z,1110000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M21.00S,2025-04-07T00:30:18.4Z,1,REGULAR,substitution,out,[],1628418,,,1610612754,28,20,2025-04-07T00:30:45Z,1120000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M21.00S,2025-04-07T00:30:18.4Z,1,REGULAR,substitution,in,[],1628396,,,1610612754,28,20,2025-04-07T00:30:45Z,1130000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M21.00S,2025-04-07T00:30:18.4Z,1,REGULAR,substitution,in,[],1630174,,,1610612754,28,20,2025-04-07T00:30:45Z,1140000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M09.00S,2025-04-07T00:30:50.2Z,1,REGULAR,2pt,Jump Shot,[],204456,78.40013140604468,36.51960784313725,1610612754,28,20,2025-04-07T00:30:56Z,1150000,False,-67.0,151.0,1,right,MISS T. McConnell 16' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left Center,,,,,,,16.49,Missed,,,,,,,,,,,,
118,PT02M06.00S,2025-04-07T00:30:53.2Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,28,20,2025-04-07T00:30:56Z,1160000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left Center,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT01M52.00S,2025-04-07T00:31:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,8.492115637319317,49.754901960784316,1610612743,30,20,2025-04-07T00:31:14Z,1170000,False,1.0,27.0,1,left,N. Jokić driving floating Jump Shot (20 PTS) (R. Westbrook 1 AST),"[203999, 201566]",1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,,,,2.73,Made,,,,,20.0,R. Westbrook,201566.0,1.0,,,,
121,PT01M40.00S,2025-04-07T00:31:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,90.09526938239159,65.68627450980392,1610612754,30,22,2025-04-07T00:31:26Z,1190000,False,78.0,41.0,1,right,T. McConnell 8' pullup Jump Shot (2 PTS) (B. Mathurin 1 AST),"[204456, 1631097]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,8.83,Made,,,,,2.0,B. Mathurin,1631097.0,1.0,,,,
123,PT01M24.00S,2025-04-07T00:31:38.2Z,1,REGULAR,foul,personal,[],204456,,,1610612743,30,22,2025-04-07T00:31:49Z,1210000,False,,,0,,T. McConnell personal FOUL (1 PF),"[204456, 1631124]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,200834.0,1.0,0.0,Strawther,1631124.0,,,,,,,,,,,,,,,
125,PT01M24.00S,2025-04-07T00:31:52.3Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,30,22,2025-04-07T00:31:55Z,1230000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M24.00S,2025-04-07T00:31:52.3Z,1,REGULAR,substitution,in,[],1629008,,,1610612743,30,22,2025-04-07T00:31:55Z,1240000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M17.00S,2025-04-07T00:32:10.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631212,6.258212877792378,52.94117647058824,1610612743,32,22,2025-04-07T00:32:15Z,1250000,False,-15.0,6.0,1,left,P. Watson alley-oop DUNK (2 PTS) (N. Jokić 3 AST),"[1631212, 203999]",1610612743.0,DEN,alley-oop,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,1.6,Made,,,,,2.0,N. Jokić,203999.0,3.0,,,,
129,PT00M57.20S,2025-04-07T00:32:40.9Z,1,REGULAR,foul,personal,[],1629008,,,1610612754,32,22,2025-04-07T00:32:57Z,1270000,False,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 1631097]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Right Center,1628487.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
131,PT00M48.80S,2025-04-07T00:32:58.3Z,1,REGULAR,2pt,Jump Shot,[],204456,78.66294349540078,36.51960784313725,1610612754,32,24,2025-04-07T00:33:40Z,1290000,False,-67.0,148.0,1,right,T. McConnell 16' pullup Jump Shot (4 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left Center,,,,,,,16.27,Made,,,,,4.0,,,,,,,
132,PT00M38.80S,2025-04-07T00:33:15.2Z,1,REGULAR,3pt,Jump Shot,[],203999,31.35676741130092,63.725490196078425,1610612743,32,24,2025-04-07T00:33:22Z,1300000,False,-69.0,242.0,1,left,MISS N. Jokić 25' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,25.18,Missed,,,,,,,,,,,,
133,PT00M34.40S,2025-04-07T00:33:19.6Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,32,24,2025-04-07T00:33:22Z,1310000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,
134,PT00M31.00S,2025-04-07T00:33:23.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,76.95466491458606,93.87254901960785,1610612754,32,24,2025-04-07T00:34:39Z,1320000,False,219.0,164.0,1,right,MISS A. Nesmith 27' running 3PT - blocked,"[1630174, 1631124]",1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,27.4,Missed,,,,,,,,,Strawther,1631124.0,,
135,PT00M31.00S,2025-04-07T00:33:23.0Z,1,REGULAR,block,,[],1631124,,,1610612754,32,24,2025-04-07T00:33:27Z,1330000,False,,,0,,J. Strawther BLOCK (1 BLK),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
136,PT00M26.00S,2025-04-07T00:33:28.0Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,32,24,2025-04-07T00:33:31Z,1340000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,
141,PT00M11.60S,2025-04-07T00:36:26.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628396,,,1610612743,32,24,2025-04-07T00:38:51Z,1360000,False,,,0,,T. Bradley personal FOUL (1 PF) (Jokić 2 FT),"[1628396, 203999]",1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Above the Break 3,24+ Right Center,200834.0,1.0,0.0,Jokić,203999.0,,,,,,,,,,,,,,,
140,PT00M11.60S,2025-04-07T00:36:27.8Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612743,32,24,2025-04-07T00:40:28Z,1380000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M11.60S,2025-04-07T00:37:04.1Z,1,REGULAR,substitution,out,[],1631124,,,1610612743,32,24,2025-04-07T00:37:20Z,1450000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M11.60S,2025-04-07T00:37:04.1Z,1,REGULAR,substitution,out,[],1641716,,,1610612743,32,24,2025-04-07T00:37:20Z,1460000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M11.60S,2025-04-07T00:37:04.1Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,32,24,2025-04-07T00:37:20Z,1470000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M11.60S,2025-04-07T00:37:04.1Z,1,REGULAR,substitution,in,[],1630169,,,1610612743,32,24,2025-04-07T00:37:20Z,1480000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M11.60S,2025-04-07T00:37:24.2Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,32,24,2025-04-07T00:37:24Z,1490000,False,,,0,,MISS N. Jokić Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
150,PT00M11.60S,2025-04-07T00:37:24.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,32,24,2025-04-07T00:37:24Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,
151,PT00M11.60S,2025-04-07T00:37:28.1Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,33,24,2025-04-07T00:37:28Z,1510000,False,,,0,,N. Jokić Free Throw 2 of 2 (21 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,Made,,,,,21.0,,,,,,,
152,PT00M02.40S,2025-04-07T00:37:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,88.51839684625493,65.68627450980392,1610612754,33,24,2025-04-07T00:41:12Z,1520000,False,78.0,55.0,1,right,MISS T. McConnell 9' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,9.6,Missed,,,,,,,,,,,,
153,PT00M00.70S,2025-04-07T00:37:42.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,33,24,2025-04-07T00:37:42Z,1530000,False,,,0,,N. Jokić REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,152.0,4.0,3.0,1.0,,,,,,,,
154,PT00M00.60S,2025-04-07T00:37:45.3Z,1,REGULAR,3pt,Jump Shot,[],203999,79.84559789750328,54.166666666666664,1610612743,33,24,2025-04-07T00:39:56Z,1540000,False,-21.0,698.0,1,left,MISS N. Jokić 69' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,69.83,Missed,,,,,,,,,,,,
155,PT00M00.10S,2025-04-07T00:37:45.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,33,24,2025-04-07T00:39:56Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,154.0,,,,,,,,,,,
156,PT00M00.00S,2025-04-07T00:40:33.5Z,1,REGULAR,period,end,[],0,,,1610612743,33,24,2025-04-07T00:40:33Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,33,24,2025-04-07T00:40:53Z,1570000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,out,['startperiod'],1631128,,,1610612743,33,24,2025-04-07T00:40:53Z,1580000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,out,['startperiod'],1628396,,,1610612743,33,24,2025-04-07T00:40:53Z,1590000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,out,['startperiod'],1630174,,,1610612743,33,24,2025-04-07T00:40:53Z,1600000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,out,['startperiod'],1630169,,,1610612743,33,24,2025-04-07T00:40:53Z,1610000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612743,33,24,2025-04-07T00:40:53Z,1620000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,in,['startperiod'],1631124,,,1610612743,33,24,2025-04-07T00:40:53Z,1630000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,in,['startperiod'],1642277,,,1610612743,33,24,2025-04-07T00:40:53Z,1640000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,in,['startperiod'],1626167,,,1610612743,33,24,2025-04-07T00:40:53Z,1650000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-04-07T00:40:36.1Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612743,33,24,2025-04-07T00:40:53Z,1660000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-04-07T00:40:49.4Z,2,REGULAR,period,start,[],0,,,1610612754,33,24,2025-04-07T00:40:54Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M50.00S,2025-04-07T00:40:59.1Z,2,REGULAR,3pt,Jump Shot,[],1631097,74.72076215505913,13.23529411764706,1610612754,33,24,2025-04-07T00:41:04Z,1680000,False,-184.0,185.0,1,right,MISS B. Mathurin 26' step back 3PT,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,26.09,Missed,,,,,,,,,,,,
169,PT11M45.00S,2025-04-07T00:41:04.1Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,33,24,2025-04-07T00:41:04Z,1690000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,168.0,3.0,3.0,0.0,,,,,,,,
170,PT11M34.00S,2025-04-07T00:41:14.2Z,2,REGULAR,3pt,Jump Shot,[],1629008,32.14520367936925,72.05882352941177,1610612743,33,24,2025-04-07T00:41:21Z,1700000,False,-110.0,250.0,1,left,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,27.3,Missed,,,,,,,,,,,,
171,PT11M32.00S,2025-04-07T00:41:16.2Z,2,REGULAR,rebound,defensive,[],1642277,,,1610612754,33,24,2025-04-07T00:41:21Z,1710000,False,,,0,,J. Furphy REBOUND (Off:0 Def:1),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,Above the Break 3,24+ Left Center,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,
172,PT11M24.00S,2025-04-07T00:41:24.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.80354796320631,49.754901960784316,1610612754,33,24,2025-04-07T00:41:30Z,1720000,False,-1.0,25.0,1,right,MISS T. McConnell driving reverse Layup - blocked,"[204456, 1629008]",1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,2.45,Missed,,,,,,,,,Porter Jr.,1629008.0,,
173,PT11M24.00S,2025-04-07T00:41:24.7Z,2,REGULAR,block,,[],1629008,,,1610612754,33,24,2025-04-07T00:41:27Z,1730000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT11M21.00S,2025-04-07T00:41:27.7Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,33,24,2025-04-07T00:41:30Z,1740000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,
175,PT11M14.00S,2025-04-07T00:41:34.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,13.485545335085414,60.78431372549019,1610612743,35,24,2025-04-07T00:41:40Z,1750000,False,-54.0,74.0,1,left,J. Strawther 9' driving floating Jump Shot (4 PTS) (D. Jordan 1 AST),"[1631124, 201599]",1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,9.18,Made,,,,,4.0,D. Jordan,201599.0,1.0,,,,
176,PT11M09.00S,2025-04-07T00:41:41.6Z,2,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612754,35,24,2025-04-07T00:42:02Z,1760000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1631124, 1631097]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,200834.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
