actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
252,PT06M53.00S,2025-01-24T02:54:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,9.411957950065702,45.34313725490196,1610612758,52,38,2025-01-24T02:54:17Z,2500000,False,23.0,36.0,1,left,MISS M. Monk driving Layup - blocked,"[1628370, 1631212]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,4.29,,,,,,Watson,1631212.0
253,PT06M53.00S,2025-01-24T02:54:10.7Z,2,REGULAR,block,,[],1631212,,,1610612758,52,38,2025-01-24T02:54:13Z,2510000,False,,,0,,P. Watson BLOCK (3 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
254,PT06M53.00S,2025-01-24T02:54:10.7Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,52,38,2025-01-24T02:54:17Z,2520000,False,,,0,,D. Jordan REBOUND (Off:1 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,252.0,4.0,3.0,1.0,,,,,,,,,
255,PT06M43.00S,2025-01-24T02:54:20.9Z,2,REGULAR,3pt,Jump Shot,[],1627750,71.82982917214193,78.18627450980392,1610612743,52,38,2025-01-24T02:54:30Z,2530000,False,141.0,212.0,1,right,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,25.48,,,,,,,
256,PT06M43.00S,2025-01-24T02:54:20.9Z,2,REGULAR,rebound,offensive,[],1629008,,,1610612743,52,38,2025-01-24T02:54:30Z,2540000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,255.0,2.0,0.0,2.0,,,,,,,,,
257,PT06M40.00S,2025-01-24T02:54:26.4Z,2,REGULAR,foul,personal,['2freethrow'],1631165,,,1610612743,52,38,2025-01-24T02:54:37Z,2550000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1631165, 1629008]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,1628481.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,
259,PT06M40.00S,2025-01-24T02:54:48.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,52,38,2025-01-24T02:55:29Z,2570000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,1626300.0,,,,,,,,,,,,,,,,,,,
260,PT06M40.00S,2025-01-24T02:55:03.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629008,,,1610612743,53,38,2025-01-24T02:55:03Z,2580000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (8 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
261,PT06M40.00S,2025-01-24T02:55:06.3Z,2,REGULAR,substitution,out,[],1631124,,,1610612743,53,38,2025-01-24T02:55:11Z,2590000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M40.00S,2025-01-24T02:55:06.3Z,2,REGULAR,substitution,out,[],201599,,,1610612743,53,38,2025-01-24T02:55:11Z,2600000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M40.00S,2025-01-24T02:55:06.3Z,2,REGULAR,substitution,out,[],1627750,,,1610612743,53,38,2025-01-24T02:55:11Z,2610000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M40.00S,2025-01-24T02:55:06.3Z,2,REGULAR,substitution,in,[],203999,,,1610612743,53,38,2025-01-24T02:55:11Z,2620000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M40.00S,2025-01-24T02:55:06.3Z,2,REGULAR,substitution,in,[],201566,,,1610612743,53,38,2025-01-24T02:55:11Z,2630000,False,,,0,,SUB in: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M40.00S,2025-01-24T02:55:06.3Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,53,38,2025-01-24T02:55:11Z,2640000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M40.00S,2025-01-24T02:55:23.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629008,,,1610612743,54,38,2025-01-24T02:55:23Z,2650000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (9 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
268,PT06M30.00S,2025-01-24T02:55:35.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,12.959921156373195,37.99019607843137,1610612758,54,38,2025-01-24T02:55:42Z,2660000,False,60.0,69.0,1,left,MISS M. Monk 9' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,,9.17,,,,,,,
269,PT06M26.00S,2025-01-24T02:55:39.4Z,2,REGULAR,rebound,offensive,[],1631165,,,1610612758,54,38,2025-01-24T02:55:39Z,2670000,False,,,0,,K. Ellis REBOUND (Off:1 Def:0),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,268.0,1.0,0.0,1.0,,,,,,,,,
270,PT06M24.00S,2025-01-24T02:55:41.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,5.995400788436268,96.56862745098039,1610612758,54,41,2025-01-24T02:55:47Z,2680000,False,-233.0,4.0,1,left,T. Lyles 3PT  (5 PTS) (K. Ellis 2 AST),"[1626168, 1631165]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,,,,,,23.28,K. Ellis,1631165.0,2.0,,,,
272,PT06M08.00S,2025-01-24T02:55:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.01511169513797,50.73529411764706,1610612743,56,41,2025-01-24T02:56:04Z,2700000,False,4.0,32.0,1,right,R. Westbrook driving Layup (9 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,,,3.22,,,,,,,
273,PT06M05.00S,2025-01-24T02:56:02.6Z,2,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612758,56,41,2025-01-24T02:58:11Z,2710000,False,,,0,,D. Sabonis bad pass out-of-bounds TURNOVER (2 TO),[1627734],1610612758.0,SAC,bad pass,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,1626300.0,,,,,,,,,,,2.0,,,,,,,,
274,PT05M58.00S,2025-01-24T02:56:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,92.85479632063075,44.6078431372549,1610612743,58,41,2025-01-24T02:56:30Z,2720000,False,-27.0,15.0,1,right,R. Westbrook driving Layup (11 PTS),[201566],1610612743.0,DEN,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,,,3.07,,,,,,,
275,PT05M45.00S,2025-01-24T02:56:40.6Z,2,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612758,58,41,2025-01-24T02:56:52Z,2730000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Monk 2 FT),"[1631212, 1628370]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,1628481.0,1.0,0.0,Monk,1628370.0,,,,,,,,,,,,,,,
277,PT05M45.00S,2025-01-24T02:57:07.2Z,2,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,58,42,2025-01-24T02:57:33Z,2750000,False,,,0,,M. Monk Free Throw 1 of 2 (5 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
278,PT05M45.00S,2025-01-24T02:57:08.0Z,2,REGULAR,substitution,out,[],1628989,,,1610612758,58,42,2025-01-24T02:57:25Z,2760000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M45.00S,2025-01-24T02:57:08.0Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,58,42,2025-01-24T02:57:25Z,2770000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M45.00S,2025-01-24T02:57:08.0Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,58,42,2025-01-24T02:57:25Z,2780000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M45.00S,2025-01-24T02:57:08.0Z,2,REGULAR,substitution,in,[],201942,,,1610612758,58,42,2025-01-24T02:57:25Z,2790000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M45.00S,2025-01-24T02:57:07.2Z,2,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,58,42,2025-01-24T02:57:33Z,2800000,False,,,0,,MISS M. Monk Free Throw 2 of 2,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
283,PT05M43.00S,2025-01-24T02:57:09.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,58,42,2025-01-24T02:57:33Z,2810000,False,,,0,,N. Jokić REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,282.0,8.0,8.0,0.0,,,,,,,,,
284,PT05M36.00S,2025-01-24T02:57:42.1Z,2,REGULAR,foul,personal,[],1631165,,,1610612743,58,42,2025-01-24T02:57:48Z,2820000,False,,,0,,K. Ellis personal FOUL (2 PF),"[1631165, 201566]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Left,2882.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
286,PT05M22.00S,2025-01-24T02:58:09.0Z,2,REGULAR,3pt,Jump Shot,[],203999,66.96780551905388,47.30392156862745,1610612743,58,42,2025-01-24T03:05:20Z,2840000,False,-13.0,258.0,1,right,MISS N. Jokić 25' fadeaway bank 3PT,[203999],1610612743.0,DEN,fadeaway bank,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,,25.84,,,,,,,
287,PT05M20.00S,2025-01-24T02:58:11.0Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,58,42,2025-01-24T02:58:16Z,2850000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,286.0,3.0,3.0,0.0,,,,,,,,,
288,PT05M16.00S,2025-01-24T02:58:16.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,5.732588699080158,52.450980392156865,1610612758,58,44,2025-01-24T02:58:27Z,2860000,False,-12.0,1.0,1,left,M. Monk running finger roll Layup (7 PTS) (D. Fox 2 AST),"[1628370, 1628368]",1610612758.0,SAC,running finger roll,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,,1.24,D. Fox,1628368.0,2.0,,,,
290,PT05M08.00S,2025-01-24T02:58:23.0Z,2,REGULAR,3pt,Jump Shot,[],1631128,72.61826544021025,17.892156862745097,1610612743,58,44,2025-01-24T03:06:26Z,2880000,False,-161.0,205.0,1,right,MISS C. Braun 26' pullup 3PT,[1631128],1610612743.0,DEN,pullup,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.03,,,,,,,
291,PT05M08.00S,2025-01-24T02:58:23.0Z,2,REGULAR,rebound,offensive,[],1631212,,,1610612743,58,44,2025-01-24T02:58:33Z,2890000,False,,,0,,P. Watson REBOUND (Off:2 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,,,290.0,3.0,1.0,2.0,,,,,,,,,
292,PT04M58.00S,2025-01-24T02:58:33.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201566,67.23061760840999,50.0,1610612743,61,44,2025-01-24T02:58:40Z,2900000,False,0.0,256.0,1,right,R. Westbrook 25' 3PT step back (14 PTS),[201566],1610612743.0,DEN,step back,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,Made,14.0,,,,,,25.55,,,,,,,
293,PT04M50.00S,2025-01-24T02:58:40.6Z,2,REGULAR,3pt,Jump Shot,[],1628368,23.078186596583443,7.8431372549019605,1610612758,61,44,2025-01-24T02:58:46Z,2910000,False,211.0,164.0,1,left,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,26.73,,,,,,,
294,PT04M48.00S,2025-01-24T02:58:42.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,61,44,2025-01-24T02:58:46Z,2920000,False,,,0,,N. Jokić REBOUND (Off:0 Def:9),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,293.0,9.0,9.0,0.0,,,,,,,,,
295,PT04M38.00S,2025-01-24T02:58:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.48948751642575,41.911764705882355,1610612743,61,44,2025-01-24T03:07:53Z,2930000,False,-40.0,37.0,1,right,MISS N. Jokić cutting Layup,[203999],1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.47,,,,,,,
296,PT04M36.00S,2025-01-24T02:58:55.2Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,61,44,2025-01-24T02:59:04Z,2940000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,295.0,6.0,5.0,1.0,,,,,,,,,
297,PT04M26.00S,2025-01-24T02:59:05.3Z,2,REGULAR,2pt,Jump Shot,[],201942,22.421156373193167,39.46078431372549,1610612758,61,46,2025-01-24T02:59:11Z,2950000,False,53.0,158.0,1,left,D. DeRozan 16' pullup Jump Shot (12 PTS) (K. Ellis 3 AST),"[201942, 1631165]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,Made,12.0,,,,,,16.68,K. Ellis,1631165.0,3.0,,,,
299,PT04M16.00S,2025-01-24T02:59:16.6Z,2,REGULAR,foul,personal,['2freethrow'],201942,,,1610612743,61,46,2025-01-24T02:59:27Z,2970000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Braun 2 FT),"[201942, 1631128]",1610612758.0,SAC,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1626300.0,1.0,0.0,Braun,1631128.0,,,,,,,,,,,,,,,
301,PT04M16.00S,2025-01-24T02:59:44.2Z,2,REGULAR,freethrow,1 of 2,[],1631128,,,1610612743,61,46,2025-01-24T02:59:44Z,2990000,False,,,0,,MISS C. Braun Free Throw 1 of 2,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
302,PT04M16.00S,2025-01-24T02:59:44.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,61,46,2025-01-24T02:59:44Z,3000000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,301.0,,,,,,,,,,,,
303,PT04M16.00S,2025-01-24T02:59:44.7Z,2,REGULAR,substitution,out,[],1631212,,,1610612743,61,46,2025-01-24T02:59:52Z,3010000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M16.00S,2025-01-24T02:59:44.7Z,2,REGULAR,substitution,out,[],1631165,,,1610612743,61,46,2025-01-24T02:59:52Z,3020000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M16.00S,2025-01-24T02:59:44.7Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,61,46,2025-01-24T02:59:52Z,3030000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M16.00S,2025-01-24T02:59:44.7Z,2,REGULAR,substitution,in,[],1631099,,,1610612743,61,46,2025-01-24T02:59:52Z,3040000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M16.00S,2025-01-24T03:00:10.0Z,2,REGULAR,freethrow,2 of 2,[],1631128,,,1610612743,62,46,2025-01-24T03:00:10Z,3050000,False,,,0,,C. Braun Free Throw 2 of 2 (7 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
309,PT03M58.00S,2025-01-24T03:00:29.4Z,2,REGULAR,2pt,Jump Shot,[],201942,29.77989487516426,51.225490196078425,1610612758,62,48,2025-01-24T03:00:35Z,3070000,False,-6.0,227.0,1,left,D. DeRozan 22' pullup Jump Shot (14 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,Made,14.0,,,,,,22.75,,,,,,,
310,PT03M45.00S,2025-01-24T03:00:42.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.07293035479631,54.41176470588235,1610612743,62,48,2025-01-24T03:00:49Z,3080000,False,22.0,69.0,1,right,MISS N. Jokić 7' floating Shot,[203999],1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,7.25,,,,,,,
311,PT03M43.00S,2025-01-24T03:00:44.5Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,62,48,2025-01-24T03:00:44Z,3090000,False,,,0,,N. Jokić REBOUND (Off:1 Def:9),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,310.0,10.0,9.0,1.0,,,,,,,,,
312,PT03M40.00S,2025-01-24T03:00:48.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631128,92.06636005256242,43.872549019607845,1610612743,62,48,2025-01-24T03:10:53Z,3100000,False,-31.0,22.0,1,right,MISS C. Braun reverse Layup,[1631128],1610612743.0,DEN,reverse,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,3.77,,,,,,,
313,PT03M40.00S,2025-01-24T03:00:48.3Z,2,REGULAR,rebound,offensive,[],1631128,,,1610612743,62,48,2025-01-24T03:00:55Z,3110000,False,,,0,,C. Braun REBOUND (Off:2 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,312.0,2.0,0.0,2.0,,,,,,,,,
314,PT03M36.00S,2025-01-24T03:00:51.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,85.75886990801577,44.36274509803921,1610612743,64,48,2025-01-24T03:00:59Z,3120000,False,-28.0,81.0,1,right,N. Jokić 8' floating Jump Shot (11 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,11.0,,,,,,8.61,C. Braun,1631128.0,1.0,,,,
316,PT03M13.00S,2025-01-24T03:01:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.178055190538765,56.127450980392155,1610612758,64,48,2025-01-24T03:01:20Z,3140000,False,-31.0,15.0,1,left,MISS D. Sabonis cutting finger roll Layup,[1627734],1610612758.0,SAC,cutting finger roll,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,3.41,,,,,,,
317,PT03M11.00S,2025-01-24T03:01:16.3Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,64,48,2025-01-24T03:01:20Z,3150000,False,,,0,,J. Murray REBOUND (Off:1 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,316.0,5.0,4.0,1.0,,,,,,,,,
318,PT03M07.00S,2025-01-24T03:01:20.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627750,92.19776609724047,42.8921568627451,1610612743,66,48,2025-01-24T03:01:28Z,3160000,False,-36.0,21.0,1,right,J. Murray running Layup (14 PTS),[1627750],1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,,,,,,4.11,,,,,,,
319,PT03M01.00S,2025-01-24T03:01:28.4Z,2,REGULAR,foul,personal,[],203999,,,1610612758,66,48,2025-01-24T03:01:59Z,3170000,False,,,0,,N. Jokić personal FOUL (2 PF),"[203999, 1628368]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,2882.0,2.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
321,PT02M56.00S,2025-01-24T03:02:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,10.200394218134035,46.568627450980394,1610612758,66,48,2025-01-24T03:02:10Z,3190000,False,17.0,43.0,1,left,MISS D. Fox driving Layup - blocked,"[1628368, 203999]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,4.67,,,,,,Jokić,203999.0
322,PT02M56.00S,2025-01-24T03:02:03.7Z,2,REGULAR,block,,[],203999,,,1610612758,66,48,2025-01-24T03:02:05Z,3200000,False,,,0,,N. Jokić BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT02M56.00S,2025-01-24T03:02:03.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,66,48,2025-01-24T03:02:10Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,321.0,,,,,,,,,,,,
325,PT02M56.00S,2025-01-24T03:02:11.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,66,48,2025-01-24T03:02:23Z,3230000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,1626300.0,,,,,,,,,,,,,,,,,,,
326,PT02M56.00S,2025-01-24T03:02:25.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,66,48,2025-01-24T03:02:25Z,3240000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M41.00S,2025-01-24T03:05:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.77463863337714,44.36274509803921,1610612743,68,48,2025-01-24T03:05:20Z,3250000,False,-28.0,6.0,1,right,J. Murray cutting Layup (16 PTS) (R. Westbrook 2 AST),"[1627750, 201566]",1610612743.0,DEN,cutting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,Made,16.0,,,,,,2.88,R. Westbrook,201566.0,2.0,,,,
329,PT02M22.00S,2025-01-24T03:05:34.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,19.398817345597898,34.55882352941176,1610612758,68,48,2025-01-24T03:05:39Z,3270000,False,77.0,130.0,1,left,MISS M. Monk 15' pullup Shot,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,,15.1,,,,,,,
330,PT02M20.00S,2025-01-24T03:05:36.3Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,68,48,2025-01-24T03:05:39Z,3280000,False,,,0,,N. Jokić REBOUND (Off:1 Def:10),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,329.0,11.0,10.0,1.0,,,,,,,,,
331,PT02M13.00S,2025-01-24T03:05:43.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,89.43823915900131,40.19607843137255,1610612743,68,48,2025-01-24T03:05:52Z,3290000,False,-49.0,47.0,1,right,MISS R. Westbrook 6' running finger roll Layup,[201566],1610612743.0,DEN,running finger roll,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,6.78,,,,,,,
332,PT02M12.00S,2025-01-24T03:05:44.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,68,48,2025-01-24T03:05:52Z,3300000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,331.0,7.0,6.0,1.0,,,,,,,,,
333,PT02M06.00S,2025-01-24T03:05:50.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627734,7.440867279894875,45.34313725490196,1610612758,68,48,2025-01-24T03:14:26Z,3310000,False,23.0,17.0,1,left,MISS D. Sabonis running finger roll Layup,[1627734],1610612758.0,SAC,running finger roll,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,2.91,,,,,,,
