actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-29T01:10:37.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-29T01:10:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-29T01:10:39.9Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2025-03-29T01:10:39Z,40000,False,,,0,,Jump Ball N. Jokić vs. K. Filipowski: Tip to A. Gordon,"[203932, 203999, 1642271]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokić,203999.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-03-29T01:10:53.4Z,1,REGULAR,3pt,Jump Shot,[],203932,31.61957950065703,50.73529411764706,1610612743,0,0,2025-03-29T01:10:59Z,70000,False,-4.0,245.0,1,left,MISS A. Gordon 24' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,24.47,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-03-29T01:10:58.4Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,0,0,2025-03-29T01:10:59Z,80000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2025-03-29T01:11:07.2Z,1,REGULAR,3pt,Jump Shot,[],1642271,74.32654402102497,13.970588235294118,1610612762,0,0,2025-03-29T01:11:13Z,90000,False,-180.0,189.0,1,right,MISS K. Filipowski 26' 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2025-03-29T01:11:10.9Z,1,REGULAR,rebound,offensive,[],1631131,,,1610612762,0,0,2025-03-29T01:11:10Z,100000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:0),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M23.00S,2025-03-29T01:11:12.9Z,1,REGULAR,turnover,bad pass,[],1631131,,,1610612762,0,0,2025-03-29T01:11:17Z,110000,False,,,0,,O. Tshiebwe bad pass TURNOVER (1 TO),"[1631131, 1631128]",1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Braun,1631128.0,,,,,,,,,,,
12,PT11M23.00S,2025-03-29T01:11:12.9Z,1,REGULAR,steal,,[],1631128,,,1610612743,0,0,2025-03-29T01:11:14Z,120000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M18.00S,2025-03-29T01:11:17.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,3.892904073587385,51.9607843137255,1610612743,0,0,2025-03-29T01:11:26Z,130000,False,-10.0,-16.0,1,left,MISS P. Watson running alley-oop DUNK,[1631212],1610612743.0,DEN,running alley-oop,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
14,PT11M13.00S,2025-03-29T01:11:23.0Z,1,REGULAR,rebound,defensive,[],1642268,,,1610612762,0,0,2025-03-29T01:11:23Z,140000,False,,,0,,I. Collier REBOUND (Off:0 Def:1),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M05.00S,2025-03-29T01:11:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,87.20433639947439,60.5392156862745,1610612762,0,0,2025-03-29T01:11:59Z,150000,False,53.0,68.0,1,right,MISS I. Collier 8' driving floating Shot,[1642268],1610612762.0,UTA,driving floating,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Right,8.59,Missed,,,,,,,,,,,,,,,,,,
16,PT11M03.00S,2025-03-29T01:11:33.3Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,0,0,2025-03-29T01:11:36Z,160000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Right,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
