actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-11T01:10:43.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-11T01:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-11T01:10:46.4Z,1,REGULAR,jumpball,recovered,[],1631212,,,1610612743,0,0,2024-11-11T01:10:46Z,40000,False,,,0,,Jump Ball N. Jokić vs. D. Gafford: Tip to P. Watson,"[1631212, 203999, 1629655]",1610612743.0,DEN,startperiod,P. Watson,1631212.0,Watson,P. Watson,Jokić,203999.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-11-11T01:10:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,88.51839684625493,46.568627450980394,1610612743,2,0,2024-11-11T01:11:08Z,70000,False,-17.0,55.0,1,right,J. Murray driving floating Jump Shot (2 PTS) (N. Jokić 1 AST),"[1627750, 203999]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.8,Made,2.0,N. Jokić,203999.0,1.0,,,,,,,,,,,,,,
9,PT11M46.00S,2024-11-11T01:11:00.7Z,1,REGULAR,foul,personal,['1freethrow'],202681,,,1610612743,2,0,2024-11-11T01:11:11Z,90000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Murray 1 FT),"[202681, 1627750]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,1.0,0.0,Murray,1627750.0,,,,,,,,,
11,PT11M46.00S,2024-11-11T01:11:25.7Z,1,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,3,0,2024-11-11T01:11:25Z,110000,False,,,0,,J. Murray Free Throw 1 of 1 (3 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
12,PT11M36.00S,2024-11-11T01:11:42.2Z,1,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612742,3,0,2024-11-11T01:11:52Z,120000,False,,,0,,C. Braun shooting personal FOUL (1 PF) (Dončić 2 FT),"[1631128, 1629029]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right,,,,,,,202027.0,1.0,0.0,Dončić,1629029.0,,,,,,,,,
14,PT11M36.00S,2024-11-11T01:12:07.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,3,1,2024-11-11T01:12:30Z,140000,False,,,0,,L. Dončić Free Throw 1 of 2 (1 PTS),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
15,PT11M36.00S,2024-11-11T01:12:07.2Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,3,1,2024-11-11T01:12:30Z,150000,False,,,0,,MISS L. Dončić Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M34.00S,2024-11-11T01:12:09.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,3,1,2024-11-11T01:12:30Z,160000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,
17,PT11M22.00S,2024-11-11T01:12:39.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,73.66951379763469,17.15686274509804,1610612743,6,1,2024-11-11T01:12:48Z,170000,False,-164.0,195.0,1,right,M. Porter Jr. 25' 3PT  (3 PTS) (J. Murray 1 AST),"[1629008, 1627750]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.49,Made,3.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
19,PT10M56.00S,2024-11-11T01:13:05.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,5.995400788436268,46.07843137254902,1610612742,6,3,2024-11-11T01:13:15Z,190000,False,20.0,4.0,1,left,K. Thompson driving reverse Layup (2 PTS) (L. Dončić 1 AST),"[202691, 1629029]",1610612742.0,DAL,driving reverse,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.0,Made,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
21,PT10M36.00S,2024-11-11T01:13:24.4Z,1,REGULAR,3pt,Jump Shot,[],1627750,72.09264126149803,19.362745098039216,1610612743,6,3,2024-11-11T01:13:31Z,210000,False,-153.0,210.0,1,right,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
22,PT10M33.00S,2024-11-11T01:13:27.4Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,6,3,2024-11-11T01:13:31Z,220000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
23,PT10M21.00S,2024-11-11T01:13:39.7Z,1,REGULAR,3pt,Jump Shot,[],202691,32.276609724047304,58.57843137254902,1610612742,6,3,2024-11-11T01:13:47Z,230000,False,-43.0,251.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
24,PT10M18.00S,2024-11-11T01:13:42.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,6,3,2024-11-11T01:13:47Z,240000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,23.0,2.0,2.0,0.0,,,,,
25,PT10M09.00S,2024-11-11T01:13:52.1Z,1,REGULAR,2pt,Jump Shot,[],1629008,76.69185282522996,42.64705882352941,1610612743,8,3,2024-11-11T01:13:58Z,250000,False,-37.0,167.0,1,right,M. Porter Jr. 17' pullup Jump Shot (5 PTS) (N. Jokić 2 AST),"[1629008, 203999]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,17.06,Made,5.0,N. Jokić,203999.0,2.0,,,,,,,,,,,,,,
27,PT09M52.00S,2024-11-11T01:14:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,14.011169513797633,43.627450980392155,1610612742,8,3,2024-11-11T01:15:02Z,270000,False,32.0,79.0,1,left,MISS K. Irving 8' driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,,,,
