actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
83,PT05M04.00S,2025-01-22T03:23:02.6Z,1,REGULAR,substitution,out,[],1627750,,,1610612755,23,14,2025-01-22T03:23:16Z,830000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M04.00S,2025-01-22T03:23:02.6Z,1,REGULAR,substitution,out,[],203083,,,1610612755,23,14,2025-01-22T03:23:16Z,840000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M04.00S,2025-01-22T03:23:02.6Z,1,REGULAR,substitution,out,[],201569,,,1610612755,23,14,2025-01-22T03:23:16Z,850000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M04.00S,2025-01-22T03:23:02.6Z,1,REGULAR,substitution,in,[],203932,,,1610612755,23,14,2025-01-22T03:23:16Z,860000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M04.00S,2025-01-22T03:23:02.6Z,1,REGULAR,substitution,in,[],1642348,,,1610612755,23,14,2025-01-22T03:23:16Z,870000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M04.00S,2025-01-22T03:23:02.6Z,1,REGULAR,substitution,in,[],1627824,,,1610612755,23,14,2025-01-22T03:23:16Z,880000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M54.00S,2025-01-22T03:23:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,7.178055190538765,47.30392156862745,1610612755,23,14,2025-01-22T03:23:36Z,890000,False,13.0,15.0,1,left,MISS G. Yabusele Layup,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,2.02,Missed,,,,,,,,,,,,,,,,
91,PT04M52.00S,2025-01-22T03:23:33.2Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612755,23,14,2025-01-22T03:23:36Z,910000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,89.0,1.0,0.0,1.0,,
92,PT04M50.00S,2025-01-22T03:23:35.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630178,7.30946123521682,48.03921568627451,1610612755,23,16,2025-01-22T03:23:42Z,920000,False,10.0,16.0,1,left,T. Maxey driving floating Jump Shot (6 PTS) (G. Yabusele 1 AST),"[1630178, 1627824]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,1.89,Made,6.0,G. Yabusele,1627824.0,1.0,,,,,,,,,,,,
94,PT04M37.00S,2025-01-22T03:23:48.5Z,1,REGULAR,3pt,Jump Shot,[],1629008,68.01905387647832,55.392156862745104,1610612743,23,16,2025-01-22T03:23:54Z,940000,False,27.0,248.0,1,right,MISS M. Porter Jr. 24' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,24.96,Missed,,,,,,,,,,,,,,,,
95,PT04M34.00S,2025-01-22T03:23:51.5Z,1,REGULAR,rebound,defensive,[],202331,,,1610612755,23,16,2025-01-22T03:23:54Z,950000,False,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,94.0,2.0,2.0,0.0,,
96,PT04M25.00S,2025-01-22T03:24:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.488173455978973,66.66666666666666,1610612755,23,16,2025-01-22T03:24:06Z,960000,False,-83.0,243.0,1,left,MISS T. Maxey 25' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,25.74,Missed,,,,,,,,,,,,,,,,
97,PT04M21.00S,2025-01-22T03:24:05.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,23,16,2025-01-22T03:24:06Z,970000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,96.0,2.0,2.0,0.0,,
98,PT04M18.00S,2025-01-22T03:24:07.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203932,79.71419185282524,6.372549019607843,1610612743,26,16,2025-01-22T03:24:13Z,980000,False,-218.0,138.0,1,right,A. Gordon 25' 3PT running pullup (3 PTS) (N. Jokić 3 AST),"[203932, 203999]",1610612743.0,DEN,running pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,25.82,Made,3.0,N. Jokić,203999.0,3.0,,,,,,,,,,,,
100,PT03M57.00S,2025-01-22T03:24:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,9.411957950065702,45.588235294117645,1610612755,26,18,2025-01-22T03:24:33Z,1000000,False,22.0,36.0,1,left,G. Yabusele driving Layup (2 PTS) (T. Maxey 2 AST),"[1627824, 1630178]",1610612755.0,PHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,4.22,Made,2.0,T. Maxey,1630178.0,2.0,,,,,,,,,,,,
102,PT03M47.00S,2025-01-22T03:24:38.6Z,1,REGULAR,turnover,lost ball,[],201566,,,1610612743,26,18,2025-01-22T03:24:42Z,1020000,False,,,0,,R. Westbrook lost ball TURNOVER (4 TO),"[201566, 1626162]",1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,4.0,,,,,,,,,,,Oubre Jr.,1626162.0,,,,,,
103,PT03M47.00S,2025-01-22T03:24:38.6Z,1,REGULAR,steal,,[],1626162,,,1610612755,26,18,2025-01-22T03:24:40Z,1030000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
104,PT03M42.00S,2025-01-22T03:24:43.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626162,8.360709592641262,48.03921568627451,1610612755,26,18,2025-01-22T03:25:23Z,1040000,False,10.0,26.0,1,left,MISS K. Oubre Jr. driving floating Shot,[1626162],1610612755.0,PHI,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,2.79,Missed,,,,,,,,,,,,,,,,
105,PT03M39.00S,2025-01-22T03:24:46.8Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,26,18,2025-01-22T03:24:51Z,1050000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,104.0,4.0,2.0,2.0,,
106,PT03M30.00S,2025-01-22T03:24:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.1688567674113,48.03921568627451,1610612743,28,18,2025-01-22T03:25:00Z,1060000,False,-10.0,2.0,1,right,N. Jokić finger roll Layup (8 PTS),[203999],1610612743.0,DEN,finger roll,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,1.01,Made,8.0,,,,,,,,,,,,,,,
108,PT03M12.00S,2025-01-22T03:25:13.3Z,1,REGULAR,3pt,Jump Shot,[],202331,33.327858081471746,43.38235294117647,1610612755,28,21,2025-01-22T03:25:18Z,1080000,False,33.0,261.0,1,left,P. George 26' 3PT  (5 PTS) (T. Maxey 3 AST),"[202331, 1630178]",1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,26.29,Made,5.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,,
110,PT03M02.00S,2025-01-22T03:25:23.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,94.95729303547962,46.32352941176471,1610612743,30,21,2025-01-22T03:25:29Z,1100000,False,-18.0,-5.0,1,right,A. Gordon alley-oop DUNK (5 PTS) (N. Jokić 4 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,1.91,Made,5.0,N. Jokić,203999.0,4.0,,,,,,,,,,,,
112,PT02M33.00S,2025-01-22T03:25:52.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627824,10.988830486202366,46.568627450980394,1610612755,30,21,2025-01-22T03:25:56Z,1120000,False,17.0,51.0,1,left,MISS G. Yabusele turnaround Hook,[1627824],1610612755.0,PHI,turnaround,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,5.36,Missed,,,,,,,,,,,,,,,,
113,PT02M31.00S,2025-01-22T03:25:54.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612743,30,21,2025-01-22T03:25:56Z,1130000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:5),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,112.0,5.0,5.0,0.0,,
114,PT02M27.00S,2025-01-22T03:25:58.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,93.51182654402102,49.01960784313725,1610612743,32,21,2025-01-22T03:26:03Z,1140000,False,-5.0,8.0,1,right,C. Braun running Layup (8 PTS) (R. Westbrook 3 AST),"[1631128, 201566]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,0.98,Made,8.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,
116,PT02M14.00S,2025-01-22T03:26:11.6Z,1,REGULAR,3pt,Jump Shot,[],1627824,31.225361366622867,66.17647058823529,1610612755,32,21,2025-01-22T03:26:17Z,1160000,False,-81.0,241.0,1,left,MISS G. Yabusele 25' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,25.42,Missed,,,,,,,,,,,,,,,,
117,PT02M11.00S,2025-01-22T03:26:14.9Z,1,REGULAR,rebound,offensive,[],1642348,,,1610612755,32,21,2025-01-22T03:26:14Z,1170000,False,,,0,,J. Edwards REBOUND (Off:1 Def:0),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,116.0,1.0,0.0,1.0,,
118,PT02M06.00S,2025-01-22T03:26:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,7.703679369250986,49.754901960784316,1610612755,32,23,2025-01-22T03:26:25Z,1180000,False,1.0,20.0,1,left,K. Oubre Jr. driving Layup (2 PTS) (J. Edwards 1 AST),"[1626162, 1642348]",1610612755.0,PHI,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,1.99,Made,2.0,J. Edwards,1642348.0,1.0,,,,,,,,,,,,
120,PT02M06.00S,2025-01-22T03:26:24.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612743,32,23,2025-01-22T03:26:24Z,1200000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,32,23,2025-01-22T03:28:05Z,1210000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,32,23,2025-01-22T03:28:05Z,1220000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,out,[],201566,,,1610612743,32,23,2025-01-22T03:28:05Z,1230000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,out,[],1626162,,,1610612743,32,23,2025-01-22T03:28:05Z,1240000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,in,[],1631124,,,1610612743,32,23,2025-01-22T03:28:05Z,1260000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,32,23,2025-01-22T03:28:05Z,1270000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,in,[],1627750,,,1610612743,32,23,2025-01-22T03:28:05Z,1280000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,in,[],202704,,,1610612743,32,23,2025-01-22T03:28:05Z,1290000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,out,[],1630178,,,1610612743,32,23,2025-01-22T03:28:48Z,1305000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M06.00S,2025-01-22T03:27:33.1Z,1,REGULAR,substitution,in,[],1641737,,,1610612743,32,23,2025-01-22T03:28:48Z,1307500,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M04.00S,2025-01-22T03:28:07.8Z,1,REGULAR,3pt,Jump Shot,[],1631124,93.11760840998686,1.2254901960784315,1610612743,32,23,2025-01-22T03:28:51Z,1310000,False,-244.0,12.0,1,right,MISS J. Strawther 24' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Left Corner 3,24+ Left,,,24.42,Missed,,,,,,,,,,,,,,,,
132,PT02M02.00S,2025-01-22T03:28:09.8Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612755,32,23,2025-01-22T03:28:51Z,1320000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,131.0,2.0,1.0,1.0,,
165,PT01M39.00S,2025-01-22T03:28:20.1Z,1,REGULAR,2pt,Jump Shot,[],202704,21.369908015768726,70.09803921568627,1610612755,32,23,2025-01-22T03:38:06Z,1330000,False,-100.0,148.0,1,left,MISS R. Jackson 17' pullup Shot,[202704],1610612755.0,PHI,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,,,17.92,Missed,,,,,,,,,,,,,,,,
173,PT01M38.00S,2025-01-22T03:28:21.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,32,23,2025-01-22T03:38:06Z,1335000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,165.0,,,,,
134,PT01M38.00S,2025-01-22T03:28:32.4Z,1,REGULAR,foul,personal,[],1631124,,,1610612755,32,23,2025-01-22T03:37:09Z,1340000,False,,,0,,J. Strawther personal FOUL (1 PF),"[1631124, 1627824]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Mid-Range,8-16 Right,1193.0,,,,,,,,1.0,0.0,Yabusele,1627824.0,,,,,,,,
138,PT01M27.00S,2025-01-22T03:28:58.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202331,7.046649145860711,74.26470588235294,1610612755,32,23,2025-01-22T03:39:45Z,1360000,False,-121.0,14.0,1,left,MISS P. George 12' fadeaway Shot,[202331],1610612755.0,PHI,fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Left,,,12.21,Missed,,,,,,,,,,,,,,,,
139,PT01M24.00S,2025-01-22T03:29:01.1Z,1,REGULAR,rebound,offensive,[],1641737,,,1610612755,32,23,2025-01-22T03:29:38Z,1370000,False,,,0,,A. Bona REBOUND (Off:1 Def:0),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,138.0,1.0,0.0,1.0,,
140,PT01M12.00S,2025-01-22T03:29:13.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641737,19.530223390275953,45.83333333333333,1610612755,32,23,2025-01-22T03:39:45Z,1380000,False,21.0,131.0,1,left,MISS A. Bona 13' Jump Shot,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),8-16 Center,,,13.27,Missed,,,,,,,,,,,,,,,,
141,PT01M07.00S,2025-01-22T03:29:18.2Z,1,REGULAR,rebound,defensive,[],1631124,,,1610612743,32,23,2025-01-22T03:29:19Z,1390000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,
142,PT00M50.80S,2025-01-22T03:29:35.4Z,1,REGULAR,3pt,Jump Shot,[],203999,89.04402102496715,2.941176470588235,1610612743,35,23,2025-01-22T03:29:41Z,1400000,False,-235.0,50.0,1,right,N. Jokić 24' 3PT  (11 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,,,24.07,Made,11.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,
144,PT00M31.20S,2025-01-22T03:29:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,7.30946123521682,45.588235294117645,1610612755,35,25,2025-01-22T03:30:02Z,1420000,False,22.0,16.0,1,left,G. Yabusele cutting Layup (4 PTS) (P. George 2 AST),"[1627824, 202331]",1610612755.0,PHI,cutting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,2.74,Made,4.0,P. George,202331.0,2.0,,,,,,,,,,,,
146,PT00M22.40S,2025-01-22T03:30:12.3Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,35,25,2025-01-22T03:30:16Z,1440000,False,,,0,,J. Murray bad pass TURNOVER (1 TO),"[1627750, 1642348]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,Edwards,1642348.0,,,,,,
147,PT00M22.40S,2025-01-22T03:30:12.3Z,1,REGULAR,steal,,[],1642348,,,1610612755,35,25,2025-01-22T03:30:13Z,1450000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
148,PT00M16.80S,2025-01-22T03:30:18.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202704,5.863994743758213,46.32352941176471,1610612755,35,27,2025-01-22T03:30:26Z,1460000,False,18.0,3.0,1,left,R. Jackson running Layup (2 PTS),[202704],1610612755.0,PHI,running,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,1.86,Made,2.0,,,,,,,,,,,,,,,
149,PT00M02.40S,2025-01-22T03:30:41.7Z,1,REGULAR,foul,personal,[],1641737,,,1610612743,35,27,2025-01-22T03:30:52Z,1470000,False,,,0,,A. Bona personal FOUL (1 PF),"[1641737, 203999]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,1627534.0,,,,,,,,1.0,0.0,Jokić,203999.0,,,,,,,,
151,PT00M00.20S,2025-01-22T03:31:03.1Z,1,REGULAR,3pt,Jump Shot,[],203999,68.41327201051249,68.38235294117648,1610612743,35,27,2025-01-22T03:31:12Z,1490000,False,92.0,244.0,1,right,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,26.11,Missed,,,,,,,,,,,,,,,,
152,PT00M00.20S,2025-01-22T03:31:03.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,35,27,2025-01-22T03:31:12Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,151.0,,,,,
153,PT00M00.00S,2025-01-22T03:31:08.3Z,1,REGULAR,period,end,[],0,,,1610612743,35,27,2025-01-22T03:31:08Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-01-22T03:34:20.0Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,35,27,2025-01-22T03:34:36Z,1520000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-01-22T03:34:20.0Z,2,REGULAR,substitution,out,['startperiod'],202331,,,1610612743,35,27,2025-01-22T03:34:36Z,1530000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-01-22T03:34:20.0Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612743,35,27,2025-01-22T03:34:36Z,1540000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-01-22T03:34:20.0Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612743,35,27,2025-01-22T03:34:36Z,1550000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-01-22T03:34:42.2Z,2,REGULAR,period,start,[],0,,,1610612755,35,27,2025-01-22T03:34:42Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M45.00S,2025-01-22T03:34:57.2Z,2,REGULAR,3pt,Jump Shot,[],1642348,30.305519053876477,67.8921568627451,1610612755,35,27,2025-01-22T03:35:02Z,1570000,False,-89.0,232.0,1,left,MISS J. Edwards 24' 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,24.9,Missed,,,,,,,,,,,,,,,,
160,PT11M42.00S,2025-01-22T03:35:00.2Z,2,REGULAR,rebound,offensive,[],1642348,,,1610612755,35,27,2025-01-22T03:35:02Z,1580000,False,,,0,,J. Edwards REBOUND (Off:2 Def:0),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,159.0,2.0,0.0,2.0,,
161,PT11M40.00S,2025-01-22T03:35:01.4Z,2,REGULAR,turnover,bad pass,[],1642348,,,1610612755,35,27,2025-01-22T03:35:05Z,1590000,False,,,0,,J. Edwards bad pass TURNOVER (1 TO),"[1642348, 1631212]",1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,Watson,1631212.0,,,,,,
162,PT11M40.00S,2025-01-22T03:35:01.4Z,2,REGULAR,steal,,[],1631212,,,1610612743,35,27,2025-01-22T03:35:02Z,1600000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
163,PT11M33.00S,2025-01-22T03:35:14.4Z,2,REGULAR,foul,technical,['1freethrow'],1641737,,,1610612743,35,27,2025-01-22T03:35:24Z,1610000,False,,,0,,A. Bona defensive-3-second technical FOUL (1 Tech),[1641737],1610612755.0,PHI,defensive-3-second,,,Bona,A. Bona,,,,,,,1193.0,,,,,,,,1.0,1.0,,,,,,,,,,
164,PT11M33.00S,2025-01-22T03:35:39.2Z,2,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,36,27,2025-01-22T03:35:39Z,1620000,False,,,0,,J. Murray technical Free Throw 1 of 1 (3 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
167,PT11M23.00S,2025-01-22T03:36:04.9Z,2,REGULAR,foul,personal,['2freethrow'],1641737,,,1610612743,36,27,2025-01-22T03:36:20Z,1630000,False,,,0,,A. Bona shooting personal FOUL (2 PF) (Gordon 2 FT),"[1641737, 203932]",1610612755.0,PHI,shooting,,,Bona,A. Bona,,,,,Mid-Range,8-16 Left,1193.0,,,,,,,,2.0,1.0,Gordon,203932.0,,,,,,,,
169,PT11M23.00S,2025-01-22T03:36:36.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203932,,,1610612743,37,27,2025-01-22T03:36:36Z,1650000,False,,,0,,A. Gordon Free Throw 1 of 2 (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
170,PT11M23.00S,2025-01-22T03:36:54.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203932,,,1610612743,38,27,2025-01-22T03:36:54Z,1660000,False,,,0,,A. Gordon Free Throw 2 of 2 (7 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
